Date,High,Low,Open,Close,Volume,Adj Close,CPRT-15ma,CPRT-50ma,CPRT-100ma,CPRT-200ma
2000-01-03,3.6614582538604736,2.8854167461395264,3.59375,3.25,1405200.0,3.25,3.25,3.25,3.25,3.25
2000-01-04,3.1041667461395264,2.78125,3.09375,2.84375,2026800.0,2.84375,3.046875,3.046875,3.046875,3.046875
2000-01-05,2.9270832538604736,2.7916667461395264,2.8541667461395264,2.8229167461395264,2210400.0,2.8229167461395264,2.9722222487131753,2.9722222487131753,2.9722222487131753,2.9722222487131753
2000-01-06,2.90625,2.5729167461395264,2.8229167461395264,2.625,1986000.0,2.625,2.8854166865348816,2.8854166865348816,2.8854166865348816,2.8854166865348816
2000-01-07,2.96875,2.6197917461395264,2.6302082538604736,2.9270832538604736,648000.0,2.9270832538604736,2.89375,2.89375,2.89375,2.89375
2000-01-10,3.0208332538604736,2.9114582538604736,2.9791667461395264,2.96875,1221600.0,2.96875,2.90625,2.90625,2.90625,2.90625
2000-01-11,2.96875,2.8489582538604736,2.9479167461395264,2.8489582538604736,596400.0,2.8489582538604736,2.8980654648372104,2.8980654648372104,2.8980654648372104,2.8980654648372104
2000-01-12,2.9270832538604736,2.8333332538604736,2.9270832538604736,2.8541667461395264,3552000.0,2.8541667461395264,2.892578125,2.892578125,2.892578125,2.892578125
2000-01-13,2.90625,2.8333332538604736,2.90625,2.8854167461395264,986400.0,2.8854167461395264,2.8917824162377253,2.8917824162377253,2.8917824162377253,2.8917824162377253
2000-01-14,2.9270832538604736,2.875,2.8854167461395264,2.921875,2293200.0,2.921875,2.894791674613953,2.894791674613953,2.894791674613953,2.894791674613953
2000-01-18,2.9479167461395264,2.9166667461395264,2.9270832538604736,2.9427082538604736,2076000.0,2.9427082538604736,2.899147727272727,2.899147727272727,2.899147727272727,2.899147727272727
2000-01-19,3.09375,2.9270832538604736,2.9401042461395264,3.0104167461395264,2413200.0,3.0104167461395264,2.908420145511627,2.908420145511627,2.908420145511627,2.908420145511627
2000-01-20,3.28125,3.0833332538604736,3.1041667461395264,3.2760417461395264,2022000.0,3.2760417461395264,2.9366987301753116,2.9366987301753116,2.9366987301753116,2.9366987301753116
2000-01-21,3.3177082538604736,3.1614582538604736,3.2916667461395264,3.25,2014800.0,3.25,2.959077392305647,2.959077392305647,2.959077392305647,2.959077392305647
2000-01-24,3.2916667461395264,3.1770832538604736,3.1822917461395264,3.2447917461395264,1581600.0,3.2447917461395264,2.978125015894572,2.978125015894572,2.978125015894572,2.978125015894572
2000-01-25,3.3333332538604736,2.5833332538604736,3.3333332538604736,3.2552082538604736,1291600.0,3.2552082538604736,2.9784722328186035,2.995442718267441,2.995442718267441,2.995442718267441
2000-01-26,3.1666667461395264,2.8333332538604736,3.0416667461395264,3.0,1450000.0,3.0,2.98888889948527,2.9957107936634735,2.9957107936634735,2.9957107936634735
2000-01-27,3.1666667461395264,2.7291667461395264,3.1614582538604736,2.9583332538604736,720400.0,2.9583332538604736,2.997916666666667,2.993634263674418,2.993634263674418,2.993634263674418
2000-01-28,3.0625,2.9375,2.9583332538604736,3.015625,414000.0,3.015625,3.0239583333333333,2.9947916708494486,2.9947916708494486,2.9947916708494486
2000-01-31,3.03125,2.7083332538604736,3.0260417461395264,2.8333332538604736,1330800.0,2.8333332538604736,3.017708333333333,2.98671875,2.98671875,2.98671875
