Date,High,Low,Open,Close,Volume,Adj Close,UHS-15ma,UHS-50ma,UHS-100ma,UHS-200ma
2000-01-03,9.46875,9.03125,9.03125,9.3125,535200.0,8.557483673095703,8.557483673095703,8.557483673095703,8.557483673095703,8.557483673095703
2000-01-04,9.265625,9.046875,9.265625,9.125,290800.0,8.385186195373535,8.47133493423462,8.47133493423462,8.47133493423462,8.47133493423462
2000-01-05,9.5,9.15625,9.15625,9.5,532000.0,8.729790687561035,8.557486852010092,8.557486852010092,8.557486852010092,8.557486852010092
2000-01-06,10.234375,9.453125,9.46875,10.203125,1078400.0,9.375904083251953,8.762091159820557,8.762091159820557,8.762091159820557,8.762091159820557
2000-01-07,11.25,10.25,10.25,11.046875,1452400.0,10.151244163513184,9.039921760559082,9.039921760559082,9.039921760559082,9.039921760559082
2000-01-10,11.75,11.15625,11.15625,11.578125,1233600.0,10.639427185058594,9.306505997975668,9.306505997975668,9.306505997975668,9.306505997975668
2000-01-11,11.546875,11.125,11.546875,11.125,1100400.0,10.223036766052246,9.43743896484375,9.43743896484375,9.43743896484375,9.43743896484375
2000-01-12,11.171875,11.0,11.140625,11.078125,360400.0,10.179964065551758,9.530254602432251,9.530254602432251,9.530254602432251,9.530254602432251
2000-01-13,11.5,11.0625,11.0625,11.5,556800.0,10.567632675170898,9.645518832736546,9.645518832736546,9.645518832736546,9.645518832736546
2000-01-14,11.671875,11.34375,11.5,11.453125,858800.0,10.524559020996094,9.7334228515625,9.7334228515625,9.7334228515625,9.7334228515625
2000-01-18,11.625,11.40625,11.515625,11.4375,230400.0,10.510200500488281,9.804039001464844,9.804039001464844,9.804039001464844,9.804039001464844
2000-01-19,11.421875,10.875,11.40625,11.140625,782800.0,10.237394332885742,9.840151945749918,9.840151945749918,9.840151945749918,9.840151945749918
2000-01-20,12.140625,11.875,12.0,12.0,1220800.0,11.027100563049316,9.93145568554218,9.93145568554218,9.93145568554218,9.93145568554218
2000-01-21,12.28125,11.96875,12.015625,12.0,1683600.0,11.027100563049316,10.009716033935547,10.009716033935547,10.009716033935547,10.009716033935547
2000-01-24,12.046875,11.9375,11.96875,12.0,1110400.0,11.027100563049316,10.077541669209799,10.077541669209799,10.077541669209799,10.077541669209799
2000-01-25,12.25,11.84375,12.015625,11.859375,998400.0,10.897870063781738,10.233567428588866,10.128812193870544,10.128812193870544,10.128812193870544
2000-01-26,11.984375,11.640625,11.859375,11.640625,775200.0,10.69685173034668,10.387678464253744,10.162226284251494,10.162226284251494,10.162226284251494
2000-01-27,11.875,11.5,11.640625,11.5,813200.0,10.567632675170898,10.510201263427735,10.184748861524794,10.184748861524794,10.184748861524794
2000-01-28,11.640625,11.1875,11.5,11.25,526800.0,10.337898254394531,10.574334208170573,10.192809355886359,10.192809355886359,10.192809355886359
2000-01-31,11.390625,11.0625,11.28125,11.171875,377600.0,10.26611042022705,10.581991958618165,10.196474409103393,10.196474409103393,10.196474409103393
2000-02-01,11.296875,10.9375,11.203125,11.265625,574800.0,10.352258682250977,10.562847391764324,10.203892707824707,10.203892707824707,10.203892707824707
2000-02-02,11.59375,11.21875,11.265625,11.5,538000.0,10.567632675170898,10.585820452372234,10.22042634270408,10.22042634270408,10.22042634270408
2000-02-03,12.09375,11.5,11.5,12.015625,812000.0,11.04145622253418,10.643253262837728,10.256123294001041,10.256123294001041,10.256123294001041
2000-02-04,12.359375,11.984375,11.984375,12.125,808800.0,11.141961097717285,10.68154182434082,10.293033202489218,10.293033202489218,10.293033202489218
2000-02-07,12.125,11.875,12.125,11.9375,238000.0,10.96966552734375,10.711215591430664,10.320098495483398,10.320098495483398,10.320098495483398
2000-02-08,12.234375,11.765625,11.9375,11.78125,426400.0,10.82607650756836,10.73227399190267,10.339559188255897,10.339559188255897,10.339559188255897
2000-02-09,11.984375,11.46875,11.8125,11.5,371600.0,10.567632675170898,10.754289881388347,10.348006354437935,10.348006354437935,10.348006354437935
2000-02-10,11.4375,10.828125,11.4375,11.390625,766800.0,10.467126846313477,10.716958300272625,10.352260657719203,10.352260657719203,10.352260657719203
2000-02-11,11.515625,11.25,11.359375,11.3125,342400.0,10.395339012145996,10.674840863545736,10.353746118216678,10.353746118216678,10.353746118216678
2000-02-14,11.25,11.015625,11.21875,11.046875,300800.0,10.151244163513184,10.616450436909993,10.346996053059895,10.346996053059895,10.346996053059895
2000-02-15,11.75,10.90625,11.0,11.5625,1029200.0,10.625062942504883,10.598263295491536,10.355965952719412,10.355965952719412,10.355965952719412
2000-02-16,11.546875,10.78125,11.546875,10.78125,565600.0,9.907155990600586,10.545616912841798,10.341940641403198,10.341940641403198,10.341940641403198
2000-02-17,10.84375,10.546875,10.84375,10.625,774000.0,9.763577461242676,10.49201323191325,10.324414484428637,10.324414484428637,10.324414484428637
2000-02-18,10.625,10.140625,10.625,10.21875,958400.0,9.390262603759766,10.42883752187093,10.296939429114847,10.296939429114847,10.296939429114847
2000-02-22,10.21875,9.8125,10.21875,10.078125,1105600.0,9.26103687286377,10.361832618713379,10.267342213221959,10.267342213221959,10.267342213221959
2000-02-23,10.078125,9.8125,10.078125,9.96875,770000.0,9.160528182983398,10.282383918762207,10.236597379048666,10.236597379048666,10.236597379048666
2000-02-24,10.0,9.546875,10.0,9.71875,694400.0,8.93079948425293,10.173261706034342,10.201305544054186,10.201305544054186,10.201305544054186
2000-02-25,9.875,9.625,9.75,9.875,568400.0,9.074378967285156,10.042123222351075,10.171649581507632,10.171649581507632,10.171649581507632
2000-02-28,9.859375,9.578125,9.84375,9.578125,874400.0,8.801573753356934,9.886097399393718,10.136519432067871,10.136519432067871,10.136519432067871
2000-02-29,9.921875,9.5625,9.578125,9.71875,568400.0,8.93079948425293,9.750172996520996,10.106376433372498,10.106376433372498,10.106376433372498
2000-03-01,10.0625,9.734375,9.734375,10.015625,452800.0,9.203606605529785,9.642008336385091,10.08435765708365,10.08435765708365,10.08435765708365
2000-03-02,10.484375,10.078125,10.078125,10.4375,520800.0,9.591276168823242,9.576917902628582,10.07261762164888,10.07261762164888,10.07261762164888
2000-03-03,10.46875,10.296875,10.46875,10.34375,584800.0,9.505125045776367,9.51278444925944,10.059420119884402,10.059420119884402,10.059420119884402
2000-03-06,10.34375,10.046875,10.3125,10.078125,392000.0,9.26103687286377,9.437164306640625,10.04127504608848,10.04127504608848,10.04127504608848
2000-03-07,10.109375,9.78125,10.109375,9.78125,443200.0,8.98823070526123,9.359630076090495,10.017874060736762,10.017874060736762,10.017874060736762
2000-03-08,9.8125,9.59375,9.8125,9.78125,510800.0,8.98823070526123,9.250507926940918,9.995490509530772,9.995490509530772,9.995490509530772
2000-03-09,10.0625,9.734375,9.84375,10.03125,545200.0,9.217962265014648,9.204561678568522,9.978947355392132,9.978947355392132,9.978947355392132
2000-03-10,10.0,9.84375,10.0,9.875,250800.0,9.074378967285156,9.158615112304688,9.960102180639902,9.960102180639902,9.960102180639902
2000-03-13,9.90625,9.78125,9.90625,9.859375,413600.0,9.06002426147461,9.13659922281901,9.941733243514081,9.941733243514081,9.941733243514081
2000-03-14,10.0625,9.875,9.875,9.921875,345600.0,9.117452621459961,9.12702693939209,9.925247631072999,9.925247631072999,9.925247631072999
2000-03-15,9.96875,9.828125,9.9375,9.953125,475200.0,9.146174430847168,9.126070022583008,9.937021446228027,9.90997168597053,9.90997168597053
2000-03-16,10.5,10.015625,10.015625,10.4375,1466400.0,9.591276168823242,9.170101801554361,9.961143245697022,9.90384292602539,9.90384292602539
2000-03-17,10.578125,10.234375,10.4375,10.421875,433200.0,9.57691764831543,9.203604380289713,9.978085784912109,9.897674524559164,9.897674524559164
2000-03-20,10.53125,10.34375,10.421875,10.46875,408400.0,9.619994163513184,9.258165740966797,9.982967586517335,9.892532295650906,9.892532295650906
2000-03-21,10.734375,10.546875,10.59375,10.6875,198000.0,9.821008682250977,9.317513020833333,9.97636287689209,9.891231866316362,9.891231866316362
2000-03-22,11.15625,10.75,10.75,11.046875,788000.0,10.151244163513184,9.380688858032226,9.966599216461182,9.89587494305202,9.89587494305202
2000-03-23,11.03125,10.9375,11.03125,10.96875,220800.0,10.07945442199707,9.413234074910482,9.963727569580078,9.899095635665091,9.899095635665091
2000-03-24,11.140625,10.921875,10.9375,11.125,442000.0,10.223036766052246,9.461094856262207,9.964589023590088,9.904680827568317,9.904680827568317
2000-03-27,11.09375,10.8125,11.09375,10.921875,489600.0,10.036377906799316,9.512784258524578,9.953963928222656,9.906912981453589,9.906912981453589
2000-03-28,10.90625,10.78125,10.890625,10.796875,423600.0,9.921515464782715,9.575003242492675,9.941903057098388,9.90715635617574,9.90715635617574
2000-03-29,10.984375,10.78125,10.8125,10.84375,548000.0,9.964591026306152,9.640093930562337,9.930990867614746,9.908097908145091,9.908097908145091
2000-03-30,11.328125,10.875,10.875,11.328125,429200.0,10.40969467163086,9.719542757670085,9.934436874389649,9.916188178523894,9.916188178523894
2000-03-31,12.53125,11.296875,11.296875,12.25,1278000.0,11.256827354431152,9.865039316813151,9.939031410217286,9.937468165443057,9.937468165443057
2000-04-03,12.25,12.125,12.21875,12.25,462000.0,11.256827354431152,10.011492856343587,9.943625946044921,9.958083152770996,9.958083152770996
2000-04-04,12.59375,12.15625,12.15625,12.375,1647200.0,11.371692657470703,10.16177552541097,9.95051778793335,9.979830991304837,9.979830991304837
2000-04-05,12.546875,12.3125,12.3125,12.515625,906400.0,11.50091552734375,10.31875826517741,9.96257869720459,10.002877726699367,10.002877726699367
2000-04-06,12.6875,12.59375,12.640625,12.6875,758400.0,11.658853530883789,10.456596755981446,9.981818733215333,10.027593783478238,10.027593783478238
2000-04-07,12.6875,12.5625,12.6875,12.671875,389600.0,11.644498825073242,10.594435501098634,10.003356056213379,10.051371798795813,10.051371798795813
2000-04-10,12.984375,12.625,12.640625,12.921875,765200.0,11.874229431152344,10.744717852274578,10.034082679748535,10.077790025351703,10.077790025351703
2000-04-11,13.015625,12.8125,12.875,13.0,532000.0,11.94602108001709,10.886385345458985,10.067680892944336,10.104479040418353,10.104479040418353
2000-04-12,13.53125,12.890625,12.90625,13.484375,1599600.0,12.391122817993164,11.035710589090984,10.10845817565918,10.13668529080673,10.13668529080673
2000-04-13,13.625,13.234375,13.5625,13.28125,610000.0,12.2044677734375,11.177378145853679,10.141194877624512,10.16540449195438,10.16540449195438
2000-04-14,13.25,12.625,13.25,12.796875,821600.0,11.75936222076416,11.279799842834473,10.155552997589112,10.187239529335336,10.187239529335336
2000-04-17,13.046875,12.53125,12.78125,12.59375,1036000.0,11.572708129882812,11.382221857706705,10.164167938232422,10.205962077991382,10.205962077991382
2000-04-18,13.0,12.25,12.59375,13.0,1206800.0,11.94602108001709,11.517188898722331,10.18369504928589,10.229162864685058,10.229162864685058
2000-04-19,13.140625,12.9375,13.03125,13.109375,616800.0,12.046531677246094,11.655984942118327,10.208104152679443,10.253075612218757,10.253075612218757
2000-04-20,13.5625,13.234375,13.234375,13.46875,944400.0,12.37677001953125,11.78712329864502,10.244286899566651,10.28065605906697,10.28065605906697
2000-04-24,13.453125,13.21875,13.4375,13.421875,637600.0,12.333690643310547,11.858914184570313,10.281618175506592,10.306977015275221,10.306977015275221
2000-04-25,14.078125,13.40625,13.40625,13.984375,975600.0,12.850591659545898,11.965165138244629,10.33072322845459,10.339174669000167,10.339174669000167
2000-04-26,14.4375,13.609375,14.4375,13.71875,972400.0,12.606501579284668,12.047485733032227,10.37982837677002,10.367516255378723,10.367516255378723
2000-04-27,13.734375,13.140625,13.734375,13.296875,643600.0,12.218823432922363,12.095346260070801,10.41170358657837,10.39037189954593,10.39037189954593
2000-04-28,13.6875,13.1875,13.328125,13.6875,499600.0,12.577777862548828,12.156607882181804,10.465116024017334,10.417047582021574,10.417047582021574
2000-05-01,13.859375,13.515625,13.65625,13.75,914800.0,12.63521671295166,12.222655741373698,10.522548809051514,10.443772511309888,10.443772511309888
2000-05-02,13.9375,13.671875,13.6875,13.796875,502800.0,12.678292274475098,12.276259930928548,10.58830940246582,10.470373937061854,10.470373937061854
2000-05-03,13.859375,13.1875,13.859375,13.203125,374400.0,12.132678985595703,12.288703791300456,10.64574224472046,10.489930467044607,10.489930467044607
2000-05-04,13.84375,13.15625,13.171875,13.71875,921200.0,12.606501579284668,12.303062375386556,10.714661712646484,10.514541759047397,10.514541759047397
2000-05-05,13.9375,13.59375,13.65625,13.625,287600.0,12.520352363586426,12.324121348063152,10.786452770233154,10.537597053352444,10.537597053352444
2000-05-08,13.6875,13.421875,13.6875,13.65625,190400.0,12.549065589904785,12.376768239339192,10.855946502685548,10.56045465035872,10.56045465035872
2000-05-09,13.90625,13.6875,13.6875,13.875,243600.0,12.750081062316895,12.455259768168132,10.934916648864746,10.585057194313306,10.585057194313306
2000-05-10,13.859375,13.109375,13.84375,13.1875,456000.0,12.118317604064941,12.466746203104655,10.998667011260986,10.602093421088325,10.602093421088325
2000-05-11,13.9375,13.21875,13.21875,13.90625,493200.0,12.778799057006836,12.515564028422038,11.070170860290528,10.626013263241274,10.626013263241274
2000-05-12,14.125,13.390625,13.875,13.5625,360000.0,12.462916374206543,12.521307118733723,11.127603664398194,10.64597960140394,10.64597960140394
2000-05-15,14.046875,13.5,13.5,13.953125,388800.0,12.821871757507324,12.553852526346843,11.193938598632812,10.669376291254515,10.669376291254515
2000-05-16,14.078125,13.703125,14.046875,13.765625,391200.0,12.64957332611084,12.54045130411784,11.261709327697753,10.690442217157242,10.690442217157242
2000-05-17,13.921875,13.3125,13.578125,13.40625,576800.0,12.31933307647705,12.521306737263997,11.32833137512207,10.70758843672903,10.70758843672903
2000-05-18,13.671875,13.234375,13.421875,13.65625,565600.0,12.549065589904785,12.543322881062826,11.399548072814941,10.726770490407944,10.726770490407944
2000-05-19,13.84375,13.28125,13.75,13.4375,469200.0,12.348051071166992,12.52800776163737,11.462149848937988,10.743484723199273,10.743484723199273
2000-05-22,13.4375,12.9375,13.375,13.21875,367600.0,12.147039413452148,12.495462608337402,11.523603057861328,10.757806709834508,10.757806709834508
2000-05-23,13.8125,13.234375,13.25,13.734375,726800.0,12.620857238769531,12.49163360595703,11.594819717407226,10.776625402045973,10.776625402045973
2000-05-24,14.125,13.734375,13.734375,13.890625,930000.0,12.76443862915039,12.533750915527344,11.667759437561035,10.796503534317017,10.796503534317017
2000-05-25,14.140625,13.890625,13.9375,13.96875,1070800.0,12.836226463317871,12.549065907796225,11.741560478210449,10.839290962219238,10.816698810841778
2000-05-26,14.0,13.75,13.96875,13.8125,196800.0,12.692648887634277,12.560552342732747,11.80358793258667,10.882365589141846,10.835090478261312
2000-05-30,14.09375,13.75,13.875,14.0,596800.0,12.864944458007812,12.581610933939617,11.869348468780517,10.923717126846313,10.854797798453026
2000-05-31,14.0,13.28125,14.0,13.28125,995600.0,12.2044677734375,12.545236714680989,11.921037940979003,10.952002763748169,10.867775394366337
2000-06-01,13.84375,13.328125,13.328125,13.6875,575600.0,12.577777862548828,12.575867398579915,11.97617332458496,10.976268100738526,10.884061132158552
2000-06-02,14.21875,13.71875,13.75,14.109375,782400.0,12.965455055236816,12.588311131795248,12.032457542419433,10.999528379440308,10.903696923885706
2000-06-05,14.265625,14.0,14.203125,14.125,823200.0,12.979809761047363,12.622770690917969,12.09046464920044,11.027096109390259,10.923099847597497
2000-06-06,14.15625,14.015625,14.109375,14.046875,447600.0,12.908016204833984,12.62851365407308,12.144164237976074,11.05437663078308,10.941478702757093
2000-06-07,14.140625,14.0,14.140625,14.0625,534800.0,12.922375679016113,12.646700477600097,12.20188419342041,11.077924060821534,10.959652069511764
2000-06-08,14.25,14.015625,14.125,14.046875,508400.0,12.908016204833984,12.68594601949056,12.261614208221436,11.101758632659912,10.977364470741966
2000-06-09,14.171875,14.0625,14.0625,14.0625,465600.0,12.922375679016113,12.71083335876465,12.320769901275634,11.12588038444519,10.994887094239932
2000-06-12,14.75,14.15625,14.15625,14.75,399200.0,13.554140090942383,12.791239293416341,12.383658809661865,11.159047842025757,11.017737567424774
2000-06-13,14.75,13.796875,14.75,14.109375,1762800.0,12.965455055236816,12.845800336201986,12.417831363677978,11.178431386947631,11.034974005370014
2000-06-14,14.9375,14.109375,14.109375,14.859375,2845600.0,13.654644012451172,12.914719454447429,12.46578769683838,11.20470682144165,11.057953566835637
2000-06-15,16.28125,14.765625,14.796875,16.28125,3612400.0,14.961246490478516,13.061173311869304,12.537578773498534,11.244048280715942,11.091895244432532
2000-06-16,16.53125,15.84375,16.28125,16.0625,3242800.0,14.760229110717773,13.189440155029297,12.602765045166016,11.282671871185302,11.123518812245337
2000-06-19,15.9375,15.25,15.9375,15.578125,4560400.0,14.315126419067383,13.297605323791505,12.655890502929687,11.31885461807251,11.150797509739542
2000-06-20,16.15625,15.625,15.640625,16.125,4123200.0,14.817659378051758,13.4277863184611,12.719353713989257,11.361354885101319,11.18187261031846
2000-06-21,16.28125,16.015625,16.21875,16.015625,2325200.0,14.71715259552002,13.595298639933269,12.776212177276612,11.405147428512572,11.21158084548822
2000-06-22,17.015625,15.859375,15.953125,16.78125,3348400.0,15.420699119567871,13.784826723734538,12.845705738067627,11.456693315505982,11.24665683110555
2000-06-23,16.65625,16.265625,16.640625,16.515625,2262000.0,15.176612854003906,13.932237243652343,12.901415538787841,11.50493685722351,11.279135806501404
2000-06-26,17.171875,16.640625,16.640625,16.65625,1531600.0,15.30583667755127,14.087305704752604,12.963442916870116,11.552318897247314,11.312141551346075
2000-06-27,17.375,16.953125,16.953125,17.25,1161200.0,15.85145378112793,14.283534876505534,13.045284748077393,11.600418872833252,11.349046528823976
2000-06-28,17.5,17.015625,17.3125,17.484375,1740000.0,16.06682777404785,14.493165016174316,13.135167140960693,11.649667539596557,11.38709315176933
