Date,High,Low,Open,Close,Volume,Adj Close,DD-15ma,DD-50ma,DD-100ma,DD-200ma
2000-01-03,63.928531646728516,62.65351867675781,63.51341247558594,62.92038345336914,1296000.0,31.82781219482422,31.82781219482422,31.82781219482422,31.82781219482422,31.82781219482422
2000-01-04,62.38665771484375,61.200599670410156,61.67502212524414,61.200599670410156,2073600.0,30.957868576049805,31.39284038543701,31.39284038543701,31.39284038543701,31.39284038543701
2000-01-05,63.18724822998047,61.05234146118164,61.289554595947266,63.18724822998047,3653200.0,31.962818145751953,31.58283297220866,31.58283297220866,31.58283297220866,31.58283297220866
2000-01-06,67.13088989257812,62.861080169677734,63.09829330444336,64.9663314819336,4885500.0,32.862735748291016,31.902808666229248,31.902808666229248,31.902808666229248,31.902808666229248
2000-01-07,66.86402893066406,65.47040557861328,65.94483184814453,66.41925811767578,3469200.0,33.59769058227539,32.24178504943848,32.24178504943848,32.24178504943848,32.24178504943848
2000-01-10,66.38960266113281,64.64016723632812,66.06343841552734,64.72911834716797,1707300.0,32.74273681640625,32.32527701059977,32.32527701059977,32.32527701059977,32.32527701059977
2000-01-11,64.49191284179688,63.780277252197266,63.80992889404297,64.1064453125,1343200.0,32.427772521972656,32.33991922651018,32.33991922651018,32.33991922651018,32.33991922651018
2000-01-12,65.7076187133789,63.80992889404297,64.1064453125,65.35179901123047,3209100.0,33.0577278137207,32.4296452999115,32.4296452999115,32.4296452999115,32.4296452999115
2000-01-13,66.09308624267578,64.75877380371094,64.75877380371094,65.47040557861328,2186600.0,33.11772537231445,32.506098641289604,32.506098641289604,32.506098641289604,32.506098641289604
2000-01-14,66.38960266113281,65.025634765625,65.47040557861328,65.94483184814453,2217800.0,33.357704162597656,32.59125919342041,32.59125919342041,32.59125919342041,32.59125919342041
2000-01-18,65.5890121459961,61.64537048339844,65.47040557861328,61.823280334472656,2656000.0,31.27285385131836,32.471404162320226,32.471404162320226,32.471404162320226,32.471404162320226
2000-01-19,63.18724822998047,60.84477996826172,62.26805114746094,61.289554595947266,2812000.0,31.00286865234375,32.34902620315552,32.34902620315552,32.34902620315552,32.34902620315552
2000-01-20,61.40816116333008,58.354061126708984,61.40816116333008,59.68096160888672,2608800.0,30.189172744750977,32.18288362943209,32.18288362943209,32.18288362943209,32.18288362943209
2000-01-21,59.036041259765625,56.69357681274414,58.591270446777344,57.93893814086914,3664000.0,29.307973861694336,31.977532931736537,31.977532931736537,31.977532931736537,31.977532931736537
2000-01-24,60.01454162597656,57.31625747680664,58.82848358154297,59.92558670043945,2639600.0,30.31292152404785,31.866558837890626,31.866558837890626,31.866558837890626,31.866558837890626
2000-01-25,60.07384490966797,56.81218338012695,59.92558670043945,57.90928649902344,2975800.0,29.292984008789062,31.697570292154946,31.705710411071777,31.705710411071777,31.705710411071777
2000-01-26,59.036041259765625,56.69357681274414,57.879634857177734,57.52381896972656,2580300.0,29.097991943359375,31.573578516642254,31.552315207088697,31.552315207088697,31.552315207088697
2000-01-27,59.06569290161133,55.9819450378418,58.354061126708984,56.486019134521484,3089300.0,28.573041915893555,31.347593434651692,31.386800024244522,31.386800024244522,31.386800024244522
2000-01-28,56.66392517089844,54.23250961303711,56.574974060058594,54.440067291259766,3281200.0,27.53809928894043,30.992617670694987,31.184236827649567,31.184236827649567,31.184236827649567
2000-01-31,55.3592643737793,53.78773498535156,54.55867385864258,55.27030944824219,2186000.0,27.958080291748047,30.6166436513265,31.022929000854493,31.022929000854493,31.022929000854493
2000-02-01,57.256954193115234,54.91448974609375,55.151702880859375,56.87148666381836,2265800.0,28.76800537109375,30.35166155497233,30.9155516851516,30.9155516851516,30.9155516851516
2000-02-02,56.69357681274414,53.75808334350586,56.45636749267578,54.617977142333984,2853900.0,27.62810707092285,30.031683858235677,30.76612238450484,30.76612238450484,30.76612238450484
2000-02-03,55.03309631347656,53.75808334350586,54.855186462402344,54.55867385864258,2287600.0,27.598108291625977,29.667709223429362,30.62838264133619,30.62838264133619,30.62838264133619
2000-02-04,55.09239959716797,52.898193359375,55.03309631347656,53.22435760498047,1822300.0,26.923139572143555,29.254736836751302,30.473997513453167,30.473997513453167,30.473997513453167
2000-02-07,53.728431701660156,52.60167694091797,53.60982894897461,52.898193359375,2215300.0,26.758167266845703,28.81476771036784,30.325364303588866,30.325364303588866,30.325364303588866
2000-02-08,53.84703826904297,52.54237365722656,53.84703826904297,52.9278450012207,1770700.0,26.77315330505371,28.514787673950195,30.188740803645207,30.188740803645207,30.188740803645207
2000-02-09,53.580177307128906,51.23771286010742,53.13540267944336,51.38596725463867,2501300.0,25.993215560913086,28.18081080118815,30.033350979840314,30.033350979840314,30.033350979840314
2000-02-10,51.593528747558594,50.11095428466797,51.504573822021484,50.259212493896484,2352900.0,25.423246383666992,27.863082377115884,29.868704387119838,29.868704387119838,29.868704387119838
2000-02-11,51.11910629272461,49.34001922607422,50.19990921020508,50.170257568359375,2152400.0,25.37824821472168,27.60110066731771,29.713861070830248,29.713861070830248,29.713861070830248
2000-02-14,51.23771286010742,49.102806091308594,50.05165100097656,50.19990921020508,3123300.0,25.393253326416016,27.273122787475586,29.569840812683104,29.569840812683104,29.569840812683104
2000-02-15,52.15690612792969,50.05165100097656,50.259212493896484,51.6824836730957,3978400.0,26.143198013305664,27.06313705444336,29.45930394818706,29.45930394818706,29.45930394818706
2000-02-16,51.949344635009766,50.58538055419922,51.65283203125,50.881893157958984,1846800.0,25.738229751586914,26.839152908325197,29.343020379543304,29.343020379543304,29.343020379543304
2000-02-17,51.593528747558594,50.170257568359375,51.23771286010742,51.089454650878906,1702200.0,25.843223571777344,26.657165018717446,29.236965930823125,29.236965930823125,29.236965930823125
2000-02-18,51.089454650878906,48.86559295654297,51.089454650878906,49.69583511352539,2098000.0,25.13826560974121,26.497176106770834,29.116415921379538,29.116415921379538,29.116415921379538
2000-02-22,54.58832550048828,49.69583511352539,49.69583511352539,54.1435546875,2638100.0,27.38811492919922,26.459178415934243,29.06703589303153,29.06703589303153,29.06703589303153
2000-02-23,54.084251403808594,52.18655776977539,53.66912841796875,52.54237365722656,2194000.0,26.57816505432129,26.31318906148275,28.997900591956245,28.997900591956245,28.997900591956245
2000-02-24,52.216209411621094,49.1324577331543,52.18655776977539,51.089454650878906,1744600.0,25.843223571777344,26.19419682820638,28.91263905087033,28.91263905087033,28.91263905087033
2000-02-25,51.089454650878906,49.8144416809082,51.089454650878906,50.19990921020508,1538600.0,25.393253326416016,26.047206497192384,28.8200236370689,28.8200236370689,28.8200236370689
2000-02-28,52.36446762084961,48.86559295654297,49.399322509765625,51.0301513671875,2441800.0,25.81322479248047,25.973212178548177,28.7429262307974,28.7429262307974,28.7429262307974
2000-02-29,51.949344635009766,49.7551383972168,51.0301513671875,51.47492218017578,1957700.0,26.038206100463867,25.925214767456055,28.675308227539062,28.675308227539062,28.675308227539062
2000-03-01,51.593528747558594,48.5690803527832,51.53422546386719,49.04350280761719,2018000.0,24.80829429626465,25.794224166870116,28.58099081458115,28.58099081458115,28.58099081458115
2000-03-02,48.62838363647461,46.78999328613281,48.391170501708984,47.20511245727539,2689500.0,23.878355026245117,25.65323346455892,28.469023295811244,28.469023295811244,28.469023295811244
2000-03-03,53.461570739746094,48.391170501708984,48.86559295654297,52.06795120239258,4051400.0,26.338186264038086,25.71422945658366,28.419468946235124,28.419468946235124,28.419468946235124
2000-03-06,52.8685417175293,48.5394287109375,52.54237365722656,49.42897415161133,2974100.0,25.003284454345703,25.689231872558594,28.341828389601275,28.341828389601275,28.341828389601275
2000-03-07,48.687686920166016,45.218467712402344,47.916748046875,45.54463195800781,4333000.0,23.038410186767578,25.532242329915366,28.223974651760525,28.223974651760525,28.223974651760525
2000-03-08,47.41267395019531,43.64693832397461,46.16731262207031,46.55278015136719,4716600.0,23.548377990722656,25.35925432840983,28.12233124608579,28.12233124608579,28.12233124608579
