Date,High,Low,Open,Close,Volume,Adj Close,NOC-15ma,NOC-50ma,NOC-100ma,NOC-200ma
2000-01-03,24.53567123413086,23.547468185424805,24.53567123413086,23.886281967163086,336600.0,15.491388320922852,15.491388320922852,15.491388320922852,15.491388320922852,15.491388320922852
2000-01-04,24.846250534057617,24.11215591430664,24.225093841552734,24.19685935974121,664500.0,15.6928129196167,15.592100620269775,15.592100620269775,15.592100620269775,15.592100620269775
2000-01-05,24.761547088623047,24.11215591430664,24.19685935974121,24.168624877929688,613600.0,15.6745023727417,15.61956787109375,15.61956787109375,15.61956787109375,15.61956787109375
2000-01-06,23.942750930786133,23.490999221801758,23.942750930786133,23.716875076293945,654100.0,15.381516456604004,15.560055017471313,15.560055017471313,15.560055017471313,15.560055017471313
2000-01-07,24.62037467956543,23.82981300354004,23.82981300354004,24.28156280517578,944700.0,15.747747421264648,15.59759349822998,15.59759349822998,15.59759349822998,15.59759349822998
2000-01-10,24.507436752319336,23.942750930786133,24.394500732421875,23.999217987060547,660900.0,15.564620018005371,15.592097918192545,15.592097918192545,15.592097918192545,15.592097918192545
2000-01-11,25.015655517578125,23.91451644897461,23.942750930786133,24.4227352142334,516200.0,15.83929443359375,15.627411706107003,15.627411706107003,15.627411706107003,15.627411706107003
2000-01-12,24.62037467956543,24.168624877929688,24.53567123413086,24.168624877929688,305700.0,15.6745023727417,15.63329803943634,15.63329803943634,15.63329803943634,15.63329803943634
2000-01-13,24.479202270507812,24.083921432495117,24.225093841552734,24.168624877929688,277800.0,15.6745023727417,15.637876298692492,15.637876298692492,15.637876298692492,15.637876298692492
2000-01-14,24.394500732421875,24.055686950683594,24.168624877929688,24.055686950683594,370300.0,15.601249694824219,15.634213638305663,15.634213638305663,15.634213638305663,15.634213638305663
2000-01-18,23.716875076293945,23.011014938354492,23.434532165527344,23.547468185424805,435600.0,15.27165412902832,15.601253682916814,15.601253682916814,15.601253682916814,15.601253682916814
2000-01-19,23.462764739990234,22.672203063964844,23.378063201904297,22.81337547302246,709600.0,14.795555114746094,15.534112135569254,15.534112135569254,15.534112135569254,15.534112135569254
2000-01-20,23.23689079284668,22.192218780517578,22.926313400268555,22.926313400268555,741300.0,14.868804931640625,15.482934658343975,15.482934658343975,15.482934658343975,15.482934658343975
2000-01-21,23.575702667236328,22.72867202758789,23.15218734741211,23.575702667236328,592800.0,15.289959907531738,15.469150747571673,15.469150747571673,15.469150747571673,15.469150747571673
2000-01-24,23.82981300354004,21.96634292602539,23.575702667236328,22.022811889648438,677100.0,14.282832145690918,15.390062840779622,15.390062840779622,15.390062840779622,15.390062840779622
2000-01-25,22.27692222595215,21.00637435913086,22.192218780517578,21.571062088012695,646800.0,13.989859580993652,15.289960924784342,15.302550137043,15.302550137043,15.302550137043
2000-01-26,21.796937942504883,20.441686630249023,21.740468978881836,21.627531051635742,1039700.0,14.026482582092285,15.178872235616048,15.227487339692956,15.227487339692956,15.227487339692956
2000-01-27,22.756906509399414,21.68400001525879,21.68400001525879,22.587499618530273,1344100.0,14.649060249328613,15.110509427388509,15.195352501339382,15.195352501339382,15.195352501339382
2000-01-28,23.011014938354492,22.36162567138672,22.64396858215332,22.615734100341797,656700.0,14.667377471923828,15.062900161743164,15.167564341896458,15.167564341896458,15.167564341896458
2000-01-31,22.700437545776367,22.022811889648438,22.64396858215332,22.700437545776367,526600.0,14.722311019897461,14.994537734985352,15.145301675796508,15.145301675796508,15.145301675796508
2000-02-01,22.926313400268555,22.192218780517578,22.926313400268555,22.700437545776367,978800.0,14.722311019897461,14.938383801778157,15.12515926361084,15.12515926361084,15.12515926361084
2000-02-02,22.841609954833984,22.248687744140625,22.81337547302246,22.587499618530273,778500.0,14.649060249328613,14.859034856160482,15.103518399325283,15.103518399325283,15.103518399325283
2000-02-03,22.954545974731445,22.333391189575195,22.869844436645508,22.55926513671875,667600.0,14.630754470825195,14.789451662699381,15.082963445912236,15.082963445912236,15.082963445912236
