Date,High,Low,Open,Close,Volume,Adj Close,FMC-15ma,FMC-50ma,FMC-100ma,FMC-200ma
2000-02-18,10.936144828796387,10.543148040771484,10.936144828796387,10.665112495422363,699100.0,4.85670280456543,5.086270332336426,5.3405947124256805,5.3405947124256805,5.3405947124256805
2000-02-22,10.787076950073242,10.57025146484375,10.597354888916016,10.787076950073242,323700.0,4.912243366241455,5.059940083821615,5.328356102534703,5.328356102534703,5.328356102534703
2000-02-23,10.787076950073242,10.272116661071777,10.787076950073242,10.448287010192871,745200.0,4.757964134216309,5.022090180714925,5.312511881192525,5.312511881192525,5.312511881192525
2000-02-24,10.543148040771484,10.380529403686523,10.475390434265137,10.516045570373535,968500.0,4.788820266723633,4.98876584370931,5.2983580537744475,5.2983580537744475,5.2983580537744475
2000-02-25,10.543148040771484,10.055290222167969,10.516045570373535,10.123048782348633,847200.0,4.609855651855469,4.942276414235433,5.280239569513421,5.280239569513421,5.280239569513421
2000-02-28,10.380529403686523,10.001084327697754,10.123048782348633,10.19080638885498,929300.0,4.640711307525635,4.905660883585612,5.263841408949632,5.263841408949632,5.263841408949632
2000-02-29,10.475390434265137,10.19080638885498,10.217909812927246,10.475390434265137,689400.0,4.770308017730713,4.877273686726888,5.251503074169159,5.251503074169159,5.251503074169159
2000-03-01,10.787076950073242,10.353425979614258,10.624458312988281,10.543148040771484,995700.0,4.8011627197265625,4.855880292256673,5.240519163085193,5.240519163085193,5.240519163085193
2000-03-02,10.65156078338623,10.421183586120605,10.543148040771484,10.448287010192871,593100.0,4.757964134216309,4.839835166931152,5.229029757635934,5.229029757635934,5.229029757635934
2000-03-03,10.868387222290039,10.326322555541992,10.461838722229004,10.678664207458496,521600.0,4.862874507904053,4.834486865997315,5.220514519270076,5.220514519270076,5.220514519270076
2000-03-06,10.814180374145508,10.353425979614258,10.692215919494629,10.407631874084473,529900.0,4.739451885223389,4.826258691151937,5.209581277587197,5.209581277587197,5.209581277587197
2000-03-07,10.65156078338623,10.163702964782715,10.434735298156738,10.177254676818848,712000.0,4.63454008102417,4.807333691914876,5.196802584330241,5.196802584330241,5.196802584330241
2000-03-08,10.48894214630127,9.987532615661621,10.136600494384766,10.461838722229004,719900.0,4.764135360717773,4.789231586456299,5.187396775121274,5.187396775121274,5.187396775121274
2000-03-09,10.77352523803711,10.434735298156738,10.624458312988281,10.610906600952148,713900.0,4.832019805908203,4.782237688700358,5.179835563010358,5.179835563010358,5.179835563010358
2000-03-10,10.787076950073242,10.272116661071777,10.543148040771484,10.434735298156738,1171900.0,4.751791477203369,4.765369701385498,5.170917977889379,5.170917977889379,5.170917977889379
2000-03-13,10.48894214630127,10.285667419433594,10.407631874084473,10.461838722229004,830100.0,4.764135360717773,4.7591985384623205,5.162616291824652,5.162616291824652,5.162616291824652
2000-03-14,10.678664207458496,10.353425979614258,10.407631874084473,10.665112495422363,523400.0,4.85670280456543,4.755495834350586,5.156498022079468,5.156498022079468,5.156498022079468
2000-03-15,11.478209495544434,10.624458312988281,10.624458312988281,11.396899223327637,1154800.0,5.189944267272949,4.784294509887696,5.151684513092041,5.157153830808752,5.157153830808752
2000-03-16,12.30485725402832,11.28848648071289,11.41045093536377,12.169341087341309,900200.0,5.541702747344971,4.834486675262451,5.1552638244628906,5.164549002280602,5.164549002280602
2000-03-17,11.993169784545898,11.41045093536377,11.92541217803955,11.437554359436035,979500.0,5.208458423614502,4.874393526713053,5.150203466415405,5.165377481928411,5.165377481928411
2000-03-20,11.898308753967285,11.451106071472168,11.49176025390625,11.545967102050781,734600.0,5.257828235626221,4.915534655253093,5.146253881454467,5.167089532922815,5.167089532922815
2000-03-21,11.952515602111816,11.573070526123047,11.573070526123047,11.74924087524414,886400.0,5.350396156311035,4.954207197825114,5.144279098510742,5.170422380620783,5.170422380620783
2000-03-22,11.789896011352539,11.329141616821289,11.708586692810059,11.49176025390625,492500.0,5.2331438064575195,4.983005936940511,5.135886325836181,5.171542406082153,5.171542406082153
2000-03-23,11.613724708557129,11.220728874206543,11.274934768676758,11.600172996520996,427000.0,5.282512187957764,5.017975807189941,5.127370090484619,5.173489244360673,5.173489244360673
2000-03-24,11.735689163208008,11.545967102050781,11.559518814086914,11.600172996520996,262800.0,5.282512187957764,5.045951652526855,5.116508817672729,5.175368950284761,5.175368950284761
2000-03-27,11.708586692810059,11.247831344604492,11.708586692810059,11.41045093536377,525700.0,5.196115970611572,5.076395924886068,5.102932271957397,5.175720594697079,5.175720594697079
2000-03-28,11.92541217803955,11.41045093536377,11.41045093536377,11.92541217803955,939000.0,5.430619716644287,5.129467900594076,5.0937989234924315,5.179968913396199,5.179968913396199
2000-03-29,12.101582527160645,11.87120532989502,11.898308753967285,12.020273208618164,587500.0,5.473819732666016,5.176780192057292,5.087380952835083,5.184786139941607,5.184786139941607
2000-03-30,12.3861665725708,12.04737663269043,12.074480056762695,12.277753829956055,455600.0,5.5910725593566895,5.227383708953857,5.0866404628753665,5.191339146706365,5.191339146706365
2000-03-31,12.467475891113281,12.223546981811523,12.359063148498535,12.250650405883789,693600.0,5.578729152679443,5.282512887318929,5.088491792678833,5.197488194420224,5.197488194420224
2000-04-03,12.50813102722168,12.250650405883789,12.250650405883789,12.481027603149414,481000.0,5.6836395263671875,5.34381316502889,5.093181877136231,5.2050843089818954,5.2050843089818954
2000-04-04,12.657198905944824,12.359063148498535,12.440372467041016,12.494579315185547,888700.0,5.689810276031494,5.399353663126628,5.098859357833862,5.212541631551889,5.212541631551889
2000-04-05,12.630095481872559,12.345511436462402,12.413269996643066,12.372614860534668,1548700.0,5.634269714355469,5.4289753595987955,5.106388187408447,5.218931450988308,5.218931450988308
2000-04-06,12.738508224487305,12.399718284606934,12.413269996643066,12.670750617980957,1048700.0,5.7700347900390625,5.444197495778401,5.11367015838623,5.227156873959214,5.227156873959214
2000-04-07,12.657198905944824,12.494579315185547,12.630095481872559,12.521682739257812,729100.0,5.702151298522949,5.477110354105632,5.118607034683228,5.234142086085151,5.234142086085151
2000-04-10,12.575888633728027,12.142237663269043,12.535234451293945,12.264202117919922,790000.0,5.584899425506592,5.498915100097657,5.1244079208374025,5.239225525786911,5.239225525786911
2000-04-11,12.941781997680664,12.359063148498535,12.359063148498535,12.738508224487305,641900.0,5.800889492034912,5.528947989145915,5.134281768798828,5.247249296733311,5.247249296733311
2000-04-12,13.253469467163086,12.792715072631836,12.792715072631836,13.036643981933594,1236900.0,5.936656475067139,5.575848833719889,5.1465006446838375,5.256959256991534,5.256959256991534
2000-04-13,13.090849876403809,12.616543769836426,13.090849876403809,12.76561164855957,753100.0,5.813230991363525,5.611230087280274,5.156991558074951,5.264685253302257,5.264685253302257
2000-04-14,12.738508224487305,12.277753829956055,12.738508224487305,12.413269996643066,1094800.0,5.652782440185547,5.635914770762126,5.16390326499939,5.270001653122575,5.270001653122575
2000-04-17,12.494579315185547,12.169341087341309,12.359063148498535,12.30485725402832,1153000.0,5.603413105010986,5.66306791305542,5.17217264175415,5.274507213283229,5.274507213283229
2000-04-18,12.806265830993652,12.33195972442627,12.413269996643066,12.792715072631836,2127900.0,5.825575828552246,5.68939832051595,5.184761838912964,5.281854794820149,5.281854794820149
2000-04-19,12.874024391174316,12.467475891113281,12.76561164855957,12.575888633728027,855900.0,5.72683572769165,5.70626605351766,5.1968572807312015,5.287709807094775,5.287709807094775
2000-04-20,12.711404800415039,12.467475891113281,12.521682739257812,12.50813102722168,624000.0,5.695982933044434,5.713260078430176,5.210804119110107,5.293012055483731,5.293012055483731
2000-04-24,12.670750617980957,12.33195972442627,12.562336921691895,12.562336921691895,1505300.0,5.720666885375977,5.722722593943278,5.2263554763793945,5.2984948097131195,5.2984948097131195
2000-04-25,12.602992057800293,12.359063148498535,12.562336921691895,12.494579315185547,1910700.0,5.689810276031494,5.723133977254232,5.242894191741943,5.303448170046263,5.303448170046263
2000-04-26,12.58944034576416,12.33195972442627,12.467475891113281,12.535234451293945,1120700.0,5.708323955535889,5.724368222554525,5.25869236946106,5.308509117364883,5.308509117364883
2000-04-27,12.738508224487305,12.481027603149414,12.548786163330078,12.643647193908691,808400.0,5.757692813873291,5.732596429189046,5.2731328868865965,5.314054595099555,5.314054595099555
2000-04-28,12.76561164855957,12.440372467041016,12.684301376342773,12.616543769836426,1491500.0,5.745352268218994,5.730950927734375,5.28930136680603,5.3193143228205235,5.3193143228205235
2000-05-01,12.738508224487305,12.33195972442627,12.616543769836426,12.684301376342773,929300.0,5.7762064933776855,5.735887940724691,5.304729270935058,5.324819047766995,5.324819047766995
2000-05-02,12.995988845825195,12.616543769836426,12.684301376342773,12.833369255065918,913600.0,5.844088554382324,5.753167215983073,5.324476985931397,5.331000827607655,5.331000827607655
2000-05-03,12.792715072631836,12.575888633728027,12.792715072631836,12.657198905944824,688500.0,5.763864994049072,5.75069891611735,5.341509418487549,5.336093347212848,5.336093347212848
2000-05-04,12.792715072631836,12.30485725402832,12.30485725402832,12.4268217086792,1404800.0,5.6589555740356445,5.732185522715251,5.359529247283936,5.3398475591526475,5.3398475591526475
2000-05-05,12.792715072631836,12.3861665725708,12.3861665725708,12.61315631866455,442700.0,5.743807315826416,5.727557277679443,5.378628988265991,5.344490774746599,5.344490774746599
2000-05-08,13.090849876403809,12.616543769836426,12.657198905944824,12.833369255065918,1113700.0,5.844088554382324,5.740311018625895,5.403313646316528,5.3501680222424595,5.3501680222424595
2000-05-09,12.96888542175293,12.670750617980957,12.792715072631836,12.792715072631836,658100.0,5.825575828552246,5.7551218668619795,5.4270109367370605,5.355509682987513,5.355509682987513
2000-05-10,12.76561164855957,12.602992057800293,12.76561164855957,12.643647193908691,884100.0,5.757692813873291,5.750596332550049,5.446758632659912,5.359978384441799,5.359978384441799
2000-05-11,12.955333709716797,12.602992057800293,12.643647193908691,12.602992057800293,511900.0,5.7391767501831055,5.7514190673828125,5.465518913269043,5.364145399449946,5.364145399449946
2000-05-12,13.090849876403809,12.792715072631836,12.792715072631836,12.928230285644531,1609100.0,5.887287139892578,5.764172681172689,5.488105373382568,5.3698317227156265,5.3698317227156265
2000-05-15,13.714223861694336,12.928230285644531,12.928230285644531,13.280572891235352,1379900.0,6.047738552093506,5.785977458953857,5.511802654266358,5.377121043461625,5.377121043461625
2000-05-16,13.714223861694336,13.280572891235352,13.294123649597168,13.632914543151855,1674600.0,6.208188533782959,5.820536009470621,5.541177387237549,5.385962186975682,5.385962186975682
2000-05-17,14.012358665466309,13.510950088500977,13.551604270935059,13.822636604309082,1299600.0,6.294583797454834,5.859619998931885,5.574378261566162,5.395526624980726,5.395526624980726
2000-05-18,13.849740028381348,13.660017013549805,13.836188316345215,13.660017013549805,532600.0,6.2205305099487305,5.890475845336914,5.603506164550781,5.4041204154491425,5.4041204154491425
2000-05-19,13.98525619506836,13.60581111907959,13.822636604309082,13.646465301513672,1164900.0,6.214357852935791,5.921742884318034,5.631152925491333,5.412473378722201,5.412473378722201
2000-05-22,13.958152770996094,13.76842975616455,13.76842975616455,13.917497634887695,975400.0,6.3377814292907715,5.959181213378907,5.662872724533081,5.421915297605554,5.421915297605554
2000-05-23,14.093668937683105,13.917497634887695,13.917497634887695,14.053013801574707,832400.0,6.39949369430542,5.9962082227071125,5.695579891204834,5.431789826865148,5.431789826865148
2000-05-24,14.540871620178223,14.06656551361084,14.06656551361084,14.310494422912598,1400200.0,6.516744613647461,6.046400197347006,5.728780727386475,5.4426393747329715,5.4426393747329715
2000-05-25,14.364700317382812,13.903945922851562,14.364700317382812,14.053013801574707,1366500.0,6.39949369430542,6.09576940536499,5.752971715927124,5.452328114509583,5.452113179877253
2000-05-26,14.174978256225586,13.578707695007324,14.039462089538574,13.673568725585938,1004000.0,6.2266998291015625,6.127962239583334,5.766671657562256,5.460967741012573,5.459707166634354
2000-05-30,13.822636604309082,12.955333709716797,13.727775573730469,13.172159194946289,1847500.0,5.998366355895996,6.138247426350912,5.782469816207886,5.466336641311646,5.464936867500972
2000-05-31,13.483846664428711,13.117953300476074,13.280572891235352,13.172159194946289,1117900.0,5.998366355895996,6.149766794840494,5.7972805786132815,5.471767230033874,5.470065997197078
2000-06-01,13.497398376464844,12.901127815246582,13.253469467163086,13.402536392211914,739700.0,6.10327672958374,6.172805722554525,5.812338190078735,5.478308644294739,5.47609657560076
2000-06-02,13.470294952392578,13.3076753616333,13.402536392211914,13.375433921813965,472700.0,6.090935230255127,6.19625628789266,5.829494018554687,5.482690172195435,5.481896940267311
2000-06-05,13.551604270935059,12.928230285644531,13.334778785705566,12.982437133789062,861900.0,5.911970615386963,6.197901852925619,5.842083187103271,5.484726638793945,5.4859163204086165
2000-06-06,13.443191528320312,12.84692096710205,12.982437133789062,13.185710906982422,729100.0,6.004539966583252,6.195021947224935,5.8565237426757815,5.486516280174255,5.49071839120653
2000-06-07,13.334778785705566,12.76561164855957,13.212814331054688,12.84692096710205,784500.0,5.850258827209473,6.1711599667867025,5.86960659980774,5.486269435882568,5.494016927316649
2000-06-08,13.199262619018555,12.84692096710205,12.901127815246582,13.185710906982422,369800.0,6.004539966583252,6.151823711395264,5.881085004806518,5.487441964149475,5.498658045855436
2000-06-09,13.60581111907959,13.199262619018555,13.199262619018555,13.60581111907959,1200500.0,6.195845127105713,6.150178019205729,5.895525512695312,5.491453232765198,5.504939010551384
2000-06-12,13.781981468200684,13.483846664428711,13.60581111907959,13.632914543151855,1016400.0,6.208188533782959,6.149766731262207,5.907867832183838,5.497254147529602,5.511218024151666
2000-06-13,13.551604270935059,13.443191528320312,13.524500846862793,13.538052558898926,1085600.0,6.164988040924072,6.138247172037761,5.919593009948731,5.504042401313781,5.517003599521333
2000-06-14,13.944601058959961,13.497398376464844,13.538052558898926,13.660017013549805,838900.0,6.2205305099487305,6.126316293080648,5.930330829620361,5.511756353378296,5.523174888209293
2000-06-15,13.68712043762207,13.280572891235352,13.660017013549805,13.3483304977417,522500.0,6.0785908699035645,6.097106043497721,5.938106441497803,5.518482899665832,5.528004592397939
2000-06-16,13.443191528320312,13.172159194946289,13.3076753616333,13.355106353759766,1217100.0,6.081679344177246,6.075918420155843,5.947054634094238,5.5267214107513425,5.532777650602933
2000-06-19,13.3483304977417,12.928230285644531,13.3483304977417,12.928230285644531,1453700.0,5.887287139892578,6.053290907541911,5.949399681091308,5.531534919738769,5.5358076462378865
2000-06-20,12.982437133789062,12.575888633728027,12.901127815246582,12.88757610321045,757200.0,5.868772983551025,6.044651349385579,5.95273211479187,5.535669574737549,5.538629386384608
2000-06-21,13.199262619018555,12.76561164855957,12.901127815246582,13.104401588439941,1285300.0,5.967512130737305,6.042594401041667,5.960384368896484,5.542396144866943,5.542233443059841
2000-06-22,13.117953300476074,12.88757610321045,13.117953300476074,12.96888542175293,903900.0,5.905799865722656,6.029429276784261,5.962482576370239,5.5483821725845335,5.5452631632486975
2000-06-23,13.063746452331543,12.738508224487305,12.982437133789062,12.819817543029785,803400.0,5.837918758392334,6.012561511993408,5.960507822036743,5.55350423336029,5.5476818045308764
2000-06-26,12.914679527282715,12.602992057800293,12.819817543029785,12.643647193908691,355100.0,5.757692813873291,6.00227632522583,5.959397058486939,5.558194308280945,5.549403206246798
2000-06-27,13.104401588439941,12.4268217086792,12.630095481872559,12.995988845825195,2173100.0,5.918140888214111,5.996516386667888,5.96470422744751,5.56430374622345,5.5524010735798655
2000-06-28,13.009540557861328,12.602992057800293,13.009540557861328,12.911291122436523,1324100.0,5.879570960998535,5.998470528920492,5.970227384567261,5.571200013160706,5.555039540413888
2000-06-29,13.172159194946289,12.670750617980957,12.914679527282715,12.738508224487305,1509900.0,5.800889492034912,5.984893830617269,5.9697336578369145,5.577247748374939,5.557006340026856
2000-06-30,12.874024391174316,12.575888633728027,12.752059936523438,12.586052894592285,1304700.0,5.731463432312012,5.953935050964356,5.9698262119293215,5.5833417463302615,5.558390920124356
2000-07-03,13.199262619018555,12.575888633728027,12.58944034576416,13.199262619018555,365200.0,6.0107102394104,5.9407698313395185,5.9761207580566404,5.593462438583374,5.561952489567554
2000-07-05,13.280572891235352,12.575888633728027,13.199262619018555,12.650423049926758,1051000.0,5.760777473449707,5.91382246017456,5.976922969818116,5.601639223098755,5.563505809754133
2000-07-06,12.941781997680664,12.630095481872559,12.697853088378906,12.752059936523438,861900.0,5.807062149047852,5.886257902781169,5.979268007278442,5.6110810995101925,5.565393843392069
2000-07-07,12.901127815246582,12.643647193908691,12.792715072631836,12.806265830993652,645600.0,5.831745624542236,5.869801553090413,5.981736440658569,5.620214405059815,5.56744270324707
2000-07-10,13.063746452331543,12.819817543029785,12.819817543029785,12.914679527282715,424700.0,5.8811163902282715,5.856430689493815,5.984204912185669,5.628668899536133,5.569837158872881
2000-07-11,13.470294952392578,12.955333709716797,12.955333709716797,13.3483304977417,916400.0,6.0785908699035645,5.8691842714945475,5.99086968421936,5.640085525512696,5.573691353653416
2000-07-12,13.3483304977417,13.158608436584473,13.334778785705566,13.253469467163086,665000.0,6.035396099090576,5.880292479197184,5.996053476333618,5.6503913736343385,5.577162817904823
2000-07-13,13.388985633850098,13.199262619018555,13.22636604309082,13.253469467163086,486500.0,6.035396099090576,5.884818077087402,5.9998796272277835,5.66217830657959,5.580582469256957
2000-07-14,13.334778785705566,12.955333709716797,13.3076753616333,13.104401588439941,361100.0,5.967512130737305,5.888932228088379,6.003952569961548,5.6727309942245485,5.583448614897551
2000-07-17,13.199262619018555,13.009540557861328,13.104401588439941,13.111177444458008,766900.0,5.970597267150879,5.897777462005616,6.0101854038238525,5.684857325553894,5.58629529616412
2000-07-18,13.239917755126953,13.090849876403809,13.131505012512207,13.14505672454834,506300.0,5.986025810241699,5.912999661763509,6.0150297737121585,5.696829380989075,5.589213037142788
2000-07-19,13.199262619018555,12.657198905944824,13.199262619018555,12.738508224487305,460200.0,5.800889492034912,5.905182902018229,6.01416579246521,5.708739719390869,5.590746924497079
2000-07-20,12.982437133789062,12.711404800415039,12.901127815246582,12.792715072631836,525700.0,5.825575828552246,5.90158322652181,6.01416579246521,5.720588364601135,5.592436341073015
2000-07-21,12.76561164855957,12.630095481872559,12.738508224487305,12.684301376342773,322800.0,5.7762064933776855,5.8999376932779946,6.014536066055298,5.730647349357605,5.593748985018049
2000-07-24,12.874024391174316,12.697853088378906,12.711404800415039,12.792715072631836,342200.0,5.825575828552246,5.906211853027344,6.0162640476226805,5.740891480445862,5.59539314702893
2000-07-25,13.239917755126953,12.819817543029785,12.84692096710205,13.172159194946289,636400.0,5.998366355895996,5.905388927459716,6.018485631942749,5.753295502662659,5.598230986527994
2000-07-26,13.22636604309082,13.063746452331543,13.172159194946289,13.117953300476074,953300.0,5.973681449890137,5.919582525889079,6.017004489898682,5.76440357208252,5.600856514243813
2000-07-27,13.497398376464844,13.090849876403809,13.090849876403809,13.443191528320312,851300.0,6.121790885925293,5.940564441680908,6.015276536941529,5.778226962089539,5.604474114047156
2000-07-28,13.470294952392578,13.22636604309082,13.388985633850098,13.280572891235352,1049200.0,6.047738552093506,5.954963970184326,6.010339632034301,5.792358946800232,5.607531110171614
2000-07-31,13.443191528320312,13.036643981933594,13.22636604309082,13.063746452331543,838900.0,5.949000358581543,5.959489568074544,6.004909029006958,5.80420759677887,5.609869940640175
2000-08-01,13.321227073669434,13.117953300476074,13.117953300476074,13.172159194946289,921900.0,5.998366355895996,5.954141267140707,6.000589199066162,5.815871062278748,5.612512773397017
2000-08-02,13.280572891235352,12.819817543029785,13.22636604309082,12.874024391174316,1172800.0,5.862601280212402,5.9426216125488285,5.991085596084595,5.826979160308838,5.6142025606052295
2000-08-03,13.321227073669434,12.84692096710205,12.901127815246582,13.212814331054688,1037200.0,6.016880989074707,5.941387271881103,5.98343334197998,5.839506616592407,5.616905100393615
2000-08-04,13.551604270935059,13.212814331054688,13.212814331054688,13.510950088500977,709700.0,6.152646541595459,5.953729565938314,5.976151380538941,5.852466053962708,5.620476710001627
2000-08-07,13.76842975616455,13.470294952392578,13.497398376464844,13.741327285766602,590700.0,6.257556915283203,5.972860209147135,5.973312644958496,5.86314218044281,5.62469578420879
2000-08-08,13.931049346923828,13.741327285766602,13.795533180236816,13.86329174041748,509600.0,6.3130974769592285,5.994664986928304,5.975040597915649,5.870856127738953,5.629224742713728
2000-08-09,14.093668937683105,13.795533180236816,13.86329174041748,13.849740028381348,633600.0,6.3069257736206055,6.028400739034017,5.9812117862701415,5.881840801239013,5.633654161216387
2000-08-10,13.931049346923828,13.76842975616455,13.931049346923828,13.89039421081543,332500.0,6.325439453125,6.0617249806722,5.987753248214721,5.892516913414002,5.6381462735015075
2000-08-11,14.310494422912598,13.89039421081543,13.89039421081543,14.290166854858398,527100.0,6.5074896812438965,6.110477193196615,5.995837507247924,5.90408784866333,5.643754940648233
2000-08-14,14.2698392868042,13.971704483032227,14.229185104370117,14.188529968261719,449200.0,6.461203575134277,6.152852376302083,6.003242874145508,5.916368446350098,5.648994995997502
2000-08-15,14.337597846984863,14.093668937683105,14.229185104370117,14.229185104370117,710700.0,6.4797186851501465,6.184942531585693,6.014597835540772,5.9283405113220216,5.654286229686373
2000-08-16,14.364700317382812,14.202081680297852,14.256287574768066,14.32404613494873,306200.0,6.522915840148926,6.221558157602946,6.024965353012085,5.940744547843933,5.659783885448793
2000-08-17,14.581526756286621,14.256287574768066,14.364700317382812,14.567975044250488,583400.0,6.633996963500977,6.2557052294413245,6.040640115737915,5.955123357772827,5.665911011725852
2000-08-18,14.52731990814209,14.215633392333984,14.52731990814209,14.351149559020996,316800.0,6.5352582931518555,6.288206545511882,6.051254482269287,5.966169743537903,5.671344432234764
2000-08-21,14.513768196105957,14.202081680297852,14.310494422912598,14.283390998840332,430700.0,6.504401683807373,6.3252333005269366,6.05742561340332,5.976475563049316,5.676518700878073
2000-08-22,14.500216484069824,14.283390998840332,14.283390998840332,14.44601058959961,590700.0,6.578455448150635,6.363905906677246,6.0648309516906735,5.986349391937256,5.682086211663705
2000-08-23,14.473114013671875,14.418907165527344,14.418907165527344,14.459562301635742,481900.0,6.584629058837891,6.412041091918946,6.073223772048951,5.99640839099884,5.687623284345755
