Date,High,Low,Open,Close,Volume,Adj Close,VTR-15ma,VTR-50ma,VTR-100ma,VTR-200ma
2000-01-03,4.853260040283203,4.567774295806885,4.853260040283203,4.567774295806885,14900.0,1.4246338605880737,1.4246338605880737,1.4246338605880737,1.4246338605880737,1.4246338605880737
2000-01-04,4.567774295806885,4.496402740478516,4.567774295806885,4.567774295806885,34800.0,1.4246338605880737,1.4246338605880737,1.4246338605880737,1.4246338605880737,1.4246338605880737
2000-01-05,4.710517406463623,4.496402740478516,4.496402740478516,4.496402740478516,26600.0,1.4023736715316772,1.417213797569275,1.417213797569275,1.417213797569275,1.417213797569275
2000-01-06,4.710517406463623,4.496402740478516,4.496402740478516,4.567774295806885,24000.0,1.4246338605880737,1.4190688133239746,1.4190688133239746,1.4190688133239746,1.4190688133239746
2000-01-07,4.567774295806885,4.4250311851501465,4.496402740478516,4.496402740478516,73900.0,1.4023736715316772,1.415729784965515,1.415729784965515,1.415729784965515,1.415729784965515
2000-01-10,4.710517406463623,4.496402740478516,4.496402740478516,4.567774295806885,47300.0,1.4246338605880737,1.417213797569275,1.417213797569275,1.417213797569275,1.417213797569275
2000-01-11,4.496402740478516,4.4250311851501465,4.4250311851501465,4.496402740478516,45700.0,1.4023736715316772,1.4150937795639038,1.4150937795639038,1.4150937795639038,1.4150937795639038
2000-01-12,4.496402740478516,4.4250311851501465,4.4250311851501465,4.4250311851501465,13600.0,1.3801147937774658,1.410721406340599,1.410721406340599,1.410721406340599,1.410721406340599
2000-01-13,4.639145851135254,4.4250311851501465,4.4250311851501465,4.496402740478516,27100.0,1.4023736715316772,1.4097938802507188,1.4097938802507188,1.4097938802507188,1.4097938802507188
2000-01-14,4.567774295806885,4.496402740478516,4.496402740478516,4.567774295806885,31700.0,1.4246338605880737,1.4112778782844544,1.4112778782844544,1.4112778782844544,1.4112778782844544
2000-01-18,4.639145851135254,4.496402740478516,4.567774295806885,4.639145851135254,18000.0,1.4468941688537598,1.4145157228816638,1.4145157228816638,1.4145157228816638,1.4145157228816638
2000-01-19,4.639145851135254,4.496402740478516,4.567774295806885,4.639145851135254,24700.0,1.4468941688537598,1.417213926712672,1.417213926712672,1.417213926712672,1.417213926712672
2000-01-20,4.639145851135254,4.567774295806885,4.639145851135254,4.567774295806885,28100.0,1.4246338605880737,1.4177846908569336,1.4177846908569336,1.4177846908569336,1.4177846908569336
2000-01-21,4.567774295806885,4.496402740478516,4.567774295806885,4.496402740478516,35500.0,1.4023736715316772,1.4166839037622725,1.4166839037622725,1.4166839037622725,1.4166839037622725
2000-01-24,4.567774295806885,4.210916996002197,4.496402740478516,4.210916996002197,91500.0,1.3133339881896973,1.4097939093907674,1.4097939093907674,1.4097939093907674,1.4097939093907674
2000-01-25,4.282288551330566,3.9254310131073,4.282288551330566,3.996802568435669,313100.0,1.2465546131134033,1.3979219595591228,1.3995914533734322,1.3995914533734322,1.3995914533734322
2000-01-26,4.139545440673828,3.8540596961975098,3.9254310131073,3.996802568435669,64800.0,1.2465546131134033,1.386050009727478,1.3905892862993128,1.3905892862993128,1.3905892862993128
2000-01-27,4.139545440673828,3.8540596961975098,3.996802568435669,3.996802568435669,94700.0,1.2465546131134033,1.3756620724995932,1.3825873600112066,1.3825873600112066,1.3825873600112066
2000-01-28,3.996802568435669,3.8540596961975098,3.9254310131073,3.9254310131073,110500.0,1.224294900894165,1.3623061418533324,1.3742561779524152,1.3742561779524152,1.3742561779524152
2000-01-31,4.282288551330566,3.8540596961975098,3.996802568435669,4.139545440673828,198400.0,1.291074514389038,1.3548861980438232,1.3700970947742461,1.3700970947742461,1.3700970947742461
2000-02-01,4.282288551330566,4.068173885345459,4.139545440673828,4.210916996002197,80100.0,1.3133339881896973,1.3474662065505982,1.3673940896987915,1.3673940896987915,1.3673940896987915
2000-02-02,4.3536601066589355,4.139545440673828,4.139545440673828,4.282288551330566,34200.0,1.3355942964553833,1.3430142482121785,1.3659486445513638,1.3659486445513638,1.3659486445513638
2000-02-03,4.4250311851501465,4.139545440673828,4.210916996002197,4.210916996002197,153500.0,1.3133339881896973,1.3385621945063273,1.3636610507965088,1.3636610507965088,1.3636610507965088
2000-02-04,4.139545440673828,3.996802568435669,4.139545440673828,3.996802568435669,110000.0,1.2465546131134033,1.3281742572784423,1.3587816158930461,1.3587816158930461,1.3587816158930461
2000-02-07,4.3536601066589355,4.068173885345459,4.282288551330566,4.210916996002197,35800.0,1.3133339881896973,1.3207542657852174,1.3569637107849122,1.3569637107849122,1.3569637107849122
