Date,High,Low,Open,Close,Volume,Adj Close,FLT-15ma,FLT-50ma,FLT-100ma,FLT-200ma
2010-12-15,28.75,24.5,25.0,27.25,8926100,27.25,27.25,27.25,27.25,27.25
2010-12-16,28.469999313354492,26.84000015258789,26.84000015258789,27.350000381469727,464600,27.350000381469727,27.300000190734863,27.300000190734863,27.300000190734863,27.300000190734863
2010-12-17,28.139999389648438,27.170000076293945,27.170000076293945,28.06999969482422,37200,28.06999969482422,27.55666669209798,27.55666669209798,27.55666669209798,27.55666669209798
2010-12-20,29.18000030517578,28.15999984741211,28.739999771118164,28.530000686645508,450800,28.530000686645508,27.800000190734863,27.800000190734863,27.800000190734863,27.800000190734863
2010-12-21,30.0,28.979999542236328,29.0,29.75,696600,29.75,28.190000152587892,28.190000152587892,28.190000152587892,28.190000152587892
2010-12-22,30.200000762939453,28.959999084472656,29.6299991607666,29.079999923706055,123400,29.079999923706055,28.33833344777425,28.33833344777425,28.33833344777425,28.33833344777425
2010-12-23,30.809999465942383,28.90999984741211,28.90999984741211,30.809999465942383,127800,30.809999465942383,28.691428593226842,28.691428593226842,28.691428593226842,28.691428593226842
2010-12-27,31.43000030517578,30.5,30.829999923706055,30.989999771118164,153600,30.989999771118164,28.978749990463257,28.978749990463257,28.978749990463257,28.978749990463257
2010-12-28,31.420000076293945,30.059999465942383,30.829999923706055,31.059999465942383,74500,31.059999465942383,29.20999993218316,29.20999993218316,29.20999993218316,29.20999993218316
2010-12-29,31.43000030517578,30.579999923706055,31.0,31.0,155000,31.0,29.388999938964844,29.388999938964844,29.388999938964844,29.388999938964844
2010-12-30,30.989999771118164,30.530000686645508,30.709999084472656,30.799999237060547,58000,30.799999237060547,29.51727260242809,29.51727260242809,29.51727260242809,29.51727260242809
2010-12-31,30.979999542236328,30.34000015258789,30.56999969482422,30.920000076293945,18500,30.920000076293945,29.634166558583576,29.634166558583576,29.634166558583576,29.634166558583576
2011-01-03,31.25,30.100000381469727,31.25,30.469999313354492,219000,30.469999313354492,29.69846138587365,29.69846138587365,29.69846138587365,29.69846138587365
2011-01-04,30.229999542236328,28.75,30.0,29.979999542236328,460800,29.979999542236328,29.718571254185267,29.718571254185267,29.718571254185267,29.718571254185267
2011-01-05,30.5,30.0,30.110000610351562,30.399999618530273,167100,30.399999618530273,29.76399981180827,29.76399981180827,29.76399981180827,29.76399981180827
2011-01-06,30.729999542236328,30.030000686645508,30.729999542236328,30.030000686645508,56900,30.030000686645508,29.94933319091797,29.780624866485596,29.780624866485596,29.780624866485596
2011-01-07,30.469999313354492,29.610000610351562,30.239999771118164,29.989999771118164,92900,29.989999771118164,30.125333150227863,29.792941037346335,29.792941037346335,29.792941037346335
2011-01-10,30.149999618530273,29.950000762939453,30.0,30.0,121600,30.0,30.253999837239583,29.804444313049316,29.804444313049316,29.804444313049316
2011-01-11,31.229999542236328,30.0,30.049999237060547,31.139999389648438,53600,31.139999389648438,30.42799975077311,29.8747366855019,29.8747366855019,29.8747366855019
2011-01-12,31.5,30.899999618530273,31.360000610351562,30.940000534057617,62800,30.940000534057617,30.507333119710285,29.927999877929686,29.927999877929686,29.927999877929686
2011-01-13,30.899999618530273,29.559999465942383,30.899999618530273,30.200000762939453,464200,30.200000762939453,30.581999842325846,29.94095230102539,29.94095230102539,29.94095230102539
2011-01-14,30.420000076293945,30.0,30.06999969482422,30.25,174900,30.25,30.544666544596353,29.954999923706055,29.954999923706055,29.954999923706055
2011-01-18,30.479999542236328,29.229999542236328,29.860000610351562,30.229999542236328,36200,30.229999542236328,30.493999862670897,29.966956428859543,29.966956428859543,29.966956428859543
2011-01-19,30.459999084472656,29.950000762939453,30.020000457763672,30.190000534057617,234300,30.190000534057617,30.43599993387858,29.976249933242798,29.976249933242798,29.976249933242798
2011-01-20,30.399999618530273,29.889999389648438,30.020000457763672,30.049999237060547,141400,30.049999237060547,30.372666549682616,29.979199905395507,29.979199905395507,29.979199905395507
2011-01-21,30.84000015258789,30.15999984741211,30.15999984741211,30.5,403500,30.5,30.35266660054525,29.99923067826491,29.99923067826491,29.99923067826491
2011-01-24,31.6299991607666,29.889999389648438,30.010000228881836,31.56999969482422,162500,31.56999969482422,30.395999908447266,30.057407308507848,30.057407308507848,30.057407308507848
2011-01-25,32.970001220703125,30.979999542236328,31.399999618530273,31.049999237060547,213000,31.049999237060547,30.43466657002767,30.092857020241873,30.092857020241873,30.092857020241873
2011-01-26,32.16999816894531,30.0,31.06999969482422,31.299999237060547,235700,31.299999237060547,30.52266654968262,30.134482613925275,30.134482613925275,30.134482613925275
2011-01-27,31.329999923706055,30.110000610351562,31.190000534057617,30.200000762939453,54500,30.200000762939453,30.50933329264323,30.136666552225748,30.136666552225748,30.136666552225748
2011-01-28,30.280000686645508,29.700000762939453,30.030000686645508,29.979999542236328,192300,29.979999542236328,30.50599988301595,30.13161277770996,30.13161277770996,30.13161277770996
2011-01-31,30.309999465942383,29.719999313354492,29.950000762939453,30.0,63500,30.0,30.506666564941405,30.127499878406525,30.127499878406525,30.127499878406525
2011-02-01,30.469999313354492,29.90999984741211,30.049999237060547,30.040000915527344,106000,30.040000915527344,30.50933329264323,30.124848394682914,30.124848394682914,30.124848394682914
2011-02-02,30.09000015258789,29.809999465942383,29.81999969482422,30.0,36500,30.0,30.433333333333334,30.12117638307459,30.12117638307459,30.12117638307459
2011-02-03,30.020000457763672,29.5,29.959999084472656,30.0,137800,30.0,30.370666631062825,30.117714200701034,30.117714200701034,30.117714200701034
2011-02-04,30.1200008392334,29.75,30.0,29.989999771118164,86600,29.989999771118164,30.356666564941406,30.114166577657063,30.114166577657063,30.114166577657063
2011-02-07,31.540000915527344,29.920000076293945,29.940000534057617,30.510000228881836,111100,30.510000228881836,30.373999913533527,30.124864784446924,30.124864784446924,30.124864784446924
2011-02-08,31.360000610351562,30.530000686645508,30.6200008392334,31.15999984741211,80400,31.15999984741211,30.43599993387858,30.152105180840742,30.152105180840742,30.152105180840742
2011-02-09,31.350000381469727,30.93000030517578,30.989999771118164,31.280000686645508,46200,31.280000686645508,30.508666610717775,30.18102557842548,30.18102557842548,30.18102557842548
2011-02-10,31.459999084472656,30.899999618530273,31.079999923706055,31.270000457763672,93200,31.270000457763672,30.590000025431316,30.208249950408934,30.208249950408934,30.208249950408934
2011-02-11,31.510000228881836,30.81999969482422,31.079999923706055,31.510000228881836,38900,31.510000228881836,30.657333374023438,30.239999957200958,30.239999957200958,30.239999957200958
2011-02-14,31.3700008392334,30.8700008392334,31.3700008392334,31.0,96000,31.0,30.61933339436849,30.25809519631522,30.25809519631522,30.25809519631522
2011-02-15,31.170000076293945,30.75,30.84000015258789,31.0,65700,31.0,30.616000111897787,30.275348796400912,30.275348796400912,30.275348796400912
2011-02-16,31.489999771118164,31.0,31.170000076293945,31.479999542236328,54500,31.479999542236328,30.62800013224284,30.302727222442627,30.302727222442627,30.302727222442627
2011-02-17,35.130001068115234,31.170000076293945,31.399999618530273,32.5,135300,32.5,30.78133341471354,30.351555506388348,30.351555506388348,30.351555506388348
2011-02-18,33.790000915527344,32.290000915527344,32.70000076293945,33.5099983215332,120200,33.5099983215332,31.016666666666666,30.420217306717582,30.420217306717582,30.420217306717582
2011-02-22,33.58000183105469,31.68000030517578,33.150001525878906,31.959999084472656,147300,31.959999084472656,31.147333272298177,30.452978621137902,30.452978621137902,30.452978621137902
2011-02-23,32.36000061035156,31.770000457763672,31.950000762939453,32.0,134900,32.0,31.277999877929688,30.48520823319753,30.48520823319753,30.48520823319753
