Date,High,Low,Open,Close,Volume,Adj Close,MAR-15ma,MAR-50ma,MAR-100ma,MAR-200ma
2000-01-03,14.740655899047852,14.187152862548828,14.71152400970459,14.21628475189209,2506500.0,11.678799629211426,11.678799629211426,11.678799629211426,11.678799629211426,11.678799629211426
2000-01-04,14.33281135559082,14.012362480163574,14.128889083862305,14.128889083862305,1036200.0,11.607003211975098,11.642901420593262,11.642901420593262,11.642901420593262,11.642901420593262
2000-01-05,14.536733627319336,14.128889083862305,14.128889083862305,14.361943244934082,960500.0,11.798463821411133,11.694755554199219,11.694755554199219,11.694755554199219,11.694755554199219
2000-01-06,14.565865516662598,14.303679466247559,14.391075134277344,14.565865516662598,889400.0,11.965986251831055,11.762563228607178,11.762563228607178,11.762563228607178,11.762563228607178
2000-01-07,15.061104774475098,14.565865516662598,14.565865516662598,14.973709106445312,1114500.0,12.301027297973633,11.870256042480468,11.870256042480468,11.870256042480468,11.870256042480468
2000-01-10,16.197242736816406,15.32328987121582,15.381553649902344,15.760266304016113,2767900.0,12.947195053100586,12.049745877583822,12.049745877583822,12.049745877583822,12.049745877583822
2000-01-11,15.905924797058105,15.20676326751709,15.643738746643066,15.20676326751709,1572400.0,12.492486953735352,12.112994602748326,12.112994602748326,12.112994602748326,12.112994602748326
2000-01-12,15.468948364257812,14.915446281433105,15.20676326751709,15.352421760559082,1020600.0,12.612142562866211,12.175388097763062,12.175388097763062,12.175388097763062,12.175388097763062
2000-01-13,15.614607810974121,15.32328987121582,15.352421760559082,15.381553649902344,941700.0,12.636075973510742,12.226575639512804,12.226575639512804,12.226575639512804,12.226575639512804
2000-01-14,15.58547592163086,15.235895156860352,15.381553649902344,15.265027046203613,798200.0,12.540350914001465,12.25795316696167,12.25795316696167,12.25795316696167,12.25795316696167
2000-01-18,15.352421760559082,14.973709106445312,15.148499488830566,15.061104774475098,949800.0,12.372822761535645,12.268395857377486,12.268395857377486,12.268395857377486,12.268395857377486
2000-01-19,15.352421760559082,14.94457721710205,14.94457721710205,15.148499488830566,933600.0,12.444622993469238,12.283081452051798,12.283081452051798,12.283081452051798,12.283081452051798
2000-01-20,15.177631378173828,14.915446281433105,14.973709106445312,15.002840995788574,880400.0,12.324959754943848,12.286302859966572,12.286302859966572,12.286302859966572,12.286302859966572
2000-01-21,15.09023666381836,14.886314392089844,15.002840995788574,14.94457721710205,1187500.0,12.277095794677734,12.28564521244594,12.28564521244594,12.28564521244594,12.28564521244594
2000-01-24,14.94457721710205,14.041494369506836,14.94457721710205,14.070625305175781,1540200.0,11.559136390686035,12.23721129099528,12.23721129099528,12.23721129099528,12.23721129099528
2000-01-25,14.886314392089844,14.041494369506836,14.041494369506836,14.420206069946289,1266500.0,11.846318244934082,12.248379198710124,12.212780475616455,12.212780475616455,12.212780475616455
2000-01-26,14.507601737976074,14.099757194519043,14.44933795928955,14.507601737976074,1036000.0,11.918122291564941,12.26912047068278,12.195447641260484,12.195447641260484,12.195447641260484
2000-01-27,14.857182502746582,14.44933795928955,14.44933795928955,14.565865516662598,1029900.0,11.965986251831055,12.280288632710775,12.182699786292183,12.182699786292183,12.182699786292183
2000-01-28,14.973709106445312,14.33281135559082,14.478469848632812,14.361943244934082,2047400.0,11.798463821411133,12.26912047068278,12.162476840772127,12.162476840772127,12.162476840772127
2000-01-31,14.536733627319336,14.187152862548828,14.44933795928955,14.478469848632812,1058900.0,11.89418888092041,12.241997909545898,12.149062442779542,12.149062442779542,12.149062442779542
2000-02-01,15.20676326751709,14.420206069946289,14.44933795928955,14.886314392089844,966400.0,12.229233741760254,12.19413382212321,12.152880123683385,12.152880123683385,12.152880123683385
2000-02-02,15.031972885131836,14.624128341674805,14.769786834716797,14.653260231018066,767600.0,12.037778854370117,12.163819948832193,12.147648247805508,12.147648247805508,12.147648247805508
2000-02-03,15.148499488830566,14.624128341674805,14.653260231018066,15.031972885131836,1575300.0,12.348891258239746,12.146269861857096,12.156397943911346,12.156397943911346,12.156397943911346
2000-02-04,15.81852912902832,14.915446281433105,14.973709106445312,15.789398193359375,1463600.0,12.971125602722168,12.168606503804524,12.19034492969513,12.19034492969513,12.19034492969513
2000-02-07,15.789398193359375,15.148499488830566,15.58547592163086,15.498080253601074,1331800.0,12.731803894042969,12.181370035807292,12.212003288269043,12.212003288269043,12.212003288269043
2000-02-08,15.81852912902832,15.32328987121582,15.498080253601074,15.614607810974121,1953000.0,12.827533721923828,12.211684099833171,12.235677535717304,12.235677535717304,12.235677535717304
2000-02-09,15.70200252532959,15.20676326751709,15.439817428588867,15.235895156860352,1726000.0,12.516419410705566,12.216470527648926,12.246075382939091,12.246075382939091,12.246075382939091
2000-02-10,15.294157981872559,14.886314392089844,15.294157981872559,14.94457721710205,1801300.0,12.277095794677734,12.213279596964519,12.2471832547869,12.2471832547869,12.2471832547869
2000-02-11,15.498080253601074,14.82805061340332,14.94457721710205,15.235895156860352,847200.0,12.516419410705566,12.229234504699708,12.256467260163406,12.256467260163406,12.256467260163406
2000-02-14,15.556344032287598,14.82805061340332,15.265027046203613,15.031972885131836,1089600.0,12.348891258239746,12.281884829203287,12.259548060099284,12.259548060099284,12.259548060099284
2000-02-15,15.58547592163086,14.973709106445312,15.20676326751709,15.294157981872559,733300.0,12.564281463623047,12.329749043782552,12.269378169890373,12.269378169890373,12.269378169890373
2000-02-16,15.58547592163086,14.624128341674805,15.381553649902344,15.235895156860352,1230000.0,12.516419410705566,12.369635518391927,12.277098208665848,12.277098208665848,12.277098208665848
2000-02-17,15.20676326751709,14.33281135559082,15.119367599487305,14.740655899047852,1272800.0,12.109575271606445,12.379208119710286,12.272021756027684,12.272021756027684,12.272021756027684
2000-02-18,14.886314392089844,14.245415687561035,14.624128341674805,14.33281135559082,707500.0,11.774530410766602,12.377612559000651,12.257389657637653,12.257389657637653,12.257389657637653
2000-02-22,14.33281135559082,13.808440208435059,14.33281135559082,14.128889083862305,772500.0,11.607003211975098,12.35846684773763,12.23880718776158,12.23880718776158,12.23880718776158
2000-02-23,14.128889083862305,13.808440208435059,14.128889083862305,13.83757209777832,997300.0,11.367683410644531,12.301030158996582,12.214609305063883,12.214609305063883,12.214609305063883
2000-02-24,13.866703987121582,12.497511863708496,13.866703987121582,12.759697914123535,1717700.0,10.482202529907227,12.197325070699057,12.16778750032992,12.16778750032992,12.16778750032992
2000-02-25,13.604517936706543,12.992752075195312,13.05101490020752,12.992752075195312,1563400.0,10.673657417297363,12.08564281463623,12.128468287618537,12.128468287618537,12.128468287618537
2000-02-28,13.138410568237305,12.67230224609375,12.701434135437012,13.05101490020752,2012500.0,10.72152042388916,11.935669136047363,12.092392701369066,12.092392701369066,12.092392701369066
2000-02-29,13.109278678894043,12.67230224609375,13.05101490020752,12.847092628479004,1932900.0,10.553993225097656,11.790481758117675,12.053932714462281,12.053932714462281,12.053932714462281
2000-03-01,12.905356407165527,12.701434135437012,12.788829803466797,12.817961692810059,1157100.0,10.53006649017334,11.637317276000976,12.016765245577185,12.016765245577185,12.016765245577185
2000-03-02,12.847092628479004,12.643171310424805,12.759697914123535,12.759697914123535,877000.0,10.482202529907227,11.501702817281087,11.980228038061233,11.980228038061233,11.980228038061233
2000-03-03,12.759697914123535,12.497511863708496,12.614039421081543,12.67230224609375,1283000.0,10.410399436950684,11.377256393432617,11.94372039617494,11.94372039617494,11.94372039617494
2000-03-06,12.817961692810059,12.380985260009766,12.643171310424805,12.439249038696289,1751100.0,10.218947410583496,11.224091593424479,11.904521010138772,11.904521010138772,11.904521010138772
2000-03-07,12.730566024780273,12.380985260009766,12.439249038696289,12.410117149353027,2425000.0,10.195013999938965,11.080499776204427,11.866531965467665,11.866531965467665,11.866531965467665
2000-03-08,12.788829803466797,12.17706298828125,12.17706298828125,12.526643753051758,1631100.0,10.290743827819824,10.928930600484213,11.832275701605756,11.832275701605756,11.832275701605756
2000-03-09,12.584907531738281,12.351853370666504,12.46838092803955,12.584907531738281,830300.0,10.338608741760254,10.783743222554525,11.800495553523936,11.800495553523936,11.800495553523936
2000-03-10,12.817961692810059,12.497511863708496,12.55577564239502,12.55577564239502,970200.0,10.314675331115723,10.664083226521809,11.769540965557098,11.769540965557098,11.769540965557098
2000-03-13,12.759697914123535,12.439249038696289,12.46838092803955,12.67230224609375,937800.0,10.410399436950684,10.573141161600748,11.74180338334064,11.74180338334064,11.74180338334064
2000-03-14,12.96362018585205,12.497511863708496,12.55577564239502,12.788829803466797,1116000.0,10.506136894226074,10.499750073750814,11.71709005355835,11.71709005355835,11.71709005355835
