Date,High,Low,Open,Close,Volume,Adj Close,COO-15ma,COO-50ma,COO-100ma,COO-200ma
2000-01-03,15.1875,14.4375,15.1875,14.75,142400.0,14.429017066955566,14.429017066955566,14.429017066955566,14.429017066955566,14.429017066955566
2000-01-04,15.0,14.5,14.6875,14.875,157600.0,14.551299095153809,14.490158081054688,14.490158081054688,14.490158081054688,14.490158081054688
2000-01-05,15.34375,14.875,14.875,14.96875,433400.0,14.6430082321167,14.541108131408691,14.541108131408691,14.541108131408691,14.541108131408691
2000-01-06,14.96875,14.75,14.96875,14.96875,63400.0,14.6430082321167,14.566583156585693,14.566583156585693,14.566583156585693,14.566583156585693
2000-01-07,15.09375,14.90625,14.96875,15.09375,426800.0,14.765287399291992,14.606324005126954,14.606324005126954,14.606324005126954,14.606324005126954
2000-01-10,15.125,15.0,15.09375,15.125,224200.0,14.795855522155762,14.637912591298422,14.637912591298422,14.637912591298422,14.637912591298422
2000-01-11,15.125,14.9375,15.0625,15.03125,116800.0,14.704148292541504,14.647374834333148,14.647374834333148,14.647374834333148,14.647374834333148
2000-01-12,15.28125,14.96875,14.96875,15.1875,131000.0,14.856998443603516,14.673577785491943,14.673577785491943,14.673577785491943,14.673577785491943
2000-01-13,15.46875,15.15625,15.21875,15.46875,179800.0,15.13212776184082,14.72452778286404,14.72452778286404,14.72452778286404,14.72452778286404
2000-01-14,15.625,15.28125,15.46875,15.5,276600.0,15.162694931030273,14.768344497680664,14.768344497680664,14.768344497680664,14.768344497680664
2000-01-18,15.5625,15.375,15.375,15.53125,96600.0,15.193267822265625,14.806973890824752,14.806973890824752,14.806973890824752,14.806973890824752
2000-01-19,16.34375,15.5,15.53125,16.25,240200.0,15.896378517150879,14.897757609685263,14.897757609685263,14.897757609685263,14.897757609685263
2000-01-20,16.8125,16.25,16.25,16.28125,292200.0,15.92694091796875,14.9769255564763,14.9769255564763,14.9769255564763,14.9769255564763
2000-01-21,16.1875,15.78125,16.15625,16.09375,189400.0,15.743522644042969,15.03168249130249,15.03168249130249,15.03168249130249,15.03168249130249
2000-01-24,16.21875,15.59375,16.09375,15.625,131000.0,15.284974098205566,15.048568598429362,15.048568598429362,15.048568598429362,15.048568598429362
2000-01-25,15.8125,15.5625,15.5625,15.78125,67000.0,15.437824249267578,15.115822410583496,15.07289707660675,15.07289707660675,15.07289707660675
2000-01-26,15.96875,15.5,15.875,15.59375,536600.0,15.254406929016113,15.162696266174317,15.083574126748477,15.083574126748477,15.083574126748477
2000-01-27,15.6875,15.375,15.5,15.6875,328000.0,15.346115112304688,15.209570058186848,15.098159737057156,15.098159737057156,15.098159737057156
2000-01-28,15.6875,15.4375,15.625,15.5,97200.0,15.162694931030273,15.244215838114421,15.101556326213636,15.101556326213636,15.101556326213636
2000-01-31,15.46875,14.8125,15.375,15.125,132400.0,14.795855522155762,15.246253712972004,15.086271286010742,15.086271286010742,15.086271286010742
2000-02-01,15.46875,15.09375,15.15625,15.4375,84400.0,15.101555824279785,15.266633733113606,15.08699912116641,15.08699912116641,15.08699912116641
2000-02-02,15.375,15.0625,15.375,15.25,62200.0,14.918137550354004,15.28089968363444,15.079323595220393,15.079323595220393,15.079323595220393
2000-02-03,15.625,15.03125,15.1875,15.625,79800.0,15.284974098205566,15.309431393941244,15.088264921437139,15.088264921437139,15.088264921437139
2000-02-04,15.875,15.53125,15.5625,15.65625,165200.0,15.315544128417969,15.321659151713053,15.097734888394674,15.097734888394674,15.097734888394674
2000-02-07,15.8125,15.5,15.5625,15.6875,79600.0,15.346115112304688,15.333887163798014,15.107670097351074,15.107670097351074,15.107670097351074
2000-02-08,15.78125,15.21875,15.625,15.25,105800.0,14.918137550354004,15.315545145670573,15.100380384005033,15.100380384005033,15.100380384005033
2000-02-09,15.53125,15.125,15.15625,15.34375,78200.0,15.009845733642578,15.256442960103353,15.097027248806423,15.097027248806423,15.097027248806423
2000-02-10,15.4375,15.125,15.28125,15.3125,89200.0,14.979277610778809,15.19326540629069,15.092821904591151,15.092821904591151,15.092821904591151
2000-02-11,15.46875,15.125,15.375,15.125,52000.0,14.795855522155762,15.130087598164875,15.082581684507172,15.082581684507172,15.082581684507172
2000-02-14,15.09375,14.875,15.09375,14.90625,180400.0,14.581867218017578,15.083213806152344,15.065891202290853,15.065891202290853,15.065891202290853
2000-02-15,15.0,14.875,14.90625,14.90625,34000.0,14.581867218017578,15.026150004069011,15.050277525378812,15.050277525378812,15.050277525378812
2000-02-16,15.0,14.75,14.8125,14.78125,105800.0,14.459586143493652,14.973161951700847,15.0318184196949,15.0318184196949,15.0318184196949
2000-02-17,15.0625,14.78125,14.875,14.96875,203600.0,14.6430082321167,14.926288159688314,15.020036292798592,15.020036292798592,15.020036292798592
2000-02-18,15.09375,14.9375,15.09375,14.96875,140200.0,14.6430082321167,14.891642379760743,15.0089472321903,15.0089472321903,15.0089472321903
2000-02-22,15.03125,14.71875,15.03125,14.96875,200400.0,14.6430082321167,14.881452560424805,14.998491832188197,14.998491832188197,14.998491832188197
2000-02-23,15.25,15.03125,15.03125,15.1875,111000.0,14.856998443603516,14.865148735046386,14.994561460283068,14.994561460283068,14.994561460283068
2000-02-24,15.625,15.25,15.3125,15.28125,239000.0,14.94870662689209,14.867186673482259,14.99332214046169,14.99332214046169,14.99332214046169
2000-02-25,15.3125,14.5625,15.28125,14.5625,92200.0,14.245597839355469,14.797894922892253,14.97364518516942,14.97364518516942,14.97364518516942
