Date,High,Low,Open,Close,Volume,Adj Close,YUM-15ma,YUM-50ma,YUM-100ma,YUM-200ma
2000-01-03,6.930715084075928,6.661125183105469,6.930715084075928,6.706056594848633,3033400.0,5.083524227142334,5.083524227142334,5.083524227142334,5.083524227142334,5.083524227142334
2000-01-04,6.739755630493164,6.470165252685547,6.649892330169678,6.571261882781982,3315000.0,4.981344699859619,5.032434463500977,5.032434463500977,5.032434463500977,5.032434463500977
2000-01-05,6.6386590003967285,6.571261882781982,6.6049604415893555,6.6049604415893555,4642600.0,5.0068888664245605,5.023919264475505,5.023919264475505,5.023919264475505,5.023919264475505
2000-01-06,6.6161932945251465,6.537562847137451,6.560028553009033,6.548795700073242,3947600.0,4.964312553405762,5.009017586708069,5.009017586708069,5.009017586708069,5.009017586708069
2000-01-07,6.560028553009033,6.3578362464904785,6.548795700073242,6.402767658233643,6063600.0,4.853616237640381,4.977937316894531,4.977937316894531,4.977937316894531,4.977937316894531
2000-01-10,6.739755630493164,6.3803019523620605,6.391534805297852,6.661125183105469,5531100.0,5.049464225769043,4.989858468373616,4.989858468373616,4.989858468373616,4.989858468373616
2000-01-11,6.739755630493164,6.52632999420166,6.6049604415893555,6.6161932945251465,4224700.0,5.015403747558594,4.99350779397147,4.99350779397147,4.99350779397147,4.99350779397147
2000-01-12,6.739755630493164,6.548795700073242,6.649892330169678,6.548795700073242,9828200.0,4.964312553405762,4.989858388900757,4.989858388900757,4.989858388900757,4.989858388900757
2000-01-13,6.818386077880859,6.6049604415893555,6.6274261474609375,6.649892330169678,5522800.0,5.040950298309326,4.995535267723931,4.995535267723931,4.995535267723931,4.995535267723931
2000-01-14,6.661125183105469,6.436466693878174,6.649892330169678,6.470165252685547,3188100.0,4.904706954956055,4.986452436447143,4.986452436447143,4.986452436447143,4.986452436447143
2000-01-18,6.425233840942383,6.22304105758667,6.3803019523620605,6.279205799102783,7497400.0,4.759949684143066,4.9658612771467725,4.9658612771467725,4.9658612771467725,4.9658612771467725
2000-01-19,6.245506763458252,5.998382568359375,6.234273910522461,6.043313980102539,9733600.0,4.581132888793945,4.933800578117371,4.933800578117371,4.933800578117371,4.933800578117371
2000-01-20,6.009615421295166,5.695093631744385,6.009615421295166,5.717559337615967,9039200.0,4.334194660186768,4.8876770459688625,4.8876770459688625,4.8876770459688625,4.8876770459688625
2000-01-21,5.784956932067871,5.706326484680176,5.717559337615967,5.728792190551758,7177000.0,4.342709541320801,4.8487507956368585,4.8487507956368585,4.8487507956368585,4.8487507956368585
2000-01-24,5.818655490875244,5.582764148712158,5.77372407913208,5.60522985458374,5581200.0,4.249042987823486,4.808770275115966,4.808770275115966,4.808770275115966,4.808770275115966
2000-01-25,5.60522985458374,5.32440710067749,5.60522985458374,5.459201812744141,7281000.0,4.13834810256958,4.745758533477783,4.766868889331818,4.766868889331818,4.766868889331818
2000-01-26,5.492900848388672,5.3918046951293945,5.459201812744141,5.4030375480651855,4549100.0,4.095770835876465,4.686720275878907,4.727392533246209,4.727392533246209,4.727392533246209
2000-01-27,5.492900848388672,5.3918046951293945,5.414270401000977,5.414270401000977,5427600.0,4.10428524017334,4.626546700795491,4.692775461408827,4.692775461408827,4.692775461408827
2000-01-28,5.459201812744141,5.167145729064941,5.459201812744141,5.189611911773682,3942600.0,3.9339864253997803,4.557858292261759,4.652839196355719,4.652839196355719,4.652839196355719
2000-01-31,5.279475212097168,5.122214317321777,5.257009506225586,5.144680023193359,2827000.0,3.8999218940734863,4.4942786693573,4.615193331241608,4.615193331241608,4.615193331241608
2000-02-01,5.796189785003662,5.279475212097168,5.279475212097168,5.526599407196045,12357000.0,4.1894378662109375,4.436943578720093,4.594919261478243,4.594919261478243,4.594919261478243
2000-02-02,5.47043514251709,5.066049575805664,5.3918046951293945,5.200844764709473,10261100.0,3.9424996376037598,4.365416638056437,4.565263824029402,4.565263824029402,4.565263824029402
2000-02-03,5.369338512420654,5.234543323516846,5.268242359161377,5.335639953613281,4141800.0,4.044681549072266,4.304107904434204,4.542629812074744,4.542629812074744,4.542629812074744
2000-02-04,5.358105659484863,5.268242359161377,5.335639953613281,5.32440710067749,4361000.0,4.036166191101074,4.237122297286987,4.521527161200841,4.521527161200841,4.521527161200841
2000-02-07,5.3918046951293945,5.212077617645264,5.290708065032959,5.290708065032959,4228000.0,4.0106201171875,4.177516508102417,4.501090879440308,4.501090879440308,4.501090879440308
2000-02-08,5.380571365356445,5.279475212097168,5.290708065032959,5.369338512420654,4354900.0,4.070226192474365,4.131534941991171,4.484519160710848,4.484519160710848,4.484519160710848
2000-02-09,5.571531295776367,5.223310470581055,5.313173770904541,5.3918046951293945,5385900.0,4.08725643157959,4.098609844843547,4.4698057262985795,4.4698057262985795,4.4698057262985795
2000-02-10,5.515366554260254,4.841391086578369,5.3918046951293945,4.9424872398376465,18960400.0,3.746649980545044,4.059440199534098,4.443978735378811,4.443978735378811,4.443978735378811
2000-02-11,5.099748611450195,4.830158233642578,4.875089645385742,5.021117687225342,7656600.0,3.8062570095062256,4.023676697413126,4.421988331038376,4.421988331038376,4.421988331038376
2000-02-14,5.099748611450195,4.9424872398376465,5.099748611450195,5.043583869934082,5138900.0,3.8232882022857666,3.9952930450439452,4.402031660079956,4.402031660079956,4.402031660079956
2000-02-15,5.133447170257568,4.863856792449951,5.009884834289551,5.099748611450195,4789400.0,3.8658628463745117,3.9771273612976072,4.384735891895909,4.384735891895909,4.384735891895909
2000-02-16,5.144680023193359,4.976186275482178,5.077282428741455,5.021117687225342,1999700.0,3.8062570095062256,3.9578264395395917,4.366658426821232,4.366658426821232,4.366658426821232
2000-02-17,5.380571365356445,4.987419128417969,5.077282428741455,5.279475212097168,5256300.0,4.002105236053467,3.951014439264933,4.35561136043433,4.35561136043433,4.35561136043433
2000-02-18,5.212077617645264,5.021117687225342,5.212077617645264,5.032351016998291,4312600.0,3.814772605895996,3.9430668512980143,4.339704338242026,4.339704338242026,4.339704338242026
2000-02-22,5.066049575805664,4.717828750610352,5.066049575805664,4.85262393951416,4787800.0,3.6785290241241455,3.928307326634725,4.320813614981515,4.320813614981515,4.320813614981515
2000-02-23,4.9424872398376465,4.818925380706787,4.875089645385742,4.818925380706787,1764300.0,3.652984857559204,3.8925437927246094,4.3022628161642285,4.3022628161642285,4.3022628161642285
2000-02-24,4.773993492126465,4.639198303222656,4.773993492126465,4.6728973388671875,4273100.0,3.5422885417938232,3.865863053003947,4.281722970910974,4.281722970910974,4.281722970910974
2000-02-25,4.7065958976745605,4.627965450286865,4.6728973388671875,4.650431156158447,3476900.0,3.525256395339966,3.8312347094217936,4.261815955764369,4.261815955764369,4.261815955764369
2000-02-28,4.785226345062256,4.538102149963379,4.6616644859313965,4.616732597351074,3263800.0,3.4997119903564453,3.7954710960388183,4.2422748284462175,4.2422748284462175,4.2422748284462175
