Date,High,Low,Open,Close,Volume,Adj Close,ROK-15ma,ROK-50ma,ROK-100ma,ROK-200ma
2000-01-28,49.9375,48.5,49.0,48.5,703900.0,11.671863555908203,11.720996538798014,11.680570502030221,11.680570502030221,11.680570502030221
2000-01-31,49.6875,47.5625,48.5,49.4375,571300.0,11.897475242614746,11.739045906066895,11.691415739059448,11.691415739059448,11.691415739059448
2000-02-01,49.75,48.125,49.4375,49.4375,338500.0,11.897475242614746,11.757095273335775,11.701228096371604,11.701228096371604,11.701228096371604
2000-02-02,49.875,48.375,49.3125,48.5,387800.0,11.671863555908203,11.775144640604655,11.69989334453236,11.69989334453236,11.69989334453236
2000-02-03,49.0,48.0625,49.0,48.5,540900.0,11.671863555908203,11.787177658081054,11.69867465807044,11.69867465807044,11.69867465807044
2000-02-04,49.0,47.5,48.6875,47.6875,739800.0,11.47632884979248,11.76712334950765,11.689410249392191,11.689410249392191,11.689410249392191
2000-02-07,47.875,46.125,47.6875,46.3125,408400.0,11.145424842834473,11.737041091918945,11.667650833129883,11.667650833129883,11.667650833129883
2000-02-08,47.375,45.625,47.0,46.0,501300.0,11.070223808288574,11.660833358764648,11.644672870635986,11.644672870635986,11.644672870635986
2000-02-09,45.9375,43.6875,45.9375,44.0625,594500.0,10.603948593139648,11.534488232930501,11.606127527025011,11.606127527025011,11.606127527025011
2000-02-10,45.25,44.375,44.375,45.1875,581100.0,10.93798542022705,11.477541097005208,11.582265308925084,11.582265308925084,11.582265308925084
2000-02-11,45.25,43.75,45.1875,44.375,388700.0,10.741320610046387,11.397455596923828,11.5532672158603,11.5532672158603,11.5532672158603
2000-02-14,44.4375,43.25,44.0,43.75,270100.0,10.5900297164917,11.351404635111491,11.52115929921468,11.52115929921468,11.52115929921468
2000-02-15,46.0,43.375,43.625,45.8125,439500.0,11.089275360107422,11.3205872853597,11.507227559243479,11.507227559243479,11.507227559243479
2000-02-16,46.6875,45.4375,45.5625,46.5625,346600.0,11.270816802978516,11.297861480712891,11.499839723110199,11.499839723110199,11.499839723110199
2000-02-17,47.25,45.8125,46.0625,47.0625,370300.0,11.391841888427734,11.275182469685872,11.496567061453154,11.496567061453154,11.496567061453154
2000-02-18,48.9375,48.0,48.375,48.5625,604700.0,11.754931449890137,11.280720329284668,11.504166014054242,11.504166014054242,11.504166014054242
2000-02-22,51.25,48.1875,48.1875,51.125,682700.0,12.375205993652344,11.312569046020508,11.529052870614189,11.529052870614189,11.529052870614189
2000-02-23,50.875,49.0,50.875,49.25,988900.0,11.921346664428711,11.314160474141438,11.53994992044237,11.53994992044237,11.53994992044237
2000-02-24,49.1875,46.6875,49.0,47.625,577800.0,11.528006553649902,11.30457000732422,11.539627126745275,11.539627126745275,11.539627126745275
2000-02-25,48.375,46.0,48.125,46.375,614900.0,11.225432395935059,11.274807929992676,11.531358844355532,11.531358844355532,11.531358844355532
2000-02-28,46.4375,44.125,46.375,45.0,403500.0,10.892606735229492,11.235893122355144,11.514980585147173,11.514980585147173,11.514980585147173
2000-02-29,46.75,44.4375,44.75,45.25,468200.0,10.953119277954102,11.223072751363118,11.500934052467347,11.500934052467347,11.500934052467347
2000-03-01,45.5,44.375,45.25,45.0,667000.0,10.892606735229492,11.21123161315918,11.486096800827399,11.486096800827399,11.486096800827399
2000-03-02,46.5,44.375,44.875,45.625,1529400.0,11.043890953063965,11.2405611038208,11.475568090166364,11.475568090166364,11.475568090166364
2000-03-03,47.1875,45.1875,45.75,46.8125,282200.0,11.331334114074707,11.26678435007731,11.472213811652605,11.472213811652605,11.472213811652605
2000-03-06,46.875,44.8125,45.875,45.5625,540400.0,11.028759002685547,11.285946909586588,11.46213529326699,11.46213529326699,11.46213529326699
2000-03-07,45.0625,36.8125,45.0625,40.0,1434500.0,9.682312965393066,11.225432459513346,11.422583685980904,11.422583685980904,11.422583685980904
2000-03-08,40.5,38.875,40.0,39.0625,961800.0,9.455381393432617,11.116506195068359,11.379818418751592,11.379818418751592,11.379818418751592
2000-03-09,39.5,38.625,39.0,39.4375,562400.0,9.546154975891113,11.0015287399292,11.34080430294605,11.34080430294605,11.34080430294605
2000-03-10,40.1875,39.0,39.375,39.25,503600.0,9.500771522521973,10.875457382202148,11.302470286687216,11.302470286687216,11.302470286687216
2000-03-13,39.125,37.8125,38.5,38.5,516700.0,9.31922435760498,10.713076909383139,11.261995879971252,11.261995879971252,11.261995879971252
2000-03-14,38.9375,37.625,38.5,38.375,1218600.0,9.288968086242676,10.507327715555826,11.222535324096679,11.222535324096679,11.222535324096679
2000-03-15,41.375,38.0,38.0,40.375,508400.0,9.773086547851562,10.364110374450684,11.180348281860352,11.19411475985658,11.19411475985658
2000-03-16,43.0,40.0,40.125,42.75,499400.0,10.34797191619873,10.285441398620605,11.158382720947266,11.17784278209393,11.17784278209393
2000-03-17,41.9375,40.5625,41.5,40.5625,564100.0,9.81846809387207,10.191643778483073,11.124623908996583,11.152194203070874,11.152194203070874
2000-03-20,42.4375,40.75,40.9375,41.5625,235300.0,10.060527801513672,10.136171849568685,11.100218582153321,11.131978158597592,11.131978158597592
2000-03-21,42.875,40.1875,41.0625,42.0625,487100.0,10.18155574798584,10.084734280904135,11.071315002441406,11.114697751131924,11.114697751131924
2000-03-22,41.5625,39.6875,41.5625,39.9375,320900.0,9.667183876037598,10.003039423624674,11.032123985290527,11.088849289076668,11.088849289076668
2000-03-23,41.625,39.125,39.875,41.25,415000.0,9.984885215759277,9.932439041137695,11.003799228668212,11.069481498316714,11.069481498316714
2000-03-24,42.125,40.5,40.5,41.4375,238200.0,10.030272483825684,9.845701599121094,10.974577312469483,11.051564101515146,11.051564101515146
2000-03-27,42.625,41.375,41.5625,41.4375,322500.0,10.030272483825684,9.779135831197102,10.939639892578125,11.03425407409668,11.03425407409668
2000-03-28,41.625,40.375,40.4375,40.8125,325700.0,9.878981590270996,9.792247072855632,10.905286350250243,11.014999532699585,11.014999532699585
2000-03-29,40.875,39.0625,40.5625,39.25,522200.0,9.500771522521973,9.79527308146159,10.851034984588622,10.990176122696674,10.990176122696674
2000-03-30,40.0,38.625,39.25,39.8125,406800.0,9.636926651000977,9.801324526468912,10.793791007995605,10.968349518314485,10.968349518314485
2000-03-31,43.5625,39.625,39.6875,41.8125,630200.0,10.121042251586914,9.842675908406575,10.760368003845215,10.954900196620397,10.954900196620397
2000-04-03,42.9375,40.8125,42.4375,41.4375,417400.0,10.030272483825684,9.890079116821289,10.722121391296387,10.940452888607979,10.940452888607979
2000-04-04,42.5,40.25,40.4375,41.875,679200.0,10.136170387268066,9.946559270222982,10.699228916168213,10.928079311664288,10.928079311664288
2000-04-05,43.125,41.1875,42.1875,42.5,384700.0,10.287456512451172,9.98085060119629,10.67394733428955,10.918372905615604,10.918372905615604
2000-04-06,44.6875,42.5,42.75,43.3125,512300.0,10.48412799835205,9.989927673339844,10.651395816802978,10.911891638343015,10.911891638343015
2000-04-07,44.1875,42.6875,43.0625,43.75,448100.0,10.5900297164917,10.04136511484782,10.628555870056152,10.907158374786377,10.907158374786377
2000-04-10,44.125,42.875,43.5,43.5,419700.0,10.529520988464355,10.072631327311198,10.605709018707275,10.901685369187508,10.901685369187508
2000-04-11,44.9375,43.9375,44.5,44.625,335600.0,10.80182933807373,10.113982899983723,10.583796100616455,10.900258854457311,10.900258854457311
2000-04-12,45.9375,43.6875,44.5625,43.75,942400.0,10.5900297164917,10.175505956013998,10.557647190093995,10.895889429978922,10.895889429978922
2000-04-13,46.75,43.5,43.9375,43.5625,1164300.0,10.54464054107666,10.212822977701823,10.535102729797364,10.891010973188612,10.891010973188612
2000-04-14,43.4375,41.0,43.4375,41.0625,417900.0,9.939496994018555,10.206771278381348,10.50045539855957,10.877976535117789,10.877976535117789
2000-04-17,40.8125,38.0,40.5,39.1875,813700.0,9.485638618469238,10.17046235402425,10.460641593933106,10.859161157865781,10.859161157865781
2000-04-18,38.9375,38.0625,38.125,38.5625,643100.0,9.334355354309082,10.134153938293457,10.424420204162598,10.838830413818359,10.838830413818359
2000-04-19,38.9375,37.9375,38.3125,38.25,1259600.0,9.258708953857422,10.11801643371582,10.388189907073974,10.818039341976768,10.818039341976768
2000-04-20,40.0,38.3125,38.875,39.5,847500.0,9.561283111572266,10.11297353108724,10.367336597442627,10.801717832490995,10.801717832490995
2000-04-24,40.625,39.125,39.75,39.125,648400.0,9.470515251159668,10.06960506439209,10.337987194061279,10.784651132730337,10.784651132730337
2000-04-25,40.1875,39.25,39.25,39.5625,650800.0,9.576410293579102,10.039347585042318,10.314688987731934,10.76935694489298,10.76935694489298
2000-04-26,40.0625,38.9375,39.8125,38.9375,749100.0,9.425127029418945,9.991944694519043,10.291390933990478,10.752554070949554,10.752554070949554
2000-04-27,40.0,38.0,38.25,39.5625,984800.0,9.576410293579102,9.944541613260904,10.261133632659913,10.738033777401771,10.738033777401771
2000-04-28,40.0625,39.25,39.3125,39.375,584000.0,9.531028747558594,9.881001663208007,10.226337871551515,10.723314203867098,10.723314203867098
2000-05-01,39.9375,37.875,39.375,38.75,1672900.0,9.379737854003906,9.800315539042154,10.186095790863037,10.707126537001276,10.707126537001276
2000-05-02,39.8125,38.4375,38.9375,39.1875,2193500.0,9.485638618469238,9.73072338104248,10.14070993423462,10.69258501416161,10.69258501416161
2000-05-03,39.8125,38.25,39.1875,38.8125,519900.0,9.394871711730957,9.636926205952962,10.081103248596191,10.677317798838896,10.677317798838896
2000-05-04,41.0,38.5625,38.9375,39.0625,927700.0,9.455381393432617,9.56128298441569,10.03178394317627,10.663109235985335,10.663109235985335
2000-05-05,40.875,38.8125,38.875,40.25,658400.0,9.742829322814941,9.507828903198241,9.99608039855957,10.652531305948893,10.652531305948893
2000-05-08,40.75,39.5,39.75,40.1875,872400.0,9.727701187133789,9.493709182739257,9.966125774383546,10.64202187278054,10.64202187278054
2000-05-09,40.25,38.3125,39.9375,39.125,417400.0,9.470515251159668,9.492700958251953,9.93768394470215,10.628858877031991,10.628858877031991
2000-05-10,39.125,37.6875,39.125,37.875,439000.0,9.167940139770508,9.481606610616048,9.901980361938477,10.612626446617973,10.612626446617973
2000-05-11,38.5,37.75,37.9375,38.25,828800.0,9.325187683105469,9.486038525899252,9.870631980895997,10.598478767898056,10.598478767898056
2000-05-12,38.25,37.875,38.125,38.0,449100.0,9.264238357543945,9.466235542297364,9.835038928985595,10.583976154742034,10.583976154742034
2000-05-15,37.875,36.8125,37.75,37.875,464100.0,9.23376178741455,9.450451978047688,9.793087482452393,10.569457720684749,10.569457720684749
2000-05-16,38.375,37.5625,37.625,38.0625,708800.0,9.2794771194458,9.430656433105469,9.758101844787598,10.555734522799229,10.555734522799229
2000-05-17,41.4375,38.6875,38.6875,40.625,1566800.0,9.90420150756836,9.462594731648762,9.762539615631104,10.54887628053364,10.54887628053364
2000-05-18,41.6875,40.0,41.0,40.4375,571100.0,9.85849380493164,9.481400299072266,9.770601863861083,10.541684796412786,10.541684796412786
2000-05-19,40.75,39.625,40.5625,39.9375,608600.0,9.736594200134277,9.495104662577312,9.774410648345947,10.533384893358368,10.533384893358368
2000-05-22,41.625,40.0,40.1875,41.4375,743600.0,10.102289199829102,9.543274752298991,9.78644100189209,10.52898595771011,10.52898595771011
2000-05-23,41.9375,40.1875,41.1875,40.25,501500.0,9.812777519226074,9.565084012349446,9.796312065124512,10.521751529038555,10.521751529038555
2000-05-24,41.875,40.4375,40.5,41.0625,535300.0,10.01086139678955,9.606149991353353,9.81074993133545,10.516642627716065,10.516642627716065
2000-05-25,42.6875,40.375,41.375,40.6875,822200.0,9.91943645477295,9.637086995442708,9.813676929473877,10.497012605667114,10.510729695310687
2000-05-26,42.0625,41.0,41.0,41.375,368100.0,10.087053298950195,9.660035260518391,9.808458557128906,10.483420639038085,10.50657600515029
2000-05-30,41.5,39.5,40.5,40.4375,605100.0,9.85849380493164,9.668754768371581,9.809259071350098,10.46694149017334,10.500283944953992
2000-05-31,42.125,40.1875,40.1875,41.0,496700.0,9.995630264282227,9.703762435913086,9.80796112060547,10.454089851379395,10.495431505716764
2000-06-01,42.25,41.0625,41.5,41.9375,432700.0,10.224183082580566,9.774178632100423,9.808813667297363,10.440064334869385,10.492848187401181
2000-06-02,43.125,41.25,42.5,41.625,492600.0,10.148000717163086,9.829032834370931,9.818430004119874,10.4252769947052,10.489594909380067
2000-06-05,42.1875,41.5,41.625,41.8125,316600.0,10.193710327148438,9.890997632344563,9.822606506347656,10.413202867507934,10.486829632910613
2000-06-06,42.0,40.25,41.0625,41.1875,400400.0,10.041336059570312,9.944835917154949,9.82282777786255,10.398702545166016,10.482704692416721
2000-06-07,41.625,39.125,41.5,39.625,455900.0,9.660406112670898,9.970231183369954,9.815430450439454,10.37753517150879,10.475160668749329
2000-06-08,39.5,38.75,39.125,39.375,652300.0,9.599457740783691,9.949914932250977,9.809839973449707,10.357563161849976,10.46719973304055
2000-06-09,39.875,39.1875,39.375,39.3125,201000.0,9.58421802520752,9.931629880269368,9.811508903503418,10.331271944046021,10.459244942879891
2000-06-12,39.8125,38.1875,39.0625,38.4375,347600.0,9.370899200439453,9.907250213623048,9.806188354492187,10.299989681243897,10.44952757017953
2000-06-13,38.5625,37.625,38.5,37.9375,317500.0,9.249000549316406,9.850364303588867,9.788747520446778,10.274557762145996,10.438903437251538
2000-06-14,38.0625,37.1875,37.625,37.1875,451000.0,9.066156387329102,9.800589561462402,9.769465198516846,10.245793294906616,10.426861796462745
2000-06-15,38.5,36.625,37.4375,38.0,1044700.0,9.264238357543945,9.750814692179363,9.752026557922363,10.225627737045288,10.416752027428668
2000-06-16,38.75,37.625,37.75,37.8125,873700.0,9.21852970123291,9.704087575276693,9.730648021697998,10.202297677993775,10.406422524616636
2000-06-19,38.125,35.5,38.0,36.0,649900.0,8.776650428771973,9.616727383931478,9.696498470306397,10.173947143554688,10.392492848583776
2000-06-20,36.375,32.875,36.0,32.9375,1660500.0,8.030025482177734,9.494829495747885,9.645298385620118,10.136927127838135,10.372471938698979
2000-06-21,33.625,32.375,32.9375,33.3125,1825800.0,8.12144660949707,9.369883918762207,9.597136898040771,10.101422958374023,10.353555759461988
2000-06-22,34.5,33.625,34.375,33.875,958300.0,8.258584022521973,9.238843981424967,9.546271991729736,10.065034046173096,10.336097661654154
2000-06-23,33.875,32.875,33.8125,33.375,583000.0,8.136683464050293,9.104756164550782,9.497205066680909,10.027426128387452,10.317920684814453
2000-06-26,33.6875,33.0,33.125,33.5,744400.0,8.167157173156738,8.969652620951335,9.44965539932251,9.992379064559936,10.300291475702505
2000-06-27,34.1875,33.375,33.5,33.5625,523300.0,8.182394027709961,8.845723152160645,9.414513339996338,9.957484369277955,10.283072797263541
2000-06-28,33.9375,32.5,33.625,32.65625,781700.0,7.961457252502441,8.732459894816081,9.384029712677002,9.922335653305053,10.264350091257404
2000-06-29,32.9375,31.3125,32.6875,32.0,787100.0,7.801467418670654,8.612593873341877,9.353371953964233,9.888896079063416,10.24464702987671
2000-06-30,32.25,31.0,32.0,31.5,1033000.0,7.679566383361816,8.485617097218832,9.321789102554321,9.854989504814148,10.22428924696786
2000-07-03,31.8125,31.375,31.625,31.75,214600.0,7.740517616271973,8.376924991607666,9.285373792648315,9.82635519504547,10.204731990033247
2000-07-05,33.3125,31.75,31.75,32.5,942000.0,7.923365592956543,8.288549327850342,9.254430799484252,9.796208996772766,10.186908815056086
2000-07-06,33.0,32.375,32.375,32.4375,598800.0,7.908129692077637,8.211347548166911,9.221065187454224,9.767877087593078,10.169243860614392
2000-07-07,33.3125,32.5,32.5,33.125,802500.0,8.075736045837402,8.132114060719807,9.194077367782592,9.742734150886536,10.153139954346877
2000-07-10,33.875,32.9375,33.1875,33.0,546800.0,8.045257568359375,8.053895918528239,9.163454313278198,9.712293972969055,10.137049249110332
2000-07-11,33.375,32.875,33.0,33.0625,726300.0,8.060497283935547,8.006152375539143,9.134043684005738,9.680190777778625,10.121317794828704
2000-07-12,34.1875,33.0625,33.0625,33.5,505200.0,8.167157173156738,8.015294488271078,9.109792070388794,9.647943930625916,10.106624857823652
2000-07-13,34.625,33.5625,33.5625,34.1875,582700.0,8.33476448059082,8.029515679677328,9.086774587631226,9.613742260932922,10.093402019187586
2000-07-14,37.625,35.3125,35.9375,37.5,1562300.0,9.142341613769531,8.088432852427164,9.081723985671998,9.581413617134094,10.0863571272956
2000-07-17,37.6875,36.125,37.0,36.875,929400.0,8.989973068237305,8.145318826039633,9.072415819168091,9.55209988117218,10.078295479802524
2000-07-18,37.1875,36.0625,36.75,36.375,818600.0,8.868073463439941,8.19204657872518,9.05492070198059,9.525500550270081,10.069461742456813
2000-07-19,37.25,36.25,36.625,36.375,1185300.0,8.868073463439941,8.237758541107178,9.037728147506714,9.501926960945129,10.060756030290023
2000-07-20,37.125,36.4375,36.6875,36.4375,583200.0,8.883306503295898,8.299215157826742,9.025983972549438,9.481833958625794,10.052285170383591
2000-07-21,36.9375,36.4375,36.4375,36.5,891300.0,8.898544311523438,8.37235361735026,9.020596055984496,9.461288208961486,10.044044164248875
2000-07-24,37.1875,36.5,36.5,36.6875,322200.0,8.944260597229004,8.456666564941406,9.012977514266968,9.441804747581482,10.036244280794834
2000-07-25,37.25,35.0,36.9375,35.9375,640800.0,8.761409759521484,8.52472604115804,9.002920942306519,9.418979935646057,10.027266572898542
2000-07-26,35.75,35.0625,35.125,35.3125,401100.0,8.609040260314941,8.570437685648601,8.990426511764527,9.391756997108459,10.017348906376979
2000-07-27,35.75,35.25,35.375,35.5,433200.0,8.65475082397461,8.620212427775066,8.977931985855102,9.36801691532135,10.007886419693628
2000-07-28,36.0,35.125,35.5,35.5625,427800.0,8.669986724853516,8.659829139709473,8.953247690200806,9.357893652915955,9.998659525246456
2000-07-31,36.8125,35.0625,35.5625,35.0625,385700.0,8.548088073730469,8.69335117340088,8.927039575576782,9.348820719718933,9.98872410434566
2000-08-01,36.9375,35.1875,35.1875,36.25,363500.0,8.837600708007812,8.74515806833903,8.909059705734252,9.3417351770401,9.980893332942003
2000-08-02,36.1875,35.5625,36.0625,36.0625,537900.0,8.791885375976562,8.786806615193685,8.882851629257202,9.334646315574647,9.972859495394939
2000-08-03,36.1875,35.3125,35.8125,35.875,236100.0,8.746170997619629,8.814233716328939,8.861519498825073,9.328915781974793,9.964626686685037
2000-08-04,36.0,34.9375,35.625,35.1875,501200.0,8.578567504882812,8.776648775736492,8.832873620986938,9.321811776161194,9.95538629213969
2000-08-07,36.5,35.0625,35.0625,36.0625,389200.0,8.791885375976562,8.763442929585775,8.81032259941101,9.311999764442444,9.947680988059139
2000-08-08,38.0625,36.5,36.8125,37.4375,491300.0,9.127102851867676,8.780711555480957,8.791123590469361,9.299791073799133,9.942282447689458
2000-08-09,38.75,37.25,37.4375,37.5,265300.0,9.142341613769531,8.798996098836263,8.776800546646118,9.293029808998108,9.937054076225929
2000-08-10,38.0,37.125,37.125,37.375,246500.0,9.174254417419434,8.8183926264445,8.760373029708862,9.284167075157166,9.932100831688224
2000-08-11,37.8125,37.1875,37.4375,37.4375,155500.0,9.189592361450195,8.837795829772949,8.739681215286256,9.27424744129181,9.927310454460882
2000-08-14,38.3125,37.1875,37.5,37.9375,255800.0,9.312325477600098,8.862333488464355,8.722967710494995,9.270698857307433,9.92336824307075
2000-08-15,38.625,37.8125,37.9375,38.375,451800.0,9.419716835021973,8.906220626831054,8.707487840652465,9.265047173500061,9.920160272318846
2000-08-16,39.0625,38.4375,38.4375,39.0,491200.0,9.573128700256348,8.970493189493816,8.698123693466187,9.260475735664368,9.91796386996402
2000-08-17,39.125,38.375,38.875,38.625,707900.0,9.4810791015625,9.025581741333008,8.694537153244019,9.254983801841735,9.915216167018098
2000-08-18,38.5625,37.5625,38.5625,38.125,349800.0,9.358351707458496,9.07147274017334,8.689715032577515,9.249777503013611,9.91173576414585
2000-08-21,39.3125,38.25,38.25,39.25,315500.0,9.634495735168457,9.143899917602539,8.690720586776733,9.251114745140075,9.910013776388228
2000-08-22,39.5,38.5625,39.375,39.375,330500.0,9.665182113647461,9.199072011311848,8.696606245040893,9.251397299766541,9.908502469828099
2000-08-23,39.6875,38.6875,39.375,38.8125,372500.0,9.527108192443848,9.248086865743002,8.702168397903442,9.24545795917511,9.906162627635558
2000-08-24,39.4375,38.1875,38.5625,39.375,360500.0,9.665182113647461,9.30935427347819,8.71414891242981,9.241807055473327,9.904693234257582
2000-08-25,41.3125,39.375,39.625,41.0625,435700.0,10.079401969909668,9.40940990447998,8.730452184677125,9.241239371299743,9.905752075079716
2000-08-28,41.125,39.6875,41.0625,40.0,575000.0,9.818595886230469,9.47785727183024,8.742453508377075,9.236550765037537,9.905227037797491
2000-08-29,39.9375,39.3125,39.8125,39.875,258600.0,9.78791332244873,9.52191130320231,8.76267876625061,9.229588618278504,9.904524560460073
2000-08-30,40.0,38.9375,39.9375,39.1875,204100.0,9.619157791137695,9.553699048360189,8.79446141242981,9.219879899024964,9.902825948737917
2000-08-31,40.9375,38.9375,38.9375,40.4375,335700.0,9.925990104675293,9.603814760843912,8.830552282333374,9.213844590187072,9.90296301474938
2000-09-01,40.375,39.4375,40.1875,39.5625,424600.0,9.71120834350586,9.638589159647625,8.859604768753051,9.202938380241394,9.901835046095007
2000-09-05,40.0,39.0,39.5625,39.1875,454400.0,9.619157791137695,9.659044647216797,8.8892542552948,9.193229660987853,9.900181962732683
2000-09-06,40.1875,39.1875,39.4375,39.6875,517600.0,9.741887092590332,9.68052266438802,8.920748853683472,9.185202126502992,9.899261643720228
2000-09-07,40.1875,39.0,39.75,39.625,599300.0,9.726550102233887,9.69075075785319,8.95163197517395,9.183072657585145,9.89826331111048
2000-09-08,39.6875,38.25,39.625,39.1875,1068100.0,9.619157791137695,9.69995600382487,8.984785985946655,9.184407849311828,9.896659256397992
2000-09-11,39.8125,39.25,39.625,39.5,655000.0,9.695860862731934,9.722456614176432,9.02267385482788,9.188022904396057,9.895511837005616
2000-09-12,40.0625,39.3125,39.5625,39.5,816400.0,9.695860862731934,9.726547622680664,9.062999744415283,9.192394423484803,9.89437745646997
2000-09-13,39.75,39.0,39.3125,39.0,532800.0,9.573128700256348,9.72041072845459,9.09965196609497,9.192512879371643,9.892562491745599
2000-09-14,39.8125,38.5625,39.125,39.0,447800.0,9.573128700256348,9.723478762308757,9.132647228240966,9.19353901386261,9.890767919883299
2000-09-15,39.375,37.8125,39.0,38.1875,763400.0,9.373693466186523,9.704046185811361,9.161958503723145,9.191511845588684,9.887879235784435
2000-09-18,33.5625,30.0,33.5,30.5,4179600.0,7.48668098449707,9.531198120117187,9.150177402496338,9.172127385139465,9.874539245499506
2000-09-19,30.5,28.75,30.125,28.75,3120600.0,7.057115077972412,9.34709939956665,9.130414552688599,9.146934432983398,9.858973366120901
2000-09-20,29.1875,27.75,28.9375,28.125,1409600.0,6.903701305389404,9.154818598429362,9.107278633117676,9.120661158561706,9.842735607545455
2000-09-21,28.25,27.6875,28.125,28.25,1484600.0,6.934385299682617,8.97583376566569,9.082623195648193,9.096207633018494,9.826842982912325
2000-09-22,28.875,27.9375,28.25,28.5,1867000.0,6.995751857757568,8.780484549204509,9.055842943191529,9.071308765411377,9.811456618101701
2000-09-25,29.1875,28.1875,28.75,28.5625,1236600.0,7.011088848114014,8.600476582845053,9.013217887878419,9.047470936775207,9.796319495020686
2000-09-26,28.5625,27.875,28.25,28.1875,1463000.0,6.919043064117432,8.420468934377034,8.97179928779602,9.022107553482055,9.78085026689755
2000-09-27,28.9375,28.0625,28.125,28.4375,976700.0,6.980408191680908,8.236370340983074,8.93404598236084,8.994483342170716,9.765874640826873
2000-09-28,30.0625,28.5,28.5,30.0,1010800.0,7.363947868347168,8.078863525390625,8.903963470458985,8.97084580898285,9.753098434590278
2000-09-29,30.625,29.75,29.75,30.3125,1067000.0,7.440658092498779,7.933630212148031,8.875110502243041,8.95054723739624,9.740863300505138
2000-10-02,30.625,29.8125,30.0625,29.9375,629000.0,7.348608493804932,7.777146720886231,8.844111785888671,8.932353920936585,9.728272485733033
2000-10-03,31.0625,30.0,30.0,30.8125,959700.0,7.563386917114258,7.634981791178386,8.816494312286377,8.914735913276672,9.71693800631618
2000-10-04,32.75,30.75,30.8125,32.5,1451100.0,7.9776082038879395,7.528613758087158,8.800818281173706,8.901869611740112,9.707878996928534
2000-10-05,32.75,32.0,32.25,32.375,1251700.0,7.946927547454834,7.420200347900391,8.787576026916504,8.889001269340515,9.698754896154059
2000-10-06,32.6875,31.9375,32.375,32.0,666800.0,7.8548784255981445,7.318946011861166,8.771578578948974,8.874755282402038,9.689250378264594
2000-10-09,32.625,31.875,32.125,31.875,615100.0,7.824195384979248,7.34144697189331,8.75466275215149,8.853955221176147,9.679685993683643
2000-10-10,33.0625,31.75,31.9375,32.5,523900.0,7.9776082038879395,7.402813180287679,8.743253154754639,8.835146365165711,9.671001923327543
2000-10-11,33.4375,32.25,32.25,32.6875,492900.0,8.023637771606445,7.477475611368815,8.726973896026612,8.818016800880432,9.662639668750279
2000-10-12,32.9375,32.1875,32.5,32.3125,558300.0,7.9315876960754395,7.543955771128337,8.70976794242859,8.796309785842896,9.653896982019598
