Date,High,Low,Open,Close,Volume,Adj Close,BWA-15ma,BWA-50ma,BWA-100ma,BWA-200ma
2000-01-28,4.3203125,4.1953125,4.3203125,4.2265625,1021600.0,3.4910671710968018,3.8440913200378417,3.8714290041672554,3.8714290041672554,3.8714290041672554
2000-01-31,4.328125,4.1640625,4.25,4.203125,1460000.0,3.4717087745666504,3.805254650115967,3.8514429926872253,3.8514429926872253,3.8514429926872253
2000-02-01,4.234375,3.90625,4.234375,4.0546875,3586400.0,3.3491005897521973,3.7612425168355306,3.8275219258807955,3.8275219258807955,3.8275219258807955
2000-02-02,4.140625,4.03125,4.09375,4.0625,2112000.0,3.3555545806884766,3.718517287572225,3.80606886473569,3.80606886473569,3.80606886473569
2000-02-03,4.25,4.109375,4.125,4.1875,1642400.0,3.4588019847869873,3.683103577295939,3.7909703047379204,3.7909703047379204,3.7909703047379204
2000-02-04,4.28125,4.125,4.21875,4.140625,574400.0,3.4200847148895264,3.643395360310872,3.7755167384942374,3.7755167384942374,3.7755167384942374
2000-02-07,4.140625,4.0703125,4.125,4.0859375,672800.0,3.374912977218628,3.602817249298096,3.759492588043213,3.759492588043213,3.759492588043213
2000-02-08,4.1875,4.0625,4.109375,4.125,1793600.0,3.4071784019470215,3.5691020011901857,3.7459420424241285,3.7459420424241285,3.7459420424241285
2000-02-09,4.1875,4.125,4.125,4.1640625,1509600.0,3.4394426345825195,3.540536101659139,3.734590212504069,3.734590212504069,3.734590212504069
2000-02-10,4.2578125,4.1328125,4.1328125,4.203125,2168800.0,3.4717087745666504,3.515406354268392,3.72520158972059,3.72520158972059,3.72520158972059
2000-02-11,4.2578125,4.1640625,4.234375,4.1640625,1455200.0,3.4394426345825195,3.488553857803345,3.7153478326468634,3.7153478326468634,3.7153478326468634
2000-02-14,4.25,4.1328125,4.15625,4.2109375,1676000.0,3.478161334991455,3.4698510646820067,3.7074416160583494,3.7074416160583494,3.7074416160583494
2000-02-15,4.265625,4.1640625,4.2265625,4.25,1344800.0,3.5104262828826904,3.4592960834503175,3.7010862827301025,3.7010862827301025,3.7010862827301025
2000-02-16,4.2421875,4.1171875,4.234375,4.1171875,1183200.0,3.400724411010742,3.4427126089731854,3.6916999742388725,3.6916999742388725,3.6916999742388725
2000-02-17,4.140625,4.015625,4.140625,4.0234375,1260000.0,3.323289155960083,3.4261069615681965,3.680536010048606,3.680536010048606,3.680536010048606
2000-02-18,4.0546875,3.9296875,4.0546875,3.9296875,1137600.0,3.2458536624908447,3.4097593943277995,3.667751235120437,3.667751235120437,3.667751235120437
2000-02-22,3.9375,3.8828125,3.9375,3.9375,1024000.0,3.252305746078491,3.3951325257619223,3.655881364004953,3.655881364004953,3.655881364004953
2000-02-23,3.9296875,3.84375,3.9296875,3.875,901600.0,3.200681686401367,3.3852379322052,3.643236928515964,3.643236928515964,3.643236928515964
2000-02-24,3.85546875,3.71875,3.84375,3.7578125,931200.0,3.1038877964019775,3.3684601465861004,3.6286599249453158,3.6286599249453158,3.6286599249453158
2000-02-25,3.875,3.71875,3.7890625,3.875,1556000.0,3.200681686401367,3.3512521266937254,3.617397339720475,3.617397339720475,3.617397339720475
2000-02-28,3.8984375,3.765625,3.8671875,3.8828125,770400.0,3.2071352005004883,3.337055492401123,3.6068777976891933,3.6068777976891933,3.6068777976891933
2000-02-29,4.0,3.8203125,3.875,4.0,1099200.0,3.3039300441741943,3.3323232968648275,3.5993041038513183,3.5993041038513183,3.5993041038513183
2000-03-01,4.0859375,3.9375,3.984375,4.0625,864800.0,3.3555545806884766,3.3288817087809246,3.5933589935302734,3.5933589935302734,3.5933589935302734
2000-03-02,4.1484375,4.03125,4.03125,4.125,984000.0,3.4071784019470215,3.326730759938558,3.5889261223021007,3.5889261223021007,3.5889261223021007
2000-03-03,4.15625,4.0625,4.15625,4.078125,835200.0,3.368459701538086,3.3198474884033202,3.5837989962378214,3.5837989962378214,3.5837989962378214
2000-03-06,4.1875,4.0625,4.109375,4.0859375,757600.0,3.374912977218628,3.3155455112457277,3.579051586714658,3.579051586714658,3.579051586714658
2000-03-07,4.1015625,3.984375,4.0859375,3.9921875,1052800.0,3.2974777221679688,3.303499937057495,3.5727943897247316,3.5727943897247316,3.5727943897247316
2000-03-08,4.0234375,3.90625,4.0,3.9140625,1135200.0,3.23294734954834,3.285001341501872,3.565406410590462,3.565406410590462,3.565406410590462
2000-03-09,3.9140625,3.8515625,3.9140625,3.875,1499200.0,3.200681686401367,3.271665159861247,3.5576463100758007,3.5576463100758007,3.5576463100758007
2000-03-10,4.046875,3.875,3.875,3.96875,895200.0,3.2781178951263428,3.2686537424723308,3.5518228014310202,3.5518228014310202,3.5518228014310202
2000-03-13,4.140625,3.875,3.875,4.0546875,1528800.0,3.3491005897521973,3.275536870956421,3.547685613437575,3.547685613437575,3.547685613437575
2000-03-14,4.2109375,4.03125,4.0625,4.0703125,1523200.0,3.362006425857544,3.282850249608358,3.5439720296859742,3.5439720296859742,3.5439720296859742
2000-03-15,4.21875,4.0625,4.0703125,4.15625,2005600.0,3.432990550994873,3.2983375072479246,3.5330886840820312,3.5417959222606585,3.5417959222606585
2000-03-16,4.3984375,4.203125,4.203125,4.34375,1399200.0,3.5878608226776123,3.3306023756663006,3.5253027439117433,3.542681785730215,3.542681785730215
2000-03-17,4.578125,4.3203125,4.3203125,4.5625,1548800.0,3.768545150756836,3.368459939956665,3.5207449865341185,3.5469433586552457,3.5469433586552457
2000-03-20,4.65625,4.46875,4.46875,4.5234375,2226400.0,3.736281156539917,3.4037363370259603,3.516569957733154,3.5504496141716286,3.5504496141716286
2000-03-21,4.625,4.53125,4.53125,4.59375,712800.0,3.7943577766418457,3.4364315191904704,3.5113719367980956,3.5548843080347234,3.5548843080347234
2000-03-22,4.6171875,4.5625,4.59375,4.5703125,932800.0,3.7749974727630615,3.464394378662109,3.506686234474182,3.558814900262015,3.558814900262015
2000-03-23,4.65625,4.5703125,4.5703125,4.65625,1037600.0,3.8459808826446533,3.493647877375285,3.503677191734314,3.5638528999529386,3.5638528999529386
2000-03-24,4.7109375,4.5,4.6875,4.609375,1801600.0,3.8072638511657715,3.522901487350464,3.500022315979004,3.568049640491091,3.568049640491091
2000-03-27,4.609375,4.5078125,4.609375,4.5234375,840000.0,3.736281156539917,3.5469926993052163,3.4944337797164917,3.5709010221190374,3.5709010221190374
2000-03-28,4.5546875,4.5,4.5390625,4.5078125,704800.0,3.7233731746673584,3.5753857294718423,3.4892295503616335,3.5734422246615094,3.5734422246615094
2000-03-29,4.5078125,4.3828125,4.5078125,4.390625,2152000.0,3.626579523086548,3.6016278743743895,3.483502998352051,3.574313327914379,3.574313327914379
2000-03-30,4.546875,4.390625,4.390625,4.5390625,1391200.0,3.7491867542266846,3.6381948788960776,3.4811281108856202,3.577133867048448,3.577133867048448
2000-03-31,4.921875,4.5625,4.578125,4.921875,2086400.0,4.065382480621338,3.690679184595744,3.48546266078949,3.5848838450416687,3.5848838450416687
2000-04-03,4.921875,4.703125,4.921875,4.7421875,845600.0,3.9169633388519287,3.7285367012023927,3.486957325935364,3.590072587132454,3.590072587132454
2000-04-04,4.8671875,4.625,4.78125,4.65625,1016000.0,3.8459808826446533,3.7608016649882,3.4887028789520262,3.5940096378326416,3.5940096378326416
2000-04-05,4.8515625,4.625,4.625,4.828125,632800.0,3.9879469871520996,3.797798760732015,3.4950867986679075,3.599978385549603,3.599978385549603
2000-04-06,4.953125,4.8515625,4.8515625,4.90625,979200.0,4.05247688293457,3.8287731647491454,3.5031468057632447,3.6067320944657966,3.6067320944657966
2000-04-07,4.9296875,4.8828125,4.921875,4.9140625,763200.0,4.058929443359375,3.848132117589315,3.512877917289734,3.6133820554789375,3.6133820554789375
2000-04-10,5.0625,4.9375,4.9375,4.953125,1104000.0,4.091195106506348,3.8717930475870768,3.5248804759979246,3.620306882305422,3.620306882305422
2000-04-11,5.0,4.859375,4.953125,5.0,883200.0,4.129912853240967,3.894163386027018,3.538044557571411,3.627586967604501,3.627586967604501
2000-04-12,5.234375,4.984375,5.015625,5.203125,2040800.0,4.297688007354736,3.9290094216664633,3.557016305923462,3.6370250104178843,3.6370250104178843
2000-04-13,5.171875,5.0390625,5.171875,5.109375,1344000.0,4.2202534675598145,3.953960927327474,3.5743102836608887,3.6451254056559668,3.6451254056559668
2000-04-14,5.125,4.84375,5.125,4.8671875,872000.0,4.0202131271362305,3.9681575457255045,3.5855385065078735,3.65026359362145,3.65026359362145
2000-04-17,4.96875,4.734375,4.875,4.734375,1449600.0,3.910511016845703,3.9797728697458905,3.595347032546997,3.653780450692048,3.653780450692048
2000-04-18,4.921875,4.75,4.75,4.8984375,1019200.0,4.046023368835449,4.00128288269043,3.6087692403793334,3.6590103562672933,3.6590103562672933
2000-04-19,5.1171875,4.90625,4.96875,4.984375,929600.0,4.117008209228516,4.033978128433228,3.6229658365249633,3.665036643806257,3.665036643806257
2000-04-20,5.0078125,4.8828125,4.984375,4.9453125,785600.0,4.084742069244385,4.056348482767741,3.6358718252182007,3.6704873636171413,3.6704873636171413
2000-04-24,4.953125,4.8984375,4.953125,4.9140625,692000.0,4.058929443359375,4.05591828028361,3.6476162385940554,3.6754673902805033,3.6754673902805033
2000-04-25,5.25,4.96875,4.96875,5.21875,1490400.0,4.3105974197387695,4.0821605523427325,3.6650393342971803,3.6835070109065575,3.6835070109065575
2000-04-26,5.2734375,5.1796875,5.25,5.21875,644000.0,4.3105974197387695,4.113134988149008,3.6816880559921263,3.69134564101696,3.69134564101696
2000-04-27,5.1796875,5.0703125,5.1796875,5.1171875,608000.0,4.241947650909424,4.1300683657328285,3.696318483352661,3.698143196694645,3.698143196694645
2000-04-28,5.296875,5.1328125,5.140625,5.2265625,1054400.0,4.332615375518799,4.148744265238444,3.7149563026428223,3.7058806622900615,3.7058806622900615
2000-05-01,5.328125,5.203125,5.234375,5.265625,982400.0,4.364995956420898,4.1691486994425455,3.7357904386520384,3.7138218104121195,3.7138218104121195
2000-05-02,5.3046875,5.25,5.2734375,5.2578125,829600.0,4.358520030975342,4.186970361073812,3.7580437660217285,3.7214967892283486,3.7214967892283486
2000-05-03,5.25,5.0,5.25,5.0,617600.0,4.144804000854492,4.1879631042480465,3.7758937311172485,3.726476874071009,3.726476874071009
2000-05-04,5.25,5.0,5.03125,5.1171875,811200.0,4.241947650909424,4.184247080485026,3.7967190504074098,3.7324707203133163,3.7324707203133163
2000-05-05,5.359375,5.140625,5.15625,5.234375,584000.0,4.3390913009643555,4.192169602711996,3.821423120498657,3.739443370665627,3.739443370665627
2000-05-08,5.21875,5.109375,5.21875,5.1328125,668000.0,4.254899501800537,4.207815361022949,3.8425074768066407,3.745300826701251,3.745300826701251
2000-05-09,5.3203125,5.109375,5.125,5.296875,1116000.0,4.390902996063232,4.239841492970784,3.8661828327178953,3.7525547836603743,3.7525547836603743
2000-05-10,5.3671875,5.296875,5.296875,5.328125,850400.0,4.41680908203125,4.264560540517171,3.8884404134750366,3.7599353869756063,3.7599353869756063
2000-05-11,5.4921875,5.375,5.375,5.4921875,1215200.0,4.552807807922363,4.293613847096761,3.9123854780197145,3.768648270722274,3.768648270722274
2000-05-12,5.625,5.3984375,5.4921875,5.4140625,1080000.0,4.488045692443848,4.320500755310059,3.9340028238296507,3.7764678079148997,3.7764678079148997
2000-05-15,5.4296875,5.34375,5.4296875,5.375,679200.0,4.455665111541748,4.34694979985555,3.955746932029724,3.7837710047280915,3.7837710047280915
2000-05-16,5.53125,5.421875,5.421875,5.515625,552000.0,4.572235107421875,4.364392312367757,3.979693374633789,3.7921589207141957,3.7921589207141957
2000-05-17,5.5234375,5.375,5.484375,5.4609375,1259200.0,4.5269036293029785,4.378812726338705,4.004281892776489,3.799893075541446,3.799893075541446
2000-05-18,5.46875,5.421875,5.4609375,5.421875,904000.0,4.4945220947265625,4.395651022593181,4.029513387680054,3.807128794491291,3.807128794491291
2000-05-19,5.4453125,5.359375,5.421875,5.375,523200.0,4.455665111541748,4.403854338328044,4.054613056182862,3.8138147359041823,3.8138147359041823
2000-05-22,5.390625,5.140625,5.359375,5.21875,1117600.0,4.326141357421875,4.401264031728108,4.075573525428772,3.8190425585727303,3.8190425585727303
2000-05-23,5.2109375,5.1640625,5.1875,5.1640625,1180000.0,4.2808051109313965,4.396083037058513,4.094207615852356,3.8237068267783734,3.8237068267783734
2000-05-24,5.234375,5.1640625,5.1796875,5.1875,2043200.0,4.300233364105225,4.406444994608561,4.112972154617309,3.828472092151642,3.828472092151642
2000-05-25,5.20703125,5.0859375,5.203125,5.1484375,1220800.0,4.267853260040283,4.4081720352172855,4.129669408798218,3.8313790464401247,3.8328224007445986
2000-05-26,5.125,4.96875,5.125,4.9765625,1303200.0,4.125374794006348,4.393924268086751,4.140419688224792,3.832861216068268,3.835690561462851
2000-05-30,5.09375,4.9375,4.9765625,5.09375,1785600.0,4.222520351409912,4.391765658060709,4.149499192237854,3.8351220893859863,3.839446190491463
2000-05-31,5.0859375,4.96875,5.078125,4.96875,1246400.0,4.118900299072266,4.373632144927979,4.157151575088501,3.836860766410828,3.842133249227817
2000-06-01,5.078125,4.984375,4.984375,5.078125,417600.0,4.209566593170166,4.359815979003907,4.165455751419067,3.8384138441085813,3.8456326144082205
2000-06-02,5.140625,5.0625,5.09375,5.0703125,691200.0,4.203091144561768,4.336501534779867,4.174017624855042,3.840351929664612,3.849004864692688
2000-06-05,5.171875,5.0546875,5.0546875,5.125,1257600.0,4.24842643737793,4.320526917775472,4.182066535949707,3.8428718638420105,3.8527377765869426
2000-06-06,5.1328125,5.0,5.1328125,5.0078125,648800.0,4.151280403137207,4.300234603881836,4.188946866989136,3.8444845914840697,3.8555020601661116
2000-06-07,5.0703125,5.0,5.0234375,5.0234375,510400.0,4.1642327308654785,4.273034445444742,4.197505898475647,3.8459698390960693,3.8583344516404177
2000-06-08,5.03125,4.890625,5.03125,4.8984375,968000.0,4.060613632202148,4.2419484456380205,4.2042507076263425,3.846740128993988,3.8601733532818883
2000-06-09,4.90625,4.734375,4.90625,4.734375,851200.0,3.9246113300323486,4.203954394658407,4.210211343765259,3.8468571710586548,3.860753875594955
2000-06-12,4.84375,4.59375,4.75,4.828125,1906400.0,4.002326011657715,4.173731787999471,4.2152741289138795,3.8482011198997497,3.862017912524087
2000-06-13,4.84375,4.78125,4.796875,4.8125,1145600.0,3.989374876022339,4.151280689239502,4.2137539768218994,3.8496083188056947,3.863144965298408
2000-06-14,4.78125,4.734375,4.78125,4.734375,540000.0,3.9246113300323486,4.127534437179565,4.2139069366455075,3.850432131290436,3.863684143936425
2000-06-15,4.7578125,4.59375,4.703125,4.6328125,1420000.0,3.840421199798584,4.096880292892456,4.213795742988586,3.8512493109703065,3.8634818574656613
2000-06-16,4.65625,4.4765625,4.609375,4.4765625,1284800.0,3.71089506149292,4.059749746322632,4.208254704475403,3.851670751571655,3.862166454052103
2000-06-19,4.625,4.5078125,4.5078125,4.5234375,528000.0,3.7497527599334717,4.03470827738444,4.202200222015381,3.8526735138893127,3.86120565324767
2000-06-20,4.5546875,4.484375,4.5546875,4.484375,560000.0,3.7173714637756348,4.001031684875488,4.195369062423706,3.85412348985672,3.8599867194385853
2000-06-21,4.515625,4.453125,4.5,4.453125,1072000.0,3.691466808319092,3.9725361188252766,4.187374496459961,3.8561274862289427,3.8585705857316985
2000-06-22,4.546875,4.4140625,4.515625,4.5234375,1532800.0,3.7497527599334717,3.941881863276164,4.179771294593811,3.858907926082611,3.8576637705167136
2000-06-23,4.578125,4.5234375,4.5234375,4.578125,768800.0,3.795085906982422,3.9146815141042075,4.169719252586365,3.8633677792549133,3.8571465980908104
2000-06-26,4.6875,4.578125,4.609375,4.59375,928800.0,3.8080391883850098,3.885322364171346,4.161474967002869,3.8678926253318786,3.856744078339123
2000-06-27,4.65625,4.578125,4.578125,4.609375,2672800.0,3.8209919929504395,3.8633031368255617,4.1574905443191525,3.871514525413513,3.8564534109782396
2000-06-28,4.6328125,4.609375,4.6171875,4.625,1448000.0,3.8339428901672363,3.8412838141123453,4.155959181785583,3.8756531071662903,3.8562718745200866
2000-06-29,4.6484375,4.609375,4.625,4.609375,2096800.0,3.8209919929504395,3.8253090381622314,4.151458554267883,3.8801138973236085,3.8559896354675294
2000-06-30,4.6328125,4.390625,4.625,4.390625,2270400.0,3.6396565437316895,3.8063120524088543,4.1419115209579465,3.882438678741455,3.8542727061680386
2000-07-03,4.625,4.421875,4.421875,4.625,778400.0,3.8339428901672363,3.7950865109761556,4.136895537376404,3.886383681297302,3.8541126288766936
2000-07-05,4.6015625,4.5234375,4.578125,4.6015625,932000.0,3.8145148754119873,3.783429177602132,4.132007246017456,3.8898117423057554,3.8538032714277506
2000-07-06,4.609375,4.5390625,4.6015625,4.5859375,1711200.0,3.8015623092651367,3.7752259095509846,4.121826543807983,3.8934329390525817,3.8533983027288157
2000-07-07,4.6171875,4.484375,4.6015625,4.484375,1123200.0,3.7173714637756348,3.7670225938161215,4.109962024688721,3.8958250403404238,3.8523519424291757
2000-07-10,4.625,4.5078125,4.515625,4.625,1297600.0,3.8339428901672363,3.775225782394409,4.101801929473877,3.899060206413269,3.8522114153126723
2000-07-11,4.625,4.5625,4.625,4.59375,841600.0,3.8080391883850098,3.7791115442911782,4.0913104057312015,3.9031333541870117,3.851876777229887
2000-07-12,4.625,4.59375,4.625,4.625,880000.0,3.8339428901672363,3.7868829727172852,4.080689344406128,3.9082398915290835,3.851741935973777
2000-07-13,4.625,4.5,4.625,4.578125,797600.0,3.795085906982422,3.793790912628174,4.069420661926269,3.913732213973999,3.8513191297872744
2000-07-14,4.6015625,4.53125,4.5625,4.5859375,1693600.0,3.8015623092651367,3.7972448825836183,4.0625558280944825,3.9192247796058655,3.8509505607463694
2000-07-17,4.6328125,4.5703125,4.5703125,4.6015625,1048800.0,3.8145148754119873,3.798540147145589,4.054007172584534,3.9253631114959715,3.8506826512953816
2000-07-18,4.6171875,4.5703125,4.578125,4.59375,656800.0,3.8080391883850098,3.798540147145589,4.043386130332947,3.932404625415802,3.850371385142751
2000-07-19,4.640625,4.5859375,4.6015625,4.6171875,1016800.0,3.827467918395996,3.7989718755086264,4.034837498664856,3.938672487735748,3.850205417992412
2000-07-20,4.640625,4.578125,4.6171875,4.6171875,1164800.0,3.827467918395996,3.798540210723877,4.023568797111511,3.9448758149147034,3.850041838858625
2000-07-21,4.578125,4.4453125,4.578125,4.5,2277600.0,3.730323553085327,3.7924956480662027,4.009839086532593,3.949139750003815,3.8491867082459588
2000-07-24,4.5,4.3828125,4.484375,4.484375,1172000.0,3.7173714637756348,3.7976766427357993,3.9931303596496583,3.952757918834686,3.848251848356098
2000-07-25,4.5,4.3671875,4.484375,4.453125,667200.0,3.691466808319092,3.788178237279256,3.977198781967163,3.955600802898407,3.8471477283558375
2000-07-26,4.46875,4.25,4.46875,4.3359375,1050400.0,3.594322919845581,3.773498773574829,3.95997193813324,3.957859435081482,3.8453797227019195
2000-07-27,4.375,4.28125,4.34375,4.3046875,1508800.0,3.568418502807617,3.757955853144328,3.9398956060409547,3.9597944903373716,3.843456380897098
2000-07-28,4.3125,4.140625,4.28125,4.171875,1236000.0,3.4734511375427246,3.7416944980621336,3.9188265562057496,3.9615542244911195,3.8409046205981023
2000-07-31,4.2578125,4.171875,4.1875,4.2421875,1319200.0,3.531991481781006,3.7215644041697185,3.8995759439468385,3.9645446658134462,3.8387887771815468
2000-08-01,4.296875,4.2578125,4.265625,4.296875,577600.0,3.577526092529297,3.7061968644460044,3.8820131635665893,3.9683131098747255,3.837011480007042
2000-08-02,4.421875,4.2734375,4.328125,4.3828125,1499200.0,3.6490745544433594,3.693872308731079,3.868471827507019,3.9720226764678954,3.8357416359153955
2000-08-03,4.4765625,4.3828125,4.3828125,4.453125,984800.0,3.707615852355957,3.6880409717559814,3.85700804233551,3.975607829093933,3.8348817313277483
2000-08-04,4.53125,4.4765625,4.5,4.5,1221600.0,3.7466423511505127,3.6843796412150067,3.845936222076416,3.9794541883468626,3.8342934687932333
2000-08-07,4.515625,4.453125,4.515625,4.484375,575200.0,3.7336342334747314,3.6789875984191895,3.835251841545105,3.982460625171661,3.8336268513407927
2000-08-08,4.5625,4.484375,4.484375,4.515625,2105600.0,3.759652614593506,3.675761826833089,3.8279373979568483,3.9841785430908203,3.833140178730613
2000-08-09,4.5546875,4.3984375,4.546875,4.4140625,2501600.0,3.6750917434692383,3.6656034151713053,3.8169888257980347,3.983244009017944,3.832107182421715
2000-08-10,4.4921875,4.390625,4.4453125,4.40625,1608800.0,3.6685872077941895,3.6550113677978517,3.807982563972473,3.982567069530487,3.8310453644046536
2000-08-11,4.640625,4.3984375,4.421875,4.625,903200.0,3.8507158756256104,3.6630375226338705,3.800805549621582,3.983130650520325,3.8311722709286595
2000-08-14,4.6875,4.5859375,4.625,4.6015625,1065600.0,3.831202507019043,3.6706262588500977,3.7933677768707277,3.9836927008628846,3.831172464749752
2000-08-15,4.6171875,4.5390625,4.6171875,4.5703125,1100800.0,3.805183172225952,3.678207349777222,3.784502911567688,3.9832847237586977,3.831006927854696
2000-08-16,4.625,4.5625,4.5625,4.609375,1120800.0,3.837707996368408,3.69443302154541,3.778231463432312,3.983589165210724,3.831049339680732
2000-08-17,4.6171875,4.484375,4.6171875,4.546875,779200.0,3.7856719493865967,3.7089165846506753,3.7706602478027342,3.9840830731391907,3.830763947288945
2000-08-18,4.5546875,4.5234375,4.5390625,4.53125,496800.0,3.7726621627807617,3.728863986333211,3.7649012184143067,3.984575963020325,3.830400811135769
2000-08-21,4.6015625,4.5,4.546875,4.5,545600.0,3.7466423511505127,3.7431740442911785,3.7613418388366697,3.985776591300964,3.829880572253873
2000-08-22,4.609375,4.484375,4.484375,4.59375,1052000.0,3.8246986865997314,3.7596522172292075,3.7577892923355103,3.986531710624695,3.8298485853053905
2000-08-23,4.625,4.5625,4.625,4.56640625,907200.0,3.8019323348999023,3.7698427359263103,3.7540404415130615,3.9838972091674805,3.8296773199654797
2000-08-24,4.59375,4.546875,4.578125,4.5546875,1074400.0,3.7921743392944336,3.775479968388875,3.7513917016983034,3.9826493191719057,3.8294486432540706
2000-08-25,4.53125,4.453125,4.5234375,4.4921875,1281600.0,3.740138053894043,3.7750463485717773,3.7493860387802123,3.9815908908843993,3.828907366954919
2000-08-28,4.53125,4.4453125,4.5,4.453125,837600.0,3.707615852355957,3.7733117898305255,3.749320454597473,3.978787579536438,3.8281766951802267
2000-08-29,4.5,4.4296875,4.4375,4.4765625,859200.0,3.7271294593811035,3.771143579483032,3.748867988586426,3.9755341053009032,3.8275716219119684
2000-08-30,4.453125,4.2734375,4.453125,4.2734375,976800.0,3.5580108165740967,3.7633381843566895,3.745680775642395,3.9705249190330507,3.825967093308767
2000-08-31,4.3828125,4.2734375,4.28125,4.296875,1629600.0,3.577526092529297,3.75726744333903,3.743401961326599,3.9653882288932802,3.824497028215397
2000-09-01,4.359375,4.28125,4.3046875,4.359375,391200.0,3.629560947418213,3.742523781458537,3.740998125076294,3.9603847098350524,3.8233503453871784
2000-09-05,4.375,4.3359375,4.359375,4.375,775200.0,3.6425697803497314,3.7299482663472494,3.73794780254364,3.9538335275650023,3.8222931491004095
2000-09-06,4.5078125,4.3671875,4.3671875,4.4140625,567200.0,3.6750917434692383,3.721275504430135,3.735288853645325,3.9483819103240965,3.821437326974647
2000-09-07,4.453125,4.34375,4.4296875,4.34375,799200.0,3.6165506839752197,3.7065316836039224,3.73120002746582,3.944345285892487,3.820253011119159
2000-09-08,4.421875,4.34375,4.3515625,4.36328125,627200.0,3.632812261581421,3.696341037750244,3.727177414894104,3.9415682983398437,3.8191757654321603
2000-09-11,4.40625,4.3359375,4.40625,4.3359375,694400.0,3.6100475788116455,3.6855000654856362,3.722958526611328,3.9372085404396056,3.8179807472229004
2000-09-12,4.265625,4.1015625,4.203125,4.2421875,1879200.0,3.531991481781006,3.6711900075276693,3.7208052253723145,3.9313583731651307,3.8163558082147078
2000-09-13,4.2734375,4.234375,4.25,4.2421875,872000.0,3.531991481781006,3.6516761938730875,3.71476619720459,3.9258308672904967,3.814749230099263
2000-09-14,4.2578125,4.140625,4.25,4.1796875,992800.0,3.479954957962036,3.630211035410563,3.708074998855591,3.9200411224365235,3.812868363401863
2000-09-15,4.1796875,4.03125,4.171875,4.03125,927200.0,3.35636830329895,3.601157299677531,3.6991711187362672,3.9104988312721254,3.8103180837364836
2000-09-18,4.078125,4.0,4.0625,4.0234375,1550400.0,3.349862813949585,3.5751389503479003,3.691820945739746,3.9008914852142333,3.8077599989043343
2000-09-19,4.0625,3.9375,4.0390625,3.984375,1092000.0,3.31734037399292,3.5491205851236978,3.6814888954162597,3.8916454124450683,3.8050504982142157
2000-09-20,4.015625,3.96875,4.0,4.0078125,862400.0,3.3368537425994873,3.5231022040049234,3.672065186500549,3.8816877961158753,3.802477988567981
