Date,High,Low,Open,Close,Volume,Adj Close,TMK-15ma,TMK-50ma,TMK-100ma,TMK-200ma
2000-01-03,12.86111068725586,12.44444465637207,12.80555534362793,12.583333015441895,542400.0,10.341883659362793,10.341883659362793,10.341883659362793,10.341883659362793,10.341883659362793
2000-01-04,12.472222328186035,12.277777671813965,12.38888931274414,12.333333015441895,645400.0,10.136409759521484,10.239146709442139,10.239146709442139,10.239146709442139,10.239146709442139
2000-01-05,12.5,12.333333015441895,12.5,12.333333015441895,400200.0,10.169393539428711,10.215895652770996,10.215895652770996,10.215895652770996,10.215895652770996
2000-01-06,12.5,12.0,12.222222328186035,12.30555534362793,327100.0,10.146492958068848,10.198544979095459,10.198544979095459,10.198544979095459,10.198544979095459
2000-01-07,12.69444465637207,12.333333015441895,12.333333015441895,12.55555534362793,372600.0,10.352622032165527,10.229360389709473,10.229360389709473,10.229360389709473,10.229360389709473
2000-01-10,12.69444465637207,12.30555534362793,12.666666984558105,12.38888931274414,432400.0,10.21519660949707,10.226999759674072,10.226999759674072,10.226999759674072,10.226999759674072
2000-01-11,12.44444465637207,12.13888931274414,12.277777671813965,12.36111068725586,1053400.0,10.19229793548584,10.22204235621861,10.22204235621861,10.22204235621861,10.22204235621861
2000-01-12,12.44444465637207,12.166666984558105,12.36111068725586,12.30555534362793,595000.0,10.146492958068848,10.21259868144989,10.21259868144989,10.21259868144989,10.21259868144989
2000-01-13,12.55555534362793,12.19444465637207,12.277777671813965,12.416666984558105,705100.0,10.238102912902832,10.215432484944662,10.215432484944662,10.215432484944662,10.215432484944662
2000-01-14,12.55555534362793,12.083333015441895,12.44444465637207,12.166666984558105,1360000.0,10.03197193145752,10.197086429595947,10.197086429595947,10.197086429595947,10.197086429595947
2000-01-18,12.11111068725586,11.44444465637207,12.11111068725586,11.44444465637207,1974700.0,9.436466217041016,10.127939137545498,10.127939137545498,10.127939137545498,10.127939137545498
2000-01-19,11.55555534362793,10.833333015441895,11.527777671813965,10.833333015441895,1709200.0,8.932578086853027,10.028325716654459,10.028325716654459,10.028325716654459,10.028325716654459
2000-01-20,10.972222328186035,10.38888931274414,10.94444465637207,10.5,1652800.0,8.657723426818848,9.92289477128249,9.92289477128249,9.92289477128249,9.92289477128249
2000-01-21,10.61111068725586,10.25,10.61111068725586,10.36111068725586,1527900.0,8.543208122253418,9.82434572492327,9.82434572492327,9.82434572492327,9.82434572492327
2000-01-24,10.55555534362793,10.277777671813965,10.472222328186035,10.44444465637207,954400.0,8.611920356750488,9.743517367045085,9.743517367045085,9.743517367045085,9.743517367045085
2000-01-25,10.666666984558105,10.25,10.583333015441895,10.36111068725586,986500.0,8.543208122253418,9.623605664571127,9.668498039245605,9.668498039245605,9.668498039245605
2000-01-26,10.777777671813965,10.05555534362793,10.472222328186035,10.527777671813965,1753600.0,8.680631637573242,9.526553789774576,9.610388250911937,9.610388250911937,9.610388250911937
2000-01-27,10.80555534362793,10.61111068725586,10.666666984558105,10.61111068725586,913500.0,8.749344825744629,9.431883875528971,9.56255250506931,9.56255250506931,9.56255250506931
2000-01-28,10.61111068725586,10.222222328186035,10.61111068725586,10.222222328186035,777700.0,8.428688049316406,9.31736354827881,9.502875428450736,9.502875428450736,9.502875428450736
2000-01-31,11.19444465637207,10.38888931274414,10.55555534362793,11.19444465637207,1001200.0,9.230328559875488,9.242543983459473,9.489248085021973,9.489248085021973,9.489248085021973
2000-02-01,11.11111068725586,9.777777671813965,11.11111068725586,10.0,1878300.0,8.245452880859375,9.111227734883625,9.43001974196661,9.43001974196661,9.43001974196661
2000-02-02,10.5,9.94444465637207,10.11111068725586,10.30555534362793,1498200.0,8.497400283813477,8.99823455810547,9.387627948414195,9.387627948414195,9.387627948414195
2000-02-03,10.5,10.13888931274414,10.5,10.333333015441895,658800.0,8.520303726196289,8.889821942647298,9.349918199622113,9.349918199622113,9.349918199622113
2000-02-04,10.416666984558105,10.0,10.30555534362793,10.25,1679100.0,8.451591491699219,8.770721181233723,9.312487920125326,9.312487920125326,9.312487920125326
2000-02-07,10.44444465637207,10.19444465637207,10.25,10.25,1224400.0,8.451591491699219,8.665362485249837,9.278052062988282,9.278052062988282,9.278052062988282
2000-02-08,10.333333015441895,9.833333015441895,10.19444465637207,9.88888931274414,1152000.0,8.153843879699707,8.579854329427084,9.23481328670795,9.23481328670795,9.23481328670795
2000-02-09,9.88888931274414,9.527777671813965,9.777777671813965,9.527777671813965,2627100.0,7.85608434677124,8.508088080088298,9.183749251895481,9.183749251895481,9.183749251895481
2000-02-10,9.5,9.13888931274414,9.472222328186035,9.30555534362793,934300.0,7.672851085662842,8.44242992401123,9.129788603101458,9.129788603101458,9.129788603101458
2000-02-11,9.527777671813965,9.25,9.30555534362793,9.333333015441895,1185900.0,7.695755958557129,8.385933113098144,9.080339201565447,9.080339201565447,9.080339201565447
2000-02-14,9.36111068725586,9.027777671813965,9.36111068725586,9.11111068725586,832000.0,7.5125250816345215,8.31264009475708,9.028078730901083,9.028078730901083,9.028078730901083
2000-02-15,9.38888931274414,9.13888931274414,9.222222328186035,9.277777671813965,723600.0,7.649952411651611,8.253089714050294,8.983623043183357,8.983623043183357,8.983623043183357
2000-02-16,9.416666984558105,9.19444465637207,9.277777671813965,9.222222328186035,1140900.0,7.604135513305664,8.181323305765789,8.94051405787468,8.94051405787468,8.94051405787468
2000-02-17,9.38888931274414,8.88888931274414,9.222222328186035,9.0,1158700.0,7.420910835266113,8.092761039733887,8.89446547537139,8.89446547537139,8.89446547537139
2000-02-18,9.30555534362793,8.777777671813965,8.777777671813965,8.833333015441895,1004400.0,7.283482074737549,8.016413974761964,8.847083610646864,8.847083610646864,8.847083610646864
2000-02-22,9.027777671813965,8.75,8.94444465637207,8.94444465637207,532800.0,7.37510347366333,7.892732302347819,8.805027035304478,8.805027035304478,8.805027035304478
2000-02-23,8.94444465637207,8.61111068725586,8.61111068725586,8.722222328186035,865800.0,7.191869258880615,7.822493394215901,8.760217097070482,8.760217097070482,8.760217097070482
2000-02-24,8.777777671813965,8.583333015441895,8.69444465637207,8.63888931274414,815400.0,7.123157024383545,7.730877176920573,8.715972230241105,8.715972230241105,8.715972230241105
2000-02-25,8.972222328186035,8.55555534362793,8.666666984558105,8.61111068725586,1071400.0,7.100253105163574,7.636207135518392,8.67345330589696,8.67345330589696,8.67345330589696
2000-02-28,8.833333015441895,8.583333015441895,8.63888931274414,8.583333015441895,1205100.0,7.077348232269287,7.544590918223063,8.632527534778301,8.632527534778301,8.632527534778301
2000-02-29,8.88888931274414,8.63888931274414,8.69444465637207,8.80555534362793,1392000.0,7.2605791091918945,7.465190092722575,8.59822882413864,8.59822882413864,8.59822882413864
2000-03-01,9.05555534362793,8.69444465637207,8.777777671813965,9.0,864000.0,7.420910835266113,7.4163278897603355,8.569513751239311,8.569513751239311,8.569513751239311
2000-03-02,9.083333015441895,8.666666984558105,8.88888931274414,8.75,1370400.0,7.214775085449219,7.373573939005534,8.537258068720499,8.537258068720499,8.537258068720499
2000-03-03,9.0,8.722222328186035,8.777777671813965,8.916666984558105,742000.0,7.35219669342041,7.352196979522705,8.509698501853055,8.509698501853055,8.509698501853055
2000-03-06,9.0,8.722222328186035,9.0,8.722222328186035,562500.0,7.191869258880615,7.318604532877604,8.479747837240046,8.479747837240046,8.479747837240046
