Date,High,Low,Open,Close,Volume,Adj Close,PNR-15ma,PNR-50ma,PNR-100ma,PNR-200ma
2000-01-03,12.928139686584473,11.668905258178711,12.928139686584473,12.151612281799316,546400.0,8.193282127380371,8.193282127380371,8.193282127380371,8.193282127380371,8.193282127380371
2000-01-04,12.214573860168457,11.7108793258667,12.214573860168457,11.962726593017578,260800.0,8.065918922424316,8.129600524902344,8.129600524902344,8.129600524902344,8.129600524902344
2000-01-05,12.256547927856445,11.794828414916992,11.962726593017578,12.151612281799316,318300.0,8.193282127380371,8.150827725728353,8.150827725728353,8.150827725728353,8.150827725728353
2000-01-06,12.130624771118164,11.857789993286133,12.067663192749023,12.08864974975586,762000.0,8.150827407836914,8.150827646255493,8.150827646255493,8.150827646255493,8.150827646255493
2000-01-07,12.676292419433594,12.067663192749023,12.172598838806152,12.571356773376465,505900.0,8.476292610168457,8.215920639038085,8.215920639038085,8.215920639038085,8.215920639038085
2000-01-10,12.802216529846191,12.172598838806152,12.802216529846191,12.214573860168457,442800.0,8.235733032226562,8.219222704569498,8.219222704569498,8.219222704569498,8.219222704569498
2000-01-11,12.340497016906738,12.067663192749023,12.277535438537598,12.08864974975586,355200.0,8.150827407836914,8.209451947893415,8.209451947893415,8.209451947893415,8.209451947893415
2000-01-12,12.382471084594727,11.98371410369873,12.151612281799316,12.08864974975586,279000.0,8.150827407836914,8.202123880386353,8.202123880386353,8.202123880386353,8.202123880386353
2000-01-13,12.151612281799316,11.941739082336426,12.08864974975586,12.046675682067871,405900.0,8.122525215148926,8.193279584248861,8.193279584248861,8.193279584248861,8.193279584248861
2000-01-14,12.151612281799316,11.752854347229004,12.08864974975586,11.899765014648438,492200.0,8.023470878601074,8.176298713684082,8.176298713684082,8.176298713684082,8.176298713684082
2000-01-18,11.92075252532959,11.626931190490723,11.857789993286133,11.7108793258667,367700.0,7.896115779876709,8.150827537883412,8.150827537883412,8.150827537883412,8.150827537883412
2000-01-19,11.836803436279297,11.647917747497559,11.731866836547852,11.7108793258667,241800.0,7.896115779876709,8.12960155804952,8.12960155804952,8.12960155804952,8.12960155804952
2000-01-20,11.836803436279297,11.396071434020996,11.7108793258667,11.501007080078125,282600.0,7.754605293273926,8.10075569152832,8.10075569152832,8.10075569152832,8.10075569152832
2000-01-21,11.7108793258667,11.438045501708984,11.668905258178711,11.60594367980957,272700.0,7.825358867645264,8.081084489822388,8.081084489822388,8.081084489822388,8.081084489822388
2000-01-24,11.584956169128418,10.934351921081543,11.521994590759277,11.081262588500977,709900.0,7.471592903137207,8.040451717376708,8.040451717376708,8.040451717376708,8.040451717376708
2000-01-25,11.249160766601562,10.493619918823242,11.249160766601562,10.724479675292969,1067300.0,7.231029510498047,7.976301542917887,7.989862829446793,7.989862829446793,7.989862829446793
2000-01-26,10.91336441040039,10.598556518554688,10.78744125366211,10.682504653930664,430900.0,7.238992214202881,7.921173095703125,7.9456939697265625,7.9456939697265625,7.9456939697265625
2000-01-27,11.29113483428955,10.703492164611816,10.766453742980957,11.039288520812988,984800.0,7.480769634246826,7.873672262827555,7.919864839977688,7.919864839977688,7.919864839977688
2000-01-28,11.123236656188965,10.78744125366211,11.039288520812988,10.997313499450684,387100.0,7.452327251434326,7.827105585734049,7.895257598475406,7.895257598475406,7.895257598475406
2000-01-31,11.501007080078125,10.829415321350098,11.081262588500977,11.249160766601562,978500.0,7.622987747192383,7.770218594868978,7.8816441059112545,7.8816441059112545,7.8816441059112545
2000-02-01,11.501007080078125,11.16521167755127,11.333109855651855,11.312122344970703,510100.0,7.665656089782715,7.7322134653727215,7.871358962286086,7.871358962286086,7.871358962286086
2000-02-02,11.92075252532959,11.501007080078125,11.501007080078125,11.521994590759277,1090200.0,7.8078742027282715,7.709349918365478,7.868473291397095,7.868473291397095,7.868473291397095
2000-02-03,11.7108793258667,11.354096412658691,11.459033012390137,11.563968658447266,877300.0,7.836318492889404,7.688382657368978,7.867075256679369,7.867075256679369,7.867075256679369
2000-02-04,11.7108793258667,11.54298210144043,11.54298210144043,11.60594367980957,403800.0,7.864761829376221,7.671198431650797,7.8669788638750715,7.8669788638750715,7.8669788638750715
2000-02-07,12.550369262695312,11.668905258178711,11.794828414916992,12.319509506225586,1153600.0,8.348310470581055,7.692854404449463,7.886232128143311,7.886232128143311,7.886232128143311
2000-02-08,12.760241508483887,11.962726593017578,12.403458595275879,12.08864974975586,784400.0,8.19186782836914,7.712571207682291,7.897987347382766,7.897987347382766,7.897987347382766
