Date,High,Low,Open,Close,Volume,Adj Close,VNO-15ma,VNO-50ma,VNO-100ma,VNO-200ma
2000-01-03,24.508892059326172,23.777284622192383,23.86873435974121,24.417442321777344,289200.0,10.354355812072754,10.354355812072754,10.354355812072754,10.354355812072754,10.354355812072754
2000-01-04,24.508892059326172,24.14308738708496,24.234539031982422,24.417442321777344,294500.0,10.354355812072754,10.354355812072754,10.354355812072754,10.354355812072754,10.354355812072754
2000-01-05,25.057598114013672,24.097362518310547,24.188814163208008,25.057598114013672,191200.0,10.62582015991211,10.444843928019205,10.444843928019205,10.444843928019205,10.444843928019205
2000-01-06,25.423402786254883,24.82897186279297,24.966148376464844,25.37767791748047,185500.0,10.761550903320312,10.524020671844482,10.524020671844482,10.524020671844482,10.524020671844482
2000-01-07,25.697755813598633,25.240501403808594,25.240501403808594,25.560579299926758,1521100.0,10.839115142822266,10.587039566040039,10.587039566040039,10.587039566040039,10.587039566040039
2000-01-10,26.337913513183594,25.423402786254883,25.560579299926758,25.789207458496094,354600.0,10.936062812805176,10.645210107167562,10.645210107167562,10.645210107167562,10.645210107167562
2000-01-11,25.880659103393555,25.423402786254883,25.880659103393555,25.514854431152344,259800.0,10.819721221923828,10.670140266418457,10.670140266418457,10.670140266418457,10.670140266418457
2000-01-12,25.423402786254883,25.19477653503418,25.331953048706055,25.240501403808594,92000.0,10.703380584716797,10.67429530620575,10.67429530620575,10.67429530620575,10.67429530620575
2000-01-13,25.286226272583008,25.10332489013672,25.240501403808594,25.19477653503418,88900.0,10.683984756469727,10.675371911790636,10.675371911790636,10.675371911790636,10.675371911790636
2000-01-14,25.19477653503418,24.783245086669922,25.19477653503418,24.783245086669922,170800.0,10.509476661682129,10.658782386779786,10.658782386779786,10.658782386779786,10.658782386779786
2000-01-18,25.331953048706055,24.691795349121094,24.691795349121094,25.10332489013672,128700.0,10.645209312438965,10.65754847093062,10.65754847093062,10.65754847093062,10.65754847093062
2000-01-19,25.149049758911133,24.874696731567383,25.10332489013672,24.966148376464844,179700.0,10.587038040161133,10.651672601699829,10.651672601699829,10.651672601699829,10.651672601699829
2000-01-20,24.966148376464844,24.691795349121094,24.874696731567383,24.737520217895508,81600.0,10.490086555480957,10.63924290583684,10.63924290583684,10.63924290583684,10.63924290583684
2000-01-21,24.82897186279297,24.55461883544922,24.783245086669922,24.55461883544922,205200.0,10.41252613067627,10.623048850468226,10.623048850468226,10.623048850468226,10.623048850468226
2000-01-24,24.508892059326172,23.548656463623047,24.371715545654297,23.731557846069336,482800.0,10.06350326538086,10.585745811462402,10.585745811462402,10.585745811462402,10.585745811462402
2000-01-25,23.731557846069336,23.32002830505371,23.731557846069336,23.411479949951172,648900.0,9.927769660949707,10.557306734720866,10.544622302055359,10.544622302055359,10.544622302055359
2000-01-26,23.5029296875,22.9542236328125,23.411479949951172,23.457204818725586,174700.0,9.947163581848145,10.530160586039225,10.509477671454935,10.509477671454935,10.509477671454935
2000-01-27,23.5029296875,23.137126922607422,23.274303436279297,23.365753173828125,161300.0,9.908381462097168,10.482331339518229,10.476083437601725,10.476083437601725,10.476083437601725
2000-01-28,23.365753173828125,23.182851791381836,23.365753173828125,23.365753173828125,114700.0,9.908381462097168,10.425453376770019,10.44620438625938,10.44620438625938,10.44620438625938
2000-01-31,23.411479949951172,22.908498764038086,23.365753173828125,22.908498764038086,305600.0,9.7144775390625,10.350477536519369,10.409618043899536,10.409618043899536,10.409618043899536
2000-02-01,23.365753173828125,22.9542236328125,23.091400146484375,23.22857666015625,724500.0,9.850214004516602,10.278087615966797,10.382979756309872,10.382979756309872,10.382979756309872
2000-02-02,23.274303436279297,22.9542236328125,23.22857666015625,23.22857666015625,490000.0,9.850214004516602,10.213453801472982,10.35876313122836,10.35876313122836,10.35876313122836
2000-02-03,22.86277198791504,22.725595474243164,22.86277198791504,22.86277198791504,233900.0,9.843907356262207,10.156155586242676,10.33637809753418,10.33637809753418,10.33637809753418
