Date,High,Low,Open,Close,Volume,Adj Close,TSCO-15ma,TSCO-50ma,TSCO-100ma,TSCO-200ma
2000-01-03,1.015625,0.9921875,1.00390625,0.9921875,131200.0,0.8948248624801636,0.8948248624801636,0.8948248624801636,0.8948248624801636,0.8948248624801636
2000-01-04,1.0078125,0.9609375,0.984375,0.970703125,67200.0,0.8754487037658691,0.8851367831230164,0.8851367831230164,0.8851367831230164,0.8851367831230164
2000-01-05,1.0,0.9765625,1.0,0.9765625,129600.0,0.8807330131530762,0.883668859799703,0.883668859799703,0.883668859799703,0.883668859799703
2000-01-06,0.9765625,0.9609375,0.9765625,0.9609375,188800.0,0.8666414618492126,0.8794120103120804,0.8794120103120804,0.8794120103120804,0.8794120103120804
2000-01-07,0.984375,0.9375,0.9609375,0.984375,116800.0,0.8877787590026855,0.8810853600502014,0.8810853600502014,0.8810853600502014,0.8810853600502014
2000-01-10,0.984375,0.9375,0.9375,0.9375,19200.0,0.8455038070678711,0.875155101219813,0.875155101219813,0.875155101219813,0.875155101219813
2000-01-11,1.0,0.9453125,0.984375,0.9453125,86400.0,0.8525495529174805,0.8719257371766227,0.8719257371766227,0.8719257371766227,0.8719257371766227
2000-01-12,1.0,0.96875,0.96875,1.0,60800.0,0.9018706679344177,0.875668853521347,0.875668853521347,0.875668853521347,0.875668853521347
2000-01-13,1.015625,0.984375,1.0,0.984375,156800.0,0.8877787590026855,0.8770143985748291,0.8770143985748291,0.8770143985748291,0.8770143985748291
2000-01-14,1.015625,0.98828125,0.98828125,1.015625,340800.0,0.9159623384475708,0.8809091925621033,0.8809091925621033,0.8809091925621033,0.8809091925621033
2000-01-18,1.015625,0.99609375,1.0078125,1.00390625,156800.0,0.905393660068512,0.883135053244504,0.883135053244504,0.883135053244504,0.883135053244504
2000-01-19,1.00390625,0.94921875,1.00390625,0.958984375,241600.0,0.8648797869682312,0.8816137810548147,0.8816137810548147,0.8816137810548147,0.8816137810548147
2000-01-20,1.0078125,0.94921875,0.94921875,0.984375,300800.0,0.8877787590026855,0.8820880101277278,0.8820880101277278,0.8820880101277278,0.8820880101277278
2000-01-21,0.984375,0.94921875,0.98046875,0.953125,275200.0,0.8595954775810242,0.8804814006601062,0.8804814006601062,0.8804814006601062,0.8804814006601062
2000-01-24,0.984375,0.92578125,0.953125,0.92578125,326400.0,0.8349350690841675,0.8774449785550436,0.8774449785550436,0.8774449785550436,0.8774449785550436
