Date,High,Low,Open,Close,Volume,Adj Close,AMP-15ma,AMP-50ma,AMP-100ma,AMP-200ma
2005-09-15,38.099998474121094,37.0,38.02000045776367,37.0099983215332,1529800.0,27.653549194335938,27.653549194335938,27.653549194335938,27.653549194335938,27.653549194335938
2005-09-16,37.0,36.599998474121094,37.0,36.599998474121094,62400.0,27.347206115722656,27.500377655029297,27.500377655029297,27.500377655029297,27.500377655029297
2005-09-19,36.70000076293945,36.45000076293945,36.599998474121094,36.70000076293945,1162300.0,27.421920776367188,27.474225362141926,27.474225362141926,27.474225362141926,27.474225362141926
2005-09-20,37.0,36.599998474121094,36.599998474121094,36.70000076293945,654900.0,27.421920776367188,27.461149215698242,27.461149215698242,27.461149215698242,27.461149215698242
2005-09-21,36.599998474121094,36.0,36.599998474121094,36.400001525878906,424300.0,27.1977596282959,27.408471298217773,27.408471298217773,27.408471298217773,27.408471298217773
2005-09-22,37.20000076293945,36.400001525878906,36.400001525878906,37.20000076293945,864800.0,27.79552459716797,27.47298018137614,27.47298018137614,27.47298018137614,27.47298018137614
2005-09-23,38.099998474121094,37.20000076293945,37.20000076293945,37.68000030517578,1249900.0,28.154178619384766,27.5702942439488,27.5702942439488,27.5702942439488,27.5702942439488
2005-09-26,38.150001525878906,37.75,37.75,37.75,821400.0,28.20647430419922,27.649816751480103,27.649816751480103,27.649816751480103,27.649816751480103
2005-09-27,37.900001525878906,37.13999938964844,37.75,37.25,1514000.0,27.83287811279297,27.670156902737087,27.670156902737087,27.670156902737087,27.670156902737087
2005-09-28,37.400001525878906,36.79999923706055,37.2400016784668,37.0,875700.0,27.646081924438477,27.667749404907227,27.667749404907227,27.667749404907227,27.667749404907227
2005-09-29,36.90999984741211,36.25,36.90999984741211,36.599998474121094,2659200.0,27.347206115722656,27.63860910589045,27.63860910589045,27.63860910589045,27.63860910589045
2005-09-30,36.599998474121094,35.599998474121094,36.599998474121094,35.79999923706055,4014800.0,26.749446868896484,27.564512252807617,27.564512252807617,27.564512252807617,27.564512252807617
2005-10-03,35.900001525878906,34.16999816894531,35.29999923706055,34.70000076293945,10007600.0,25.927532196044922,27.438590709979717,27.438590709979717,27.438590709979717,27.438590709979717
2005-10-04,34.29999923706055,33.25,34.0,33.900001525878906,8040300.0,25.32978630065918,27.28796182359968,27.28796182359968,27.28796182359968,27.28796182359968
2005-10-05,34.099998474121094,33.31999969482422,34.0,33.650001525878906,6304400.0,25.14298439025879,27.14496332804362,27.14496332804362,27.14496332804362,27.14496332804362
2005-10-06,33.650001525878906,33.209999084472656,33.400001525878906,33.369998931884766,7552200.0,24.93376922607422,26.96364466349284,27.006763696670532,27.006763696670532,27.006763696670532
2005-10-07,33.599998474121094,33.130001068115234,33.279998779296875,33.599998474121094,7055200.0,25.105628967285156,26.81420618693034,26.894932242000806,26.894932242000806,26.894932242000806
2005-10-10,33.599998474121094,33.0,33.599998474121094,33.029998779296875,3400800.0,24.67972755432129,26.631393305460612,26.771865314907497,26.771865314907497,26.771865314907497
2005-10-11,33.38999938964844,32.97999954223633,33.040000915527344,33.0,3675400.0,24.657312393188477,26.447086079915366,26.660573055869655,26.660573055869655,26.660573055869655
2005-10-12,33.29999923706055,32.720001220703125,32.900001525878906,32.77000045776367,4134500.0,24.485462188720703,26.26626625061035,26.55181751251221,26.55181751251221,26.55181751251221
2005-10-13,32.70000076293945,32.47999954223633,32.529998779296875,32.54999923706055,3184100.0,24.321081161499023,26.03463668823242,26.44559197198777,26.44559197198777,26.44559197198777
2005-10-14,32.75,32.380001068115234,32.52000045776367,32.38999938964844,2487500.0,24.20153045654297,25.771126810709635,26.343589175831188,26.343589175831188,26.343589175831188
2005-10-17,32.77000045776367,32.0,32.34000015258789,32.47999954223633,1910400.0,24.268768310546875,25.508613077799478,26.25337957299274,26.25337957299274,26.25337957299274
2005-10-18,32.54999923706055,32.150001525878906,32.29999923706055,32.43000030517578,1737900.0,24.23142433166504,25.26851615905762,26.16913143793742,26.16913143793742,26.16913143793742
2005-10-19,33.15999984741211,32.209999084472656,32.279998779296875,33.15999984741211,1784400.0,24.776866912841797,25.077235158284505,26.113440856933593,26.113440856933593,26.113440856933593
2005-10-20,34.060001373291016,33.099998474121094,33.15999984741211,33.58000183105469,2789600.0,25.09069061279297,24.926800791422526,26.07410430908203,26.07410430908203,26.07410430908203
2005-10-21,34.5,33.630001068115234,33.779998779296875,34.0,2881800.0,25.404502868652344,24.837137858072918,26.049304255732782,26.049304255732782,26.049304255732782
2005-10-24,36.47999954223633,34.93000030517578,35.25,36.290000915527344,4013400.0,27.115577697753906,24.916340891520182,26.087385450090682,26.087385450090682,26.087385450090682
