Date,High,Low,Open,Close,Volume,Adj Close,APTV-15ma,APTV-50ma,APTV-100ma,APTV-200ma
2011-11-17,18.37384796142578,17.812238693237305,17.812238693237305,17.879295349121094,20946000.0,16.107261657714844,16.107261657714844,16.107261657714844,16.107261657714844,16.107261657714844
2011-11-18,18.046939849853516,17.39312744140625,17.896060943603516,17.60268211364746,3243100.0,15.858065605163574,15.982663631439209,15.982663631439209,15.982663631439209,15.982663631439209
2011-11-21,17.795473098754883,16.78122329711914,17.60268211364746,17.015926361083984,2823100.0,15.329465866088867,15.764931042989096,15.764931042989096,15.764931042989096,15.764931042989096
2011-11-22,17.35959815979004,16.471080780029297,17.015926361083984,16.68063735961914,3565500.0,15.027403831481934,15.580549240112305,15.580549240112305,15.580549240112305,15.580549240112305
2011-11-23,16.554903030395508,16.110645294189453,16.51299285888672,16.454317092895508,1266200.0,14.823511123657227,15.429141616821289,15.429141616821289,15.429141616821289,15.429141616821289
2011-11-25,16.61357879638672,16.345348358154297,16.387258529663086,16.471080780029297,333500.0,14.838618278503418,15.330721060434977,15.330721060434977,15.330721060434977,15.330721060434977
2011-11-28,17.032690048217773,16.48784637451172,16.64710807800293,16.797988891601562,835400.0,15.133124351501465,15.30249295915876,15.30249295915876,15.30249295915876,15.30249295915876
2011-11-29,16.76445960998535,16.51299285888672,16.76445960998535,16.75607681274414,637000.0,15.095367431640625,15.276602268218994,15.276602268218994,15.276602268218994,15.276602268218994
2011-11-30,17.988264083862305,16.86504554748535,16.89019203186035,17.46856689453125,679600.0,15.737244606018066,15.327784750196669,15.327784750196669,15.327784750196669,15.327784750196669
2011-12-01,17.644594192504883,17.057836532592773,17.560771942138672,17.44342041015625,572500.0,15.714588165283203,15.366465091705322,15.366465091705322,15.366465091705322,15.366465091705322
2011-12-02,17.979883193969727,17.51885986328125,17.560771942138672,17.912824630737305,697300.0,16.137470245361328,15.436556469310414,15.436556469310414,15.436556469310414,15.436556469310414
2011-12-05,18.36546516418457,17.937971115112305,17.979883193969727,18.24811363220215,2466800.0,16.43952751159668,15.520137389500936,15.520137389500936,15.520137389500936,15.520137389500936
2011-12-06,18.650461196899414,18.113998413085938,18.139144897460938,18.54987335205078,625200.0,16.711381912231445,15.611771583557129,15.611771583557129,15.611771583557129,15.611771583557129
2011-12-07,18.52472686767578,18.29002571105957,18.38222885131836,18.44090461730957,188000.0,16.613210678100586,15.68330294745309,15.68330294745309,15.68330294745309,15.68330294745309
2011-12-08,18.39061164855957,18.12238121032715,18.20620346069336,18.18105697631836,450800.0,16.37911605834961,15.729690488179525,15.729690488179525,15.729690488179525,15.729690488179525
2011-12-09,18.42414093017578,17.812238693237305,18.12238121032715,18.23134994506836,587700.0,16.42442512512207,15.750834719340007,15.773111402988434,15.773111402988434,15.773111402988434
2011-12-12,18.09723472595215,17.812238693237305,17.937971115112305,18.030176162719727,514700.0,16.24319076538086,15.776509730021159,15.800763130187988,15.800763130187988,15.800763130187988
2011-12-13,18.29002571105957,17.778709411621094,18.14752769470215,17.862531661987305,666500.0,16.092161178588867,15.827356084187825,15.816951910654703,15.816951910654703,15.816951910654703
2011-12-14,17.761943817138672,17.225481033325195,17.669740676879883,17.300922393798828,1255700.0,15.586210250854492,15.864609845479329,15.804807612770482,15.804807612770482,15.804807612770482
2011-12-15,18.34031867980957,17.426654815673828,17.585918426513672,17.56915283203125,850400.0,15.827860832214355,15.931566492716472,15.805960273742675,15.805960273742675,15.805960273742675
2011-12-16,18.021793365478516,17.38474464416504,17.56915283203125,17.57753562927246,250800.0,15.835412979125977,15.998019472757976,15.807362783522834,15.807362783522834,15.807362783522834
2011-12-19,17.745180130004883,17.401508331298828,17.661357879638672,17.59429931640625,177700.0,15.850518226623535,16.045845731099448,15.809324394572865,15.809324394572865,15.809324394572865
2011-12-20,18.18105697631836,17.745180130004883,17.963117599487305,18.021793365478516,381900.0,16.235639572143555,16.121863873799644,15.827859837075938,15.827859837075938,15.827859837075938
2011-12-21,18.17267417907715,17.845766067504883,17.912824630737305,17.937971115112305,320400.0,16.16012191772461,16.15005569458008,15.8417040904363,15.8417040904363,15.8417040904363
2011-12-22,18.31517219543457,17.963117599487305,17.963117599487305,18.26487922668457,446700.0,16.454627990722656,16.199391682942707,15.866221046447754,15.866221046447754,15.866221046447754
2011-12-23,18.818105697631836,18.130762100219727,18.29002571105957,18.39061164855957,647200.0,16.567907333374023,16.22808748881022,15.893208980560303,15.893208980560303,15.893208980560303
2011-12-27,19.18692398071289,17.921207427978516,19.18692398071289,18.14752769470215,528600.0,16.348915100097656,16.222046661376954,15.910086984987613,15.910086984987613,15.910086984987613
2011-12-28,18.29002571105957,17.67812156677246,18.24811363220215,17.761943817138672,172700.0,16.00153923034668,16.174723815917968,15.91335313660758,15.91335313660758,15.91335313660758
2011-12-29,17.963117599487305,17.619447708129883,17.787092208862305,17.954736709594727,344800.0,16.17522621154785,16.14552485148112,15.922383242640002,15.922383242640002,15.922383242640002
2011-12-30,18.139144897460938,17.67812156677246,17.988264083862305,18.055322647094727,152700.0,16.265844345092773,16.137973403930665,15.933831946055095,15.933831946055095,15.933831946055095
2012-01-03,19.2204532623291,18.239730834960938,18.533109664916992,18.642078399658203,1169400.0,16.794448852539062,16.16264165242513,15.961593781748126,15.961593781748126,15.961593781748126
2012-01-04,19.471920013427734,18.31517219543457,19.471920013427734,18.893545150756836,469600.0,17.020992279052734,16.21449508666992,15.994699984788895,15.994699984788895,15.994699984788895
2012-01-05,18.809722900390625,18.239730834960938,18.809722900390625,18.558256149291992,802200.0,16.718935012817383,16.256280008951823,16.016646500789758,16.016646500789758,16.016646500789758
2012-01-06,19.13663101196289,18.44090461730957,18.558256149291992,18.901927947998047,690600.0,17.028541564941406,16.35243542989095,16.04640812032363,16.04640812032363,16.04640812032363
