Date,High,Low,Open,Close,Volume,Adj Close,TDG-15ma,TDG-50ma,TDG-100ma,TDG-200ma
2006-03-15,24.690000534057617,23.450000762939453,23.950000762939453,24.100000381469727,7251200.0,11.137965202331543,11.137965202331543,11.137965202331543,11.137965202331543,11.137965202331543
2006-03-16,24.350000381469727,23.889999389648438,24.100000381469727,24.270000457763672,649100.0,11.216530799865723,11.177248001098633,11.177248001098633,11.177248001098633,11.177248001098633
2006-03-17,25.1200008392334,24.149999618530273,24.25,25.010000228881836,287000.0,11.558526992797852,11.304340998331705,11.304340998331705,11.304340998331705,11.304340998331705
2006-03-20,25.610000610351562,24.75,25.170000076293945,24.899999618530273,282800.0,11.50768756866455,11.355177640914917,11.355177640914917,11.355177640914917,11.355177640914917
2006-03-21,24.889999389648438,24.0,24.889999389648438,24.200000762939453,274700.0,11.18418025970459,11.320978164672852,11.320978164672852,11.320978164672852,11.320978164672852
2006-03-22,24.299999237060547,24.0,24.049999237060547,24.15999984741211,103000.0,11.165692329406738,11.2950971921285,11.2950971921285,11.2950971921285,11.2950971921285
2006-03-23,24.200000762939453,23.989999771118164,24.09000015258789,24.100000381469727,106200.0,11.137965202331543,11.272649765014648,11.272649765014648,11.272649765014648,11.272649765014648
2006-03-24,24.989999771118164,24.239999771118164,24.299999237060547,24.5,101300.0,11.322826385498047,11.278921842575073,11.278921842575073,11.278921842575073,11.278921842575073
2006-03-27,25.75,24.450000762939453,24.649999618530273,24.75,111700.0,11.43836498260498,11.29663774702284,11.29663774702284,11.29663774702284,11.29663774702284
2006-03-28,24.860000610351562,24.549999237060547,24.729999542236328,24.700000762939453,115400.0,11.41525650024414,11.308499622344971,11.308499622344971,11.308499622344971,11.308499622344971
2006-03-29,25.049999237060547,24.75,24.950000762939453,24.899999618530273,81900.0,11.50768756866455,11.326607617464932,11.326607617464932,11.326607617464932,11.326607617464932
2006-03-30,25.450000762939453,24.950000762939453,24.950000762939453,25.450000762939453,132400.0,11.76187515258789,11.362879912058512,11.362879912058512,11.362879912058512,11.362879912058512
2006-03-31,25.959999084472656,25.5,25.5,25.75,100100.0,11.900522232055664,11.404237013596754,11.404237013596754,11.404237013596754,11.404237013596754
2006-04-03,25.799999237060547,24.799999237060547,25.799999237060547,24.899999618530273,291800.0,11.50768756866455,11.41162633895874,11.41162633895874,11.41162633895874,11.41162633895874
2006-04-04,24.899999618530273,24.700000762939453,24.889999389648438,24.799999237060547,220200.0,11.461472511291504,11.414949417114258,11.414949417114258,11.414949417114258,11.414949417114258
2006-04-05,24.760000228881836,24.6299991607666,24.75,24.68000030517578,122200.0,11.406014442443848,11.432819366455078,11.414390981197357,11.414390981197357,11.414390981197357
2006-04-06,24.68000030517578,24.049999237060547,24.5,24.25,130100.0,11.20728588104248,11.432203038533528,11.40220832824707,11.40220832824707,11.40220832824707
2006-04-07,24.25,23.899999618530273,24.25,24.110000610351562,33700.0,11.142584800720215,11.404473559061687,11.387784798940023,11.387784798940023,11.387784798940023
2006-04-10,24.350000381469727,24.010000228881836,24.049999237060547,24.309999465942383,43800.0,11.235016822814941,11.386295509338378,11.379744379143967,11.379744379143967,11.379744379143967
2006-04-11,24.280000686645508,23.950000762939453,24.280000686645508,24.100000381469727,163800.0,11.137965202331543,11.383214505513509,11.367655420303345,11.367655420303345,11.367655420303345
2006-04-12,25.350000381469727,24.06999969482422,25.350000381469727,24.100000381469727,664800.0,11.137965202331543,11.381366030375164,11.356717790876116,11.356717790876116,11.356717790876116
2006-04-13,24.450000762939453,24.010000228881836,24.149999618530273,24.3799991607666,214700.0,11.267367362976074,11.389992841084798,11.35265640778975,11.35265640778975,11.35265640778975
2006-04-17,24.700000762939453,24.389999389648438,24.389999389648438,24.600000381469727,203100.0,11.369041442871094,11.393073844909669,11.353368800619375,11.353368800619375,11.353368800619375
2006-04-18,24.579999923706055,23.979999542236328,24.520000457763672,24.25,186400.0,11.20728588104248,11.377668571472167,11.34728201230367,11.34728201230367,11.34728201230367
2006-04-19,25.0,24.25,24.25,24.75,241600.0,11.43836498260498,11.37920913696289,11.350925331115723,11.350925331115723,11.350925331115723
2006-04-20,25.940000534057617,24.729999542236328,24.799999237060547,25.600000381469727,166400.0,11.831197738647461,11.400776481628418,11.36939734679002,11.36939734679002,11.36939734679002
2006-04-21,26.100000381469727,25.209999084472656,25.700000762939453,25.450000762939453,401800.0,11.76187515258789,11.400776481628418,11.383933561819571,11.383933561819571,11.383933561819571
2006-04-24,25.899999618530273,25.299999237060547,25.450000762939453,25.510000228881836,92400.0,11.789604187011719,11.393381945292155,11.398421798433576,11.398421798433576,11.398421798433576
2006-04-25,26.200000762939453,25.479999542236328,25.479999542236328,25.799999237060547,232500.0,11.923629760742188,11.421111424763998,11.416532417823529,11.416532417823529,11.416532417823529
2006-04-26,26.0,25.5,25.649999618530273,25.75,145000.0,11.900522232055664,11.450381406148274,11.432665411631266,11.432665411631266,11.432665411631266
2006-04-27,25.850000381469727,25.260000228881836,25.760000228881836,25.389999389648438,52300.0,11.73414421081543,11.472256724039713,11.442390534185595,11.442390534185595,11.442390534185595
2006-04-28,25.399999618530273,24.1299991607666,25.389999389648438,24.729999542236328,232200.0,11.429121971130371,11.48704579671224,11.441975891590118,11.441975891590118,11.441975891590118
2006-05-01,25.170000076293945,24.729999542236328,24.729999542236328,25.139999389648438,151000.0,11.618606567382812,11.518780581156413,11.44732833631111,11.44732833631111,11.44732833631111
2006-05-02,25.200000762939453,24.739999771118164,25.149999618530273,24.75,124000.0,11.43836498260498,11.532337125142416,11.447064708260928,11.447064708260928,11.447064708260928
2006-05-03,24.760000228881836,24.559999465942383,24.75,24.6200008392334,110100.0,11.378286361694336,11.548358535766601,11.445099612644741,11.445099612644741,11.445099612644741
2006-05-04,24.610000610351562,24.110000610351562,24.520000457763672,24.579999923706055,95500.0,11.359798431396484,11.563147417704265,11.442730135387844,11.442730135387844,11.442730135387844
2006-05-05,24.639999389648438,24.219999313354492,24.5,24.549999237060547,104900.0,11.345932960510254,11.568385124206543,11.440113995526287,11.440113995526287,11.440113995526287
2006-05-08,25.0,24.459999084472656,24.5,24.860000610351562,106200.0,11.489203453063965,11.576395924886068,11.441405823356227,11.441405823356227,11.441405823356227
2006-05-09,25.0,24.649999618530273,24.8799991607666,24.920000076293945,85400.0,11.516931533813477,11.597038968404133,11.443342380034618,11.443342380034618,11.443342380034618
2006-05-10,25.100000381469727,24.780000686645508,25.049999237060547,24.989999771118164,74200.0,11.549283981323242,11.604433568318685,11.445990920066833,11.445990920066833,11.445990920066833
2006-05-11,25.799999237060547,25.0,25.09000015258789,25.799999237060547,57100.0,11.923629760742188,11.610595703125,11.457640647888184,11.457640647888184,11.457640647888184
2006-05-12,25.5,24.940000534057617,25.399999618530273,25.469999313354492,49300.0,11.771117210388184,11.611211840311686,11.465104375566755,11.465104375566755,11.465104375566755
2006-05-15,25.399999618530273,25.139999389648438,25.389999389648438,25.280000686645508,72200.0,11.683307647705078,11.60412540435791,11.470178870267647,11.470178870267647,11.470178870267647
2006-05-16,25.739999771118164,25.239999771118164,25.25,25.540000915527344,84600.0,11.803470611572266,11.596114794413248,11.477753682570023,11.477753682570023,11.477753682570023
2006-05-17,25.450000762939453,25.25,25.450000762939453,25.399999618530273,98200.0,11.73876667022705,11.58533109029134,11.483553971184625,11.483553971184625,11.483553971184625
2006-05-18,25.68000030517578,25.329999923706055,25.329999923706055,25.40999984741211,68800.0,11.743388175964355,11.585947354634603,11.48920254085375,11.48920254085375,11.48920254085375
2006-05-19,25.399999618530273,25.049999237060547,25.309999465942383,25.399999618530273,165700.0,11.73876667022705,11.606590334574381,11.494512415946797,11.494512415946797,11.494512415946797
2006-05-22,25.530000686645508,25.059999465942383,25.360000610351562,25.510000228881836,66100.0,11.789604187011719,11.617990175882975,11.500660161177317,11.500660161177317,11.500660161177317
2006-05-23,25.450000762939453,25.219999313354492,25.350000381469727,25.25,47300.0,11.669442176818848,11.6333953221639,11.504104692108777,11.504104692108777,11.504104692108777
2006-05-24,25.399999618530273,24.889999389648438,25.200000762939453,25.299999237060547,37600.0,11.692551612854004,11.654346338907878,11.507873630523681,11.507873630523681,11.507873630523681
2006-05-25,25.309999465942383,24.90999984741211,25.25,25.079999923706055,50200.0,11.5908784866333,11.669751675923665,11.516931896209718,11.50950117672191,11.50950117672191
2006-05-26,25.049999237060547,24.940000534057617,25.0,25.0,44200.0,11.55390453338623,11.683616447448731,11.523679370880126,11.510355087426992,11.510355087426992
2006-05-30,25.079999923706055,24.780000686645508,24.979999542236328,24.979999542236328,68500.0,11.544661521911621,11.687313652038574,11.523402061462402,11.511002378643683,11.511002378643683
2006-05-31,25.290000915527344,24.950000762939453,25.0,25.190000534057617,69000.0,11.641715049743652,11.695632553100586,11.526082611083984,11.513422983664054,11.513422983664054
2006-06-01,26.0,25.020000457763672,25.09000015258789,26.0,40100.0,12.016060829162598,11.726751009623209,11.542720222473145,11.522561853582209,11.522561853582209
2006-06-02,26.5,25.799999237060547,25.899999618530273,26.5,69500.0,12.247138023376465,11.748318227132161,11.56434913635254,11.535500713757106,11.535500713757106
2006-06-05,26.530000686645508,26.190000534057617,26.399999618530273,26.479999542236328,67400.0,12.237895965576172,11.77943681081136,11.586347751617431,11.54782343747323,11.54782343747323
2006-06-06,26.479999542236328,25.969999313354492,26.479999542236328,26.049999237060547,62300.0,12.039167404174805,11.803160794576009,11.600674571990966,11.556294885174982,11.556294885174982
2006-06-07,26.149999618530273,25.649999618530273,26.049999237060547,25.8700008392334,52700.0,11.95598030090332,11.81332810719808,11.611026878356933,11.563069214255123,11.563069214255123
2006-06-08,25.81999969482422,25.350000381469727,25.770000457763672,25.81999969482422,40600.0,11.932872772216797,11.826268513997396,11.621379203796387,11.569232606887818,11.569232606887818
2006-06-09,25.90999984741211,24.799999237060547,25.850000381469727,24.799999237060547,145000.0,11.461472511291504,11.807474136352539,11.620454902648925,11.567466047943615,11.567466047943615
2006-06-12,24.850000381469727,23.75,24.850000381469727,24.010000228881836,55300.0,11.096368789672852,11.764647610982259,11.607144775390625,11.55986770506828,11.55986770506828
2006-06-13,24.010000228881836,23.020000457763672,23.889999389648438,23.040000915527344,301500.0,10.648078918457031,11.688545926411946,11.582095909118653,11.545394867185562,11.545394867185562
2006-06-14,23.0,21.420000076293945,23.0,22.229999542236328,230800.0,10.273731231689453,11.595498530069987,11.55741678237915,11.525525122880936,11.525525122880936
2006-06-15,22.59000015258789,22.18000030517578,22.329999923706055,22.450000762939453,185600.0,10.375406265258789,11.507688840230307,11.535695457458496,11.507830986609825,11.507830986609825
2006-06-16,23.600000381469727,22.5,22.510000228881836,23.450000762939453,90600.0,10.837563514709473,11.457467842102051,11.524326438903808,11.49767541885376,11.49767541885376
2006-06-19,23.899999618530273,21.850000381469727,23.649999618530273,22.899999618530273,105100.0,10.58337688446045,11.392765998840332,11.511848258972169,11.48402917207177,11.48402917207177
