Date,High,Low,Open,Close,Volume,Adj Close,CHTR-15ma,CHTR-50ma,CHTR-100ma,CHTR-200ma
2010-03-02,30.399999618530273,30.0,30.100000381469727,30.399999618530273,29100.0,30.399999618530273,29.784000142415366,31.08564107845991,31.08564107845991,31.08564107845991
2010-03-03,30.75,30.5,30.5,30.75,131800.0,30.75,29.84733352661133,31.077250051498414,31.077250051498414,31.077250051498414
2010-03-04,31.5,30.75,31.0,31.020000457763672,17000.0,31.020000457763672,29.932000223795573,31.075853719943908,31.075853719943908,31.075853719943908
2010-03-05,31.75,31.25,31.25,31.75,48900.0,31.75,30.06600023905436,31.091904821850004,31.091904821850004,31.091904821850004
2010-03-08,31.75,31.5,31.5,31.75,49100.0,31.75,30.20000025431315,31.107209360876748,31.107209360876748,31.107209360876748
2010-03-09,32.75,31.979999542236328,32.0,32.75,134900.0,32.75,30.400666936238608,31.144545511765912,31.144545511765912,31.144545511765912
2010-03-10,33.0,32.0,32.95000076293945,33.0,111000.0,33.0,30.618000284830728,31.18577783372667,31.18577783372667,31.18577783372667
2010-03-11,33.0,32.5,33.0,32.5,33100.0,32.5,30.804666900634764,31.21434788081957,31.21434788081957,31.21434788081957
2010-03-12,33.0,32.5,33.0,32.5,207600.0,32.5,30.991333516438804,31.241702181227662,31.241702181227662,31.241702181227662
2010-03-15,33.5,32.5,33.0,33.0,247100.0,33.0,31.21133346557617,31.27833338578542,31.27833338578542,31.27833338578542
2010-03-16,33.0,32.25,32.25,32.75,16500.0,32.75,31.414666748046876,31.308367398320414,31.308367398320414,31.308367398320414
2010-03-17,34.0,33.0,33.0,34.0,115000.0,34.0,31.70133336385091,31.362200050354005,31.362200050354005,31.362200050354005
2010-03-18,34.75,34.0,34.0,34.75,15400.0,34.75,32.05133336385091,31.357200050354002,31.428627500347062,31.428627500347062
2010-03-19,34.75,34.5,34.75,34.75,1300.0,34.75,32.384666697184244,31.352200050354003,31.492500048417313,31.492500048417313
2010-03-22,34.75,34.25,34.75,34.43000030517578,6000.0,34.43000030517578,32.67333335876465,31.34080005645752,31.5479245815637,31.5479245815637
2010-03-23,35.25,34.25,34.25,35.0,53700.0,35.0,32.98000005086263,31.37080005645752,31.611851904127334,31.611851904127334
2010-03-24,35.0,35.0,35.0,35.0,1400.0,35.0,33.26333338419597,31.40080005645752,31.673454596779564,31.673454596779564
2010-03-25,35.0,34.5,34.75,34.5,91000.0,34.5,33.49533335367838,31.42080005645752,31.72392862183707,31.72392862183707
2010-03-26,35.0,34.75,35.0,34.75,57800.0,34.75,33.695333353678386,31.46080005645752,31.77701759338379,31.77701759338379
2010-03-29,35.0,34.400001525878906,34.5,34.5,205600.0,34.5,33.878666687011716,31.49580005645752,31.823965565911656,31.823965565911656
2010-03-30,34.52000045776367,34.45000076293945,34.5,34.45000076293945,44000.0,34.45000076293945,33.992000071207684,31.539800071716307,31.86847463704772,31.86847463704772
2010-03-31,34.5,34.25,34.5,34.5,91700.0,34.5,34.092000071207686,31.589800071716308,31.912333393096922,31.912333393096922
2010-04-01,35.0,34.349998474121094,34.5,35.0,59600.0,35.0,34.25866673787435,31.65480007171631,31.96295087845599,31.96295087845599
2010-04-05,35.0,34.5,34.5,35.0,45500.0,35.0,34.425333404541014,31.722800064086915,32.0119355417067,32.0119355417067
2010-04-06,35.0,34.54999923706055,35.0,34.54999923706055,1300.0,34.54999923706055,34.52866668701172,31.783800048828127,32.05222226702978,32.05222226702978
2010-04-07,35.0,34.54999923706055,34.54999923706055,34.54999923706055,51800.0,34.54999923706055,34.64866663614909,31.849800033569338,32.09125003218651,32.09125003218651
2010-04-08,34.54999923706055,34.54999923706055,34.54999923706055,34.54999923706055,0.0,34.54999923706055,34.685333251953125,31.925800018310547,32.129076943030725,32.129076943030725
2010-04-09,34.70000076293945,34.54999923706055,34.54999923706055,34.70000076293945,50500.0,34.70000076293945,34.68199996948242,32.00480003356934,32.168030334241465,32.168030334241465
2010-04-12,35.25,34.75,34.75,35.0,190400.0,35.0,34.69866663614909,32.08980003356933,32.21029853820801,32.21029853820801
2010-04-13,35.0,35.0,35.0,35.0,0.0,35.0,34.73666661580403,32.177200050354,32.25132355970495,32.25132355970495
2010-04-14,35.75,35.25,35.25,35.25,35000.0,35.25,34.753333282470706,32.272200050354,32.294782638549805,32.294782638549805
2010-04-15,36.0,35.29999923706055,35.45000076293945,36.0,11700.0,36.0,34.81999994913737,32.382200050354,32.34771431514195,32.34771431514195
2010-04-16,36.099998474121094,36.099998474121094,36.099998474121094,36.099998474121094,900.0,36.099998474121094,34.926666514078775,32.50920001983643,32.40056338780363,32.40056338780363
2010-04-19,36.04999923706055,36.0,36.0,36.0099983215332,36600.0,36.0099983215332,35.01066640218099,32.62439998626709,32.45069442854987,32.45069442854987
2010-04-20,36.0099983215332,36.0099983215332,36.0099983215332,36.0099983215332,0.0,36.0099983215332,35.11133295694987,32.73459995269776,32.499452016124984,32.499452016124984
2010-04-21,35.5099983215332,35.5099983215332,35.5099983215332,35.5099983215332,100.0,35.5099983215332,35.18199946085612,32.847799911499024,32.54013507430618,32.54013507430618
2010-04-22,36.0,35.95000076293945,36.0,36.0,16400.0,36.0,35.28199946085612,32.97179992675781,32.58626660664876,32.58626660664876
2010-04-23,36.25,36.25,36.25,36.25,2700.0,36.25,35.365332794189456,33.10179992675781,32.634473624982334,32.634473624982334
2010-04-26,36.5,36.27000045776367,36.27000045776367,36.5,3700.0,36.5,35.46533279418945,33.23699993133545,32.68467526621633,32.68467526621633
2010-04-27,36.5,36.5,36.5,36.5,1700.0,36.5,35.595332845052084,33.37219993591309,32.73358968588022,32.73358968588022
2010-04-28,36.5,36.33000183105469,36.5,36.5,16800.0,36.5,35.72533289591471,33.50739994049072,32.781265765805784,32.781265765805784
2010-04-29,37.25,36.5,36.5,37.25,50400.0,37.25,35.90533294677734,33.65759994506836,32.837124943733215,32.837124943733215
2010-04-30,38.0,37.25,37.5,37.900001525878906,130400.0,37.900001525878906,36.118666330973305,33.82159996032715,32.89962959289551,32.89962959289551
2010-05-03,39.5,38.5,38.5,39.5,26600.0,39.5,36.41866633097331,34.01759994506836,32.98012191493337,32.98012191493337
2010-05-04,39.9900016784668,39.0,39.5,39.75,9700.0,39.75,36.73533299763997,34.21859992980957,33.06168671113899,33.06168671113899
2010-05-05,39.75,39.0,39.5,39.5,83100.0,39.5,37.01866633097331,34.414599914550784,33.138333297911146,33.138333297911146
2010-05-06,39.0,37.0,39.0,38.349998474121094,43500.0,38.349998474121094,37.175332895914714,34.58759986877441,33.19964700586655,33.19964700586655
2010-05-07,38.0,37.5,37.79999923706055,37.849998474121094,4000.0,37.849998474121094,37.29199956258138,34.75459983825684,33.25372086014858,33.25372086014858
2010-05-10,38.25,37.5,37.5,37.75,41000.0,37.75,37.407999674479164,34.914599838256834,33.30540222957217,33.30540222957217
2010-05-11,38.0,37.75,37.75,38.0,2200.0,38.0,37.54066645304362,35.07259983062744,33.35874993150885,33.35874993150885
2010-05-12,38.0,38.0,38.0,38.0,3200.0,38.0,37.70666656494141,35.224599838256836,33.4108988086829,33.4108988086829
2010-05-13,38.0,38.0,38.0,38.0,0.0,38.0,37.83999989827474,35.36959983825684,33.46188882191976,33.46188882191976
2010-05-14,37.650001525878906,37.5,37.650001525878906,37.599998474121094,900.0,37.599998474121094,37.92999979654948,35.50119979858398,33.507362554361535,33.507362554361535
2010-05-17,38.0,37.599998474121094,37.599998474121094,38.0,4400.0,38.0,38.02999979654948,35.62619979858398,33.55619557007499,33.55619557007499
2010-05-18,37.25,37.0,37.0,37.25,6000.0,37.25,38.07999979654948,35.73619979858398,33.595913897278486,33.595913897278486
2010-05-19,38.20000076293945,37.0,37.0,38.20000076293945,5800.0,38.20000076293945,38.19333318074544,35.845199813842775,33.64489354478552,33.64489354478552
2010-05-20,38.0,37.0,38.0,37.0,126600.0,37.0,38.176666514078775,35.925199813842774,33.680210454840406,33.680210454840406
2010-05-21,36.79999923706055,36.5,36.79999923706055,36.75,1900.0,36.75,38.09999974568685,36.010199813842775,33.71218742926916,33.71218742926916
2010-05-24,36.5,36.25,36.5,36.29999923706055,72100.0,36.29999923706055,37.88666636149089,36.08619979858398,33.73886590151443,33.73886590151443
2010-05-25,36.5,35.25,36.0,36.0,5300.0,36.0,37.63666636149089,36.146199798583986,33.761938698437746,33.761938698437746
2010-05-26,36.0,36.0,36.0,36.0,5000.0,36.0,37.403333028157554,36.21119979858398,33.78454537825151,33.78454537825151
2010-05-27,36.150001525878906,36.0,36.130001068115234,36.0,145500.0,36.0,37.246666463216144,36.25119979858398,33.806699924468994,33.806699924468994
2010-05-28,36.0,36.0,36.0,36.0,400.0,36.0,37.12333323160807,36.27619979858398,33.81669992446899,33.82841576680099
2010-06-01,36.0,35.880001068115234,36.0,35.880001068115234,43800.0,35.880001068115234,36.99866663614909,36.29879981994629,33.82549993515015,33.84852934818642
2010-06-02,35.29999923706055,35.0,35.25,35.0,8300.0,35.0,36.798666636149086,36.31019981384277,33.82549993515015,33.859708674903054
2010-06-03,35.0,35.0,35.0,35.0,2200.0,35.0,36.59866663614909,36.31019981384277,33.84049993515015,33.87067301456745
2010-06-04,35.0,34.75,35.0,35.0,2700.0,35.0,36.39866663614909,36.31019981384277,33.85549993515015,33.881428509666804
2010-06-07,35.0,33.75,34.75,33.75,211300.0,33.75,36.14200007120768,36.29519981384277,33.85799993515015,33.88018861806618
2010-06-08,34.5,33.79999923706055,34.0,34.5,159700.0,34.5,35.90866673787435,36.290199813842776,33.875499935150145,33.885981247803876
2010-06-09,34.75,34.0,34.0,34.52000045776367,405800.0,34.52000045776367,35.72666676839193,36.29059982299805,33.893199939727786,33.89185179604424
2010-06-10,34.52000045776367,34.52000045776367,34.52000045776367,34.52000045776367,0.0,34.52000045776367,35.48133341471354,36.29199981689453,33.91589994430542,33.89761462780314
2010-06-11,34.54999923706055,34.25,34.25,34.5,20200.0,34.5,35.314666748046875,36.29199981689453,33.94089994430542,33.90309085845947
2010-06-14,34.75,34.099998474121094,34.75,34.099998474121094,15200.0,34.099998474121094,35.13799997965495,36.273999786376955,33.96439992904663,33.90486480094291
2010-06-15,34.54999923706055,34.0,34.099998474121094,34.5,23200.0,34.5,35.01800003051758,36.26399978637696,33.993399925231934,33.91017850807735
2010-06-16,34.70000076293945,34.5,34.5,34.70000076293945,1100.0,34.70000076293945,34.93133341471354,36.26699981689453,34.025399932861326,33.917168085554
2010-06-17,34.95000076293945,34.25,34.25,34.75,24300.0,34.75,34.848000081380206,36.27099983215332,34.06039993286133,33.92447362866318
2010-06-18,35.25,34.75,34.75,35.25,128800.0,35.25,34.79800008138021,36.28499984741211,34.10539993286133,33.93599994493567
2010-06-21,35.25,35.25,35.25,35.25,400.0,35.25,34.748000081380205,36.29599983215332,34.150399932861326,33.94732753161726
2010-06-22,35.5,35.29999923706055,35.29999923706055,35.5,1900.0,35.5,34.72266667683919,36.30599983215332,34.197899932861326,33.960598236475235
2010-06-23,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,1300.0,35.650001525878906,34.76600011189779,36.3189998626709,34.24809995651245,33.97491521350408
2010-06-24,35.599998474121094,35.599998474121094,35.599998474121094,35.599998474121094,200.0,35.599998474121094,34.806000010172525,36.32599983215332,34.299099941253665,33.988571375358006
2010-06-25,35.599998474121094,35.599998474121094,35.599998474121094,35.599998474121094,0.0,35.599998474121094,34.84599990844727,36.31799980163574,34.350099925994876,34.001999934514366
2010-06-28,35.349998474121094,35.0,35.25,35.349998474121094,12300.0,35.349998474121094,34.952666473388675,36.30299980163574,34.40609991073608,34.013140418312766
2010-06-29,35.5,35.150001525878906,35.29999923706055,35.5,2700.0,35.5,35.01933314005534,36.29279983520508,34.45859991073608,34.02532779193315
2010-06-30,35.349998474121094,35.25,35.349998474121094,35.29999923706055,1000.0,35.29999923706055,35.07133305867513,36.27859985351562,34.50659990310669,34.03569097441386
2010-07-01,35.5,35.5,35.5,35.5,45200.0,35.5,35.13666636149089,36.27839988708496,34.56309989929199,34.04749991816859
2010-07-02,35.5,35.45000076293945,35.45000076293945,35.5,10400.0,35.5,35.20333302815755,36.26839988708496,34.62009990692139,34.05911991882324
2010-07-06,36.5,35.650001525878906,35.650001525878906,36.5,2500.0,36.5,35.36333312988281,36.27339988708496,34.687599906921385,34.07849198295956
2010-07-07,37.0,36.0,36.5,36.5,117400.0,36.5,35.496666463216144,36.27339988708496,34.755199909210205,34.09755897521973
2010-07-08,36.5,36.0,36.5,36.0,2300.0,36.0,35.583333079020186,36.26339988708496,34.81779991149902,34.11242179572582
2010-07-09,36.25,36.20000076293945,36.25,36.20000076293945,10400.0,36.20000076293945,35.67999979654948,36.25739990234375,34.88239992141724,34.1286045784174
2010-07-12,36.25,36.25,36.25,36.25,5000.0,36.25,35.746666463216144,36.23739990234375,34.947499923706054,34.144923004737265
2010-07-13,36.25,35.95000076293945,36.04999923706055,36.04999923706055,101400.0,36.04999923706055,35.79999974568685,36.20039985656738,35.01099990844727,34.159465571396225
2010-07-14,36.5,35.54999923706055,36.25,35.54999923706055,15500.0,35.54999923706055,35.80333302815755,36.121399841308595,35.06949989318848,34.16999991734823
2010-07-15,35.599998474121094,35.29999923706055,35.599998474121094,35.45000076293945,87100.0,35.45000076293945,35.789999643961586,36.03539985656738,35.126999893188476,34.17962398385643
2010-07-16,35.400001525878906,34.5,35.29999923706055,35.400001525878906,7700.0,35.400001525878906,35.77666651407878,35.95339988708496,35.183999900817874,34.18873127894615
2010-07-19,35.849998474121094,35.0,35.400001525878906,35.0,20200.0,35.0,35.73666661580403,35.88639991760254,35.236999893188475,34.19474067687988
2010-07-20,35.75,35.5,35.75,35.5,5800.0,35.5,35.746666717529294,35.83939994812012,35.29699989318848,34.204338171902826
2010-07-21,35.75,35.25,35.75,35.25,8600.0,35.25,35.73000005086263,35.78939994812012,35.35199989318848,34.21197073999112
2010-07-22,35.45000076293945,35.04999923706055,35.25,35.04999923706055,26000.0,35.04999923706055,35.71333338419596,35.73039993286133,35.401499881744385,34.218043410259746
2010-07-23,35.70000076293945,35.0,35.70000076293945,35.0,16000.0,35.0,35.68000005086263,35.67039993286133,35.44749988555908,34.223668997236295
2010-07-26,35.5,35.0,35.29999923706055,35.0,16700.0,35.0,35.6466667175293,35.61039993286133,35.48999988555908,34.229214218684604
2010-07-27,35.5,35.25,35.25,35.5,21100.0,35.5,35.58000005086263,35.56839996337891,35.534799880981446,34.238226883800316
2010-07-28,35.75,35.5,35.75,35.5,300.0,35.5,35.51333338419597,35.518399963378904,35.57229988098145,34.247112609970735
2010-07-29,36.75,35.5,35.5,36.25,824200.0,36.25,35.53000005086263,35.49839996337891,35.61729988098145,34.261118815495415
2010-07-30,36.5,36.5,36.5,36.5,105600.0,36.5,35.55,35.46439994812012,35.65479988098144,34.276666601498924
2010-08-02,36.540000915527344,36.400001525878906,36.400001525878906,36.5,380200.0,36.5,35.56666666666667,35.45439994812012,35.68979988098145,34.29199993528169
2010-08-03,36.25,36.25,36.25,36.25,13200.0,36.25,35.58000005086263,35.444399948120115,35.72729988098145,34.30541089462908
2010-08-04,36.5,36.25,36.25,36.5,30100.0,36.5,35.643333435058594,35.448399963378904,35.76729988098145,34.32034007221663
2010-08-05,36.25,36.25,36.25,36.25,35500.0,36.25,35.6966667175293,35.45339996337891,35.799799880981446,34.333378314971924
2010-08-06,36.25,36.099998474121094,36.099998474121094,36.25,25300.0,36.25,35.753333282470706,35.45839996337891,35.83479988098144,34.346241547757344
2010-08-09,36.18000030517578,36.099998474121094,36.150001525878906,36.150001525878906,200200.0,36.150001525878906,35.83000005086263,35.461399993896485,35.85629989624024,34.35826661427816
2010-08-10,36.25,36.20000076293945,36.25,36.20000076293945,138300.0,36.20000076293945,35.87666676839193,35.465400009155275,35.87079990386963,34.37046352916995
2010-08-11,36.2599983215332,36.099998474121094,36.150001525878906,36.20000076293945,50200.0,36.20000076293945,35.94000015258789,35.471800003051754,35.885299911499025,34.38249995833949
2010-08-12,36.20000076293945,36.20000076293945,36.20000076293945,36.20000076293945,0.0,36.20000076293945,36.016666920979816,35.49580001831055,35.90299991607666,34.39437904856563
2010-08-13,36.20000076293945,36.0,36.20000076293945,36.150001525878906,1700.0,36.150001525878906,36.09333368937175,35.518800048828126,35.91449993133545,34.40577919452221
2010-08-16,35.75,35.54999923706055,35.75,35.54999923706055,5400.0,35.54999923706055,36.130000305175784,35.52980003356934,35.91999992370606,34.41316125931279
2010-08-17,35.54999923706055,35.0,35.0,35.04999923706055,166600.0,35.04999923706055,36.10000025431315,35.55580001831055,35.92549991607666,34.41724355404194
2010-08-18,35.04999923706055,35.04999923706055,35.04999923706055,35.04999923706055,0.0,35.04999923706055,36.07000020345052,35.56680000305176,35.928499908447264,34.42127384501658
2010-08-19,35.5,35.099998474121094,35.5,35.099998474121094,4500.0,35.099998474121094,35.993333435058595,35.57839996337891,35.93449989318847,34.42556957051724
2010-08-20,35.5,35.0,35.5,35.0,50300.0,35.0,35.893333435058594,35.58799995422363,35.93999988555908,34.42918234051398
2010-08-23,35.04999923706055,35.0,35.04999923706055,35.0,1200.0,35.0,35.79333343505859,35.59799995422363,35.944999885559085,34.43274995088577
2010-08-24,34.75,34.75,34.75,34.75,200.0,34.75,35.69333343505859,35.61099998474121,35.94249988555908,34.43472044808524
2010-08-25,34.5,34.5,34.5,34.5,300.0,34.5,35.56000010172526,35.61099998474121,35.937499885559085,34.435123408282244
2010-08-26,34.5,34.25,34.5,34.25,50400.0,34.25,35.426666768391925,35.60199996948242,35.93449989318847,34.433987681851065
2010-08-27,34.0,33.75,34.0,33.75,2300.0,33.75,35.26000010172526,35.581999969482425,35.92649990081787,34.429817025254415
2010-08-30,33.75,33.75,33.75,33.75,0.0,33.75,35.1,35.551999969482424,35.91849990844727,34.425696922071054
2010-08-31,33.75,33.75,33.75,33.75,0.0,33.75,34.936666615804036,35.52199996948242,35.90899990081787,34.42162645868508
2010-09-01,34.5,34.0,34.0,34.0,78100.0,34.0,34.789999898274736,35.49199996948242,35.89899990081787,34.41910174935164
2010-09-02,33.79999923706055,33.79999923706055,33.79999923706055,33.79999923706055,200.0,33.79999923706055,34.62999979654948,35.454999923706055,35.886999893188474,34.415416615349905
2010-09-03,34.0,34.0,34.0,34.0,200.0,34.0,34.48666636149088,35.422999954223634,35.87449989318848,34.41295852886854
2010-09-07,34.0,34.0,34.0,34.0,0.0,34.0,34.38333307902018,35.390999984741214,35.854499893188475,34.41052936105167
2010-09-08,34.0,34.0,34.0,34.0,0.0,34.0,34.313333129882814,35.36400001525879,35.833499908447266,34.40812860455429
2010-09-09,34.20000076293945,34.0,34.0,34.20000076293945,13200.0,34.20000076293945,34.256666564941405,35.33800003051758,35.815399932861325,34.40691855896351
2010-09-10,34.20000076293945,34.0,34.20000076293945,34.0,15400.0,34.0,34.18333333333333,35.312000045776365,35.795299949645994,34.40456642856488
2010-09-13,35.099998474121094,34.25,34.25,35.0,153700.0,35.0,34.18333333333333,35.30200004577637,35.79019996643066,34.40798846058462
2010-09-14,38.0,34.5,38.0,35.5,94400.0,35.5,34.21666666666667,35.30200004577637,35.78519996643067,34.414228526524134
2010-09-15,34.75,34.060001373291016,34.060001373291016,34.75,73000.0,34.75,34.21666666666667,35.26700004577637,35.77019996643067,34.416136318987064
2010-09-16,34.599998474121094,33.459999084472656,34.099998474121094,34.11000061035156,35300.0,34.11000061035156,34.19066670735677,35.2192000579834,35.74629997253418,34.41440673871229
2010-09-17,34.75,34.29999923706055,34.75,34.5,9400.0,34.5,34.207333374023435,35.1892000579834,35.72629997253418,34.41488759973076
2010-09-20,34.5,34.150001525878906,34.5,34.5,80200.0,34.5,34.25733337402344,35.15520004272461,35.70629997253418,34.41536308800042
2010-09-21,34.5,33.0,33.63999938964844,33.84000015258789,20500.0,33.84000015258789,34.26333338419597,35.10700004577637,35.67219997406006,34.412166627248126
2010-09-22,34.0,33.0,34.0,33.5,5800.0,33.5,34.246666717529294,35.05600006103516,35.62819995880127,34.40712703262245
2010-09-23,33.5,33.029998779296875,33.029998779296875,33.29999923706055,7100.0,33.29999923706055,34.2,35.011000061035155,35.566199951171875,34.40104391286661
2010-09-24,34.0,33.0,33.56999969482422,33.79999923706055,6900.0,33.79999923706055,34.2,34.97800003051758,35.50669994354248,34.39775951573106
2010-09-27,33.5,33.04999923706055,33.4900016784668,33.04999923706055,20100.0,33.04999923706055,34.13666661580404,34.93099998474121,35.44219993591309,34.390434731607854
2010-09-28,33.4900016784668,33.439998626708984,33.439998626708984,33.4900016784668,200.0,33.4900016784668,34.10266672770182,34.90080001831055,35.39359996795654,34.3855675259152
2010-09-29,33.5,33.0,33.4900016784668,33.34000015258789,182900.0,33.34000015258789,34.05866673787435,34.8576000213623,35.34849998474121,34.37994619595107
2010-09-30,33.029998779296875,32.0099983215332,33.0099983215332,32.5,83300.0,32.5,33.945333353678386,34.8026000213623,35.29599998474121,34.36989300773743
2010-10-01,33.5,32.400001525878906,33.5,33.099998474121094,47200.0,33.099998474121094,33.88533325195313,34.763600006103516,35.246999969482424,34.3631382495799
2010-10-04,33.75,32.0,33.75,32.97999954223633,28200.0,32.97999954223633,33.75066655476888,34.72319999694824,35.196799964904784,34.35582005536115
2010-10-05,33.0,32.209999084472656,32.970001220703125,32.900001525878906,22500.0,32.900001525878906,33.57733332316081,34.68120002746582,35.145799980163574,34.348157852574396
2010-10-06,32.900001525878906,32.40999984741211,32.40999984741211,32.41999816894531,13900.0,32.41999816894531,33.42199986775716,34.619599990844726,35.093999977111814,34.33806277569676
2010-10-07,32.5,32.099998474121094,32.5,32.16999816894531,37300.0,32.16999816894531,33.29266637166341,34.55299995422363,35.03569995880127,34.3267707725366
2010-10-08,32.5,32.0,32.5,32.0,16200.0,32.0,33.125999704996744,34.467999954223636,34.98319995880127,34.314714965425004
2010-10-11,33.0,32.5,32.5,32.849998474121094,63600.0,32.849998474121094,33.01599960327148,34.39499992370605,34.929699935913085,34.307164880418284
2010-10-12,33.2400016784668,32.81999969482422,32.81999969482422,32.900001525878906,143700.0,32.900001525878906,32.95333302815755,34.32299995422363,34.88869995117187,34.29994865808732
2010-10-13,33.02000045776367,32.0099983215332,33.0,32.5,113000.0,32.5,32.88666636149089,34.24799995422363,34.846199951171876,34.29076524656646
2010-10-14,33.20000076293945,32.380001068115234,32.5,33.0,438700.0,33.0,32.86666641235352,34.17799995422363,34.81319995880127,34.28421313871587
