Date,High,Low,Open,Close,Volume,Adj Close,DHR-15ma,DHR-50ma,DHR-100ma,DHR-200ma
2000-01-03,9.168877601623535,8.71872615814209,9.097801208496094,8.813494682312012,1474600.0,5.673544883728027,5.673544883728027,5.673544883728027,5.673544883728027,5.673544883728027
2000-01-04,8.872725486755371,8.434419631958008,8.860879898071289,8.493650436401367,2424800.0,5.467649459838867,5.570597171783447,5.570597171783447,5.570597171783447,5.570597171783447
2000-01-05,8.76611042022705,8.410727500915527,8.576573371887207,8.588418960571289,2854800.0,5.5286545753479,5.556616306304932,5.556616306304932,5.556616306304932,5.556616306304932
2000-01-06,8.88457202911377,8.292266845703125,8.493650436401367,8.683188438415527,1281000.0,5.589662551879883,5.564877867698669,5.564877867698669,5.564877867698669,5.564877867698669
2000-01-07,8.813494682312012,8.671341896057129,8.71872615814209,8.754264831542969,1751600.0,5.635416507720947,5.578985595703125,5.578985595703125,5.578985595703125,5.578985595703125
2000-01-10,8.93195629119873,8.789802551269531,8.80164909362793,8.93195629119873,2592600.0,5.749802589416504,5.6074550946553545,5.6074550946553545,5.6074550946553545,5.6074550946553545
2000-01-11,8.955648422241211,8.683188438415527,8.90826416015625,8.706880569458008,1867700.0,5.604914665222168,5.607092176164899,5.607092176164899,5.607092176164899,5.607092176164899
2000-01-12,8.683188438415527,8.398881912231445,8.671341896057129,8.469958305358887,1282000.0,5.452398777008057,5.587755501270294,5.587755501270294,5.587755501270294,5.587755501270294
2000-01-13,8.671341896057129,8.541034698486328,8.541034698486328,8.600265502929688,3044700.0,5.536278247833252,5.582035806443956,5.582035806443956,5.582035806443956,5.582035806443956
2000-01-14,8.623957633972168,8.398881912231445,8.576573371887207,8.600265502929688,1747400.0,5.536278247833252,5.577460050582886,5.577460050582886,5.577460050582886,5.577460050582886
2000-01-18,8.505496978759766,8.315958976745605,8.505496978759766,8.363343238830566,1972100.0,5.3837666511535645,5.559851559725675,5.559851559725675,5.559851559725675,5.559851559725675
2000-01-19,8.387035369873047,8.197498321533203,8.315958976745605,8.268574714660645,2894900.0,5.322761058807373,5.540094017982483,5.540094017982483,5.540094017982483,5.540094017982483
2000-01-20,8.268574714660645,8.019806861877441,8.256728172302246,8.090883255004883,1182300.0,5.208374500274658,5.514577132004958,5.514577132004958,5.514577132004958,5.514577132004958
2000-01-21,8.090883255004883,7.676270008087158,8.090883255004883,7.806576728820801,4429700.0,5.025355339050293,5.479632718222482,5.479632718222482,5.479632718222482,5.479632718222482
2000-01-24,7.77103853225708,7.190579891204834,7.77103853225708,7.202425956726074,4488800.0,4.636444568634033,5.423420174916585,5.423420174916585,5.423420174916585,5.423420174916585
2000-01-25,7.676270008087158,7.249810695648193,7.249810695648193,7.6407318115234375,3804500.0,4.9185967445373535,5.37309029897054,5.391868710517883,5.391868710517883,5.391868710517883
2000-01-26,7.936883926391602,7.617039203643799,7.6407318115234375,7.86580753326416,2309300.0,5.063488006591797,5.346146202087402,5.372552198522231,5.372552198522231,5.372552198522231
2000-01-27,8.067191123962402,7.6407318115234375,7.652577877044678,7.8776535987854,4236600.0,5.071111679077148,5.315643342336019,5.355805502997504,5.355805502997504,5.355805502997504
2000-01-28,8.043498992919922,7.8302693367004395,7.8776535987854,8.007960319519043,3923200.0,5.154994010925293,5.286665439605713,5.345236477098967,5.345236477098967,5.345236477098967
2000-01-31,8.469958305358887,7.996114253997803,7.996114253997803,8.173806190490723,4537300.0,5.261756420135498,5.261754767100016,5.341062474250793,5.341062474250793,5.341062474250793
2000-02-01,8.221190452575684,8.114575386047363,8.161959648132324,8.197498321533203,3269000.0,5.277003765106201,5.2302348454793295,5.338012059529622,5.338012059529622,5.338012059529622
2000-02-02,8.339651107788086,8.138267517089844,8.173806190490723,8.185651779174805,2158900.0,5.269378662109375,5.207865778605143,5.334892359646884,5.334892359646884,5.334892359646884
2000-02-03,8.327805519104004,8.173806190490723,8.209343910217285,8.256728172302246,927500.0,5.315133571624756,5.198714764912923,5.334033281906791,5.334033281906791,5.334033281906791
2000-02-04,8.327805519104004,8.150114059448242,8.315958976745605,8.197498321533203,1120600.0,5.277003765106201,5.181429799397787,5.3316570520401,5.3316570520401,5.3316570520401
2000-02-07,8.304113388061523,8.031652450561523,8.197498321533203,8.173806190490723,2507100.0,5.261756420135498,5.163128344217936,5.328861026763916,5.328861026763916,5.328861026763916
2000-02-08,8.387035369873047,8.173806190490723,8.173806190490723,8.304113388061523,2540900.0,5.345639228820801,5.160586516062419,5.329506342227642,5.329506342227642,5.329506342227642
2000-02-09,8.351497650146484,8.233036041259766,8.327805519104004,8.268574714660645,3223100.0,5.322761058807373,5.160586516062419,5.32925651691578,5.32925651691578,5.32925651691578
2000-02-10,8.280420303344727,7.86580753326416,8.244882583618164,7.901345729827881,1377500.0,5.086361408233643,5.152452309926351,5.320581691605704,5.320581691605704,5.320581691605704
2000-02-11,8.019806861877441,7.688116073608398,7.960576057434082,7.78288459777832,2378400.0,5.010103225708008,5.151435502370199,5.309875537609232,5.309875537609232,5.309875537609232
2000-02-14,7.7947306632995605,7.652577877044678,7.75919246673584,7.75919246673584,1699300.0,4.994851589202881,5.175329303741455,5.2993747393290205,5.2993747393290205,5.2993747393290205
2000-02-15,7.86580753326416,7.699962139129639,7.723654270172119,7.806576728820801,2668600.0,5.025355339050293,5.182446543375651,5.290535403836158,5.290535403836158,5.290535403836158
2000-02-16,7.8302693367004395,7.735500335693359,7.735500335693359,7.7473464012146,2291300.0,4.987225532531738,5.177362378438314,5.281056970357895,5.281056970357895,5.281056970357895
2000-02-17,7.8776535987854,7.7473464012146,7.75919246673584,7.75919246673584,1535300.0,4.994851589202881,5.172278372446696,5.272384080019864,5.272384080019864,5.272384080019864
2000-02-18,7.7947306632995605,7.4511942863464355,7.75919246673584,7.557808876037598,2646900.0,4.86521577835083,5.152959823608398,5.2604085417354804,5.2604085417354804,5.2604085417354804
2000-02-22,7.676270008087158,7.439348220825195,7.557808876037598,7.534116744995117,2453800.0,4.849963665008545,5.125506973266601,5.248681545257568,5.248681545257568,5.248681545257568
2000-02-23,7.569654941558838,7.391963481903076,7.510424613952637,7.4511942863464355,2994100.0,4.796584606170654,5.093479029337565,5.236123296949598,5.236123296949598,5.236123296949598
2000-02-24,7.486732482910156,7.107657432556152,7.4511942863464355,7.3090410232543945,2940800.0,4.705077171325684,5.055858929951985,5.221770698959763,5.221770698959763,5.221770698959763
2000-02-25,7.427501678466797,7.178733825683594,7.261656761169434,7.285348892211914,1538400.0,4.68982458114624,5.014171663920084,5.207772116912039,5.207772116912039,5.207772116912039
2000-02-28,7.510424613952637,7.190579891204834,7.344579219818115,7.439348220825195,1354800.0,4.788959503173828,4.98163537979126,5.197033331944392,5.197033331944392,5.197033331944392
2000-02-29,7.806576728820801,7.439348220825195,7.439348220825195,7.735500335693359,3825100.0,4.979602336883545,4.962825107574463,5.191597557067871,5.191597557067871,5.191597557067871
2000-03-01,7.972422122955322,7.75919246673584,7.77103853225708,7.85396146774292,3342300.0,5.05586051940918,4.943506526947021,5.188286897612781,5.188286897612781,5.188286897612781
2000-03-02,7.85396146774292,7.593347072601318,7.84211540222168,7.652577877044678,2038100.0,4.926223278045654,4.91707067489624,5.182047287623088,5.182047287623088,5.182047287623088
2000-03-03,7.7473464012146,7.474886417388916,7.652577877044678,7.581501007080078,2355200.0,4.880467414855957,4.903344408671061,5.1750338022098985,5.1750338022098985,5.1750338022098985
2000-03-06,7.628885746002197,7.4511942863464355,7.581501007080078,7.605193138122559,2738200.0,4.895717620849609,4.895718701680502,5.168685707178983,5.168685707178983,5.168685707178983
2000-03-07,7.557808876037598,7.1668877601623535,7.557808876037598,7.1668877601623535,2554100.0,4.6135663986206055,4.870299688975016,5.156349722544352,5.156349722544352,5.156349722544352
2000-03-08,7.178733825683594,6.90627384185791,7.1668877601623535,7.036580562591553,2385200.0,4.529685020446777,4.837255001068115,5.142726576846579,5.142726576846579,5.142726576846579
2000-03-09,7.202425956726074,6.929965972900391,7.012888431549072,7.202425956726074,2324600.0,4.636444568634033,4.813869603474935,5.131954619225035,5.131954619225035,5.131954619225035
2000-03-10,7.380117416381836,7.155041694641113,7.155041694641113,7.285348892211914,1293100.0,4.68982458114624,4.793534469604492,5.12274357676506,5.12274357676506,5.12274357676506
2000-03-13,7.285348892211914,7.048426628112793,7.285348892211914,7.119503498077393,2291300.0,4.583065509796143,4.7747244517008465,5.111729738663654,5.111729738663654,5.111729738663654
2000-03-14,7.273502826690674,6.989196300506592,7.107657432556152,7.119503498077393,3006200.0,4.583065509796143,4.756931241353353,5.101156454086304,5.101156454086304,5.101156454086304
2000-03-15,7.427501678466797,6.965504169464111,7.048426628112793,7.403809547424316,4955200.0,4.766081809997559,4.75489772160848,5.083007192611694,5.09458636302574,5.09458636302574
2000-03-16,8.268574714660645,7.332733154296875,7.3564252853393555,8.233036041259766,4577400.0,5.299885272979736,4.794551595052083,5.079651908874512,5.098534418986394,5.098534418986394
