Date,High,Low,Open,Close,Volume,Adj Close,FDX-15ma,FDX-50ma,FDX-100ma,FDX-200ma
2000-03-03,35.6875,33.75,34.125,34.75,1691000.0,31.222442626953125,31.75031280517578,35.74623657936274,35.74623657936274,35.74623657936274
2000-03-06,34.5625,32.25,34.0625,32.75,1336900.0,29.425474166870117,31.48825314839681,35.60258288816972,35.60258288816972,35.60258288816972
2000-03-07,33.125,30.5625,32.5,31.0625,2191400.0,27.90928077697754,31.173783111572266,35.43162061903212,35.43162061903212,35.43162061903212
2000-03-08,34.25,31.8125,32.5,33.0625,1946000.0,29.706254959106445,31.001572545369466,35.30715614816417,35.30715614816417,35.30715614816417
2000-03-09,34.25,32.375,33.3125,33.375,1306300.0,29.987037658691406,30.81813138326009,35.19396213774986,35.19396213774986,35.19396213774986
2000-03-10,33.875,32.6875,33.375,33.5625,1155700.0,30.15549087524414,30.69458885192871,35.088993986447655,35.088993986447655,35.088993986447655
2000-03-13,33.6875,32.6875,33.0,32.8125,1148000.0,29.481630325317383,30.45499267578125,34.97455799336336,34.97455799336336,34.97455799336336
2000-03-14,33.375,32.0,33.0,32.5,767900.0,29.200857162475586,30.245345687866212,34.85908397674561,34.85908397674561,34.85908397674561
2000-03-15,34.6875,32.0625,32.0625,33.8125,1697700.0,30.380126953125,30.151753489176432,34.69510997772217,34.77126129000795,34.77126129000795
2000-03-16,35.9375,34.1875,34.625,35.5,2261200.0,31.896329879760742,30.234115346272787,34.587291870117184,34.71597414750319,34.71597414750319
2000-03-17,36.0,34.1875,35.3125,34.1875,2056400.0,30.71706199645996,30.271553421020506,34.439041481018066,34.640522974842,34.640522974842
2000-03-20,36.25,35.125,35.625,35.4375,1455600.0,31.840167999267578,30.31273511250814,34.226773796081545,34.588664549368396,34.588664549368396
2000-03-21,37.4375,35.0625,35.0625,36.625,2092000.0,32.90712356567383,30.413815053304038,34.03135288238526,34.558091076937586,34.558091076937586
2000-03-22,38.5,36.6875,37.125,37.25,2207400.0,33.46867752075195,30.582282384236652,33.86513271331787,34.538637263434275,34.538637263434275
2000-03-23,40.25,37.5,38.375,39.75,4524200.0,35.71489334106445,30.934189987182616,33.759560432434085,34.55927333497164,34.55927333497164
2000-03-24,40.8125,39.25,40.125,39.625,1836100.0,35.60258102416992,31.226199213663737,33.65848056793213,34.577261398578514,34.577261398578514
2000-03-27,39.75,38.5,39.625,38.78125,991100.0,34.844486236572266,31.587466684977212,33.51079158782959,34.58179063312078,34.58179063312078
2000-03-28,39.8125,38.0625,38.25,38.375,1256600.0,34.47948455810547,32.02548027038574,33.363664360046386,34.58008553187052,34.58008553187052
2000-03-29,39.4375,37.5625,39.0,38.0625,1411800.0,34.19869613647461,32.32497634887695,33.25359943389893,34.5738332467001,34.5738332467001
2000-03-30,39.1875,37.75,37.8125,38.625,1530400.0,34.70408630371094,32.63944625854492,33.1525191116333,34.57593410245834,34.57593410245834
2000-03-31,39.5,38.5625,39.5,38.8125,1351400.0,34.872554779052734,32.95391718546549,33.08625560760498,34.580642367166185,34.580642367166185
2000-04-03,39.625,38.6875,39.0,39.1875,1009500.0,35.20951461791992,33.33577613830566,33.04020847320557,34.59046849608421,34.59046849608421
2000-04-04,39.9375,36.5625,39.1875,38.5,1714700.0,34.591773986816406,33.69517059326172,32.995283927917484,34.590488580557015,34.590488580557015
2000-04-05,39.6875,37.8125,37.8125,39.375,1198400.0,35.37796401977539,34.028359731038414,32.97956058502197,34.60242002660578,34.60242002660578
2000-04-06,39.8125,38.25,39.5,38.9375,1193500.0,34.9848747253418,34.234262720743814,32.9177893447876,34.608128305691395,34.608128305691395
2000-04-07,39.6875,37.4375,38.75,38.1875,1600000.0,34.311004638671875,34.47385889689128,32.87174182891846,34.60375883999993,34.60375883999993
2000-04-10,41.4375,38.75,38.9375,40.5,3331200.0,36.38874816894531,34.77709757486979,32.90431179046631,34.62962825056435,34.62962825056435
2000-04-11,41.625,40.5,40.9375,41.125,1422500.0,36.950321197509766,35.046644083658855,32.932389640808104,34.66278100694929,34.66278100694929
2000-04-12,42.4375,41.1875,41.625,41.5625,2123200.0,37.34341049194336,35.30495961507162,32.979560356140134,34.70053635180836,34.70053635180836
2000-04-13,41.1875,39.875,41.0,40.25,1481800.0,36.16413116455078,35.33490880330404,33.00988399505615,34.720864057540894,34.720864057540894
2000-04-14,39.3125,37.125,39.25,37.25,1988600.0,33.46867752075195,35.192648569742836,32.96945209503174,34.703710817310906,34.703710817310906
2000-04-17,38.0,36.25,37.5,36.25,1535100.0,32.57017135620117,35.0410275777181,32.91666522979736,34.67487920297159,34.67487920297159
2000-04-18,37.75,36.3125,36.375,37.5,1178500.0,33.693275451660156,34.98861363728841,32.88634044647217,34.6617911529541,34.6617911529541
2000-04-19,38.5,37.4375,38.0,38.1875,884300.0,34.311004638671875,34.99610087076823,32.859385871887206,34.65717554092407,34.65717554092407
2000-04-20,39.125,37.5,38.0625,38.0625,817400.0,34.19869613647461,34.96240819295247,32.841416130065916,34.65122126294421,34.65122126294421
2000-04-24,38.3125,36.875,38.25,37.25,801800.0,33.46867752075195,34.86881637573242,32.815584678649905,34.63606044573662,34.63606044573662
2000-04-25,39.6875,37.0625,37.4375,39.6875,1330200.0,35.65873336791992,34.898764292399086,32.86163196563721,34.6490056725997,34.6490056725997
2000-04-26,39.5,38.375,39.125,38.375,1109100.0,34.47948455810547,34.89127833048503,32.8986950302124,34.64688665866852,34.64688665866852
2000-04-27,38.625,36.9375,38.625,37.875,1322100.0,34.030235290527344,34.801429748535156,32.93351146697998,34.639273678814924,34.639273678814924
2000-04-28,38.1875,37.5,38.0,37.6875,977100.0,33.861751556396484,34.72655487060547,32.95597339630127,34.62979170171226,34.62979170171226
2000-05-01,37.625,36.875,37.4375,37.125,975300.0,33.35636901855469,34.66291249593099,32.98292819976807,34.61444925974651,34.61444925974651
2000-05-02,37.6875,36.5625,37.625,36.9375,1324700.0,33.18790817260742,34.4495231628418,32.98517490386963,34.59746662775675,34.59746662775675
2000-05-03,36.6875,35.75,36.1875,36.0,878800.0,32.34556198120117,34.14253921508789,32.98517490386963,34.570973631914924,34.570973631914924
2000-05-04,37.75,35.5625,35.625,37.0625,1724600.0,33.300201416015625,33.872991943359374,33.01549873352051,34.556197210799816,34.556197210799816
2000-05-05,39.5625,36.8125,36.8125,39.5625,1689600.0,35.54642868041992,33.83181177775065,33.1132092666626,34.56757918171499,34.56757918171499
2000-05-08,41.25,39.5,40.0,40.125,1870500.0,36.05180740356445,34.00402043660482,33.231135597229006,34.58444541150873,34.58444541150873
2000-05-09,40.8125,39.375,40.125,39.8125,1347000.0,35.771053314208984,34.21741256713867,33.322107810974124,34.59777808457278,34.59777808457278
2000-05-10,39.75,37.8125,39.5,38.5,1256000.0,34.591773986816406,34.277312469482425,33.386124801635745,34.597711372375485,34.597711372375485
2000-05-11,40.0625,38.5,39.25,39.5,1472000.0,35.490272521972656,34.35593032836914,33.47709690093994,34.607519736656776,34.607519736656776
2000-05-12,40.4375,38.5625,40.25,38.875,741600.0,34.9287223815918,34.404598744710285,33.566945762634276,34.61101106975389,34.61101106975389
2000-05-15,37.6875,36.1875,37.125,36.4375,2548500.0,32.73865509033203,34.35593058268229,33.597270011901855,34.59087820976011,34.59087820976011
2000-05-16,37.6875,36.3125,37.5,36.5,1806300.0,32.79481506347656,34.1650026957194,33.66465682983399,34.571771155012414,34.571771155012414
2000-05-17,36.8125,35.6875,36.25,36.0625,1334200.0,32.401710510253906,34.02648442586263,33.75450542449951,34.54892841138338,34.54892841138338
2000-05-18,37.0625,35.625,36.125,36.8125,1051600.0,33.0755729675293,33.9628402709961,33.82189178466797,34.53358095884323,34.53358095884323
2000-05-19,36.3125,35.8125,35.875,36.25,866900.0,32.57017135620117,33.87673492431641,33.873554458618166,34.51333962273352,34.51333962273352
2000-05-22,36.5625,35.5,35.875,36.25,910500.0,32.57017135620117,33.82432174682617,33.9218480682373,34.493511375115844,34.493511375115844
2000-05-23,36.5,35.75,36.375,36.0,545900.0,32.34556198120117,33.768165334065756,33.97912670135498,34.47181491659145,34.47181491659145
2000-05-24,36.6875,35.875,36.0625,36.125,692800.0,32.4578742980957,33.77565282185872,34.04426704406738,34.451675510406496,34.451675510406496
2000-05-25,36.1875,35.125,36.0625,35.1875,968200.0,31.615535736083984,33.66334177652995,34.06897521972656,34.38204259872437,34.42359491858152
2000-05-26,35.25,33.25,35.0625,33.8125,1146600.0,30.380126953125,33.318921661376955,34.03865116119385,34.31297151565552,34.38395307578293
2000-05-30,35.75,34.5,34.5,35.5,1081200.0,31.896329879760742,33.0418898264567,34.06223651885986,34.250638999938964,34.359801394268146
2000-05-31,35.9375,35.1875,35.4375,35.5,1135000.0,31.896329879760742,32.78357493082682,34.06335975646973,34.145066776275634,34.336114168167114
2000-06-01,36.75,35.25,35.5,35.6875,1443700.0,32.06478500366211,32.615108998616535,34.04651298522949,34.038932933807374,34.314482461838494
2000-06-02,37.0,35.6875,36.25,36.6875,1130800.0,32.963260650634766,32.446641540527345,34.03640464782715,33.95076868057251,34.301735086261104
2000-06-05,37.75,36.0,36.0,37.4375,1006900.0,33.637149810791016,32.36053670247396,33.99484977722168,33.87720510482788,34.29552400892026
2000-06-06,37.25,36.5,37.25,36.875,769500.0,33.131752014160156,32.3867431640625,33.94543319702149,33.80195688247681,34.28474834230211
2000-06-07,37.125,36.125,36.625,36.75,574400.0,33.01942825317383,32.40171737670899,33.908932037353516,33.709861812591555,34.273139901117446
2000-06-08,36.5,36.125,36.5,36.125,459100.0,32.4578742980957,32.40546162923177,33.86849983215332,33.61608209609985,34.25663748654452
2000-06-09,36.8125,36.125,36.3125,36.3125,385200.0,32.6263313293457,32.3755121866862,33.837052536010745,33.545325984954836,34.24195004368688
2000-06-12,37.3125,35.875,36.9375,36.03125,584300.0,32.373653411865234,32.36241099039714,33.790443878173825,33.471481494903564,34.2252688237599
2000-06-13,36.5,35.8125,35.9375,36.5,391600.0,32.79481506347656,32.37738723754883,33.7488890838623,33.417572345733646,34.21260994092553
2000-06-14,37.25,36.4375,36.5,37.1875,723000.0,33.41252517700195,32.44851811726888,33.71294929504395,33.376578884124754,34.205591653522696
2000-06-15,37.3125,36.0625,37.25,36.4375,593500.0,32.73865509033203,32.467236836751304,33.675886917114255,33.33558542251587,34.19283568340799
2000-06-16,36.625,35.625,36.5,35.75,1117000.0,32.12093734741211,32.50093027750651,33.61074638366699,33.29515348434448,34.1749744908563
2000-06-19,35.75,35.3125,35.5625,35.4375,607100.0,31.840167999267578,32.59826634724935,33.54785224914551,33.23282079696655,34.155018879817085
2000-06-20,35.4375,34.875,35.0,35.125,1221900.0,31.55937385559082,32.575802612304685,33.49281963348389,33.182280731201175,34.133021888086354
2000-06-21,35.6875,34.25,35.5625,34.4375,843400.0,30.941667556762695,32.512158457438154,33.383878021240236,33.14409490585327,34.10620378446178
2000-06-22,34.6875,34.0,34.6875,34.6875,995400.0,31.166292190551758,32.45225893656413,33.26819744110107,33.10029354095459,34.0817045211792
2000-06-23,34.8125,33.9375,34.3125,33.9375,686000.0,30.4924373626709,32.2875373840332,33.13117797851562,33.05536916732788,34.052041156232846
2000-06-26,34.5,33.375,34.3125,34.0625,725700.0,30.6047420501709,32.08537686665853,33.01999019622803,33.01493709564209,34.02378460618316
2000-06-27,37.4375,34.625,34.625,37.0,2797200.0,33.24406814575195,32.09286460876465,33.01549800872803,32.992475051879886,34.01744544796827
2000-06-28,39.25,37.25,37.625,39.0,2012600.0,35.041038513183594,32.22763862609863,33.064915351867675,32.99079029083252,34.02570023075227
2000-06-29,39.8125,38.0,38.125,38.9375,1537100.0,34.9848747253418,32.39610532124837,33.090747337341305,32.98854389190674,34.033373626708986
2000-06-30,40.1875,37.984375,38.6875,38.0,2150700.0,34.142539978027344,32.49718589782715,33.08737804412842,32.97338195800781,34.03424002632262
2000-07-03,40.1875,38.625,38.75,39.8125,606200.0,35.771053314208984,32.72367922465006,33.11882518768311,32.98012065887451,34.04791572150283
2000-07-05,41.625,40.25,40.375,40.875,1231400.0,36.725677490234375,32.98573671976725,33.18396518707275,32.99977493286133,34.068835735321045
2000-07-06,40.4375,39.4375,40.25,39.9375,809900.0,35.883358001708984,33.150458908081056,33.18845767974854,33.02504482269287,34.08290179940157
2000-07-07,39.75,39.0,39.5625,39.3125,851600.0,35.321807861328125,33.32266909281413,33.20530414581299,33.0519995880127,34.09243184603178
2000-07-10,40.375,39.3125,39.5625,40.25,699200.0,36.16413116455078,33.592215347290036,33.247982063293456,33.09074676513672,34.108246344646425
2000-07-11,40.5,39.625,40.25,40.0,776700.0,35.939510345458984,33.865504837036134,33.289537239074704,33.12275531768799,34.12211955677379
2000-07-12,41.0625,39.4375,40.8125,41.0,1188500.0,36.8380012512207,34.217413330078124,33.35916988372803,33.17104904174805,34.14253971988993
2000-07-13,41.875,40.875,41.0,41.8125,1088600.0,37.568023681640625,34.659170405069986,33.44677219390869,33.21597354888916,34.168103033037326
2000-07-14,43.4375,42.25,42.5,42.4375,1549700.0,38.129581451416016,35.123389689127606,33.56245258331299,33.27381374359131,34.19744731761791
2000-07-17,42.0,40.75,42.0,40.9375,812600.0,36.7818489074707,35.54268379211426,33.63208553314209,33.323792133331295,34.21645027048447
2000-07-18,41.3125,40.5625,40.6875,40.9375,745300.0,36.7818489074707,35.954490915934244,33.656793937683105,33.38500160217285,34.235175807980724
2000-07-19,41.5,38.9375,39.9375,40.0,1316400.0,35.939510345458984,36.13418706258138,33.654547996520996,33.442841796875,34.247526058252305
2000-07-20,40.4375,39.25,39.9375,39.75,697300.0,35.71489334106445,36.17911071777344,33.65342479705811,33.48776630401611,34.258082657409226
2000-07-21,40.375,39.75,39.75,40.0625,679200.0,35.99568176269531,36.246497853597006,33.681502952575684,33.533813877105715,34.270494079589845
2000-07-24,40.4375,39.0625,39.8125,39.6875,676300.0,35.65873336791992,36.34757741292318,33.68487216949463,33.58098453521728,34.28033974830141
2000-07-25,39.875,39.125,39.5,39.5625,736400.0,35.54642868041992,36.332602437337236,33.69722629547119,33.632086029052736,34.28925586754168
2000-07-26,39.25,38.6875,39.1875,38.875,651600.0,34.9287223815918,36.2128054300944,33.741027641296384,33.66914882659912,34.293727661346225
2000-07-27,39.25,38.4375,38.5,38.875,546500.0,34.9287223815918,36.14916305541992,33.78370578765869,33.72418130874634,34.29813734690348
2000-07-28,39.25,37.9375,38.3125,39.125,706500.0,35.15334701538086,36.13793233235677,33.83873851776123,33.79662197113037,34.30403534461712
2000-07-31,40.0,38.5625,39.0,39.625,909600.0,35.60258102416992,36.10049565633138,33.889278678894044,33.855585231781006,34.312929493107205
2000-08-01,40.1875,39.25,39.875,39.875,655800.0,35.82720947265625,36.09300893147786,33.954419441223145,33.913986949920655,34.32323071745788
2000-08-02,40.4375,39.625,39.75,40.375,788800.0,36.27643966674805,36.05557149251302,34.02854480743408,33.97519643783569,34.33642807522335
2000-08-03,40.375,39.3125,40.375,39.5625,527000.0,35.54642868041992,35.92079849243164,34.092562141418455,34.03584442138672,34.3445488846542
2000-08-04,39.6875,38.9375,39.3125,39.3125,463000.0,35.321807861328125,35.73361358642578,34.1498408126831,34.097053928375246,34.3510639444987
2000-08-07,39.5,38.6875,38.8125,39.375,513200.0,35.37796401977539,35.640021260579424,34.225089378356934,34.14703229904175,34.35786460724888
2000-08-08,39.75,38.5,39.375,39.25,660400.0,35.26566696166992,35.53894246419271,34.322800178527835,34.18072566986084,34.36383699115954
2000-08-09,39.4375,38.375,39.0,38.5,591100.0,34.591773986816406,35.449093373616535,34.376709060668944,34.2194727897644,34.36532677544488
2000-08-10,40.9375,38.6875,38.75,40.8125,1283700.0,36.66951370239258,35.512734731038414,34.47217273712158,34.26776624679565,34.38028902821726
2000-08-11,41.75,40.375,40.375,41.5625,863900.0,37.34341049194336,35.60258331298828,34.577745246887204,34.31212911605835,34.39940594088647
2000-08-14,41.4375,40.6875,41.3125,41.125,440800.0,36.950321197509766,35.68868916829427,34.65748645782471,34.34694555282593,34.41575796176226
2000-08-15,41.1875,40.1875,40.875,41.0625,561900.0,36.894168853759766,35.77853851318359,34.72262683868408,34.35873830795288,34.43154401839919
2000-08-16,40.875,40.375,40.625,40.75,397900.0,36.613380432128906,35.890849049886064,34.79225940704346,34.36884630203247,34.44535310962532
2000-08-17,41.125,40.0625,41.125,40.4375,405700.0,36.33260726928711,35.98444137573242,34.858522987365724,34.38372751235962,34.457222632642065
2000-08-18,40.3125,39.8125,40.0,40.0,417600.0,35.939510345458984,36.036852264404295,34.928155708312985,34.39832777023315,34.46648693084717
2000-08-21,40.1875,39.625,39.75,39.875,422900.0,35.82720947265625,36.05182749430339,34.9921732711792,34.41461290359497,34.474938623653436
2000-08-22,40.875,39.5625,39.5625,40.6875,629400.0,36.55723190307617,36.10049565633138,35.075844841003416,34.433144359588624,34.487792285872096
2000-08-23,40.625,39.25,40.375,39.4375,638000.0,35.434120178222656,36.04434102376302,35.12863094329834,34.43876001358032,34.4935979784632
2000-08-24,40.125,39.3125,39.625,39.8125,545200.0,35.771053314208984,36.05931599934896,35.17580150604248,34.444375400543215,34.50138734026653
2000-08-25,41.3125,39.25,39.25,41.25,691000.0,37.062625885009766,36.17537053426107,35.26228092193603,34.46908391952515,34.51690999811346
2000-08-28,41.79999923706055,40.650001525878906,41.04999923706055,40.709999084472656,556300.0,36.57743835449219,36.25533548990885,35.351410942077635,34.481078662872314,34.52932281953743
2000-08-29,41.29999923706055,40.25,40.77000045776367,40.540000915527344,511200.0,36.42470169067383,36.33260447184245,35.44310161590576,34.495476932525634,34.54067239361609
2000-08-30,40.45000076293945,39.470001220703125,40.25,39.630001068115234,584200.0,35.60707092285156,36.400290934244794,35.524055557250975,34.50843759536743,34.547020003909154
2000-08-31,40.79999923706055,39.150001525878906,39.150001525878906,40.349998474121094,652600.0,36.253997802734375,36.372589874267575,35.63030216217041,34.50709009170532,34.55712046425723
2000-09-01,40.849998474121094,39.400001525878906,40.349998474121094,39.54999923706055,547500.0,35.53521728515625,36.25204366048177,35.7176806640625,34.49293905258179,34.562873974968404
2000-09-05,40.29999923706055,39.25,39.349998474121094,39.45000076293945,604600.0,35.44536209106445,36.151713053385414,35.81673915863037,34.473958568572996,34.56803472418534
2000-09-06,40.29999923706055,39.29999923706055,39.29999923706055,40.27000045776367,550000.0,36.182090759277344,36.10424118041992,35.9282861328125,34.47413816452026,34.57741877090099
2000-09-07,41.959999084472656,39.54999923706055,41.75,39.81999969482422,1178600.0,35.77777862548828,36.04853439331055,35.97896034240723,34.497229175567625,34.58435726717028
2000-09-08,39.779998779296875,38.93000030517578,39.04999923706055,39.2599983215332,1221800.0,35.274635314941406,35.9780029296875,35.983632278442386,34.52427381515503,34.588324382387356
2000-09-11,39.58000183105469,38.470001220703125,39.04999923706055,38.709999084472656,784100.0,34.78046798706055,35.900733439127606,35.979544143676755,34.53514574050903,34.589422345842635
2000-09-12,40.369998931884766,38.040000915527344,38.040000915527344,39.36000061035156,969700.0,35.36448287963867,35.8698849995931,36.00398300170898,34.5456805229187,34.59382609887557
2000-09-13,40.95000076293945,39.02000045776367,39.02000045776367,40.720001220703125,747400.0,36.58645248413086,35.87183303833008,36.02029098510742,34.56955808639526,34.60508387506345
2000-09-14,40.4900016784668,40.0,40.20000076293945,40.369998931884766,1018600.0,36.27193832397461,35.927687581380205,36.011216201782226,34.59759069442749,34.61444822590003
2000-09-15,40.59000015258789,39.20000076293945,40.5,39.20000076293945,1184400.0,35.220726013183594,35.89099909464518,35.99796356201172,34.59321062088013,34.61783525264463
2000-09-18,40.0,38.31999969482422,39.75,38.61000061035156,716300.0,34.69062805175781,35.73286590576172,35.985339965820316,34.59532205581665,34.618239657084146
2000-09-19,39.650001525878906,38.099998474121094,39.29999923706055,39.31999969482422,1234100.0,35.32854080200195,35.64960606892904,35.96862815856934,34.6083051109314,34.62216397280193
2000-09-20,39.310001373291016,38.5,38.75,39.04999923706055,694300.0,35.08596420288086,35.56035690307617,35.95155723571777,34.62054723739624,34.62471232571445
2000-09-21,40.290000915527344,39.29999923706055,39.349998474121094,40.2599983215332,836600.0,36.173118591308594,35.59809341430664,35.93825958251953,34.64871473312378,34.63317356213846
2000-09-22,40.720001220703125,39.849998474121094,40.099998474121094,40.54999923706055,866400.0,36.433677673339844,35.610072072347,35.91557266235352,34.681172428131106,34.6429589105689
2000-09-25,41.45000076293945,40.599998474121094,41.0,40.75,1098000.0,36.613380432128906,35.681949615478516,35.88524864196777,34.72385061264038,34.653609837712466
2000-09-26,42.5,40.75,40.75,42.25,1272300.0,37.96110534667969,35.849665832519534,35.908833770751954,34.77045965194702,34.671392071631644
2000-09-27,43.0,42.0,42.5,42.79999923706055,1847300.0,38.455291748046875,36.00121256510417,35.94230262756348,34.79954828262329,34.69162682925953
2000-09-28,45.040000915527344,42.09000015258789,42.900001525878906,45.0,1897200.0,40.43195343017578,36.31149088541667,36.032151489257814,34.8433497428894,34.722160481392066
2000-09-29,44.75,43.900001525878906,44.75,44.34000015258789,1560200.0,39.83896255493164,36.615779368082684,36.11463287353516,34.88402883529663,34.749233508236195
2000-10-02,44.4900016784668,43.25,44.400001525878906,43.45000076293945,1016200.0,39.0392951965332,36.89970118204753,36.17550514221191,34.9285040473938,34.77181278027986
2000-10-03,44.75,43.20000076293945,43.20000076293945,44.04999923706055,971500.0,39.57838439941406,37.18062795003255,36.2538981628418,34.969385166168216,34.79697807671512
2000-10-04,45.0,44.20000076293945,44.29999923706055,45.0,1118300.0,40.43195343017578,37.43699467976888,36.35160865783691,35.02441747665405,34.82632690668106
2000-10-05,45.029998779296875,44.04999923706055,44.849998474121094,44.150001525878906,586700.0,39.66823196411133,37.663414255777994,36.4463988494873,35.09371324539185,34.8514144976522
