Date,High,Low,Open,Close,Volume,Adj Close,PSA-15ma,PSA-50ma,PSA-100ma,PSA-200ma
2000-02-22,22.5,22.3125,22.5,22.3125,170000.0,10.651755332946777,10.832765452067058,11.03793021610805,11.03793021610805,11.03793021610805
2000-02-23,22.4375,22.125,22.3125,22.1875,337700.0,10.592081069946289,10.804917589823406,11.025545517603556,11.025545517603556,11.025545517603556
2000-02-24,22.25,22.0625,22.1875,22.1875,254200.0,10.592081069946289,10.78104788462321,11.013830262261468,11.013830262261468,11.013830262261468
2000-02-25,22.1875,21.9375,22.1875,22.0,350900.0,10.50257396697998,10.75320021311442,11.000376149227744,11.000376149227744,11.000376149227744
2000-02-28,22.0625,21.875,22.0,21.9375,364800.0,10.472737312316895,10.723363431294759,10.986846948281313,10.986846948281313,10.986846948281313
2000-02-29,22.0625,21.875,21.9375,22.0625,349200.0,10.53240966796875,10.705461438496908,10.975486016273498,10.975486016273498,10.975486016273498
2000-03-01,22.125,21.75,21.9375,21.875,182200.0,10.442901611328125,10.67960319519043,10.962496152738245,10.962496152738245,10.962496152738245
2000-03-02,21.875,21.6875,21.8125,21.6875,117900.0,10.353389739990234,10.64777749379476,10.947993619101387,10.947993619101387,10.947993619101387
2000-03-03,22.0,21.6875,21.6875,21.875,393600.0,10.442901611328125,10.623908297220867,10.93624729333922,10.93624729333922,10.93624729333922
2000-03-06,21.8125,21.6875,21.75,21.75,144400.0,10.383228302001953,10.600039354960124,10.923678679899735,10.923678679899735,10.923678679899735
2000-03-07,21.75,21.5,21.625,21.5625,189700.0,10.293717384338379,10.570203018188476,10.909679539998372,10.909679539998372,10.909679539998372
2000-03-08,21.625,21.1875,21.5,21.25,206200.0,10.14453125,10.526442464192709,10.893045881520147,10.893045881520147,10.893045881520147
2000-03-09,21.3125,21.0,21.1875,21.1875,175300.0,10.114694595336914,10.480692799886068,10.876485215856674,10.876485215856674,10.876485215856674
2000-03-10,21.125,20.875,21.0625,21.0,235700.0,10.02518367767334,10.419029935201008,10.858749767144522,10.858749767144522,10.858749767144522
2000-03-13,21.1875,20.9375,20.9375,21.125,172300.0,10.191625595092773,10.382387479146322,10.845134988123057,10.845134988123057,10.845134988123057
2000-03-14,21.3125,21.0,21.0625,21.125,336200.0,10.191625595092773,10.351712163289388,10.83206480026245,10.83206480026245,10.83206480026245
2000-03-15,21.3125,21.0,21.0625,21.1875,175200.0,10.22177791595459,10.327025286356609,10.81928804397583,10.82009839076622,10.82009839076622
2000-03-16,21.4375,21.0625,21.25,21.375,613100.0,10.312240600585938,10.308369255065918,10.808320541381836,10.810331894801212,10.810331894801212
2000-03-17,21.6875,21.4375,21.4375,21.5625,440300.0,10.402698516845703,10.301710891723634,10.797371978759765,10.802640698990732,10.802640698990732
2000-03-20,21.625,21.375,21.375,21.5,138900.0,10.372542381286621,10.295031229654947,10.77746603012085,10.794675915329545,10.794675915329545
2000-03-21,21.875,21.4375,21.5,21.625,217500.0,10.432847023010254,10.288393719991047,10.755782470703124,10.788097208196467,10.788097208196467
2000-03-22,21.75,21.5,21.6875,21.75,175500.0,10.493155479431152,10.291743977864583,10.73053113937378,10.782830391611371,10.782830391611371
2000-03-23,21.9375,21.5625,21.5625,21.5625,209600.0,10.402698516845703,10.295031229654947,10.705857639312745,10.776161411352325,10.776161411352325
2000-03-24,21.9375,21.625,21.9375,21.75,99800.0,10.493155479431152,10.298381487528482,10.682396583557129,10.771281998732995,10.771281998732995
2000-03-27,21.9375,21.4375,21.75,21.5,108300.0,10.372542381286621,10.297669092814127,10.65891019821167,10.764523700132209,10.764523700132209
2000-03-28,21.75,21.5,21.5,21.6875,134100.0,10.46300220489502,10.308954747517904,10.637829742431641,10.759498341878254,10.759498341878254
2000-03-29,21.75,21.5625,21.6875,21.75,196100.0,10.493155479431152,10.332196362813313,10.620932750701904,10.755132065444696,10.755132065444696
2000-03-30,22.0,21.5,21.875,21.8125,216800.0,10.52330493927002,10.359437052408854,10.60642894744873,10.75139291824833,10.75139291824833
2000-03-31,21.75,21.0,21.5625,21.0,223000.0,10.131319046020508,10.366512743631999,10.585875663757324,10.741550475832016,10.741550475832016
2000-04-03,21.75,21.25,21.25,21.6875,227400.0,10.46300220489502,10.384604517618815,10.576729927062988,10.737198159098625,10.737198159098625
2000-04-04,21.8125,21.5625,21.6875,21.75,96700.0,10.493155479431152,10.40470650990804,10.566993808746338,10.73344365633451,10.73344365633451
2000-04-05,22.0625,21.6875,21.6875,22.0,170500.0,10.613765716552734,10.430839029947917,10.560863342285156,10.731630354216605,10.731630354216605
2000-04-06,22.3125,22.0,22.0625,22.25,260300.0,10.734376907348633,10.458981450398763,10.554758167266845,10.731671347546934,10.731671347546934
2000-04-07,22.3125,22.125,22.1875,22.25,473900.0,10.734376907348633,10.481093343098959,10.551039924621582,10.731711135191077,10.731711135191077
2000-04-10,22.4375,22.1875,22.1875,22.3125,139500.0,10.7645263671875,10.507225608825683,10.550311660766601,10.732186718263488,10.732186718263488
2000-04-11,22.625,22.375,22.4375,22.5,263000.0,10.85498046875,10.535367838541667,10.550795764923096,10.73394091469901,10.73394091469901
2000-04-12,22.875,22.5,22.625,22.5625,382000.0,10.885140419006348,10.56150016784668,10.5483025932312,10.73607048518221,10.73607048518221
2000-04-13,22.6875,22.5,22.6875,22.625,195300.0,10.915289878845215,10.595672925313314,10.54760585784912,10.73855964342753,10.73855964342753
2000-04-14,22.6875,22.375,22.625,22.5,187900.0,10.85498046875,10.619794591267903,10.546299686431885,10.740154449253867,10.740154449253867
2000-04-17,22.8125,22.25,22.375,22.8125,185800.0,11.005754470825195,10.662008730570475,10.548008995056152,10.74374363873456,10.74374363873456
2000-04-18,22.75,22.5,22.6875,22.625,185000.0,10.915289878845215,10.692161242167154,10.550296001434326,10.746030921936034,10.746030921936034
2000-04-19,22.625,22.5,22.625,22.5625,236800.0,10.885140419006348,10.718293571472168,10.551383304595948,10.74786131005538,10.74786131005538
2000-04-20,22.5625,22.375,22.5,22.375,69500.0,10.794682502746582,10.736385409037272,10.550661449432374,10.74846937749293,10.74846937749293
2000-04-24,22.4375,22.0625,22.375,22.25,476000.0,10.734376907348633,10.776589266459148,10.549330196380616,10.748288704798771,10.748288704798771
2000-04-25,22.25,22.0,22.25,22.0625,212700.0,10.643916130065918,10.788650194803873,10.547383270263673,10.74696753296671,10.74696753296671
2000-04-26,23.0,22.0625,22.0625,22.875,390100.0,11.035904884338379,10.824833488464355,10.553276119232178,10.750579249858855,10.750579249858855
2000-04-27,22.6875,22.4375,22.625,22.5,81200.0,10.85498046875,10.840914471944172,10.554356937408448,10.751868153795783,10.751868153795783
2000-04-28,22.5,22.375,22.5,22.375,205300.0,10.794682502746582,10.844934844970703,10.554231796264649,10.752390280002501,10.752390280002501
2000-05-01,22.9375,22.375,22.5,22.9375,323700.0,11.066057205200195,10.867046864827474,10.556550407409668,10.756169399583197,10.756169399583197
2000-05-02,23.375,22.6875,22.875,22.9375,1118700.0,11.066057205200195,10.887148920694987,10.56304630279541,10.759858540126256,10.759858540126256
2000-05-03,23.0,22.6875,23.0,22.9375,354900.0,11.066057205200195,10.901220703125,10.57133234024048,10.76346087736242,10.76346087736242
2000-05-04,22.9375,22.75,22.9375,22.875,338300.0,11.035904884338379,10.911271667480468,10.58020881652832,10.766628830931907,10.766628830931907
2000-05-05,22.8125,22.625,22.75,22.8125,178300.0,11.005754470825195,10.917302640279134,10.588482284545899,10.769377401505393,10.769377401505393
2000-05-08,22.6875,22.3125,22.625,22.4375,214200.0,10.824832916259766,10.915292803446452,10.594927463531494,10.770007577809421,10.770007577809421
2000-05-09,22.4375,22.1875,22.4375,22.375,350400.0,10.794682502746582,10.901221338907877,10.601366367340088,10.770284824157029,10.770284824157029
2000-05-10,22.375,22.0625,22.3125,22.1875,183500.0,10.704218864440918,10.88714993794759,10.60480255126953,10.769550757937962,10.769550757937962
2000-05-11,22.3125,22.125,22.125,22.3125,124800.0,10.7645263671875,10.879109001159668,10.611235046386719,10.769495544852791,10.769495544852791
2000-05-12,22.3125,22.125,22.25,22.1875,174000.0,10.704218864440918,10.87307809193929,10.618251628875733,10.768786015717879,10.768786015717879
2000-05-15,22.5,22.0625,22.0625,22.375,97400.0,10.794682502746582,10.87709846496582,10.6252872467041,10.769064472567651,10.769064472567651
2000-05-16,22.5,22.375,22.375,22.4375,143600.0,10.824832916259766,10.88915958404541,10.634119338989258,10.769657753883525,10.769657753883525
2000-05-17,22.4375,22.1875,22.375,22.3125,174100.0,10.7645263671875,10.871067682902018,10.64353551864624,10.769603739286724,10.769603739286724
2000-05-18,22.4375,22.125,22.25,22.375,219200.0,10.794682502746582,10.86704781850179,10.656538543701172,10.769864976406097,10.769864976406097
2000-05-19,22.5,22.3125,22.4375,22.4375,152400.0,10.824832916259766,10.869057846069335,10.67074131011963,10.770431656198403,10.770431656198403
2000-05-22,22.5625,22.3125,22.4375,22.3125,152600.0,10.7645263671875,10.848955790201822,10.685528163909913,10.770371398147272,10.770371398147272
2000-05-23,22.6875,22.3125,22.3125,22.4375,246000.0,10.824832916259766,10.832874170939128,10.698192310333251,10.770921514491842,10.770921514491842
2000-05-24,22.75,22.25,22.375,22.375,114200.0,10.794682502746582,10.814782524108887,10.710253448486329,10.771159124374389,10.771159124374389
2000-05-25,22.4375,22.125,22.375,22.1875,103500.0,10.704218864440918,10.79267012278239,10.719902267456055,10.769595155715942,10.770496349523563
2000-05-26,22.4375,22.0625,22.125,22.375,297400.0,10.794682502746582,10.778598658243816,10.729551105499267,10.768935823440552,10.770733468672809
2000-05-30,22.625,22.25,22.3125,22.375,112300.0,10.794682502746582,10.776588630676269,10.737390785217285,10.767381381988525,10.770965983566729
2000-05-31,22.5,22.125,22.375,22.3125,86800.0,10.7645263671875,10.774578221638997,10.745230464935302,10.761348247528076,10.770904064178467
2000-06-01,22.4375,22.25,22.25,22.375,130000.0,10.794682502746582,10.780609130859375,10.752467174530029,10.754124822616577,10.771130525498164
2000-06-02,23.0625,22.3125,22.3125,23.0,184900.0,11.096207618713379,10.802721214294433,10.764528217315673,10.747529678344726,10.774197290528495
2000-06-05,23.75,22.6875,23.75,22.875,150100.0,11.035904884338379,10.82483361562093,10.777192344665528,10.741524991989136,10.776643155891204
2000-06-06,23.0625,22.5,22.625,22.5625,158000.0,10.885140419006348,10.830864143371581,10.785032043457031,10.73371431350708,10.777647760179308
2000-06-07,22.625,22.125,22.625,22.25,307300.0,10.734376907348633,10.824833742777507,10.792268733978272,10.72558946609497,10.77725077987811
2000-06-08,22.8125,22.1875,22.1875,22.8125,118500.0,11.005754470825195,10.840915616353353,10.803123779296875,10.720476760864258,10.779328086159445
2000-06-09,22.75,22.375,22.75,22.5625,55500.0,10.885140419006348,10.846946144104004,10.810963478088379,10.715948114395141,10.780281350419328
2000-06-12,22.9375,22.625,22.625,22.9375,108300.0,11.066057205200195,10.863027763366699,10.821818523406982,10.714123735427856,10.7828329205513
2000-06-13,23.0,22.625,22.625,23.0,83800.0,11.203668594360352,10.89230391184489,10.84326551437378,10.714570589065552,10.786557130054035
2000-06-14,24.1875,23.0,23.0,23.625,175300.0,11.508111000061035,10.937855784098307,10.8641676902771,10.720448808670044,10.792886549966378
2000-06-15,24.0,23.4375,23.625,23.75,270000.0,11.569001197814941,10.989477030436198,10.885684604644775,10.726339206695556,10.799635372991148
2000-06-16,23.8125,23.5,23.75,23.6875,189800.0,11.538557052612305,11.045099576314291,10.904180431365967,10.73252188682556,10.80600538747064
2000-06-19,23.8125,23.3125,23.75,23.375,187900.0,11.38632869720459,11.084542655944825,10.917219467163086,10.735988817214967,10.810965415758965
2000-06-20,23.9375,23.4375,23.5,23.9375,156200.0,11.660335540771484,11.142252858479818,10.935738639831543,10.743389282226563,10.81816346766585
2000-06-21,24.0,23.75,23.875,23.875,139800.0,11.629897117614746,11.199944241841633,10.953046054840089,10.751678857803345,10.824984758841891
2000-06-22,24.1875,23.875,23.875,24.125,127700.0,11.751668930053711,11.263743336995443,10.970979824066163,10.760887794494629,10.832707126935324
2000-06-23,24.125,23.75,24.125,24.0,154500.0,11.690780639648438,11.303381538391113,10.987092628479004,10.767697610855102,10.839798643569315
2000-06-26,24.25,23.8125,24.125,24.1875,111900.0,11.78211498260498,11.353128878275554,11.004429130554199,10.77601749420166,10.84752254798764
2000-06-27,24.875,24.0625,24.0625,24.6875,199700.0,12.025671005249023,11.429164250691732,11.02784294128418,10.787071313858032,10.857100990729604
2000-06-28,24.75,24.1875,24.75,24.25,451700.0,11.812565803527832,11.501043510437011,11.043979167938232,10.795994081497192,10.864806352123138
2000-06-29,24.3125,23.9375,24.1875,24.0625,150100.0,11.721223831176758,11.548741467793782,11.060097846984863,10.805196924209595,10.871657691955566
2000-06-30,24.5625,23.0,24.25,23.453125,524200.0,11.424392700195312,11.584691619873047,11.070882892608642,10.811133098602294,10.876044477735247
2000-07-03,24.0625,23.5,23.5,24.0625,65100.0,11.721223831176758,11.62836939493815,11.089413719177246,10.82003758430481,10.882699433274157
2000-07-05,24.375,23.875,24.1875,24.375,177500.0,11.873453140258789,11.673021697998047,11.11219524383545,10.830762720108032,10.890439696609974
2000-07-06,24.5625,24.0625,24.375,24.5,153700.0,11.934335708618164,11.701436678568522,11.138003635406495,10.842693452835084,10.898531913757324
2000-07-07,24.625,24.3125,24.375,24.5625,171500.0,11.964784622192383,11.727822240193685,11.156581230163575,10.854928674697875,10.906733857668364
2000-07-10,25.0,24.4375,24.5625,24.875,131900.0,12.117005348205566,11.766385459899903,11.181821727752686,10.868089332580567,10.915972571336587
2000-07-11,24.9375,24.6875,24.875,24.9375,125400.0,12.147453308105469,11.817127100626628,11.208877143859864,10.881554470062255,10.925301970857562
2000-07-12,25.0625,24.6875,25.0625,24.875,227600.0,12.117005348205566,11.847571754455567,11.22989610671997,10.89322325706482,10.934262146627097
2000-07-13,25.0625,24.625,24.9375,24.6875,187100.0,12.025671005249023,11.873956680297852,11.249088382720947,10.90606734275818,10.942406988855618
2000-07-14,25.0,24.75,24.8125,24.875,164800.0,12.117005348205566,11.898312441507976,11.270107345581055,10.920719842910767,10.951107717443396
2000-07-17,25.0625,24.8125,25.0625,25.0,87600.0,12.177897453308105,11.930786895751954,11.29294719696045,10.936578006744385,10.960128230207106
2000-07-18,25.0625,24.875,24.875,25.0625,110700.0,12.208342552185059,11.959202067057292,11.316998958587646,10.952740621566772,10.9692392836522
2000-07-19,25.0625,24.875,25.0,24.875,148200.0,12.117005348205566,11.965291023254395,11.342842407226563,10.968884935379029,10.977556429047516
2000-07-20,25.0,24.75,24.75,25.0,44600.0,12.177897453308105,11.98964646657308,11.370506706237792,10.985936536788941,10.986191975984642
2000-07-21,25.25,24.9375,24.9375,25.1875,196500.0,12.269231796264648,12.026180330912272,11.401806964874268,11.003304758071899,10.9953565461295
2000-07-24,25.5,25.0625,25.0625,25.375,42200.0,12.360568046569824,12.088592020670573,11.433727798461915,11.022481422424317,11.005038897196451
2000-07-25,25.375,25.125,25.125,25.25,98500.0,12.299676895141602,12.12715555826823,11.465636959075928,11.04194429397583,11.014156066196065
2000-07-26,26.25,25.1875,25.3125,26.25,138000.0,12.786789894104004,12.188044675191243,11.505479106903076,11.06538317680359,11.026552106950666
2000-07-27,26.1875,26.0,26.125,26.0625,104800.0,12.695459365844727,12.23878625233968,11.542891635894776,11.088505487442017,11.038141740692986
2000-07-28,26.1875,25.9375,26.0,26.0625,46200.0,12.695459365844727,12.287497901916504,11.58151029586792,11.11252290725708,11.04957151741817
2000-07-31,26.1875,25.5625,25.9375,25.625,167100.0,12.482346534729004,12.311853981018066,11.615263576507568,11.13590106010437,11.059385044933999
2000-08-01,26.9375,25.625,25.625,26.875,219300.0,13.091238975524902,12.374773025512695,11.66059169769287,11.16566650390625,11.073207180516249
2000-08-02,26.875,26.5,26.875,26.6875,82600.0,12.999905586242676,12.433633041381835,11.705299282073975,11.195413722991944,11.086225412987375
2000-08-03,26.6875,26.25,26.5625,26.28125,172800.0,12.80201530456543,12.48538932800293,11.744842929840088,11.22151762008667,11.097740781387227
2000-08-04,26.3125,25.4375,26.25,25.6875,163400.0,12.512788772583008,12.511774889628093,11.779205055236817,11.244729251861573,11.107174434661864
2000-08-07,25.75,25.125,25.75,25.25,163900.0,12.299676895141602,12.51989351908366,11.81111421585083,11.265508241653443,11.11507180194981
2000-08-08,25.4375,25.0625,25.25,25.3125,120600.0,12.330124855041504,12.528012339274088,11.84182306289673,11.285687084197997,11.12306557203594
2000-08-09,25.375,25.1875,25.1875,25.25,48700.0,12.299676895141602,12.540190442403157,11.87192295074463,11.304656867980958,11.130755842121598
2000-08-10,25.125,24.875,25.125,24.9375,156800.0,12.147453308105469,12.538160832722982,11.899581489562989,11.322405977249145,11.137357773718897
2000-08-11,25.25,24.8125,25.0,25.1875,102100.0,12.269231796264648,12.538160832722982,11.92907247543335,11.34076982498169,11.144660186767577
2000-08-14,25.3125,25.0,25.25,25.125,88500.0,12.238784790039062,12.530041948954265,11.951924018859863,11.358226118087769,11.151673806019318
2000-08-15,25.125,24.875,25.0,24.9375,122500.0,12.147453308105469,12.519893709818522,11.974154987335204,11.375673666000367,11.158016350618594
2000-08-16,25.375,24.9375,25.0,25.0625,121100.0,12.208342552185059,12.481330553690592,12.000619029998779,11.392825536727905,11.164663984805722
2000-08-17,25.1875,24.875,24.9375,25.1875,336900.0,12.269231796264648,12.452915382385253,12.0313161277771,11.411792430877686,11.171610952173388
2000-08-18,25.125,24.875,25.0,25.0625,68200.0,12.208342552185059,12.420440928141277,12.055367889404296,11.429245834350587,11.178090524673461
2000-08-21,25.1875,24.9375,25.0625,24.9375,59900.0,12.147453308105469,12.39811471303304,12.08061414718628,11.445788812637328,11.184111411527077
2000-08-22,25.125,24.9375,25.0,25.0,87100.0,12.177897453308105,12.337225278218588,12.102850952148437,11.46233473777771,11.190245893266466
2000-08-23,25.0625,24.5625,24.9375,24.5625,210400.0,11.964784622192383,12.268217213948567,12.118073272705079,11.48066939353943,11.19499766460957
2000-08-24,24.5625,24.1875,24.5,24.25,54300.0,11.812565803527832,12.202253913879394,12.124162368774414,11.494165029525757,11.198763323993218
2000-08-25,24.3125,23.8125,24.25,24.0,58200.0,11.690780639648438,12.147453371683756,12.126597957611084,11.50614128112793,11.201745247118401
2000-08-28,24.125,23.6875,24.0,23.75,113100.0,11.569001197814941,12.098741658528645,12.127206840515136,11.515693635940552,11.203957632363561
2000-08-29,23.875,23.4375,23.5625,23.625,86400.0,11.508111000061035,12.04394073486328,12.129642486572266,11.523430976867676,11.205778910014443
2000-08-30,24.0,23.4375,23.5625,24.0,308700.0,11.690780639648438,12.003347651163738,12.130251388549805,11.532995014190673,11.208665825071789
2000-08-31,24.5,24.0,24.0,24.375,231400.0,11.873453140258789,11.985080973307292,12.135122509002686,11.544084281921387,11.212599477824375
2000-09-01,24.375,24.0,24.25,24.0,77200.0,11.690780639648438,11.94651756286621,12.13390474319458,11.552442283630372,11.215412308188046
2000-09-05,24.125,23.5,23.5,24.125,103800.0,11.751668930053711,11.91404317220052,12.135122509002686,11.561107568740844,11.218548311824687
2000-09-06,24.1875,23.8125,24.0,24.125,183600.0,11.751668930053711,11.88765754699707,12.13451358795166,11.56947135925293,11.221647850302762
2000-09-07,24.4375,24.0625,24.0625,24.3125,215100.0,11.84300422668457,11.863301658630371,12.130860252380371,11.579351596832275,11.225239505657571
2000-09-08,25.0,24.3125,24.3125,25.0,412800.0,12.177897453308105,11.857212702433268,12.138166885375977,11.591073026657105,11.230714551333723
2000-09-11,25.8125,25.0,25.8125,25.25,203900.0,12.299676895141602,11.863301658630371,12.149735946655273,11.604916896820068,11.236822907584054
2000-09-12,25.4375,24.9375,25.125,25.375,92700.0,12.360568046569824,11.877509307861327,12.168459453582763,11.619671173095703,11.243207823146474
2000-09-13,25.0,24.3125,25.0,24.625,95700.0,12.395798683166504,11.892036056518554,12.181950950622559,11.635682334899903,11.249719635914948
2000-09-14,24.5,23.8125,24.4375,23.875,155100.0,12.018270492553711,11.89560178120931,12.184847297668457,11.648521270751953,11.254037337356738
2000-09-15,24.625,23.75,24.0625,24.5625,116600.0,12.364339828491211,11.932386716206869,12.193447380065917,11.665725507736205,11.26024014456978
2000-09-18,24.4375,23.53125,24.3125,23.53125,214400.0,11.845229148864746,11.942683283487955,12.191056270599365,11.67381875038147,11.26349008348253
2000-09-19,23.875,23.3125,23.3125,23.5,420000.0,11.829495429992676,11.960049565633138,12.185306072235107,11.683563899993896,11.266617184844465
2000-09-20,23.625,23.375,23.375,23.5,105200.0,11.829495429992676,11.981475194295248,12.178946914672851,11.693912029266357,11.269709922455169
2000-09-21,23.8125,23.3125,23.375,23.4375,183000.0,11.798033714294434,11.988625399271648,12.172567481994628,11.7012317943573,11.272596937711121
2000-09-22,23.5625,23.1875,23.1875,23.53125,160100.0,11.845229148864746,11.986743799845378,12.168958644866944,11.709023513793944,11.275709069293478
2000-09-25,23.75,23.25,23.4375,23.4375,107300.0,11.798033714294434,11.993894004821778,12.16257921218872,11.716343278884887,11.278532445752942
2000-09-26,23.875,23.375,23.375,23.6875,109600.0,11.923879623413086,12.005374717712403,12.15749885559082,11.725223026275636,11.282002054234987
2000-09-27,24.5,23.5,23.75,24.40625,170800.0,12.285684585571289,12.040975761413574,12.159045696258545,11.738022327423096,11.287369340498817
2000-09-28,24.5,23.875,24.5,24.0625,222700.0,12.112648010253906,12.05895201365153,12.158958549499511,11.750900478363038,11.291759120657089
2000-09-29,24.1875,23.8125,24.125,23.9375,144800.0,12.049727439880371,12.050407346089681,12.156395149230956,11.763450927734375,11.295769535044514
2000-10-02,23.9375,23.25,23.9375,23.25,83500.0,11.703649520874023,12.010672187805175,12.145083503723145,11.773445234298705,11.297916271812037
2000-10-03,23.5,23.0,23.0,23.1875,122600.0,11.672187805175781,11.96478017171224,12.131315898895263,11.78252184867859,11.299875808635932
2000-10-04,23.4375,22.5625,23.0,22.6875,58000.0,11.42049789428711,11.89976011912028,12.113732318878174,11.78968463897705,11.300504048665365
2000-10-05,23.1875,22.5,22.5,22.9375,52200.0,11.546346664428711,11.868298530578613,12.088923454284668,11.797201280593873,11.301777844601963
2000-10-06,23.25,22.9375,22.9375,23.1875,111200.0,11.672187805175781,11.822155062357584,12.068458023071289,11.805674829483031,11.303687174295641
2000-10-09,23.3125,23.0625,23.25,23.125,84200.0,11.640728950500488,11.808521715799968,12.047363414764405,11.814436855316162,11.305415593660795
2000-10-10,23.25,22.9375,23.125,23.0625,84000.0,11.609267234802246,11.793839836120606,12.029901828765869,11.82258270263672,11.306965857136007
2000-10-11,23.0625,22.9375,23.0,22.9375,74500.0,11.546346664428711,11.774963251749675,11.999003982543945,11.829797840118408,11.308180988137492
2000-10-12,23.0,22.6875,22.8125,22.8125,138000.0,11.483429908752441,11.753989664713542,11.968674468994141,11.836986875534057,11.309066083696154
