Date,High,Low,Open,Close,Volume,Adj Close,CTXS-15ma,CTXS-50ma,CTXS-100ma,CTXS-200ma
2000-01-03,51.95891189575195,48.67415237426758,51.859371185302734,51.01329803466797,5778100.0,50.301048278808594,50.301048278808594,50.301048278808594,50.301048278808594,50.301048278808594
2000-01-04,50.664913177490234,48.2760009765625,50.1672248840332,48.499961853027344,3463900.0,47.82279968261719,49.06192398071289,49.06192398071289,49.06192398071289,49.06192398071289
2000-01-05,48.17646026611328,44.941471099853516,48.02715301513672,45.712890625,6364800.0,45.07464599609375,47.73283131917318,47.73283131917318,47.73283131917318,47.73283131917318
2000-01-06,46.733158111572266,41.8060188293457,46.185699462890625,41.8060188293457,5671900.0,41.222320556640625,46.10520362854004,46.10520362854004,46.10520362854004,46.10520362854004
2000-01-07,44.692626953125,39.81525802612305,40.810638427734375,44.44377899169922,6947800.0,43.82324981689453,45.64881286621094,45.64881286621094,45.64881286621094,45.64881286621094
2000-01-10,50.76445388793945,45.936851501464844,46.95711898803711,49.49534225463867,3670700.0,48.804283142089844,46.17472457885742,46.17472457885742,46.17472457885742,46.17472457885742
2000-01-11,49.669532775878906,44.991241455078125,48.325767517089844,45.78754425048828,4444000.0,45.14825439453125,46.02808598109654,46.02808598109654,46.02808598109654,46.02808598109654
2000-01-12,48.37553787231445,43.89632034301758,46.011505126953125,48.02715301513672,4731300.0,47.356590270996094,46.194149017333984,46.194149017333984,46.194149017333984,46.194149017333984
2000-01-13,50.41606903076172,47.728538513183594,49.39580535888672,48.475074768066406,5085700.0,47.79826354980469,46.372383965386284,46.372383965386284,46.372383965386284,46.372383965386284
2000-01-14,55.61693572998047,49.56999588012695,50.067684173583984,53.97455978393555,11580400.0,53.22096252441406,47.05724182128906,47.05724182128906,47.05724182128906,47.05724182128906
2000-01-18,62.65925979614258,52.85475540161133,53.99944305419922,60.7431526184082,8206100.0,59.89504623413086,48.22431494972923,48.22431494972923,48.22431494972923,48.22431494972923
2000-01-19,63.9532585144043,57.33396911621094,61.11642074584961,61.71364974975586,9070800.0,60.85199737548828,49.27662181854248,49.27662181854248,49.27662181854248,49.27662181854248
2000-01-20,65.59563446044922,58.32935333251953,63.704410552978516,58.428890228271484,7455600.0,57.613101959228516,49.91788952167217,49.91788952167217,49.91788952167217,49.91788952167217
2000-01-21,60.86757278442383,58.20492935180664,59.79753875732422,59.5486946105957,5221300.0,58.7172737121582,50.54641696384975,50.54641696384975,50.54641696384975,50.54641696384975
2000-01-24,61.51457214355469,55.0943603515625,61.51457214355469,55.5920524597168,5626700.0,54.81586837768555,50.83104705810547,50.83104705810547,50.83104705810547,50.83104705810547
2000-01-25,56.33858871459961,53.302677154541016,56.18928146362305,55.76624298095703,4296500.0,54.987632751464844,51.14348602294922,51.09083366394043,51.09083366394043,51.09083366394043
2000-01-26,56.98558807373047,54.34782791137695,55.79113006591797,55.567169189453125,4275400.0,54.79133224487305,51.608054860432944,51.308510051054114,51.308510051054114,51.308510051054114
2000-01-27,57.881431579589844,53.87501907348633,55.990203857421875,55.044593811035156,3725900.0,54.276058197021484,52.221482340494795,51.47337383694119,51.47337383694119,51.47337383694119
2000-01-28,55.71647644042969,52.655677795410156,54.497135162353516,53.700828552246094,3661600.0,52.9510498046875,53.003397623697914,51.551146256296256,51.551146256296256,51.551146256296256
2000-01-31,54.69620895385742,49.097190856933594,52.95429229736328,54.64644241333008,4844100.0,53.88346481323242,53.674078623453774,51.667762184143065,51.667762184143065,51.667762184143065
2000-02-01,56.686973571777344,51.80960464477539,54.795745849609375,56.686973571777344,3392100.0,55.895503997802734,54.1468266805013,51.86908322288876,51.86908322288876,51.86908322288876
2000-02-02,59.12565612792969,56.13951110839844,56.73674011230469,56.93581771850586,4404800.0,56.140872955322266,54.87966791788737,52.06325548345392,52.06325548345392,52.06325548345392
2000-02-03,61.11642074584961,57.03535461425781,57.80677795410156,60.1956901550293,6249300.0,59.35523223876953,55.6795773824056,52.380297951076344,52.380297951076344,52.380297951076344
2000-02-04,63.60487365722656,60.121036529541016,61.315494537353516,61.14130401611328,5265000.0,60.28763961791992,56.512202453613284,52.70977052052816,52.70977052052816,52.70977052052816
2000-02-07,63.50533676147461,59.34961700439453,62.31087875366211,63.35602951049805,2971400.0,62.4714469909668,57.12890141805013,53.1002375793457,53.1002375793457,53.1002375793457
2000-02-08,67.98455047607422,63.704410552978516,64.40117645263672,67.5864028930664,5871100.0,66.64276123046875,57.578749084472655,53.62110387361967,53.62110387361967,53.62110387361967
2000-02-09,72.41400146484375,67.08870697021484,68.75597381591797,69.7637939453125,5550600.0,68.78974914550781,58.107932535807294,54.18290555035627,54.18290555035627,54.18290555035627
