Date,High,Low,Open,Close,Volume,Adj Close,HCA-15ma,HCA-50ma,HCA-100ma,HCA-200ma
2011-03-10,31.5,30.700000762939453,31.200000762939453,31.020000457763672,64599900.0,24.33513069152832,24.33513069152832,24.33513069152832,24.33513069152832,24.33513069152832
2011-03-11,31.290000915527344,30.5,30.5,31.1200008392334,9531600.0,24.413578033447266,24.374354362487793,24.374354362487793,24.374354362487793,24.374354362487793
2011-03-14,31.049999237060547,30.56999969482422,30.959999084472656,30.90999984741211,8663800.0,24.248836517333984,24.332515080769856,24.332515080769856,24.332515080769856,24.332515080769856
2011-03-15,31.5,30.360000610351562,30.389999389648438,31.34000015258789,7121200.0,24.586172103881836,24.39592933654785,24.39592933654785,24.39592933654785,24.39592933654785
2011-03-16,31.950000762939453,31.1200008392334,31.25,31.25,6157900.0,24.515562057495117,24.419855880737305,24.419855880737305,24.419855880737305,24.419855880737305
2011-03-17,31.93000030517578,31.399999618530273,31.540000915527344,31.90999984741211,3332400.0,25.033334732055664,24.52210235595703,24.52210235595703,24.52210235595703,24.52210235595703
2011-03-18,33.08000183105469,31.899999618530273,32.11000061035156,33.060001373291016,5463200.0,25.93550682067871,24.7240172794887,24.7240172794887,24.7240172794887,24.7240172794887
2011-03-21,33.38999938964844,32.0,33.38999938964844,32.25,3823500.0,25.30006217956543,24.79602289199829,24.79602289199829,24.79602289199829,24.79602289199829
2011-03-22,32.38999938964844,31.389999389648438,32.369998931884766,31.8700008392334,3943900.0,25.001956939697266,24.818904452853733,24.818904452853733,24.818904452853733,24.818904452853733
2011-03-23,32.68000030517578,31.5,31.700000762939453,32.68000030517578,4216300.0,25.63739776611328,24.900753784179688,24.900753784179688,24.900753784179688,24.900753784179688
2011-03-24,32.95000076293945,32.5,32.529998779296875,32.689998626708984,2125600.0,25.64524269104004,24.968434593894266,24.968434593894266,24.968434593894266,24.968434593894266
2011-03-25,33.099998474121094,32.58000183105469,32.709999084472656,32.95000076293945,3026600.0,25.849210739135742,25.041832605997723,25.041832605997723,25.041832605997723,25.041832605997723
2011-03-28,33.11000061035156,32.75,32.869998931884766,33.040000915527344,2098300.0,25.919816970825195,25.109369864830605,25.109369864830605,25.109369864830605,25.109369864830605
2011-03-29,34.0099983215332,33.04999923706055,33.439998626708984,33.88999938964844,5137300.0,26.58663558959961,25.21488884517125,25.21488884517125,25.21488884517125,25.21488884517125
2011-03-30,34.56999969482422,33.93000030517578,34.56999969482422,34.2400016784668,3049500.0,26.861215591430664,25.324643961588542,25.324643961588542,25.324643961588542,25.324643961588542
2011-03-31,34.11000061035156,33.66999816894531,34.0,33.869998931884766,1960600.0,26.570947647094727,25.47369842529297,25.402537941932678,25.402537941932678,25.402537941932678
2011-04-01,34.099998474121094,33.65999984741211,33.88999938964844,33.7400016784668,1822100.0,26.46896743774414,25.610724385579427,25.465269088745117,25.465269088745117,25.465269088745117
2011-04-04,33.869998931884766,33.310001373291016,33.869998931884766,33.66999816894531,2648000.0,26.41404914855957,25.7550718943278,25.517979092068142,25.517979092068142,25.517979092068142
2011-04-05,34.04999923706055,33.25,33.70000076293945,34.02000045776367,3607100.0,26.68862533569336,25.895235443115233,25.579592052258942,25.579592052258942,25.579592052258942
2011-04-06,34.20000076293945,33.2400016784668,33.75,33.29999923706055,2718500.0,26.123783111572266,26.00245018005371,25.60680160522461,25.60680160522461,25.60680160522461
2011-04-07,33.849998474121094,32.849998474121094,33.279998779296875,33.65999984741211,1946900.0,26.406206130981445,26.093974939982097,25.644868487403507,25.644868487403507,25.644868487403507
2011-04-08,33.9900016784668,32.9900016784668,33.52000045776367,33.16999816894531,2339800.0,26.021799087524414,26.09972775777181,25.66200169649991,25.66200169649991,25.66200169649991
2011-04-11,33.34000015258789,30.790000915527344,33.34000015258789,32.119998931884766,15028000.0,25.198078155517578,26.092928822835287,25.64183110776155,25.64183110776155,25.64183110776155
2011-04-12,32.59000015258789,31.329999923706055,32.11000061035156,31.530000686645508,3848800.0,24.7352237701416,26.075146611531576,25.604055802027386,25.604055802027386,25.604055802027386
2011-04-13,32.45000076293945,31.700000762939453,32.0,32.060001373291016,3969800.0,25.1510066986084,26.042720540364584,25.585933837890625,25.585933837890625,25.585933837890625
2011-04-14,32.5,31.790000915527344,31.889999389648438,32.13999938964844,1565900.0,25.21376609802246,26.01395543416341,25.57161969404954,25.57161969404954,25.57161969404954
2011-04-15,32.380001068115234,31.889999389648438,32.29999923706055,31.979999542236328,3072800.0,25.088245391845703,25.963224411010742,25.553716942116065,25.553716942116065,25.553716942116065
2011-04-18,32.540000915527344,30.75,31.81999969482422,32.08000183105469,2911100.0,25.166698455810547,25.913016510009765,25.539894853319442,25.539894853319442,25.539894853319442
2011-04-19,33.099998474121094,31.65999984741211,33.08000183105469,31.739999771118164,3838100.0,24.899967193603516,25.800571950276694,25.517828382294752,25.517828382294752,25.517828382294752
2011-04-20,32.189998626708984,31.149999618530273,32.0,31.649999618530273,3866100.0,24.829364776611328,25.665115229288737,25.49487959543864,25.49487959543864,25.49487959543864
2011-04-21,31.979999542236328,31.270000457763672,31.809999465942383,31.399999618530273,1462000.0,24.633235931396484,25.535934448242188,25.467084638534054,25.467084638534054,25.467084638534054
2011-04-25,31.600000381469727,31.100000381469727,31.559999465942383,31.399999618530273,732700.0,24.633235931396484,25.41355234781901,25.441026866436005,25.441026866436005,25.441026866436005
2011-04-26,32.06999969482422,31.15999984741211,31.350000381469727,32.0,1800000.0,25.103939056396484,25.32621167500814,25.430812084313594,25.430812084313594,25.430812084313594
2011-04-27,33.0,32.25,32.2599983215332,32.650001525878906,3354500.0,25.613862991333008,25.25456085205078,25.436195934520047,25.436195934520047,25.436195934520047
2011-04-28,32.9900016784668,32.25,32.5099983215332,32.56999969482422,1600000.0,25.551101684570312,25.21638209025065,25.439478955950054,25.439478955950054,25.439478955950054
2011-04-29,32.86000061035156,32.029998779296875,32.5,32.79999923706055,1233900.0,25.731534957885742,25.17140401204427,25.44759162267049,25.44759162267049,25.44759162267049
2011-05-02,33.790000915527344,32.79999923706055,32.79999923706055,33.439998626708984,2786200.0,26.233612060546875,25.185524876912435,25.468835418288773,25.468835418288773,25.468835418288773
2011-05-03,33.880001068115234,31.940000534057617,33.59000015258789,32.61000061035156,3429400.0,25.582481384277344,25.211151758829754,25.47182610160426,25.47182610160426,25.47182610160426
2011-05-04,33.959999084472656,32.790000915527344,33.099998474121094,33.54999923706055,4518300.0,26.31991195678711,25.31679763793945,25.493571892762795,25.493571892762795,25.493571892762795
2011-05-05,34.7400016784668,33.150001525878906,33.45000076293945,34.34000015258789,2613000.0,26.939668655395508,25.436041768391927,25.529724311828613,25.529724311828613,25.529724311828613
2011-05-06,34.5,33.88999938964844,34.060001373291016,34.25,1601300.0,26.86905860900879,25.54639460245768,25.56239100200374,25.56239100200374,25.56239100200374
2011-05-09,34.75,34.13999938964844,34.349998474121094,34.4900016784668,1996100.0,27.05733871459961,25.677667490641277,25.597984995160783,25.597984995160783,25.597984995160783
2011-05-10,34.86000061035156,34.0,34.029998779296875,34.59000015258789,1475100.0,27.13578987121582,25.808940251668293,25.633747899255088,25.633747899255088,25.633747899255088
2011-05-11,34.790000915527344,34.060001373291016,34.20000076293945,34.540000915527344,1431700.0,27.09656524658203,25.955380121866863,25.666993748057973,25.666993748057973,25.666993748057973
2011-05-12,34.59000015258789,34.119998931884766,34.29999923706055,34.5099983215332,814000.0,27.073022842407227,26.104957326253256,25.698238839043512,25.698238839043512,25.698238839043512
2011-05-13,34.77000045776367,34.22999954223633,34.43000030517578,34.599998474121094,1694000.0,27.143634796142578,26.27231725056966,25.729660490284797,25.729660490284797,25.729660490284797
2011-05-16,34.599998474121094,34.04999923706055,34.29999923706055,34.25,1719900.0,26.86905860900879,26.421372095743816,25.753903003449135,25.753903003449135,25.753903003449135
2011-05-17,34.95000076293945,34.0,34.209999084472656,34.540000915527344,3131000.0,27.09656524658203,26.554213841756184,25.781875133514404,25.781875133514404,25.781875133514404
2011-05-18,35.2400016784668,34.150001525878906,34.400001525878906,35.06999969482422,2070300.0,27.512344360351562,26.680779266357423,25.817190832021286,25.817190832021286,25.817190832021286
2011-05-19,35.22999954223633,34.5,35.02000045776367,35.04999923706055,1183900.0,27.49665641784668,26.810482915242513,25.850780143737794,25.850780143737794,25.850780143737794
2011-05-20,35.040000915527344,34.150001525878906,34.900001525878906,34.630001068115234,2012400.0,27.16716957092285,26.906191889444987,25.907420921325684,25.876591701133577,25.876591701133577
2011-05-23,34.54999923706055,34.0,34.400001525878906,34.40999984741211,2200000.0,26.994579315185547,26.956923039754233,25.95904094696045,25.89809146294227,25.89809146294227
2011-05-24,34.63999938964844,34.06999969482422,34.529998779296875,34.4900016784668,3000000.0,27.05733871459961,27.055246861775718,26.01521099090576,25.919964052596182,25.919964052596182
2011-05-25,35.0,34.2400016784668,34.56999969482422,34.68000030517578,2539100.0,27.206388473510742,27.11434529622396,26.06761531829834,25.943786727057564,25.943786727057564
