Date,High,Low,Open,Close,Volume,Adj Close,ADS-15ma,ADS-50ma,ADS-100ma,ADS-200ma
2001-06-15,13.15999984741211,12.75,13.15999984741211,12.859999656677246,511400.0,12.420792579650879,12.420792579650879,12.420792579650879,12.420792579650879,12.420792579650879
2001-06-18,13.149999618530273,12.699999809265137,12.850000381469727,13.109999656677246,408000.0,12.662254333496094,12.541523456573486,12.541523456573486,12.541523456573486,12.541523456573486
2001-06-19,13.600000381469727,13.149999618530273,13.399999618530273,13.550000190734863,216400.0,13.087226867675781,12.723424593607584,12.723424593607584,12.723424593607584,12.723424593607584
2001-06-20,13.649999618530273,13.300000190734863,13.5,13.550000190734863,54400.0,13.087226867675781,12.814375162124634,12.814375162124634,12.814375162124634,12.814375162124634
2001-06-21,13.899999618530273,13.520000457763672,13.529999732971191,13.880000114440918,80700.0,13.405956268310547,12.932691383361817,12.932691383361817,12.932691383361817,12.932691383361817
2001-06-22,14.979999542236328,14.0,14.0,14.550000190734863,127900.0,14.053072929382324,13.1194216410319,13.1194216410319,13.1194216410319,13.1194216410319
2001-06-25,14.850000381469727,14.399999618530273,14.75,14.649999618530273,87100.0,14.149657249450684,13.266598156520299,13.266598156520299,13.266598156520299,13.266598156520299
2001-06-26,14.779999732971191,14.649999618530273,14.699999809265137,14.699999809265137,48900.0,14.19795036315918,13.383017182350159,13.383017182350159,13.383017182350159,13.383017182350159
2001-06-27,15.149999618530273,14.550000190734863,14.600000381469727,15.109999656677246,139800.0,14.593947410583496,13.517564985487196,13.517564985487196,13.517564985487196,13.517564985487196
2001-06-28,15.25,14.899999618530273,15.010000228881836,15.0,195100.0,14.487704277038574,13.614578914642333,13.614578914642333,13.614578914642333,13.614578914642333
2001-06-29,15.899999618530273,15.0,15.100000381469727,15.0,130700.0,14.487704277038574,13.693953947587447,13.693953947587447,13.693953947587447,13.693953947587447
2001-07-02,15.600000381469727,14.3100004196167,15.25,14.399999618530273,42000.0,13.908195495605469,13.711807409922281,13.711807409922281,13.711807409922281,13.711807409922281
2001-07-03,15.050000190734863,14.449999809265137,14.449999809265137,14.970000267028809,35600.0,14.45872974395752,13.769262974078838,13.769262974078838,13.769262974078838,13.769262974078838
2001-07-05,15.449999809265137,14.899999618530273,14.899999618530273,15.199999809265137,97100.0,14.680872917175293,13.8343779700143,13.8343779700143,13.8343779700143,13.8343779700143
2001-07-06,15.399999618530273,14.75,15.399999618530273,14.949999809265137,149700.0,14.439413070678711,13.874713643391926,13.874713643391926,13.874713643391926,13.874713643391926
2001-07-09,15.199999809265137,14.859999656677246,15.0,14.899999618530273,130000.0,14.391120910644531,14.00606886545817,13.906989097595215,13.906989097595215,13.906989097595215
2001-07-10,15.100000381469727,14.699999809265137,14.899999618530273,14.699999809265137,189200.0,14.19795036315918,14.108448600769043,13.9241044661578,13.9241044661578,13.9241044661578
2001-07-11,14.800000190734863,14.600000381469727,14.699999809265137,14.600000381469727,76800.0,14.101366996765137,14.176057942708333,13.933952384524876,13.933952384524876,13.933952384524876
2001-07-12,15.210000038146973,14.699999809265137,14.699999809265137,15.210000038146973,177600.0,14.690531730651855,14.282944933573406,13.973772350110506,13.973772350110506,13.973772350110506
2001-07-13,15.8100004196167,15.0,15.0,15.8100004196167,144200.0,15.270041465759277,14.407217280069988,14.038585805892945,14.038585805892945,14.038585805892945
2001-07-16,15.8100004196167,15.210000038146973,15.8100004196167,15.5,38600.0,14.970627784729004,14.468387603759766,14.08296875726609,14.08296875726609,14.08296875726609
2001-07-17,16.0,15.5,15.5,15.850000381469727,32900.0,15.308674812316895,14.545655441284179,14.138682668859309,14.138682668859309,14.138682668859309
2001-07-18,16.75,15.5,15.800000190734863,16.75,102500.0,16.177936553955078,14.677654520670574,14.227345881254777,14.227345881254777,14.227345881254777
2001-07-19,17.399999618530273,16.0,16.899999618530273,16.399999618530273,303700.0,15.83989143371582,14.760717455546061,14.294535279273987,14.294535279273987,14.294535279273987
2001-07-20,16.399999618530273,14.699999809265137,16.399999618530273,14.949999809265137,82700.0,14.439413070678711,14.757498041788738,14.300330390930176,14.300330390930176,14.300330390930176
2001-07-23,15.050000190734863,14.8100004196167,14.979999542236328,14.850000381469727,55500.0,14.342829704284668,14.747839736938477,14.301964979905348,14.301964979905348,14.301964979905348
2001-07-24,14.850000381469727,14.0,14.850000381469727,14.100000381469727,45600.0,13.61844253540039,14.728522872924804,14.276649333812573,14.276649333812573,14.276649333812573
2001-07-25,14.100000381469727,13.5,14.100000381469727,13.5,65800.0,13.038931846618652,14.63386967976888,14.232445137841362,14.232445137841362,14.232445137841362
2001-07-26,13.899999618530273,13.5,13.5,13.75,653100.0,13.280396461486816,14.540504582722981,14.19961587313948,14.19961587313948,14.19961587313948
2001-07-27,14.149999618530273,13.84000015258789,13.850000381469727,14.149999618530273,62000.0,13.666735649108887,14.488992754618327,14.181853199005127,14.181853199005127,14.181853199005127
2001-07-30,14.5,14.149999618530273,14.149999618530273,14.380000114440918,54800.0,13.88887882232666,14.45550994873047,14.172402412660661,14.172402412660661,14.172402412660661
2001-07-31,15.0,14.369999885559082,14.369999885559082,15.0,268500.0,14.487704277038574,14.474826876322428,14.18225559592247,14.18225559592247,14.18225559592247
2001-08-01,15.399999618530273,14.899999618530273,14.899999618530273,15.0,19200.0,14.487704277038574,14.500582695007324,14.191511616562352,14.191511616562352,14.191511616562352
2001-08-02,15.5,14.899999618530273,15.0,15.5,36900.0,14.970627784729004,14.519255765279134,14.214426797979018,14.214426797979018,14.214426797979018
