Date,High,Low,Open,Close,Volume,Adj Close,LH-15ma,LH-50ma,LH-100ma,LH-200ma
2000-02-17,9.84375,9.53125,9.84375,9.84375,250000.0,9.84375,9.28125,8.925189393939394,8.925189393939394,8.925189393939394
2000-02-18,9.84375,9.6875,9.84375,9.84375,622800.0,9.84375,9.375,8.952205882352942,8.952205882352942,8.952205882352942
2000-02-22,10.0,9.53125,9.84375,9.84375,487200.0,9.84375,9.479166666666666,8.977678571428571,8.977678571428571,8.977678571428571
2000-02-23,9.84375,9.21875,9.84375,9.53125,150400.0,9.53125,9.5625,8.993055555555555,8.993055555555555,8.993055555555555
2000-02-24,9.6875,9.0625,9.53125,9.375,124000.0,9.375,9.625,9.003378378378379,9.003378378378379,9.003378378378379
2000-02-25,9.53125,9.21875,9.53125,9.375,136000.0,9.375,9.677083333333334,9.013157894736842,9.013157894736842,9.013157894736842
2000-02-28,9.53125,8.75,9.375,9.0625,277600.0,9.0625,9.71875,9.014423076923077,9.014423076923077,9.014423076923077
2000-02-29,10.0,9.0625,9.0625,10.0,531600.0,10.0,9.75,9.0390625,9.0390625,9.0390625
2000-03-01,10.15625,9.84375,10.0,10.15625,1121200.0,10.15625,9.739583333333334,9.066310975609756,9.066310975609756,9.066310975609756
2000-03-02,10.625,10.0,10.15625,10.625,1215200.0,10.625,9.78125,9.103422619047619,9.103422619047619,9.103422619047619
2000-03-03,10.625,10.46875,10.625,10.46875,373600.0,10.46875,9.833333333333334,9.13517441860465,9.13517441860465,9.13517441860465
2000-03-06,11.09375,10.46875,10.625,11.09375,1474400.0,11.09375,9.927083333333334,9.1796875,9.1796875,9.1796875
2000-03-07,11.71875,10.625,11.25,10.78125,841200.0,10.78125,9.989583333333334,9.215277777777779,9.215277777777779,9.215277777777779
2000-03-08,10.9375,10.46875,10.9375,10.625,297600.0,10.625,10.03125,9.245923913043478,9.245923913043478,9.245923913043478
2000-03-09,10.9375,10.78125,10.78125,10.9375,186000.0,10.9375,10.104166666666666,9.28191489361702,9.28191489361702,9.28191489361702
2000-03-10,10.9375,10.0,10.78125,10.0,210000.0,10.0,10.114583333333334,9.296875,9.296875,9.296875
2000-03-13,10.625,9.6875,10.15625,10.46875,345200.0,10.46875,10.15625,9.32079081632653,9.32079081632653,9.32079081632653
2000-03-14,10.625,10.3125,10.46875,10.46875,1464000.0,10.46875,10.197916666666666,9.34375,9.34375,9.34375
2000-03-15,10.46875,10.3125,10.3125,10.3125,1439200.0,10.3125,10.25,9.36875,9.362745098039216,9.362745098039216
2000-03-16,10.625,10.3125,10.46875,10.625,720000.0,10.625,10.333333333333334,9.40625,9.38701923076923,9.38701923076923
2000-03-17,10.78125,10.46875,10.625,10.46875,171600.0,10.46875,10.40625,9.440625,9.40742924528302,9.40742924528302
2000-03-20,10.625,10.3125,10.625,10.3125,337600.0,10.3125,10.489583333333334,9.475,9.424189814814815,9.424189814814815
2000-03-21,10.46875,10.0,10.3125,10.3125,115200.0,10.3125,10.510416666666666,9.503125,9.440340909090908,9.440340909090908
2000-03-22,10.3125,9.375,10.3125,10.15625,375200.0,10.15625,10.510416666666666,9.53125,9.453125,9.453125
2000-03-23,10.15625,9.53125,10.0,9.6875,455600.0,9.6875,10.447916666666666,9.55625,9.457236842105264,9.457236842105264
2000-03-24,9.84375,9.53125,9.84375,9.84375,170400.0,9.84375,10.40625,9.584375,9.463900862068966,9.463900862068966
2000-03-27,9.84375,9.53125,9.84375,9.84375,137200.0,9.84375,10.322916666666666,9.603125,9.470338983050848,9.470338983050848
2000-03-28,10.0,9.375,9.6875,10.0,120400.0,10.0,10.270833333333334,9.625,9.479166666666666,9.479166666666666
2000-03-29,9.84375,9.375,9.84375,9.6875,115200.0,9.6875,10.208333333333334,9.64375,9.482581967213115,9.482581967213115
2000-03-30,9.6875,9.53125,9.53125,9.53125,182000.0,9.53125,10.114583333333334,9.659375,9.48336693548387,9.48336693548387
2000-03-31,10.78125,9.53125,9.84375,10.625,781600.0,10.625,10.15625,9.7,9.501488095238095,9.501488095238095
2000-04-03,10.625,10.15625,10.46875,10.46875,128400.0,10.46875,10.15625,9.7375,9.5166015625,9.5166015625
2000-04-04,10.9375,9.84375,10.78125,10.46875,279600.0,10.46875,10.15625,9.778125,9.53125,9.53125
2000-04-05,10.46875,10.15625,10.3125,10.46875,249600.0,10.46875,10.166666666666666,9.821875,9.545454545454545,9.545454545454545
2000-04-06,10.9375,10.46875,10.46875,10.9375,347200.0,10.9375,10.1875,9.875,9.566231343283581,9.566231343283581
2000-04-07,11.5625,10.9375,10.9375,11.09375,304000.0,11.09375,10.229166666666666,9.934375,9.588694852941176,9.588694852941176
2000-04-10,11.25,11.09375,11.25,11.09375,161200.0,11.09375,10.28125,9.9875,9.610507246376812,9.610507246376812
2000-04-11,11.40625,10.9375,11.09375,11.25,122800.0,11.25,10.34375,10.046875,9.633928571428571,9.633928571428571
2000-04-12,11.25,11.09375,11.09375,11.09375,243600.0,11.09375,10.40625,10.103125,9.654489436619718,9.654489436619718
2000-04-13,11.25,10.78125,11.09375,10.9375,318000.0,10.9375,10.489583333333334,10.153125,9.672309027777779,9.672309027777779
2000-04-14,10.9375,10.15625,10.78125,10.46875,232000.0,10.46875,10.53125,10.190625,9.683219178082192,9.683219178082192
2000-04-17,10.46875,10.15625,10.15625,10.15625,178400.0,10.15625,10.552083333333334,10.225,9.689611486486486,9.689611486486486
2000-04-18,11.25,10.3125,10.3125,11.09375,902400.0,11.09375,10.625,10.25625,9.708333333333334,9.708333333333334
2000-04-19,12.8125,11.25,11.25,12.1875,557200.0,12.1875,10.791666666666666,10.29375,9.740953947368421,9.740953947368421
2000-04-20,12.34375,12.03125,12.1875,12.1875,300800.0,12.1875,10.96875,10.3375,9.772727272727273,9.772727272727273
2000-04-24,12.1875,11.875,12.1875,12.03125,245600.0,12.03125,11.0625,10.384375,9.801682692307692,9.801682692307692
2000-04-25,13.75,13.125,13.75,13.75,2312800.0,13.75,11.28125,10.465625,9.851661392405063,9.851661392405063
2000-04-26,14.84375,14.0625,14.0625,14.53125,593200.0,14.53125,11.552083333333334,10.559375,9.91015625,9.91015625
2000-04-27,14.53125,13.90625,14.21875,14.53125,218400.0,14.53125,11.822916666666666,10.65,9.967206790123457,9.967206790123457
2000-04-28,14.84375,13.90625,14.53125,14.84375,296400.0,14.84375,12.083333333333334,10.75,10.026676829268293,10.026676829268293
2000-05-01,15.625,14.53125,14.53125,15.625,1178400.0,15.625,12.385416666666666,10.865625,10.094126506024097,10.094126506024097
2000-05-02,15.625,15.0,15.3125,15.3125,505200.0,15.3125,12.666666666666666,10.975,10.15625,10.15625
2000-05-03,15.9375,15.15625,15.3125,15.78125,1698800.0,15.78125,12.96875,11.09375,10.222426470588236,10.222426470588236
2000-05-04,15.75,14.828125,15.71875,15.734375,1783600.0,15.734375,13.278125,11.2178125,10.286518895348838,10.286518895348838
2000-05-05,15.734375,15.21875,15.375,15.734375,545200.0,15.734375,13.597916666666666,11.345,10.349137931034482,10.349137931034482
2000-05-08,16.15625,15.796875,15.796875,15.96875,759200.0,15.96875,13.964583333333334,11.476875,10.412997159090908,10.412997159090908
2000-05-09,16.40625,15.90625,15.90625,16.40625,1178400.0,16.40625,14.38125,11.62375,10.480337078651685,10.480337078651685
2000-05-10,16.65625,16.015625,16.375,16.5,697200.0,16.5,14.741666666666667,11.75375,10.547222222222222,10.547222222222222
2000-05-11,17.609375,16.625,16.625,17.484375,1042400.0,17.484375,15.094791666666667,11.9003125,10.62345467032967,10.62345467032967
2000-05-12,17.75,17.265625,17.484375,17.34375,709200.0,17.34375,15.438541666666667,12.0346875,10.696501358695652,10.696501358695652
2000-05-15,18.5,17.375,17.40625,18.40625,666000.0,18.40625,15.863541666666666,12.1934375,10.77940188172043,10.77940188172043
2000-05-16,18.65625,18.1875,18.59375,18.421875,953200.0,18.421875,16.175,12.34,10.860704787234043,10.860704787234043
2000-05-17,18.421875,17.875,18.421875,18.203125,785600.0,18.203125,16.419791666666665,12.4884375,10.937993421052632,10.937993421052632
2000-05-18,18.25,17.625,18.25,17.796875,915600.0,17.796875,16.6375,12.631875,11.009440104166666,11.009440104166666
2000-05-19,17.734375,16.8125,17.734375,17.21875,741200.0,17.21875,16.795833333333334,12.7575,11.073453608247423,11.073453608247423
2000-05-22,17.15625,16.25,17.15625,16.53125,735200.0,16.53125,16.85625,12.888125,11.129145408163266,11.129145408163266
2000-05-23,16.859375,16.34375,16.46875,16.625,538800.0,16.625,16.94375,13.01125,11.184659090909092,11.184659090909092
2000-05-24,16.71875,16.15625,16.6875,16.171875,632800.0,16.171875,16.969791666666666,13.1253125,11.23453125,11.23453125
2000-05-25,16.15625,15.640625,16.125,16.109375,686400.0,16.109375,16.994791666666668,13.24125,11.305,11.282797029702971
2000-05-26,17.109375,15.9375,16.03125,17.078125,850800.0,17.078125,17.084375,13.3703125,11.38828125,11.339613970588236
2000-05-30,18.0,17.0625,17.09375,18.0,488400.0,18.0,17.219791666666666,13.5209375,11.48078125,11.404277912621358
2000-05-31,18.0,17.65625,17.90625,17.96875,435200.0,17.96875,17.323958333333334,13.6740625,11.57453125,11.467397836538462
2000-06-01,17.953125,17.5625,17.953125,17.78125,217200.0,17.78125,17.409375,13.8234375,11.66328125,11.527529761904763
2000-06-02,18.25,17.59375,18.03125,17.6875,477200.0,17.6875,17.422916666666666,13.9740625,11.75265625,11.585642688679245
2000-06-05,17.453125,16.65625,17.25,16.71875,851200.0,16.71875,17.38125,14.1146875,11.83546875,11.633615654205608
2000-06-06,16.609375,15.9375,16.609375,16.59375,569200.0,16.59375,17.260416666666668,14.2496875,11.91703125,11.679542824074074
2000-06-07,16.75,16.46875,16.5,16.5,518800.0,16.5,17.132291666666667,14.3828125,11.99296875,11.723767201834862
2000-06-08,16.375,16.0625,16.375,16.328125,305600.0,16.328125,17.007291666666667,14.509375,12.0671875,11.765625
2000-06-09,16.40625,16.0625,16.265625,16.28125,3116000.0,16.28125,16.90625,14.64125,12.1425,11.806306306306306
2000-06-12,16.15625,15.640625,16.15625,15.65625,2849200.0,15.65625,16.802083333333332,14.76375,12.2115625,11.840680803571429
2000-06-13,15.875,15.390625,15.625,15.640625,1518400.0,15.640625,16.742708333333333,14.8640625,12.28203125,11.874308628318584
2000-06-14,16.1875,15.65625,15.65625,16.0,593200.0,16.0,16.701041666666665,14.9746875,12.35609375,11.910498903508772
2000-06-15,16.25,15.9375,16.0,16.25,328400.0,16.25,16.70625,15.0903125,12.43421875,11.948233695652174
2000-06-16,16.96875,16.265625,16.3125,16.96875,446800.0,16.96875,16.763541666666665,15.2203125,12.52109375,11.99151400862069
2000-06-19,18.0,16.6875,16.9375,17.625,668400.0,17.625,16.8,15.3540625,12.61453125,12.039663461538462
2000-06-20,18.9375,17.625,17.625,18.5,1509600.0,18.5,16.833333333333332,15.5021875,12.71828125,12.094412076271187
2000-06-21,18.8125,18.421875,18.46875,18.6875,941200.0,18.6875,16.88125,15.6540625,12.82078125,12.149816176470589
2000-06-22,18.65625,18.15625,18.65625,18.5,412400.0,18.5,16.929166666666667,15.7990625,12.92296875,12.202734375
2000-06-23,18.59375,18.3125,18.484375,18.59375,958800.0,18.59375,16.989583333333332,15.9490625,13.02609375,12.255552685950413
2000-06-26,19.0625,18.65625,18.828125,18.78125,2898800.0,18.78125,17.127083333333335,16.1059375,13.12953125,12.309042008196721
2000-06-27,18.9375,18.625,18.9375,18.625,370400.0,18.625,17.2625,16.2690625,13.22984375,12.360391260162602
2000-06-28,18.9375,18.546875,18.625,18.9375,466400.0,18.9375,17.425,16.4446875,13.33484375,12.41343245967742
2000-06-29,20.25,18.8125,18.875,19.640625,1516400.0,19.640625,17.645833333333332,16.615625,13.4359375,12.47125
2000-06-30,19.734375,19.25,19.703125,19.27734375,588400.0,19.27734375,17.845572916666665,16.757421875,13.5255859375,12.525266617063492
2000-07-03,19.5,19.0625,19.21875,19.5,125600.0,19.5,18.101822916666666,16.903671875,13.6205859375,12.580185777559056
2000-07-05,20.359375,19.734375,19.75,20.296875,940000.0,20.296875,18.412239583333335,17.068984375,13.7266796875,12.640472412109375
2000-07-06,20.609375,20.25,20.328125,20.421875,672400.0,20.421875,18.70703125,17.202421875,13.8340234375,12.7007933624031
2000-07-07,20.609375,20.15625,20.421875,20.15625,837200.0,20.15625,18.967447916666668,17.314921875,13.9371484375,12.758143028846154
2000-07-10,20.484375,20.1875,20.21875,20.25,1357600.0,20.25,19.186197916666668,17.429296875,14.0396484375,12.815332776717558
2000-07-11,21.875,20.234375,20.234375,21.5,7168800.0,21.5,19.44453125,17.562421875,14.1562109375,12.881125710227273
2000-07-12,22.984375,21.75,21.75,22.96875,2967600.0,22.96875,19.742447916666666,17.709296875,14.2874609375,12.956972509398497
2000-07-13,22.71875,22.125,22.71875,22.203125,1088000.0,22.203125,19.976822916666666,17.847109375,14.4110546875,13.02597364738806
2000-07-14,22.75,22.0,22.140625,22.53125,1118800.0,22.53125,20.245572916666667,17.982109375,14.5379296875,13.096383101851853
2000-07-17,23.78125,22.53125,22.546875,23.46875,1141600.0,23.46875,20.570572916666666,18.136796875,14.6773046875,13.172650505514707
2000-07-18,25.0,22.9375,23.53125,24.875,1791200.0,24.875,20.976822916666666,18.319609375,14.8323046875,13.258069114963504
2000-07-19,25.875,24.0625,24.96875,24.625,1268400.0,24.625,21.376822916666665,18.492734375,14.9848046875,13.340438179347826
2000-07-20,25.625,24.90625,25.125,25.1875,2084400.0,25.1875,21.793489583333333,18.668359375,15.1460546875,13.425668839928058
2000-07-21,25.625,24.125,25.125,24.296875,1641600.0,24.296875,22.10390625,18.824296875,15.2890234375,13.5033203125
2000-07-24,24.75,24.25,24.25,24.515625,730400.0,24.515625,22.453125,18.964921875,15.4326171875,13.581421764184396
2000-07-25,24.515625,23.171875,24.515625,23.453125,726800.0,23.453125,22.716666666666665,19.087109375,15.5608984375,13.650940801056338
2000-07-26,24.125,23.5,23.5,23.9375,905600.0,23.9375,22.959375,19.197734375,15.6955859375,13.722874781468532
2000-07-27,24.53125,23.78125,23.875,24.453125,989600.0,24.453125,23.228125,19.318359375,15.8291796875,13.79739040798611
2000-07-28,25.484375,24.109375,24.5,25.359375,1990400.0,25.359375,23.575,19.461484375,15.9749609375,13.87712823275862
2000-07-31,25.125,24.125,25.0625,24.5625,785200.0,24.5625,23.8625,19.596796875,16.1143359375,13.950315710616438
2000-08-01,25.875,24.625,24.625,25.75,1164800.0,25.75,24.145833333333332,19.767421875,16.2624609375,14.030585671768707
2000-08-02,26.140625,25.375,25.6875,25.625,975200.0,25.625,24.322916666666668,19.949296875,16.4187109375,14.108926309121621
2000-08-03,25.59375,25.0,25.5625,25.515625,635600.0,25.515625,24.54375,20.127109375,16.5691796875,14.185481333892618
2000-08-04,27.0,25.5,25.59375,26.75,817200.0,26.75,24.825,20.338671875,16.7319921875,14.269244791666667
2000-08-07,27.25,26.78125,26.8125,26.8125,919600.0,26.8125,25.047916666666666,20.552734375,16.8969921875,14.352312706953642
2000-08-08,26.9375,25.90625,26.84375,26.28125,815200.0,26.28125,25.141666666666666,20.736796875,17.0535546875,14.43079255756579
2000-08-09,27.125,26.1875,26.25,26.875,454400.0,26.875,25.291666666666668,20.914296875,17.2176171875,14.512127246732026
2000-08-10,27.375,26.71875,26.890625,26.8125,500000.0,26.8125,25.4,21.091171875,17.3826171875,14.591999797077921
2000-08-11,26.984375,26.4375,26.8125,26.546875,238400.0,26.546875,25.55,21.266484375,17.5449609375,14.669128024193549
2000-08-14,27.25,26.875,26.875,27.15625,343200.0,27.15625,25.726041666666667,21.455859375,17.7149609375,14.749173677884615
2000-08-15,27.484375,26.53125,27.25,26.703125,291600.0,26.703125,25.942708333333332,21.655546875,17.8851171875,14.82531349522293
2000-08-16,26.921875,26.25,26.75,26.578125,680400.0,26.578125,26.11875,21.855234375,18.0524609375,14.899698378164556
2000-08-17,27.375,26.453125,26.453125,26.921875,972000.0,26.921875,26.283333333333335,22.063671875,18.2232421875,14.975309551886792
2000-08-18,28.09375,26.953125,27.0,27.40625,1124800.0,27.40625,26.419791666666665,22.285234375,18.3973046875,15.0530029296875
2000-08-21,28.375,28.0625,28.25,28.21875,728000.0,28.21875,26.663541666666667,22.523984375,18.5826171875,15.13477775621118
2000-08-22,28.375,27.90625,28.171875,28.078125,447600.0,28.078125,26.81875,22.772421875,18.7680859375,15.214674961419753
2000-08-23,28.515625,27.875,28.03125,28.265625,529200.0,28.265625,26.994791666666668,23.024921875,18.9444921875,15.294742139570552
2000-08-24,28.65625,28.375,28.40625,28.65625,435200.0,28.65625,27.204166666666666,23.278046875,19.1263671875,15.37621474847561
2000-08-25,28.734375,28.5,28.6875,28.5,170400.0,28.5,27.320833333333333,23.523046875,19.3066796875,15.45575284090909
2000-08-28,28.875,28.5,28.5,28.703125,614400.0,28.703125,27.446875,23.757734375,19.4890234375,15.535556287650602
2000-08-29,29.0,28.28125,28.75,28.734375,398400.0,28.734375,27.610416666666666,23.979921875,19.6669921875,15.614591130239521
2000-08-30,28.984375,28.53125,28.671875,28.828125,359200.0,28.828125,27.740625,24.186484375,19.8443359375,15.693243117559524
2000-08-31,30.4375,28.78125,28.78125,29.578125,1109600.0,29.578125,27.925,24.404296875,20.0291796875,15.775402181952662
2000-09-01,30.75,29.6875,29.703125,30.75,768800.0,30.75,28.205208333333335,24.649296875,20.2241796875,15.863488051470588
2000-09-05,31.3125,30.265625,30.5,30.953125,1148000.0,30.953125,28.458333333333332,24.896484375,20.4227734375,15.951731542397662
2000-09-06,31.25,30.75,30.9375,31.0,1131600.0,31.0,28.744791666666668,25.140859375,20.6233984375,16.0392214752907
2000-09-07,31.46875,30.4375,31.015625,31.171875,945200.0,31.171875,29.051041666666666,25.391796875,20.8304296875,16.126693460982658
2000-09-08,31.5,31.0,31.0,31.453125,792800.0,31.453125,29.353125,25.642109375,21.0433984375,16.214776400862068
2000-09-11,31.796875,31.421875,31.59375,31.6875,1316800.0,31.6875,29.638541666666665,25.883046875,21.2493359375,16.303191964285713
2000-09-12,31.96875,31.625,31.75,31.84375,726800.0,31.84375,29.880208333333332,26.134375,21.4458984375,16.391490589488637
2000-09-13,33.03125,31.84375,31.84375,32.609375,1170000.0,32.609375,30.182291666666668,26.3965625,21.6501171875,16.483117055084747
2000-09-14,32.75,32.015625,32.609375,32.25,704400.0,32.25,30.447916666666668,26.635625,21.8523046875,16.571695049157302
2000-09-15,32.65625,32.0,32.21875,32.296875,822800.0,32.296875,30.690625,26.873125,22.0377734375,16.659545216480446
2000-09-18,33.125,28.3125,32.625,29.125,4360000.0,29.125,30.732291666666665,27.0525,22.1837109375,16.728797743055555
2000-09-19,29.875,29.25,29.25,29.734375,1203200.0,29.734375,30.801041666666666,27.2421875,22.3357421875,16.800651761049725
2000-09-20,29.84375,28.875,29.796875,29.09375,848000.0,29.09375,30.825,27.3940625,22.4782421875,16.86819625686813
2000-09-21,28.75,27.5,28.75,27.8125,1517200.0,27.8125,30.757291666666667,27.4909375,22.6001171875,16.92800119535519
2000-09-22,28.6875,27.0625,27.40625,27.75,1697200.0,27.75,30.635416666666668,27.601875,22.7244921875,16.98681640625
2000-09-25,28.5625,27.75,28.125,28.09375,711600.0,28.09375,30.458333333333332,27.713125,22.8476171875,17.046853885135135
2000-09-26,28.25,27.5625,28.078125,27.578125,547600.0,27.578125,30.233333333333334,27.7953125,22.9660546875,17.103473622311828
2000-09-27,30.5,27.6875,27.6875,30.5,1444800.0,30.5,30.2,27.9078125,23.1137109375,17.17511280080214
2000-09-28,30.25,29.0625,30.0,30.0,2306400.0,30.0,30.121875,28.0153125,23.2540234375,17.243330285904257
2000-09-29,30.84375,29.5,29.75,29.9375,1234000.0,29.9375,30.020833333333332,28.1103125,23.3893359375,17.310495205026456
2000-10-02,31.875,29.390625,30.0,31.5,1350400.0,31.5,30.008333333333333,28.254375,23.5393359375,17.385176809210527
2000-10-03,32.25,31.03125,31.625,31.375,1028000.0,31.375,29.977083333333333,28.3915625,23.6782421875,17.458421956806284
2000-10-04,31.265625,30.25,31.25,30.75,1103200.0,30.75,29.853125,28.5375,23.8123046875,17.52764892578125
2000-10-05,31.03125,30.5,30.75,30.5,610800.0,30.5,29.736458333333335,28.66875,23.9332421875,17.594863180051814
2000-10-06,30.5625,29.875,30.5,30.375,724800.0,30.375,29.608333333333334,28.7871875,24.0527734375,17.66074017396907
2000-10-09,30.21875,27.90625,30.1875,28.234375,1602000.0,28.234375,29.548958333333335,28.8446875,24.1530859375,17.71496394230769
2000-10-10,29.0,27.5,27.9375,28.46875,1624400.0,28.46875,29.464583333333334,28.9228125,24.2598046875,17.76983019770408
2000-10-11,29.125,27.0625,28.1875,29.0625,1278400.0,29.0625,29.4625,28.9890625,24.3782421875,17.827153394670052
2000-10-12,29.125,27.078125,28.875,29.0,2603200.0,29.0,29.541666666666668,29.0565625,24.5029296875,17.88358191287879
2000-10-13,30.40625,28.71875,28.9375,30.3125,3027600.0,30.3125,29.7125,29.1525,24.6398046875,17.946038787688444
2000-10-16,30.5,29.5625,29.6875,30.484375,4340400.0,30.484375,29.871875,29.2271875,24.7829296875,18.00873046875
2000-10-17,31.125,30.25,30.5,30.90625,1763600.0,30.90625,30.09375,29.3090625,24.9308984375,18.11794921875
2000-10-18,30.8125,29.625,30.8125,29.9375,2275200.0,29.9375,30.05625,29.3821875,25.0594921875,18.22388671875
2000-10-19,31.5,30.25,30.25,31.25,1678800.0,31.25,30.139583333333334,29.4696875,25.1919921875,18.33638671875
2000-10-20,30.765625,29.34375,30.75,29.625,2501600.0,29.625,30.11875,29.5259375,25.3085546875,18.44154296875
2000-10-23,29.734375,28.125,29.609375,28.234375,2665600.0,28.234375,29.901041666666668,29.5596875,25.4130859375,18.53818359375
2000-10-24,33.625,30.625,31.0,32.75,5497600.0,32.75,29.992708333333333,29.6715625,25.5637109375,18.65818359375
2000-10-25,34.0,32.1875,32.5,32.21875,1472400.0,32.21875,30.090625,29.781875,25.7187109375,18.77708984375
2000-10-26,33.65625,32.25,32.25,33.03125,1370800.0,33.03125,30.259375,29.9109375,25.8830859375,18.90005859375
2000-10-27,33.625,31.75,33.4375,32.25,2077200.0,32.25,30.384375,30.0175,26.0405859375,19.01677734375
2000-10-30,33.3125,32.0625,32.0625,33.09375,1622400.0,33.09375,30.708333333333332,30.13125,26.2082421875,19.13771484375
2000-10-31,33.71875,32.75,33.4375,33.71875,1644400.0,33.71875,31.058333333333334,30.24125,26.3826171875,19.26255859375
2000-11-01,34.375,32.25,33.8125,33.71875,2356400.0,33.71875,31.36875,30.3540625,26.5632421875,19.38740234375
2000-11-02,33.96875,33.125,33.5,33.5,1299600.0,33.5,31.66875,30.45875,26.7418359375,19.51193359375
2000-11-03,33.75,33.09375,33.5625,33.21875,832000.0,33.21875,31.8625,30.55,26.9140234375,19.63505859375
2000-11-06,33.71875,32.5,32.90625,33.25,1079600.0,33.25,32.046875,30.645,27.0840234375,19.75912109375
2000-11-07,34.96875,33.25,33.3125,34.75,1640800.0,34.75,32.303125,30.7659375,27.2618359375,19.89146484375
2000-11-08,36.8125,34.734375,34.734375,35.75,1946000.0,35.75,32.690625,30.90625,27.4430859375,20.02880859375
2000-11-09,35.8125,34.0625,35.8125,35.46875,1387200.0,35.46875,32.971875,31.0390625,27.6127734375,20.16552734375
2000-11-10,36.84375,34.84375,35.0625,36.75,874800.0,36.75,33.446875,31.1825,27.7933984375,20.30708984375
2000-11-13,36.75,33.5,36.75,34.25,1800400.0,34.25,33.84791666666667,31.2525,27.9508984375,20.43693359375
2000-11-14,36.734375,32.25,34.4375,36.25,1977600.0,36.25,34.08125,31.3584375,28.1274609375,20.57677734375
