Date,High,Low,Open,Close,Volume,Adj Close,APD-15ma,APD-50ma,APD-100ma,APD-200ma
2000-01-03,31.16327476501465,30.296022415161133,30.816373825073242,30.353839874267578,595800.0,18.88712501525879,18.88712501525879,18.88712501525879,18.88712501525879,18.88712501525879
2000-01-04,30.12257194519043,28.908418655395508,30.064754486083984,29.428770065307617,464900.0,18.311521530151367,18.599323272705078,18.599323272705078,18.599323272705078,18.599323272705078
2000-01-05,29.949121475219727,28.734968185424805,29.428770065307617,29.60222053527832,719100.0,18.41944694519043,18.539364496866863,18.539364496866863,18.539364496866863,18.539364496866863
2000-01-06,32.78214645385742,29.428770065307617,30.064754486083984,31.5679931640625,1485100.0,19.642610549926758,18.815176010131836,18.815176010131836,18.815176010131836,18.815176010131836
2000-01-07,34.22756576538086,31.16327476501465,31.625808715820312,33.76503372192383,1297000.0,21.009681701660156,19.2540771484375,19.2540771484375,19.2540771484375,19.2540771484375
2000-01-10,32.955596923828125,31.221092224121094,32.3774299621582,31.683626174926758,1052400.0,19.714553833007812,19.33082326253255,19.33082326253255,19.33082326253255,19.33082326253255
2000-01-11,32.0305290222168,30.006938934326172,31.45235824584961,30.238204956054688,1260600.0,18.81517791748047,19.257159641810826,19.257159641810826,19.257159641810826,19.257159641810826
2000-01-12,31.278907775878906,30.296022415161133,30.52729034423828,30.758556365966797,1592400.0,19.138952255249023,19.2423837184906,19.2423837184906,19.2423837184906,19.2423837184906
2000-01-13,31.45235824584961,30.52729034423828,30.585105895996094,30.52729034423828,479900.0,18.995052337646484,19.214902453952366,19.214902453952366,19.214902453952366,19.214902453952366
2000-01-14,30.816373825073242,29.83348846435547,30.52729034423828,29.949121475219727,1283600.0,18.63530158996582,19.15694236755371,19.15694236755371,19.15694236755371,19.15694236755371
2000-01-18,29.949121475219727,28.44588279724121,29.717853546142578,28.503700256347656,1050000.0,17.735902786254883,19.027756951072,19.027756951072,19.027756951072,19.027756951072
2000-01-19,29.255319595336914,28.3880672454834,29.139684677124023,28.5615177154541,880300.0,17.77188491821289,18.92310094833374,18.92310094833374,18.92310094833374,18.92310094833374
2000-01-20,28.330249786376953,27.520814895629883,28.330249786376953,27.63644790649414,648000.0,17.1962833404541,18.790268824650692,18.790268824650692,18.790268824650692,18.790268824650692
2000-01-21,28.96623420715332,26.364477157592773,28.67715072631836,26.769195556640625,998600.0,16.656644821166992,18.63786711011614,18.63786711011614,18.63786711011614,18.63786711011614
2000-01-24,28.44588279724121,27.173913955688477,28.44588279724121,27.9255313873291,1053500.0,17.376157760620117,18.553753153483072,18.553753153483072,18.553753153483072,18.553753153483072
2000-01-25,28.908418655395508,27.520814895629883,27.983348846435547,28.734968185424805,1620900.0,17.879812240600586,18.48659896850586,18.511631846427917,18.511631846427917,18.511631846427917
2000-01-26,29.19750213623047,27.63644790649414,28.214616775512695,29.139684677124023,1079500.0,18.13165283203125,18.474607721964517,18.489280139698703,18.489280139698703,18.489280139698703
2000-01-27,28.850601196289062,28.15679931640625,28.5615177154541,28.5615177154541,636900.0,17.77188491821289,18.431436920166014,18.449424849616157,18.449424849616157,18.449424849616157
2000-01-28,28.330249786376953,26.827011108398438,28.330249786376953,27.578630447387695,930900.0,17.16030502319336,18.265949885050457,18.381576437699167,18.381576437699167,18.381576437699167
2000-01-31,27.809898376464844,27.23172950744629,27.809898376464844,27.405179977416992,755100.0,17.0523738861084,18.002129364013673,18.315116310119627,18.315116310119627,18.315116310119627
2000-02-01,28.5615177154541,27.289546966552734,27.405179977416992,28.330249786376953,717300.0,17.62798309326172,17.8630246480306,18.28239568074544,18.28239568074544,18.28239568074544
2000-02-02,28.503700256347656,27.809898376464844,28.330249786376953,28.098981857299805,847000.0,17.484079360961914,17.774284744262694,18.246108575300738,18.246108575300738,18.246108575300738
2000-02-03,28.734968185424805,28.098981857299805,28.098981857299805,28.44588279724121,583800.0,17.699934005737305,17.67835019429525,18.222361854884934,18.222361854884934,18.222361854884934
2000-02-04,28.67715072631836,28.272432327270508,28.67715072631836,28.5615177154541,475400.0,17.77188491821289,17.59680569966634,18.2035919825236,18.2035919825236,18.2035919825236
2000-02-07,28.67715072631836,28.214616775512695,28.5615177154541,28.503700256347656,542300.0,17.735902786254883,17.536845779418947,18.18488441467285,18.18488441467285,18.18488441467285
2000-02-08,28.5615177154541,27.809898376464844,28.098981857299805,27.9255313873291,472100.0,17.376157760620117,17.512862777709962,18.153779543363132,18.153779543363132,18.153779543363132
2000-02-09,27.7520809173584,26.48011016845703,27.578630447387695,26.48011016845703,878200.0,16.47676658630371,17.42652155558268,18.09166795236093,18.09166795236093,18.09166795236093
2000-02-10,26.769195556640625,25.497224807739258,26.769195556640625,25.959758758544922,876400.0,16.152997970581055,17.356969197591145,18.022429738725936,18.022429738725936,18.022429738725936
2000-02-11,26.248844146728516,24.514339447021484,25.959758758544922,24.919055938720703,720200.0,15.505422592163086,17.280221048990885,17.935636388844458,17.935636388844458,17.935636388844458
2000-02-14,26.537927627563477,25.208141326904297,25.439407348632812,26.537927627563477,628700.0,16.51274871826172,17.22266044616699,17.88820679982503,17.88820679982503,17.88820679982503
2000-02-15,27.462997436523438,26.017576217651367,26.769195556640625,26.827011108398438,665200.0,16.69261932373047,17.143514251708986,17.849639461886497,17.849639461886497,17.849639461886497
