Date,High,Low,Open,Close,Volume,Adj Close,ABBV-15ma,ABBV-50ma,ABBV-100ma,ABBV-200ma
2013-01-02,35.400001525878906,34.099998474121094,34.91999816894531,35.119998931884766,13767900.0,27.19350814819336,27.19350814819336,27.19350814819336,27.19350814819336,27.19350814819336
2013-01-03,35.0,34.15999984741211,35.0,34.83000183105469,16739300.0,26.968963623046875,27.081235885620117,27.081235885620117,27.081235885620117,27.081235885620117
2013-01-04,34.88999938964844,34.25,34.619998931884766,34.38999938964844,21372100.0,26.628265380859375,26.930245717366535,26.930245717366535,26.930245717366535,26.930245717366535
2013-01-07,35.45000076293945,34.150001525878906,34.150001525878906,34.459999084472656,17897100.0,26.682472229003906,26.86830234527588,26.86830234527588,26.86830234527588,26.86830234527588
2013-01-08,34.63999938964844,33.36000061035156,34.290000915527344,33.709999084472656,17863300.0,26.101747512817383,26.71499137878418,26.71499137878418,26.71499137878418,26.71499137878418
2013-01-09,33.95000076293945,33.61000061035156,33.61000061035156,33.900001525878906,18800400.0,26.24886703491211,26.637303988138836,26.637303988138836,26.637303988138836,26.637303988138836
2013-01-10,34.0,33.33000183105469,33.65999984741211,34.0,15658100.0,26.32628631591797,26.592872892107284,26.592872892107284,26.592872892107284,26.592872892107284
2013-01-11,33.900001525878906,33.349998474121094,33.59000015258789,33.849998474121094,11191500.0,26.522167205810547,26.58403468132019,26.58403468132019,26.58403468132019,26.58403468132019
2013-01-14,34.25,33.79999923706055,34.0099983215332,34.09000015258789,11584900.0,26.710220336914062,26.59805530971951,26.59805530971951,26.59805530971951,26.59805530971951
2013-01-15,34.720001220703125,33.709999084472656,33.709999084472656,34.599998474121094,13040200.0,27.10980987548828,26.649230766296387,26.649230766296387,26.649230766296387,26.649230766296387
2013-01-16,35.540000915527344,34.45000076293945,34.470001220703125,35.540000915527344,16512700.0,27.846324920654297,26.758057507601652,26.758057507601652,26.758057507601652,26.758057507601652
2013-01-17,36.70000076293945,35.75,35.75,36.41999816894531,14424800.0,28.535812377929688,26.906203746795654,26.906203746795654,26.906203746795654,26.906203746795654
2013-01-18,37.31999969482422,36.040000915527344,36.43000030517578,37.31999969482422,17842200.0,29.240983963012695,27.085802224966194,27.085802224966194,27.085802224966194,27.085802224966194
2013-01-22,37.25,35.93000030517578,36.97999954223633,36.41999816894531,15809700.0,28.535812377929688,27.189374378749303,27.189374378749303,27.189374378749303,27.189374378749303
2013-01-23,37.84000015258789,36.5,36.90999984741211,37.79999923706055,10981600.0,29.617074966430664,27.351221084594727,27.351221084594727,27.351221084594727,27.351221084594727
2013-01-24,38.52000045776367,37.22999954223633,37.790000915527344,37.459999084472656,11327100.0,29.350679397583008,27.495032501220702,27.476187229156494,27.476187229156494,27.476187229156494
2013-01-25,37.84000015258789,36.63999938964844,37.52000045776367,37.599998474121094,8934600.0,29.460369110107422,27.661126200358073,27.5929038103889,27.5929038103889,27.5929038103889
2013-01-28,37.869998931884766,36.709999084472656,37.650001525878906,36.88999938964844,7140100.0,28.904071807861328,27.812846628824868,27.665746476915146,27.665746476915146,27.665746476915146
2013-01-29,37.459999084472656,36.25,36.709999084472656,37.310001373291016,8838500.0,29.233150482177734,27.982891845703126,27.748241424560547,27.748241424560547,27.748241424560547
2013-01-30,37.529998779296875,36.810001373291016,36.810001373291016,36.93000030517578,10841800.0,28.93541717529297,28.171803156534832,27.807600212097167,27.807600212097167,27.807600212097167
2013-01-31,36.93000030517578,36.27000045776367,36.84000015258789,36.689998626708984,10720700.0,28.747360229492188,28.338369369506836,27.85235068911598,27.85235068911598,27.85235068911598
2013-02-01,37.20000076293945,36.52000045776367,36.84000015258789,37.18000030517578,9527500.0,29.131301879882812,28.525370407104493,27.910484834150836,27.910484834150836,27.910484834150836
