Date,High,Low,Open,Close,Volume,Adj Close,XRX-15ma,XRX-50ma,XRX-100ma,XRX-200ma
2000-01-03,65.5467758178711,61.10013198852539,61.59420394897461,63.73517608642578,3329100.0,45.03550720214844,45.03550720214844,45.03550720214844,45.03550720214844,45.03550720214844
2000-01-04,63.73517608642578,60.44137191772461,63.73517608642578,60.770751953125,2361900.0,42.94083023071289,43.988168716430664,43.988168716430664,43.988168716430664,43.988168716430664
2000-01-05,63.89986801147461,59.45322799682617,60.60606002807617,63.89986801147461,2375400.0,45.151878356933594,44.37607192993164,44.37607192993164,44.37607192993164,44.37607192993164
2000-01-06,63.076416015625,61.59420394897461,62.08827590942383,62.58234405517578,1650100.0,44.22090530395508,44.3372802734375,44.3372802734375,44.3372802734375,44.3372802734375
2000-01-07,65.21739196777344,60.770751953125,62.58234405517578,64.06455993652344,2366900.0,45.26825714111328,44.523475646972656,44.523475646972656,44.523475646972656,44.523475646972656
2000-01-10,65.21739196777344,62.25296401977539,65.21739196777344,62.58234405517578,1913100.0,44.22090530395508,44.47304725646973,44.47304725646973,44.47304725646973,44.47304725646973
2000-01-11,63.40579605102539,61.10013198852539,62.91172409057617,61.923583984375,2243300.0,43.75542068481445,44.37052917480469,44.37052917480469,44.37052917480469,44.37052917480469
2000-01-12,62.58234405517578,61.10013198852539,61.26482391357422,61.75889205932617,1156300.0,43.639068603515625,44.279096603393555,44.279096603393555,44.279096603393555,44.279096603393555
2000-01-13,63.73517608642578,60.93544006347656,61.923583984375,63.40579605102539,1669000.0,44.80276107788086,44.33728154500326,44.33728154500326,44.33728154500326,44.33728154500326
2000-01-14,64.06455993652344,61.42951202392578,63.73517608642578,62.08827590942383,1565700.0,43.871795654296875,44.29073295593262,44.29073295593262,44.29073295593262,44.29073295593262
2000-01-18,62.74703598022461,61.42951202392578,62.58234405517578,62.25296401977539,1336500.0,43.988162994384766,44.263226595791906,44.263226595791906,44.263226595791906,44.263226595791906
2000-01-19,62.74703598022461,58.465084075927734,61.75889205932617,62.74703598022461,4073700.0,44.337276458740234,44.26939741770426,44.26939741770426,44.26939741770426,44.26939741770426
2000-01-20,61.923583984375,59.617919921875,61.923583984375,59.94729995727539,1628000.0,42.358985900878906,44.12244268564078,44.12244268564078,44.12244268564078,44.12244268564078
2000-01-21,60.44137191772461,57.97101593017578,60.44137191772461,58.30039596557617,1739200.0,41.19527053833008,43.913358960832866,43.913358960832866,43.913358960832866,43.913358960832866
2000-01-24,59.94729995727539,56.32411193847656,58.79446792602539,57.312252044677734,2019300.0,40.49704360961914,43.685604604085285,43.685604604085285,43.685604604085285,43.685604604085285
2000-01-25,58.95915603637695,55.335968017578125,57.97101593017578,57.80632400512695,2594200.0,40.846160888671875,43.406314849853516,43.50813937187195,43.50813937187195,43.50813937187195
2000-01-26,59.45322799682617,57.641632080078125,58.79446792602539,57.97101593017578,1849400.0,40.96253204345703,43.274428304036455,43.35839776431813,43.35839776431813,43.35839776431813
2000-01-27,58.79446792602539,55.335968017578125,58.79446792602539,56.488800048828125,1893900.0,39.91520309448242,42.925316619873044,43.16710917154948,43.16710917154948,43.16710917154948
2000-01-28,56.488800048828125,54.0184440612793,56.32411193847656,54.0184440612793,1526400.0,38.16962814331055,42.521898142496745,42.90408385427374,42.90408385427374,42.90408385427374
2000-01-31,55.830039978027344,54.34782791137695,55.665348052978516,55.006587982177734,1217800.0,38.86785125732422,42.09520441691081,42.70227222442627,42.70227222442627,42.70227222442627
2000-02-01,55.994728088378906,54.677207946777344,55.1712760925293,54.841896057128906,1222000.0,38.75148391723633,41.73057632446289,42.51413944789341,42.51413944789341,42.51413944789341
2000-02-02,56.818180084228516,55.006587982177734,55.830039978027344,55.1712760925293,1328500.0,38.984222412109375,41.412496439615886,42.353688673539594,42.353688673539594,42.353688673539594
2000-02-03,57.312252044677734,55.50065994262695,56.159420013427734,57.312252044677734,1515800.0,40.49704360961914,41.20302810668945,42.27296497510827,42.27296497510827,42.27296497510827
2000-02-04,58.465084075927734,56.818180084228516,57.97101593017578,57.97101593017578,1387600.0,40.96253204345703,40.94701283772786,42.21836360295614,42.21836360295614,42.21836360295614
2000-02-07,57.97101593017578,56.818180084228516,57.80632400512695,57.14756393432617,883800.0,40.380680084228516,40.714271799723306,42.14485626220703,42.14485626220703,42.14485626220703
2000-02-08,58.79446792602539,55.830039978027344,57.14756393432617,57.312252044677734,1615100.0,40.49704360961914,40.4815305074056,42.08147885249211,42.08147885249211,42.08147885249211
2000-02-09,58.95915603637695,56.32411193847656,57.97101593017578,56.982872009277344,1809900.0,40.2642936706543,40.209998321533206,42.01417569760923,42.01417569760923,42.01417569760923
2000-02-10,56.65349197387695,54.0184440612793,56.65349197387695,54.677207946777344,2832600.0,38.635108947753906,39.96173985799154,41.89349474225725,41.89349474225725,41.89349474225725
2000-02-11,55.006587982177734,53.030303955078125,55.006587982177734,53.359683990478516,1871300.0,37.70415115356445,39.72899856567383,41.74903461850923,41.74903461850923,41.74903461850923
2000-02-14,58.30039596557617,55.006587982177734,55.335968017578125,57.97101593017578,2965900.0,40.96253204345703,39.760031127929686,41.72281786600749,41.72281786600749,41.72281786600749
2000-02-15,59.12384796142578,56.159420013427734,58.465084075927734,58.62977600097656,2332000.0,41.428009033203125,39.79882100423177,41.71330790365896,41.71330790365896,41.71330790365896
2000-02-16,57.641632080078125,56.159420013427734,57.312252044677734,56.488800048828125,1130400.0,39.91520309448242,39.72899907430013,41.65711712837219,41.65711712837219,41.65711712837219
2000-02-17,57.312252044677734,54.841896057128906,57.14756393432617,55.006587982177734,1654300.0,38.86785125732422,39.659175618489584,41.57259392015862,41.57259392015862,41.57259392015862
2000-02-18,55.665348052978516,54.512516021728516,55.006587982177734,55.335968017578125,1303800.0,39.10060119628906,39.72124048868815,41.499888251809516,41.499888251809516,41.499888251809516
2000-02-22,55.665348052978516,54.34782791137695,55.1712760925293,55.1712760925293,1291800.0,38.984222412109375,39.72899856567383,41.42801208496094,41.42801208496094,41.42801208496094
2000-02-23,55.830039978027344,54.183135986328125,55.335968017578125,54.34782791137695,1408000.0,38.40237045288086,39.7057243347168,41.343966484069824,41.343966484069824,41.343966484069824
