Date,High,Low,Open,Close,Volume,Adj Close,ARE-15ma,ARE-50ma,ARE-100ma,ARE-200ma
2000-02-02,29.9375,29.75,29.8125,29.8125,8100.0,14.686433792114258,14.770594469706218,14.81939103386619,14.81939103386619,14.81939103386619
2000-02-03,29.875,29.5,29.875,29.5,33100.0,14.532493591308594,14.754173851013183,14.80691723201586,14.80691723201586,14.80691723201586
2000-02-04,29.6875,29.5,29.6875,29.5625,3600.0,14.563277244567871,14.73569984436035,14.796765565872192,14.796765565872192,14.796765565872192
2000-02-07,29.5625,29.4375,29.5625,29.4375,67000.0,14.501707077026367,14.706963539123535,14.784963226318359,14.784963226318359,14.784963226318359
2000-02-08,29.4375,29.125,29.4375,29.1875,7300.0,14.378547668457031,14.667963727315266,14.76933185870831,14.76933185870831,14.76933185870831
2000-02-09,29.125,29.0,29.0,29.125,26600.0,14.347759246826172,14.631016858418782,14.753718058268229,14.753718058268229,14.753718058268229
2000-02-10,29.375,29.1875,29.1875,29.25,6600.0,14.409337043762207,14.5981751759847,14.741418736321586,14.741418736321586,14.741418736321586
2000-02-11,29.4375,29.0,29.1875,29.125,28300.0,14.347759246826172,14.565333302815755,14.727844271166571,14.727844271166571,14.727844271166571
2000-02-14,29.625,29.1875,29.25,29.625,9300.0,14.594074249267578,14.553018061319987,14.723385270436605,14.723385270436605,14.723385270436605
2000-02-15,29.875,29.625,29.75,29.6875,34300.0,14.624863624572754,14.544808197021485,14.720207152828094,14.720207152828094,14.720207152828094
2000-02-16,29.375,29.0,29.3125,29.1875,165300.0,14.378547668457031,14.528387133280436,14.709530293941498,14.709530293941498,14.709530293941498
2000-02-17,29.5,29.125,29.1875,29.3125,38900.0,14.44012451171875,14.503755887349447,14.70136648235899,14.70136648235899,14.70136648235899
2000-02-18,30.1875,29.6875,29.875,29.8125,59500.0,14.686433792114258,14.511966323852539,14.700927285587087,14.700927285587087,14.700927285587087
2000-02-22,29.8125,29.5,29.8125,29.75,33100.0,14.65564250946045,14.52017625172933,14.699633434840612,14.699633434840612,14.699633434840612
2000-02-23,29.875,29.4375,29.6875,29.875,25400.0,14.717229843139648,14.524282073974609,14.70012222396003,14.70012222396003,14.70012222396003
2000-02-24,29.875,29.4375,29.875,29.5,26800.0,14.532493591308594,14.514019393920899,14.695591720374855,14.695591720374855,14.695591720374855
2000-02-25,29.75,29.3125,29.6875,29.375,13600.0,14.470916748046875,14.509914271036784,14.689679221103066,14.689679221103066,14.689679221103066
2000-02-28,29.875,29.375,29.375,29.75,37100.0,14.65564250946045,14.516071955362955,14.6888064849071,14.6888064849071,14.6888064849071
2000-02-29,30.625,30.1875,30.25,30.5625,113700.0,15.055904388427734,14.553018442789714,14.697983932495116,14.697983932495116,14.697983932495116
2000-03-01,30.6875,30.0,30.4375,30.625,52200.0,15.086700439453125,14.600228627522787,14.707464822908728,14.707464822908728,14.707464822908728
2000-03-02,30.375,29.875,30.375,30.0,58000.0,14.778802871704102,14.628964869181315,14.709163347880045,14.709163347880045,14.709163347880045
2000-03-03,30.3125,29.875,29.875,30.1875,56300.0,14.871176719665527,14.659754180908203,14.712931100712266,14.712931100712266,14.712931100712266
2000-03-06,30.1875,29.875,30.1875,30.0625,13300.0,14.809593200683594,14.690543111165365,14.715127966620706,14.715127966620706,14.715127966620706
2000-03-07,30.0625,29.625,30.0625,29.625,89700.0,14.594074249267578,14.690543111165365,14.712437884012859,14.712437884012859,14.712437884012859
2000-03-08,30.0625,29.625,29.625,30.0625,20800.0,14.809593200683594,14.70285841623942,14.714549956114396,14.714549956114396,14.714549956114396
2000-03-09,30.4375,30.0,30.0,30.375,15400.0,14.963544845581055,14.741858228047688,14.71984771972007,14.71984771972007,14.71984771972007
2000-03-10,30.25,29.875,30.25,30.125,26600.0,14.840387344360352,14.768542416890462,14.722358961900076,14.722358961900076,14.722358961900076
2000-03-13,30.25,30.0625,30.1875,30.1875,86500.0,14.871176719665527,14.780858612060547,14.72539605899733,14.72539605899733,14.72539605899733
2000-03-14,30.8125,30.25,30.25,30.625,37800.0,15.086700439453125,14.809595807393391,14.732622146606445,14.732622146606445,14.732622146606445
2000-03-15,31.0,30.5,30.625,30.75,26200.0,15.148279190063477,14.838332430521648,14.727696018218994,14.740772284713445,14.740772284713445
2000-03-16,30.9375,30.6875,30.9375,30.875,26300.0,15.209861755371094,14.883490308125813,14.730775165557862,14.749793236072247,14.749793236072247
2000-03-17,30.9375,30.6875,30.75,30.75,45300.0,15.148279190063477,14.928647804260255,14.738164691925048,14.757311838977742,14.757311838977742
2000-03-20,30.875,30.625,30.6875,30.8125,7000.0,15.179062843322754,14.963542493184407,14.751711807250977,14.76512204276191,14.76512204276191
2000-03-21,30.875,30.5625,30.8125,30.875,53800.0,15.209861755371094,14.973806317647298,14.760332984924316,14.773208219354803,14.773208219354803
2000-03-22,31.125,30.8125,30.8125,31.125,18400.0,15.333016395568848,14.990227381388346,14.767722415924073,14.783204793930054,14.783204793930054
2000-03-23,31.625,31.0,31.125,31.5625,16300.0,15.548538208007812,15.04154307047526,14.77880641937256,14.796631695931417,14.796631695931417
2000-03-24,31.8125,31.5,31.5,31.625,15800.0,15.579324722290039,15.088752937316894,14.794816856384278,14.810126403282428,14.810126403282428
2000-03-27,32.0,31.6875,31.6875,31.875,21500.0,15.70248031616211,15.148278745015462,14.812058715820312,14.82525104587361,14.82525104587361
2000-03-28,31.75,31.25,31.75,31.25,23900.0,15.394585609436035,15.201646169026693,14.821295394897462,14.834739955266317,14.834739955266317
2000-03-29,31.4375,30.9375,31.375,30.9375,18000.0,15.240641593933105,15.23038272857666,14.826837329864501,14.841394080490362,14.841394080490362
2000-03-30,31.0625,30.5,31.0625,30.75,46800.0,15.148279190063477,15.242698351542154,14.831763668060303,14.846343840322186,14.846343840322186
2000-03-31,30.4375,30.0,30.3125,30.0,45800.0,14.988398551940918,15.25256576538086,14.833492393493652,14.848598677014548,14.848598677014548
2000-04-03,30.25,30.0625,30.25,30.25,10000.0,15.11330509185791,15.268707656860352,14.838950748443603,14.852734714746475,14.852734714746475
2000-04-04,30.625,30.1875,30.1875,30.625,9300.0,15.300660133361816,15.282971636454265,14.849387893676758,14.859625875032865,14.859625875032865
2000-04-05,30.375,30.0,30.3125,30.3125,155200.0,15.144535064697266,15.282722028096517,14.857318363189698,14.863942680936871,14.863942680936871
2000-04-06,30.8125,30.4375,30.4375,30.8125,21700.0,15.39433479309082,15.295020230611165,14.872707786560058,14.871858981118274,14.871858981118274
2000-04-07,31.0625,30.9375,30.9375,31.0625,23600.0,15.519240379333496,15.3197509765625,14.886900730133057,14.88137929579791,14.88137929579791
2000-04-10,31.5,31.0,31.0625,31.5,54800.0,15.737820625305176,15.357001495361327,14.910391597747802,14.893791488979174,14.893791488979174
2000-04-11,31.5625,31.4375,31.5,31.5,17300.0,15.737820625305176,15.392198753356933,14.934498138427735,14.905849048069545,14.905849048069545
2000-04-12,31.875,31.3125,31.375,31.75,37500.0,15.862727165222168,15.427512804667154,14.95863983154297,14.91932620464916,14.91932620464916
2000-04-13,32.125,31.8125,32.0,32.0,55300.0,15.987629890441895,15.456785583496094,14.98466375350952,14.934163755840725,14.934163755840725
2000-04-14,32.0625,31.75,32.0625,32.0,67900.0,15.987629890441895,15.48400592803955,15.013766479492187,14.948594798780467,14.948594798780467
2000-04-17,32.125,31.875,32.125,32.0,59200.0,15.987629890441895,15.503015899658203,15.042253532409667,14.962635813532648,14.962635813532648
2000-04-18,32.0625,31.5625,32.0625,31.875,34700.0,15.925177574157715,15.538388697306315,15.070722942352296,14.975469703674316,14.975469703674316
2000-04-19,31.9375,31.8125,31.875,31.9375,12100.0,15.956399917602539,15.586105918884277,15.102279987335205,14.988376680173372,14.988376680173372
2000-04-20,32.0,31.875,31.9375,31.9375,8700.0,15.956399917602539,15.639980634053549,15.134452800750733,15.000948410529595,15.000948410529595
2000-04-24,31.9375,31.8125,31.9375,31.9375,5600.0,15.956399917602539,15.70451405843099,15.16539405822754,15.013197788825401,15.013197788825401
2000-04-25,32.0,31.75,32.0,31.875,5600.0,15.925177574157715,15.75863889058431,15.19694242477417,15.024741836741,15.024741836741
2000-04-26,32.0,31.4375,31.9375,31.625,18900.0,15.800277709960938,15.791946729024252,15.221066493988037,15.03443603515625,15.03443603515625
2000-04-27,32.0,31.625,31.625,31.9375,19800.0,15.956399917602539,15.84607105255127,15.247697219848632,15.045818305309908,15.045818305309908
2000-04-28,32.0,31.75,32.0,32.0,26900.0,15.987629890441895,15.88562405904134,15.27987886428833,15.057303812445664,15.057303812445664
2000-05-01,32.375,32.0,32.125,32.375,84300.0,16.17498016357422,15.929340044657389,15.31457597732544,15.070769792579743,15.070769792579743
2000-05-02,33.25,32.5,32.5,33.25,85700.0,16.612136840820312,15.9876277923584,15.35309003829956,15.089119400296893,15.089119400296893
2000-05-03,33.3125,32.6875,33.25,32.6875,41400.0,16.33110809326172,16.02718029022217,15.386599349975587,15.103731031978832,15.103731031978832
2000-05-04,32.875,32.375,32.75,32.75,22800.0,16.362335205078125,16.060487492879233,15.419501457214356,15.118365964224171,15.118365964224171
2000-05-05,33.1875,32.75,32.75,33.1875,54300.0,16.580909729003906,16.1000394821167,15.460469779968262,15.135176812095203,15.135176812095203
2000-05-08,33.25,32.9375,33.25,32.9375,11900.0,16.456016540527344,16.131265258789064,15.50017177581787,15.15018635446375,15.15018635446375
2000-05-09,33.5,32.9375,32.9375,33.5,32100.0,16.737051010131836,16.181226666768392,15.541799945831299,15.168016294415077,15.168016294415077
2000-05-10,33.5,33.0625,33.5,33.5,17400.0,16.737051010131836,16.2353515625,15.57542287826538,15.185450013478597,15.185450013478597
2000-05-11,34.0625,33.4375,33.4375,34.0625,59400.0,17.018081665039062,16.306130345662435,15.614050502777099,15.205588822836404,15.205588822836404
2000-05-12,33.875,33.0625,33.125,33.6875,95400.0,16.830726623535156,16.36441879272461,15.65508897781372,15.223253364148347,15.223253364148347
2000-05-15,34.5,33.875,33.9375,34.5,77200.0,17.236663818359375,16.449769719441733,15.702398719787597,15.24490293892481,15.24490293892481
2000-05-16,34.5625,34.375,34.5,34.5,37000.0,17.236663818359375,16.53720213572184,15.750940132141114,15.26609188445071,15.26609188445071
2000-05-17,34.5625,34.4375,34.5,34.5625,73500.0,17.267887115478516,16.63504276275635,15.804416389465333,15.287163413198371,15.287163413198371
2000-05-18,34.8125,34.5,34.8125,34.5625,33200.0,17.267887115478516,16.722475242614745,15.853582267761231,15.307795951763788,15.307795951763788
2000-05-19,34.625,34.375,34.5,34.5625,36500.0,17.267887115478516,16.807825724283855,15.89966911315918,15.32800307716291,15.32800307716291
2000-05-22,34.5625,34.0,34.5625,34.5625,75100.0,17.267887115478516,16.88068618774414,15.948219108581544,15.347797812247762,15.347797812247762
2000-05-23,34.5625,34.125,34.5625,34.125,44700.0,17.049306869506836,16.909830856323243,15.99178171157837,15.364984772422098,15.364984772422098
2000-05-24,34.25,33.375,34.25,33.5,22100.0,16.737051010131836,16.936893717447916,16.024788722991943,15.378705434799194,15.378705434799194
2000-05-25,33.5625,33.5,33.5625,33.5,37000.0,16.737051010131836,16.961874771118165,16.05656415939331,15.392130088806152,15.392154400891597
2000-05-26,33.5625,33.1875,33.5,33.5625,44900.0,16.768274307250977,16.974365743001304,16.08773241043091,15.409253787994384,15.40564577252257
2000-05-30,34.0,33.5,33.5625,34.0,26600.0,16.98685646057129,17.009755071004232,16.124503955841064,15.431334323883057,15.420997332600715
2000-05-31,34.125,33.75,34.0,33.8125,43700.0,16.893177032470703,17.02016347249349,16.158786239624025,15.4552490234375,15.435152906637926
2000-06-01,33.875,33.0,33.8125,33.0,38900.0,16.487239837646484,17.0035093943278,16.18433380126953,15.472333393096925,15.44517278217134
2000-06-02,33.375,32.9375,33.125,33.375,19400.0,16.674589157104492,16.980609893798828,16.211165256500244,15.489443836212159,15.45677104985939
2000-06-05,33.5625,33.3125,33.3125,33.5625,12800.0,16.768274307250977,16.97644640604655,16.235559978485107,15.507183198928834,15.469028089648095
2000-06-06,34.25,33.5625,33.5625,34.25,28000.0,17.111753463745117,16.968119049072264,16.266208553314208,15.530512704849244,15.484238509778622
2000-06-07,34.25,33.75,34.1875,33.875,21500.0,16.924396514892578,16.947301228841145,16.290646877288818,15.551352796554566,15.497450968541136
2000-06-08,34.3125,33.75,33.9375,34.125,47400.0,17.049306869506836,16.932729212443032,16.323741302490234,15.572518348693848,15.511558749459006
2000-06-09,34.125,34.0,34.0,34.125,46000.0,17.049306869506836,16.918157196044923,16.35991460800171,15.593375968933106,15.525412336126104
2000-06-12,34.3125,34.0,34.0,34.25,12600.0,17.111753463745117,16.90774828592936,16.39918409347534,15.615473880767823,15.53957609619413
2000-06-13,34.25,33.875,34.1875,34.25,29800.0,17.111753463745117,16.897339375813804,16.441651191711426,15.63757179260254,15.553489170243255
2000-06-14,34.4375,34.0,34.375,34.3125,18000.0,17.14297866821289,16.903584162394207,16.482244663238525,15.660597705841065,15.567432060576321
2000-06-15,34.4375,33.6875,34.375,34.4375,17300.0,17.205434799194336,16.934809748331705,16.520340156555175,15.684864025115967,15.581675562651261
2000-06-16,34.4375,33.625,34.4375,33.9375,34700.0,16.955629348754883,16.949381637573243,16.55656204223633,15.706940202713012,15.59351999184181
2000-06-19,34.25,34.0,34.0625,34.25,27600.0,17.111753463745117,16.972280248006186,16.590910415649414,15.731809101104737,15.60649634630252
2000-06-20,34.4375,34.25,34.25,34.4375,11000.0,17.205434799194336,16.98685213724772,16.62463430404663,15.755767517089843,15.620046672174485
2000-06-21,34.75,34.5,34.5,34.5625,16600.0,17.267887115478516,17.011832809448244,16.655235633850097,15.78281361579895,15.633894070857712
2000-06-22,34.875,34.5625,34.5625,34.625,34100.0,17.299114227294922,17.06595776875814,16.68646150588989,15.810479822158813,15.64777090549469
2000-06-23,34.6875,34.4375,34.6875,34.5,13500.0,17.236663818359375,17.1034294128418,16.713940238952638,15.836290035247803,15.660902251882002
2000-06-26,34.5,33.875,34.5,34.25,62600.0,17.111753463745117,17.12632802327474,16.7364227104187,15.860543231964112,15.67279447493006
2000-06-27,34.75,34.25,34.375,34.5625,17900.0,17.267887115478516,17.1367369333903,16.762027854919435,15.88789716720581,15.685762707780047
2000-06-28,34.8125,34.625,34.625,34.8125,600.0,17.392789840698242,17.167963155110677,16.79013105392456,15.916192293167114,15.699529055626162
2000-06-29,34.8125,34.5,34.6875,34.5,87100.0,17.236663818359375,17.180453618367512,16.816360778808594,15.943541860580444,15.711826133728028
2000-06-30,34.5,34.0,34.1875,34.296875,85000.0,17.351436614990234,17.20059560139974,16.844261512756347,15.973270750045776,15.724838915325346
2000-07-03,34.5,34.3125,34.3125,34.5,5000.0,17.454200744628906,17.223425420125327,16.874217529296875,16.004335165023804,15.738455937603327
2000-07-05,34.875,34.5,34.5,34.8125,16100.0,17.612302780151367,17.256795374552407,16.907335586547852,16.036364822387696,15.753095366060734
2000-07-06,35.3125,34.625,34.625,35.3125,42000.0,17.865264892578125,17.30494778951009,16.94613733291626,16.071539878845215,15.76946877324304
2000-07-07,35.375,34.8125,35.375,35.0,25800.0,17.707157135009766,17.33839594523112,16.984274921417235,16.102670707702636,15.784374068333552
2000-07-10,35.125,34.8125,35.125,34.8125,12300.0,17.612302780151367,17.382174173990887,17.017392978668212,16.132545099258422,15.798327722622238
2000-07-11,34.875,34.6875,34.875,34.875,8300.0,17.643922805786133,17.417652130126953,17.050518836975098,16.165198850631715,15.812309503555298
2000-07-12,35.0625,34.625,34.9375,35.0625,18200.0,17.738780975341797,17.45320854187012,17.08179485321045,16.198185415267943,15.826794251463467
2000-07-13,35.125,34.625,35.0,35.125,20400.0,17.770404815673828,17.486709721883138,17.10496021270752,16.22902512550354,15.841298807912798
2000-07-14,35.4375,35.125,35.25,35.4375,19400.0,17.92850112915039,17.5286688486735,17.136908073425293,16.26175371170044,15.856759565847891
2000-07-17,35.375,34.9375,35.375,35.3125,16100.0,17.865264892578125,17.570575586954753,17.16696666717529,16.293234062194824,15.871527987367967
2000-07-18,35.25,34.6875,35.25,34.75,16400.0,17.5806827545166,17.60183753967285,17.186962127685547,16.323715953826905,15.884003569609927
2000-07-19,34.625,34.125,34.625,34.25,12100.0,17.327720642089844,17.60582644144694,17.204396209716798,16.352283992767333,15.89446528752645
2000-07-20,34.4375,33.9375,34.3125,34.4375,25100.0,17.422584533691406,17.60781275431315,17.21810688018799,16.379953413009645,15.905458951167923
2000-07-21,34.5,34.25,34.4375,34.5,15400.0,17.454200744628906,17.622315216064454,17.23244987487793,16.403936376571654,15.916521392549788
2000-07-24,34.125,34.0625,34.125,34.0625,9200.0,17.232864379882812,17.614410400390625,17.236745529174804,16.42539801597595,15.925857158417397
2000-07-25,34.1875,34.0625,34.0625,34.0625,31600.0,17.232864379882812,17.599654642740884,17.24478828430176,16.44993863105774,15.9350614346249
2000-07-26,34.8125,34.0625,34.125,34.8125,59200.0,17.612302780151367,17.599654642740884,17.252301063537598,16.4773498916626,15.946790395083127
2000-07-27,35.3125,34.8125,34.875,35.1875,7100.0,17.80202293395996,17.595438512166343,17.26360824584961,16.50727418899536,15.959673954380882
2000-07-28,35.375,35.1875,35.1875,35.25,73500.0,17.833646774291992,17.603871154785157,17.27492343902588,16.539669914245607,15.97259790486303
2000-07-31,35.8125,35.3125,35.3125,35.8125,8200.0,18.11822509765625,17.63759930928548,17.291930198669434,16.572756233215333,15.987293981525996
2000-08-01,36.125,35.8125,35.8125,36.125,27400.0,18.276323318481445,17.679759343465168,17.312098922729493,16.605884017944337,16.00286560966855
2000-08-02,36.4375,35.875,36.125,36.4375,42900.0,18.43442726135254,17.726135762532554,17.33542972564697,16.641824417114258,16.019295080288035
2000-08-03,36.5,36.375,36.5,36.5,34100.0,18.466045379638672,17.772511800130207,17.36376449584961,16.67777310371399,16.035716223236697
2000-08-04,36.375,35.4375,36.375,35.6875,79800.0,18.054981231689453,17.780943806966146,17.39012310028076,16.70745591163635,16.049177989959716
2000-08-07,36.1875,35.8125,35.8125,36.125,25100.0,18.276323318481445,17.808347702026367,17.420908546447755,16.738736352920533,16.06392729677112
2000-08-08,36.4375,36.1875,36.1875,36.4375,10000.0,18.43442726135254,17.865264002482096,17.454231605529785,16.770982007980347,16.079522691274946
2000-08-09,36.5625,36.125,36.4375,36.5625,48600.0,18.497655868530273,17.94325968424479,17.484447593688966,16.804475774765013,16.09532748328315
2000-08-10,37.0625,36.625,36.625,36.8125,49400.0,18.6241397857666,18.02336336771647,17.519066848754882,16.83892654418945,16.111748342390186
2000-08-11,37.125,36.75,36.8125,36.9375,13000.0,18.6873836517334,18.105575561523438,17.56306972503662,16.873701763153075,16.128365344385948
2000-08-14,37.0,36.8125,37.0,36.9375,17000.0,18.6873836517334,18.202543512980142,17.6033256149292,16.90724543571472,16.144769307894585
2000-08-15,36.875,36.6875,36.8125,36.6875,33100.0,18.560903549194336,18.29107945760091,17.639178199768068,16.937369089126587,16.16015869796656
2000-08-16,36.6875,36.5625,36.6875,36.6875,15600.0,18.560903549194336,18.354319508870443,17.66816120147705,16.96718487739563,16.175353285632557
2000-08-17,36.875,36.75,36.8125,36.875,5900.0,18.655771255493164,18.411236063639322,17.702788696289062,16.996717786788942,16.190953398650546
2000-08-18,36.875,36.625,36.6875,36.8125,6900.0,18.6241397857666,18.46393559773763,17.734285354614258,17.029013328552246,16.206160813570023
2000-08-21,36.8125,36.5,36.8125,36.5,4500.0,18.466045379638672,18.487123616536458,17.762620124816895,17.0612673664093,16.22019736366983
2000-08-22,36.5,36.125,36.5,36.125,17100.0,18.276323318481445,18.487123616536458,17.785911521911622,17.09254780769348,16.232889499193355
2000-08-23,36.0625,35.75,36.0625,35.75,8300.0,18.086610794067383,18.46393585205078,17.805408668518066,17.123529930114746,16.244262022474793
2000-08-24,35.75,35.25,35.75,35.3125,33300.0,17.865264892578125,18.423883819580077,17.81985439300537,17.15104952812195,16.254146186316884
2000-08-25,35.25,34.6875,35.25,34.75,60600.0,17.5806827545166,18.39226392110189,17.827359352111817,17.173849754333496,16.26218580188173
2000-08-28,34.875,34.6875,34.75,34.75,138000.0,17.5806827545166,18.345887883504233,17.83986042022705,17.19821123123169,16.270128554608448
2000-08-29,34.75,34.5,34.75,34.6875,48200.0,17.549062728881836,18.286863581339517,17.848606605529785,17.2197585105896,16.277786843077152
2000-08-30,34.75,34.5625,34.6875,34.6875,28100.0,17.549062728881836,18.22362403869629,17.855479164123537,17.240056734085083,16.285353961445036
2000-08-31,35.0,34.375,34.6875,35.0,51100.0,17.707157135009766,18.162491861979166,17.86426456451416,17.259750099182128,16.293766997975005
2000-09-01,34.875,34.5,34.875,34.5625,14500.0,17.485824584960938,18.082387924194336,17.86799877166748,17.277230138778688,16.300779101427864
2000-09-05,34.5625,34.3125,34.5625,34.4375,13800.0,17.422584533691406,17.998067982991536,17.87171718597412,17.29282871246338,16.307339367113617
2000-09-06,34.75,34.3125,34.3125,34.6875,12800.0,17.549062728881836,17.930611928304035,17.880463371276857,17.308443040847777,16.31455868898436
2000-09-07,34.8125,34.5625,34.8125,34.6875,6200.0,17.549062728881836,17.863155873616538,17.886086883544923,17.32405736923218,16.321694550486658
2000-09-08,35.0,34.5625,34.625,34.9375,40300.0,17.67554473876953,17.797807439168295,17.891741981506346,17.340936517715456,16.32947529869518
2000-09-11,35.8125,34.9375,34.9375,35.75,25200.0,18.086610794067383,17.761972173055014,17.90874092102051,17.36255084991455,16.33951607295445
2000-09-12,35.0,34.5,35.0,34.75,220700.0,17.5806827545166,17.702947998046874,17.913325843811034,17.378793678283692,16.346568156372417
2000-09-13,34.75,34.5,34.625,34.5625,40700.0,17.485824584960938,17.650248082478843,17.913958320617677,17.394087924957276,16.35300463337009
2000-09-14,34.6875,34.25,34.5625,34.3125,82200.0,17.359344482421875,17.601763661702474,17.908899154663086,17.408117370605467,16.358658228027686
2000-09-15,34.375,34.25,34.25,34.375,63200.0,17.390962600708008,17.570143508911134,17.899413108825684,17.42277522087097,16.364425291562213
2000-09-18,34.25,34.0,34.25,34.0,58000.0,17.201250076293945,17.544847997029624,17.889294967651367,17.436784944534303,16.369074318144058
2000-09-19,34.0,33.625,34.0,33.625,80800.0,17.011524200439453,17.506904093424478,17.87727939605713,17.44733618736267,16.372623765007567
2000-09-20,33.6875,33.5,33.5,33.5625,33500.0,16.979907989501953,17.468960444132488,17.863999099731444,17.457258968353273,16.375960491515777
2000-09-21,33.625,33.5,33.5625,33.5,97600.0,16.94828224182129,17.428908411661784,17.848189125061037,17.464991989135743,16.37908793277428
2000-09-22,33.5,32.0,33.5,32.1875,372700.0,16.28426170349121,17.334048716227212,17.81846626281738,17.461713237762453,16.37857257283252
2000-09-25,32.3125,31.9375,32.1875,31.9375,28600.0,16.157787322998047,17.24551289876302,17.783051986694336,17.459980030059814,16.377379139049633
2000-09-26,32.1875,31.5,32.125,31.6875,49900.0,16.03131103515625,17.15276133219401,17.746372909545897,17.456669788360596,16.375518557845904
2000-09-27,32.875,31.875,31.875,32.875,134000.0,16.632089614868164,17.091629791259766,17.72740104675293,17.45718158721924,16.37689059558399
2000-09-28,34.0,32.8125,32.8125,34.0,82200.0,17.201250076293945,17.06844228108724,17.72487163543701,17.464633922576905,16.38127548643883
2000-09-29,34.4375,34.125,34.125,34.3125,61500.0,17.359344482421875,17.047362263997396,17.723606834411623,17.470856857299804,16.386450454671547
2000-10-02,34.625,34.1875,34.5625,34.25,30200.0,17.327720642089844,16.996769587198894,17.72107723236084,17.476763553619385,16.391404508289536
2000-10-03,34.5,34.0,34.1875,34.0625,49300.0,17.451976776123047,16.98818918863932,17.725459480285643,17.481102504730224,16.396957242676102
2000-10-04,35.125,34.125,34.125,34.75,169800.0,17.804216384887695,17.00941530863444,17.73688652038574,17.49083740234375,16.40428671737512
2000-10-05,34.875,34.4375,34.8125,34.75,38200.0,17.804216384887695,17.039073435465493,17.740724792480467,17.496512928009032,16.41154023896845
2000-10-06,35.0625,34.8125,34.875,35.0625,88000.0,17.964319229125977,17.07729721069336,17.74397071838379,17.503789482116698,16.41954425438163
2000-10-09,35.25,35.0,35.125,35.1875,20200.0,18.028369903564453,17.132438532511394,17.74786518096924,17.51139430999756,16.42779464232616
2000-10-10,35.125,34.8125,35.125,35.0,36300.0,17.93229866027832,17.193823496500652,17.74414665222168,17.518038425445557,16.43547068323408
2000-10-11,35.3125,35.0,35.0,35.0625,45500.0,17.964319229125977,17.259450912475586,17.73790657043457,17.525002746582032,16.443231335751296
2000-10-12,35.1875,34.0,35.0,34.1875,58500.0,17.516010284423828,17.29729944864909,17.719538230895996,17.527483978271484,16.448649411249644
2000-10-13,34.0625,33.4375,34.0625,33.5,94900.0,17.163768768310547,17.355933252970377,17.693492698669434,17.528628597259523,16.45224297585799
