Date,High,Low,Open,Close,Volume,Adj Close,QRVO-15ma,QRVO-50ma,QRVO-100ma,QRVO-200ma
2015-01-02,71.9990005493164,68.01000213623047,69.0,70.4000015258789,4218700.0,70.4000015258789,70.4000015258789,70.4000015258789,70.4000015258789,70.4000015258789
2015-01-05,71.30000305175781,67.05999755859375,71.2300033569336,67.62999725341797,4534700.0,67.62999725341797,69.01499938964844,69.01499938964844,69.01499938964844,69.01499938964844
2015-01-06,67.98999786376953,63.02000045776367,67.93000030517578,64.66999816894531,3749400.0,64.66999816894531,67.56666564941406,67.56666564941406,67.56666564941406,67.56666564941406
2015-01-07,66.76000213623047,63.5099983215332,65.01000213623047,66.6500015258789,2122600.0,66.6500015258789,67.33749961853027,67.33749961853027,67.33749961853027,67.33749961853027
2015-01-08,69.69000244140625,67.12999725341797,67.94999694824219,67.69000244140625,2510300.0,67.69000244140625,67.40800018310547,67.40800018310547,67.40800018310547,67.40800018310547
2015-01-09,68.44999694824219,66.61000061035156,68.44999694824219,67.11000061035156,933900.0,67.11000061035156,67.35833358764648,67.35833358764648,67.35833358764648,67.35833358764648
2015-01-12,67.98999786376953,64.80000305175781,67.38999938964844,65.5199966430664,1259200.0,65.5199966430664,67.09571402413505,67.09571402413505,67.09571402413505,67.09571402413505
2015-01-13,67.58999633789062,63.61000061035156,65.73999786376953,65.0199966430664,1228400.0,65.0199966430664,66.83624935150146,66.83624935150146,66.83624935150146,66.83624935150146
2015-01-14,65.44999694824219,63.11000061035156,64.6500015258789,64.58999633789062,980700.0,64.58999633789062,66.58666568332248,66.58666568332248,66.58666568332248,66.58666568332248
2015-01-15,64.94000244140625,63.599998474121094,64.2300033569336,64.38999938964844,1246800.0,64.38999938964844,66.36699905395508,66.36699905395508,66.36699905395508,66.36699905395508
2015-01-16,66.41999816894531,63.810001373291016,64.0199966430664,65.80999755859375,1392900.0,65.80999755859375,66.31636255437678,66.31636255437678,66.31636255437678,66.31636255437678
2015-01-20,68.19999694824219,65.2300033569336,65.75,67.95999908447266,1096200.0,67.95999908447266,66.4533322652181,66.4533322652181,66.4533322652181,66.4533322652181
2015-01-21,70.80000305175781,67.56999969482422,67.61000061035156,68.83999633789062,1451600.0,68.83999633789062,66.63692180926984,66.63692180926984,66.63692180926984,66.63692180926984
2015-01-22,70.68000030517578,67.02999877929688,69.54000091552734,70.61000061035156,1332400.0,70.61000061035156,66.92071315220424,66.92071315220424,66.92071315220424,66.92071315220424
2015-01-23,74.33999633789062,70.56999969482422,70.72000122070312,73.37000274658203,1677100.0,73.37000274658203,67.35066579182943,67.35066579182943,67.35066579182943,67.35066579182943
2015-01-26,74.0,72.30000305175781,72.4000015258789,73.1500015258789,1571800.0,73.1500015258789,67.53399912516277,67.71312427520752,67.71312427520752,67.71312427520752
