Date,High,Low,Open,Close,Volume,Adj Close,CTSH-15ma,CTSH-50ma,CTSH-100ma,CTSH-200ma
2000-01-03,2.3125,1.7291666269302368,2.296875,2.0,3955200.0,1.942760944366455,1.942760944366455,1.942760944366455,1.942760944366455,1.942760944366455
2000-01-04,2.0442707538604736,1.8567708730697632,1.9596353769302368,1.9322916269302368,2971200.0,1.8769900798797607,1.909875512123108,1.909875512123108,1.909875512123108,1.909875512123108
2000-01-05,2.0390625,1.6875,1.8671875,2.0390625,2836800.0,1.9807054996490479,1.933485507965088,1.933485507965088,1.933485507965088,1.933485507965088
2000-01-06,2.0416667461395264,1.9348958730697632,2.03125,1.9348958730697632,1147200.0,1.8795198202133179,1.9199940860271454,1.9199940860271454,1.9199940860271454,1.9199940860271454
2000-01-07,1.9583333730697632,1.7916666269302368,1.9192708730697632,1.9583333730697632,1324800.0,1.9022867679595947,1.9164526224136353,1.9164526224136353,1.9164526224136353,1.9164526224136353
2000-01-10,2.2213542461395264,1.9791666269302368,2.0625,1.99609375,2788800.0,1.9389663934707642,1.9202049175898235,1.9202049175898235,1.9202049175898235,1.9202049175898235
2000-01-11,2.0989582538604736,1.953125,2.0,1.9752603769302368,2064000.0,1.918729305267334,1.9199941158294678,1.9199941158294678,1.9199941158294678,1.9199941158294678
2000-01-12,1.9765625,1.8372396230697632,1.9674478769302368,1.890625,691200.0,1.8365159034729004,1.9095593392848969,1.9095593392848969,1.9095593392848969,1.9095593392848969
2000-01-13,1.9583333730697632,1.8828125,1.9036458730697632,1.9583333730697632,907200.0,1.9022867679595947,1.9087512758043077,1.9087512758043077,1.9087512758043077,1.9087512758043077
2000-01-14,2.0716145038604736,1.875,2.0416667461395264,1.9010416269302368,1396800.0,1.8466345071792603,1.902539598941803,1.902539598941803,1.902539598941803,1.902539598941803
2000-01-18,1.96875,1.6666666269302368,1.8854166269302368,1.6953125,2304000.0,1.6467933654785156,1.8792899413542314,1.8792899413542314,1.8792899413542314,1.8792899413542314
2000-01-19,1.890625,1.6848958730697632,1.6953125,1.8307291269302368,1411200.0,1.778334379196167,1.8708769778410594,1.8708769778410594,1.8708769778410594,1.8708769778410594
2000-01-20,1.9583333730697632,1.7447916269302368,1.875,1.76953125,2294400.0,1.7188880443572998,1.8591855214192317,1.8591855214192317,1.8591855214192317,1.8591855214192317
2000-01-21,1.7838541269302368,1.6588541269302368,1.7486978769302368,1.7083333730697632,2030400.0,1.6594414710998535,1.844918089253562,1.844918089253562,1.844918089253562,1.844918089253562
2000-01-24,1.875,1.6822916269302368,1.6822916269302368,1.828125,2832000.0,1.7758047580718994,1.840310533841451,1.840310533841451,1.840310533841451,1.840310533841451
2000-01-25,1.875,1.7890625,1.83203125,1.8697916269302368,916800.0,1.8162786960601807,1.831878383954366,1.8388085439801216,1.8388085439801216,1.8388085439801216
2000-01-26,2.1197917461395264,1.8684896230697632,1.875,1.8958333730697632,2577600.0,1.8415753841400146,1.829517404238383,1.8389712992836447,1.8389712992836447,1.8389712992836447
2000-01-27,2.0260417461395264,1.8958333730697632,1.9466146230697632,1.8958333730697632,912000.0,1.8415753841400146,1.8202420632044474,1.8391159706645541,1.8391159706645541,1.8391159706645541
2000-01-28,1.96875,1.8567708730697632,1.96875,1.8671875,297600.0,1.8137494325637817,1.8158573706944783,1.837780889711882,1.837780889711882,1.837780889711882
2000-01-31,1.9375,1.5208333730697632,1.8268228769302368,1.5677083730697632,5491200.0,1.5228413343429565,1.7905610084533692,1.8220339119434357,1.8220339119434357,1.8220339119434357
2000-02-01,1.875,1.5833333730697632,1.6536458730697632,1.8333333730697632,3057600.0,1.7808640003204346,1.7800208489100138,1.820073439961388,1.820073439961388,1.820073439961388
2000-02-02,1.9583333730697632,1.84375,1.8958333730697632,1.9166666269302368,1252800.0,1.8618123531341553,1.7762263854344686,1.8219706632874229,1.8219706632874229,1.8219706632874229
2000-02-03,1.9791666269302368,1.84375,1.9244791269302368,1.9427083730697632,1987200.0,1.8871090412139893,1.7795992612838745,1.8248027666755344,1.8248027666755344,1.8248027666755344
2000-02-04,2.0364582538604736,1.9401041269302368,2.0364582538604736,2.015625,1099200.0,1.9579389095306396,1.7833094040552775,1.8303501059611638,1.8303501059611638,1.8303501059611638
2000-02-07,2.2708332538604736,2.0130207538604736,2.0130207538604736,2.2630207538604736,5011200.0,2.198254108428955,1.8067507108052572,1.8450662660598756,1.8450662660598756,1.8450662660598756
2000-02-08,2.6796875,2.3385417461395264,2.4622395038604736,2.5755207538604736,10214400.0,2.501810312271118,1.8637518405914306,1.8703256524526155,1.8703256524526155,1.8703256524526155
2000-02-09,2.625,2.4166667461395264,2.625,2.5481770038604736,3787200.0,2.4752492904663086,1.9102128346761067,1.892730231638308,1.892730231638308,1.892730231638308
2000-02-10,2.59765625,2.41796875,2.5208332538604736,2.578125,2452800.0,2.5043399333953857,1.9625762939453124,1.9145734352724892,1.9145734352724892,1.9145734352724892
2000-02-11,2.7447917461395264,2.4739582538604736,2.5794270038604736,2.7083332538604736,9974400.0,2.630821943283081,2.027334992090861,1.9392716596866477,1.9392716596866477,1.9392716596866477
2000-02-14,2.8098957538604736,2.5833332538604736,2.8072917461395264,2.6901042461395264,5020800.0,2.613114833831787,2.0831556638081867,1.961733098824819,1.961733098824819,1.961733098824819
2000-02-15,2.7291667461395264,2.5833332538604736,2.7291667461395264,2.6588542461395264,1272000.0,2.582758903503418,2.1342543443044026,1.981766189298322,1.981766189298322,1.981766189298322
2000-02-16,2.6666667461395264,2.5833332538604736,2.640625,2.5833332538604736,1708800.0,2.509398937225342,2.178775914510091,1.9982547126710415,1.9982547126710415,1.9982547126710415
2000-02-17,2.65625,2.5,2.6041667461395264,2.5598957538604736,5707200.0,2.4866325855255127,2.221779727935791,2.01305404215148,2.01305404215148,2.01305404215148
2000-02-18,2.5598957538604736,2.4075520038604736,2.5598957538604736,2.4088542461395264,2476800.0,2.339913845062256,2.2568573554356894,2.0226675657665028,2.0226675657665028,2.0226675657665028
2000-02-22,2.4401042461395264,2.3125,2.40625,2.3971354961395264,2496000.0,2.3285305500030518,2.310569969813029,2.0314065081732613,2.0314065081732613,2.0314065081732613
2000-02-23,2.4036457538604736,2.37109375,2.3958332538604736,2.3736979961395264,2913600.0,2.3057637214660645,2.345563284556071,2.0390275418758392,2.0390275418758392,2.0390275418758392
2000-02-24,2.390625,2.2708332538604736,2.375,2.2708332538604736,2630400.0,2.205842971801758,2.368498659133911,2.043536067008972,2.043536067008972,2.043536067008972
2000-02-25,2.3919270038604736,2.28125,2.2916667461395264,2.3541667461395264,2505600.0,2.2867915630340576,2.395144160588582,2.049937527430685,2.049937527430685,2.049937527430685
