Date,High,Low,Open,Close,Volume,Adj Close,MCO-15ma,MCO-50ma,MCO-100ma,MCO-200ma
2000-02-11,9.5625,9.25,9.5625,9.4375,4416200.0,7.338497161865234,7.610653114318848,7.904931134191052,7.904931134191052,7.904931134191052
2000-02-14,9.875,9.4375,9.4375,9.875,2297400.0,7.6786956787109375,7.581493822733561,7.897389952341715,7.897389952341715,7.897389952341715
2000-02-15,10.6875,10.0625,10.0625,10.1875,2778000.0,7.921685695648193,7.581493822733561,7.898173685996763,7.898173685996763,7.898173685996763
2000-02-16,10.1875,9.9375,10.1875,10.0625,2960800.0,7.969212055206299,7.610581779479981,7.900393635034561,7.900393635034561,7.900393635034561
2000-02-17,10.3125,10.0,10.0625,10.25,4666200.0,8.11769962310791,7.643088785807292,7.906978664976178,7.906978664976178,7.906978664976178
2000-02-18,10.5,10.125,10.25,10.1875,2250000.0,8.06820011138916,7.685255686442058,7.911720472223618,7.911720472223618,7.911720472223618
2000-02-22,10.375,10.0,10.1875,10.3125,1162000.0,8.167201042175293,7.740502611796061,7.919019917079381,7.919019917079381,7.919019917079381
2000-02-23,10.5,10.1875,10.3125,10.25,5380600.0,8.11769962310791,7.776249694824219,7.924538797802395,7.924538797802395,7.924538797802395
2000-02-24,10.25,10.125,10.25,10.1875,1238200.0,8.06820011138916,7.808696810404459,7.928421536007443,7.928421536007443,7.928421536007443
2000-02-25,10.3125,10.0,10.1875,10.0625,1841200.0,7.969212055206299,7.83130464553833,7.929494970723202,7.929494970723202,7.929494970723202
2000-02-28,10.0625,9.875,10.0625,10.0,1085600.0,7.919710159301758,7.853852430979411,7.929244078122652,7.929244078122652,7.929244078122652
2000-02-29,9.875,9.6875,9.875,9.8125,2504000.0,7.771215915679932,7.86326052347819,7.925293374061584,7.925293374061584,7.925293374061584
2000-03-01,9.9375,9.75,9.8125,9.9375,1148000.0,7.870211124420166,7.872788588205974,7.923949904558135,7.923949904558135,7.923949904558135
2000-03-02,9.9375,9.75,9.9375,9.8125,1337200.0,7.771215915679932,7.8821966807047525,7.9203133810134165,7.9203133810134165,7.9203133810134165
2000-03-03,10.0625,9.75,9.8125,9.9375,996200.0,7.870211124420166,7.90792449315389,7.9191482122554335,7.9191482122554335,7.9191482122554335
2000-03-06,10.0625,9.75,9.9375,9.8125,728000.0,7.771215915679932,7.9367724100748696,7.91578611460599,7.91578611460599,7.91578611460599
2000-03-07,9.8125,9.5625,9.8125,9.625,841600.0,7.622722625732422,7.933040873209635,7.909273592631022,7.909273592631022,7.909273592631022
2000-03-08,9.875,9.5625,9.625,9.6875,1077000.0,7.672216892242432,7.916409619649252,7.904120186100835,7.904120186100835,7.904120186100835
2000-03-09,10.0,9.6875,9.6875,10.0,1225400.0,7.919710159301758,7.913109493255615,7.904451887658301,7.904451887658301,7.904451887658301
2000-03-10,10.0625,9.75,10.0,9.875,802600.0,7.820714950561523,7.893310515085856,7.902707368135452,7.902707368135452,7.902707368135452
2000-03-13,10.5,9.875,9.875,10.0625,1546200.0,7.969212055206299,7.886711311340332,7.904064606647102,7.904064606647102,7.904064606647102
2000-03-14,10.5,10.1875,10.1875,10.3125,1142200.0,8.167201042175293,7.886711311340332,7.909327335357666,7.909327335357666,7.909327335357666
2000-03-15,10.875,10.125,10.3125,10.8125,1365000.0,8.56318473815918,7.916410319010416,7.912437400817871,7.922148068745931,7.922148068745931
2000-03-16,11.0,10.75,10.8125,10.9375,2816600.0,8.662179946899414,7.9560089747111,7.922387237548828,7.936379451018113,7.936379451018113
2000-03-17,10.9375,10.625,10.9375,10.75,1599400.0,8.51368522644043,7.992307186126709,7.932283210754394,7.947272012818535,7.947272012818535
2000-03-20,10.9375,10.625,10.75,10.75,1223000.0,8.51368522644043,8.031905523935954,7.942179183959961,7.957761146404125,7.957761146404125
2000-03-21,10.875,10.6875,10.75,10.75,1369600.0,8.51368522644043,8.081403477986653,7.948187141418457,7.96786885695024,7.96786885695024
2000-03-22,11.125,10.8125,10.8125,11.125,2129400.0,8.810678482055664,8.14410130182902,7.960134963989258,7.982919028827122,7.982919028827122
2000-03-23,11.4375,11.125,11.125,11.25,1188200.0,8.909673690795898,8.21999848683675,7.972118721008301,7.999177882545872,7.999177882545872
2000-03-24,11.4375,11.1875,11.25,11.25,2409600.0,8.909673690795898,8.2892959912618,7.985074443817139,8.01487608613639,8.01487608613639
2000-03-27,11.375,11.25,11.25,11.25,783200.0,8.909673690795898,8.365193176269532,7.995114288330078,8.030042147232315,8.030042147232315
2000-03-28,11.3125,11.0,11.25,11.0625,765600.0,8.761181831359863,8.441090456644694,8.0041282081604,8.04222780863444,8.04222780863444
2000-03-29,11.125,10.5625,11.0625,10.75,1100000.0,8.51368522644043,8.497188345591228,8.012080211639404,8.049956618762407,8.049956618762407
2000-03-30,10.75,10.625,10.75,10.6875,1426400.0,8.464187622070312,8.53348684310913,8.016126213073731,8.05663776397705,8.05663776397705
2000-03-31,10.875,10.5,10.6875,10.75,1061000.0,8.51368522644043,8.579684861501057,8.023106155395508,8.063892485603454,8.063892485603454
2000-04-03,10.75,10.5,10.75,10.5625,831800.0,8.365194320678711,8.60608367919922,8.026144294738769,8.068600326776505,8.068600326776505
2000-04-04,10.9375,10.25,10.5625,10.375,1216400.0,8.216697692871094,8.609383455912273,8.028156547546386,8.070878747793344,8.070878747793344
2000-04-05,10.4375,9.9375,10.375,10.1875,1189800.0,8.06820011138916,8.576384480794271,8.031086835861206,8.070838162393281,8.070838162393281
2000-04-06,10.6875,10.1875,10.1875,10.5625,1026400.0,8.365194320678711,8.556585439046223,8.04773286819458,8.075231537890078,8.075231537890078
2000-04-07,10.625,10.4375,10.5625,10.5,631400.0,8.315699577331543,8.543386395772298,8.061444969177247,8.078767832587747,8.078767832587747
2000-04-10,10.6875,10.5625,10.5625,10.5625,768600.0,8.365194320678711,8.53348700205485,8.080034923553466,8.082918941110805,8.082918941110805
2000-04-11,10.75,10.4375,10.5625,10.5,2690400.0,8.315699577331543,8.520287958780925,8.099578971862792,8.0862443787711,8.0862443787711
2000-04-12,10.6875,10.375,10.5,10.5,1724800.0,8.315699577331543,8.48728936513265,8.114263095855712,8.089476142131106,8.089476142131106
2000-04-13,10.625,10.125,10.5,10.125,1125000.0,8.018708229064941,8.42789166768392,8.1230073928833,8.088493254449633,8.088493254449633
2000-04-14,10.3125,10.0625,10.125,10.1875,1554000.0,8.06820011138916,8.371793429056803,8.131769504547119,8.08821526618853,8.08821526618853
2000-04-17,10.6875,10.25,10.25,10.625,1029400.0,8.414690971374512,8.338794581095378,8.148433456420898,8.092627100042394,8.092627100042394
2000-04-18,10.75,10.3125,10.625,10.4375,2104800.0,8.266196250915527,8.305795542399089,8.161155490875244,8.09494135538737,8.09494135538737
2000-04-19,10.75,10.5,10.5,10.6875,2048200.0,8.464187622070312,8.302495702107747,8.175893440246583,8.099799858896356,8.099799858896356
2000-04-20,10.875,10.625,10.6875,10.8125,1061000.0,8.56318473815918,8.309095509847005,8.194555244445802,8.105817844341328,8.105817844341328
2000-04-24,11.0625,10.5625,10.8125,10.8125,751600.0,8.56318473815918,8.312395477294922,8.216133060455322,8.111681522467197,8.111681522467197
2000-04-25,11.3125,10.6875,10.8125,11.125,1075600.0,8.810678482055664,8.342094421386719,8.245576686859131,8.120529585246798,8.120529585246798
2000-04-26,11.25,11.0625,11.125,11.125,1090400.0,8.810678482055664,8.381693140665691,8.268216342926026,8.129156446456909,8.129156446456909
2000-04-27,11.4375,11.125,11.125,11.375,967800.0,9.008668899536133,8.444391059875489,8.289956007003784,8.140014624889986,8.140014624889986
2000-04-28,11.4375,10.8125,11.375,11.3125,890400.0,8.9591703414917,8.48398946126302,8.309755172729492,8.150004328750983,8.150004328750983
2000-05-01,11.6875,11.3125,11.3125,11.6875,1428200.0,9.256160736083984,8.546686871846516,8.332524394989013,8.1633315143815,8.1633315143815
2000-05-02,11.875,10.9375,11.6875,11.25,1448200.0,8.909673690795898,8.582985496520996,8.349353866577149,8.172216540291195,8.172216540291195
2000-05-03,11.4375,10.875,11.25,11.375,890200.0,9.008668899536133,8.629183451334635,8.366183223724365,8.182057156282312,8.182057156282312
2000-05-04,11.8125,11.3125,11.375,11.6875,1884000.0,9.256160736083984,8.691880861918131,8.388952445983886,8.194546732791634,8.194546732791634
2000-05-05,11.625,11.4375,11.625,11.4375,546400.0,9.058168411254883,8.76117820739746,8.408751811981201,8.204473418750982,8.204473418750982
2000-05-08,11.4375,11.0625,11.4375,11.375,1355800.0,9.008668899536133,8.823876126607258,8.429540948867798,8.213612003759904,8.213612003759904
2000-05-09,11.375,11.0625,11.375,11.375,347000.0,9.008668899536133,8.863474655151368,8.451320123672485,8.222545227307952,8.222545227307952
2000-05-10,11.4375,11.0,11.375,11.1875,631800.0,8.860179901123047,8.903073565165203,8.473099403381347,8.229630057017008,8.229630057017008
2000-05-11,11.25,11.0,11.1875,11.25,774600.0,8.909673690795898,8.932772636413574,8.493888654708861,8.237103063981612,8.237103063981612
2000-05-12,11.375,11.1875,11.25,11.375,1837800.0,9.008668899536133,8.96247158050537,8.518637714385987,8.245489649150683,8.245489649150683
2000-05-15,11.5,11.1875,11.375,11.3125,1755000.0,8.9591703414917,8.988870620727539,8.540416898727416,8.253163635089834,8.253163635089834
2000-05-16,11.875,11.375,11.375,11.8125,1803800.0,9.355152130126953,9.025168863932292,8.572095623016358,8.26488691695193,8.26488691695193
2000-05-17,11.875,11.625,11.8125,11.6875,1008400.0,9.403430938720703,9.064685694376628,8.607709789276123,8.276871590865285,8.276871590865285
2000-05-18,11.8125,11.6875,11.6875,11.6875,891200.0,9.403430938720703,9.091003163655598,8.642334070205688,8.288606584072113,8.288606584072113
2000-05-19,11.625,11.1875,11.625,11.3125,709800.0,9.101716041564941,9.100506210327149,8.665974187850953,8.296989155798844,8.296989155798844
2000-05-22,11.5,11.1875,11.3125,11.375,727200.0,9.152006149291992,9.093562571207682,8.692600011825562,8.305713818997752,8.305713818997752
2000-05-23,11.6875,11.375,11.375,11.5625,1163800.0,9.30285930633545,9.119774945576985,8.719272956848144,8.315785995637528,8.315785995637528
2000-05-24,11.5625,11.25,11.5625,11.5625,1389200.0,9.30285930633545,9.139387639363607,8.741986122131348,8.325656728744507,8.325656728744507
2000-05-25,11.875,11.5,11.5625,11.6875,802200.0,9.403430938720703,9.149205652872721,8.758791046142578,8.335614223480224,8.33632776052645
2000-05-26,11.8125,11.3125,11.6875,11.4375,579600.0,9.202288627624512,9.158813667297363,8.76959321975708,8.345990228652955,8.34481757294898
2000-05-30,11.5625,11.3125,11.4375,11.4375,1051200.0,9.202288627624512,9.171721649169921,8.78336528778076,8.357824249267578,8.353142534644858
2000-05-31,11.5625,11.5625,11.5625,11.5625,1308600.0,9.30285930633545,9.191334342956543,8.799148769378663,8.370663976669311,8.362274426680345
2000-06-01,11.9375,11.5,11.5625,11.875,2012800.0,9.554290771484375,9.237608400980632,8.819960880279542,8.384074010848998,8.373626963297527
2000-06-02,12.25,11.875,11.875,12.125,2205200.0,9.755430221557617,9.293992169698079,8.83885591506958,8.399495439529419,8.386662843092433
2000-06-05,12.6875,12.125,12.125,12.375,1871600.0,9.956572532653809,9.357185745239258,8.859793891906738,8.41595630645752,8.401334896265903
2000-06-06,12.375,12.125,12.375,12.25,1274200.0,9.856002807617188,9.41697457631429,8.878720474243163,8.431897459030152,8.41480404359323
2000-06-07,12.3125,12.0,12.25,12.1875,464800.0,9.805713653564453,9.447012011210123,8.896641273498535,8.445877780914307,8.427564682216818
2000-06-08,12.1875,11.75,12.1875,11.8125,936400.0,9.504003524780273,9.453716850280761,8.911497707366943,8.457812957763672,8.437350489876486
2000-06-09,11.9375,11.5625,11.8125,11.625,1117000.0,9.353144645690918,9.450364430745443,8.928286895751953,8.470183553695678,8.445600887676617
2000-06-12,11.875,11.5625,11.625,11.5625,717000.0,9.30285930633545,9.463773981730144,8.945060329437256,8.480593271255493,8.453254980700356
2000-06-13,11.6875,11.5,11.5625,11.5,726000.0,9.25257396697998,9.470478502909343,8.959838104248046,8.491472129821778,8.460328600047964
2000-06-14,11.6875,11.4375,11.5,11.6875,750800.0,9.403430938720703,9.477183278401693,8.980602836608886,8.503373565673828,8.46860142758018
2000-06-15,11.75,11.3125,11.6875,11.3125,736200.0,9.101716041564941,9.463773727416992,8.998303203582763,8.513229875564575,8.474106772049614
2000-06-16,11.5,11.25,11.3125,11.4375,1652000.0,9.202288627624512,9.450364240010579,9.02098497390747,8.526035904884338,8.480384201839053
2000-06-19,11.625,11.375,11.4375,11.5625,974400.0,9.30285930633545,9.457068951924642,9.039738273620605,8.543735570907593,8.487413903586885
2000-06-20,11.5,11.4375,11.5,11.5,395400.0,9.25257396697998,9.460421307881672,9.058475761413574,8.55996036529541,8.493898310903775
2000-06-21,11.6875,11.375,11.5,11.625,606000.0,9.353144645690918,9.463773663838705,9.078234767913818,8.579134845733643,8.501118868338962
2000-06-22,11.75,11.5,11.625,11.5625,1428600.0,9.30285930633545,9.447011566162109,9.097977962493896,8.598778467178345,8.5078000386556
2000-06-23,11.625,11.3125,11.5625,11.4375,664000.0,9.202288627624512,9.410135459899902,9.115709743499757,8.614986419677734,8.513539613771044
2000-06-26,11.4375,11.1875,11.4375,11.25,1288000.0,9.051430702209473,9.349792671203613,9.136364192962647,8.629685792922974,8.5179485571189
2000-06-27,11.25,10.6875,11.25,10.75,1718400.0,8.649145126342773,9.269335492451985,9.147983093261718,8.639876298904419,8.519015195893079
2000-06-28,11.0,10.6875,10.75,10.8125,1722600.0,8.699431419372559,9.19558334350586,9.15367790222168,8.651055679321288,8.520470165437267
2000-06-29,11.1875,10.8125,10.8125,11.125,1035400.0,8.950860977172852,9.158707173665364,9.167371196746826,8.664263343811035,8.523913291931152
2000-06-30,11.125,10.75,11.125,10.75,1555200.0,8.649145126342773,9.111773872375489,9.171070346832275,8.673481893539428,8.524907195378864
2000-07-03,10.875,10.75,10.75,10.875,540400.0,8.749717712402344,9.074897766113281,9.17480100631714,8.68467812538147,8.526677356930229
2000-07-05,11.0,10.625,10.875,10.625,874000.0,8.548572540283203,9.027964337666829,9.174508762359618,8.695320911407471,8.526848413050175
2000-07-06,10.75,10.5625,10.625,10.5625,531200.0,8.498287200927734,8.967621421813964,9.168260936737061,8.706918811798095,8.52662700830504
2000-07-07,10.75,10.3125,10.5625,10.75,1020000.0,8.649145126342773,8.93745002746582,9.165030269622802,8.716623306274414,8.527569455366868
2000-07-10,10.8125,10.625,10.75,10.6875,773600.0,8.598860740661621,8.897221501668295,9.156834106445313,8.723395056724549,8.528113663651562
2000-07-11,10.9375,10.625,10.6875,10.875,1306600.0,8.749717712402344,8.860345395406087,9.152645053863525,8.73120011329651,8.529792482202703
2000-07-12,11.125,10.8125,10.875,11.0,686200.0,8.850286483764648,8.833526229858398,9.14452756881714,8.738525981903075,8.532202211537756
2000-07-13,11.25,11.0625,11.0625,11.125,678800.0,8.950860977172852,8.806707318623861,9.145351314544678,8.747352590560913,8.535326530684285
2000-07-14,11.3125,11.125,11.125,11.3125,634600.0,9.101716041564941,8.79329776763916,9.147212257385254,8.75669774055481,8.539522008542662
2000-07-17,11.5625,11.25,11.3125,11.4375,956400.0,9.202288627624512,8.79329776763916,9.146134815216065,8.767543630599976,8.544395292506499
2000-07-18,11.5625,10.875,11.4375,10.875,930200.0,8.749717712402344,8.773183568318684,9.139965801239013,8.774358806610108,8.54589399630136
2000-07-19,11.3125,10.9375,10.9375,11.125,577800.0,8.950860977172852,8.793297958374023,9.138809642791749,8.784175295829773,8.548828539641008
2000-07-20,11.375,10.9375,11.125,11.125,534800.0,8.950860977172852,8.810059928894043,9.137653484344483,8.794486804008484,8.55172085933548
2000-07-21,11.25,11.0,11.125,11.125,1012400.0,8.950860977172852,8.810059928894043,9.139467105865478,8.806283254623413,8.554571860177177
2000-07-24,11.4375,11.0625,11.125,11.1875,784000.0,9.001147270202637,8.8335267384847,9.141296577453613,8.817592616081237,8.55773906166672
2000-07-25,11.25,10.8125,11.1875,10.9375,698600.0,8.800004005432129,8.83687915802002,9.137123279571533,8.827880496978759,8.559445152819997
2000-07-26,10.875,10.625,10.875,10.75,1148400.0,8.649145126342773,8.843583997090658,9.130922775268555,8.835669836997987,8.560072425362113
2000-07-27,10.9375,10.625,10.75,10.75,1361400.0,8.649145126342773,8.853641192118326,9.11680263519287,8.844449129104614,8.560690985785591
2000-07-28,11.0,10.625,10.75,10.8125,452400.0,8.699431419372559,8.856993611653646,9.102722644805908,8.855216217041015,8.561647816362052
2000-07-31,11.125,10.8125,10.8125,11.125,540600.0,8.950860977172852,8.880460294087728,9.093671245574951,8.86800265789032,8.56431365992925
2000-08-01,11.375,11.125,11.125,11.25,805400.0,9.051430702209473,8.900574493408204,9.092665538787841,8.879319863319397,8.567627381305305
2000-08-02,11.5,11.25,11.25,11.375,888800.0,9.152006149291992,8.920689137776693,9.092665538787841,8.892632775306701,8.571575886494404
2000-08-03,11.4375,11.25,11.375,11.3125,972200.0,9.101716041564941,8.930746142069498,9.088642673492432,8.903957815170289,8.575133874112328
2000-08-04,11.5625,11.25,11.3125,11.5625,499000.0,9.30285930633545,8.9441556930542,9.088642673492432,8.91531439781189,8.579985376993815
2000-08-07,11.625,11.3125,11.5625,11.4375,596200.0,9.202288627624512,8.9441556930542,9.084619827270508,8.921705436706542,8.584106590574152
2000-08-08,11.5625,11.3125,11.4375,11.5,667400.0,9.25257396697998,8.977679443359374,9.085625534057618,8.927609376907348,8.588504402261032
2000-08-09,11.5625,11.375,11.5,11.5,819800.0,9.25257396697998,8.99779364267985,9.086631240844726,8.934998264312744,8.592844726213443
2000-08-10,11.625,11.375,11.5,11.5,498600.0,9.25257396697998,9.017907842000325,9.085625534057618,8.94238715171814,8.597128682322316
2000-08-11,11.625,11.375,11.5,11.4375,618400.0,9.202288627624512,9.03466968536377,9.07858549118042,8.94927318572998,8.601032940033944
2000-08-14,11.8125,11.4375,11.4375,11.8125,885200.0,9.504003524780273,9.068193435668945,9.073556957244874,8.956206436157226,8.606821213013086
2000-08-15,12.375,11.5625,11.8125,12.125,2278000.0,9.755430221557617,9.131888516743977,9.06953411102295,8.964664001464843,8.61413719395923
2000-08-16,12.25,12.0,12.125,12.0625,1230200.0,9.855517387390137,9.212313334147135,9.069524402618407,8.974122438430786,8.621994030626514
2000-08-17,12.0625,11.9375,12.0625,12.0,1243200.0,9.804454803466797,9.289333979288736,9.069499225616456,8.983070249557494,8.629430890833056
2000-08-18,12.125,11.875,12.0,12.0625,1614000.0,9.855517387390137,9.366406377156576,9.076529502868652,8.994013605117798,8.637093931436539
2000-08-21,12.1875,12.0,12.0625,12.0625,830600.0,9.855517387390137,9.426716804504395,9.086576957702636,9.007431926727294,8.644661778989045
2000-08-22,12.1875,12.0,12.0625,12.1875,1032600.0,9.957653999328613,9.487131690979004,9.0996728515625,9.022366590499878,8.652766669238055
2000-08-23,12.3125,12.0625,12.1875,12.25,4200000.0,10.008715629577637,9.54424565633138,9.114795684814453,9.03731689453125,8.661085374516212
2000-08-24,12.3125,12.1875,12.25,12.25,5076000.0,10.008715629577637,9.604712295532227,9.126901378631592,9.05375210762024,8.669302632169027
2000-08-25,12.3125,12.1875,12.25,12.25,628800.0,10.008715629577637,9.651769383748372,9.145041370391846,9.071672286987305,8.677420286698775
2000-08-28,12.3125,12.0625,12.25,12.1875,1441400.0,9.957653999328613,9.702127075195312,9.160148677825928,9.090566825866699,8.685132537979678
2000-08-29,12.125,12.0,12.125,12.0,1291200.0,9.804454803466797,9.7389191309611,9.170180587768554,9.10495943069458,8.691835066515528
2000-08-30,12.125,11.9375,12.0,12.125,1321200.0,9.906580924987793,9.782519594828289,9.183260726928712,9.120868244171142,8.699065696625482
2000-08-31,12.5625,12.375,12.375,12.4375,1412000.0,10.161907196044922,9.843141810099285,9.19943597793579,9.138835372924804,8.707721563485952
2000-09-01,12.5,11.9375,12.4375,11.9375,1618400.0,9.753387451171875,9.879881731669109,9.208446540832519,9.153212251663208,8.71387253929587
2000-09-05,12.1875,12.0,12.0,12.125,1273400.0,9.906580924987793,9.906720225016276,9.222532386779784,9.16912106513977,8.720847442136174
2000-09-06,12.125,12.0,12.125,12.0625,2426200.0,9.855517387390137,9.913392702738443,9.238614120483398,9.187489156723023,8.727444360422533
2000-09-07,12.3125,12.0,12.0625,12.3125,947800.0,10.059776306152344,9.927009963989258,9.266826744079589,9.207404918670655,8.735145701149296
2000-09-08,12.5,12.125,12.3125,12.4375,830000.0,10.161907196044922,9.950840123494466,9.296076259613038,9.22487708091736,8.743345479855591
2000-09-11,12.75,12.375,12.4375,12.75,1421400.0,10.417232513427734,9.98828779856364,9.325403690338135,9.246387443542481,8.752910548618862
2000-09-12,13.0625,12.6875,12.75,12.8125,4381800.0,10.46829605102539,10.029139709472656,9.361786708831787,9.266428527832032,8.762657057155263
2000-09-13,12.875,12.625,12.8125,12.6875,1074000.0,10.366167068481445,10.056373914082846,9.394115695953369,9.284458351135253,8.771716435750326
2000-09-14,12.8125,12.625,12.6875,12.8125,1310400.0,10.46829605102539,10.08701260884603,9.432510166168212,9.303509464263916,8.781247781903556
2000-09-15,12.9375,12.75,12.8125,12.9375,1756000.0,10.570423126220703,10.1244597752889,9.473952884674071,9.321106910705566,8.791243174888569
2000-09-18,12.75,12.3125,12.75,12.3125,2117200.0,10.059776306152344,10.12786382039388,9.502165508270263,9.333597888946533,8.798290581173367
2000-09-19,12.3125,12.0,12.3125,12.0,3288800.0,9.804454803466797,10.117650540669759,9.526277389526367,9.34155574798584,8.80384949952858
2000-09-20,12.0625,11.75,12.0,12.0,2855400.0,9.804454803466797,10.117650540669759,9.547372131347656,9.35000859260559,8.8093473308689
2000-09-21,12.0625,11.875,12.0,11.9375,1744000.0,9.753387451171875,10.107437642415364,9.5654341506958,9.35498085975647,8.814506020050883
2000-09-22,11.9375,11.75,11.9375,11.8125,2788200.0,9.651257514953613,10.07339433034261,9.579442081451417,9.362396697998047,8.81905358252318
2000-09-25,12.0625,11.75,11.8125,11.875,1557200.0,9.702322959899902,10.06999003092448,9.591454219818115,9.369333238601685,8.82382801159008
2000-09-26,12.1875,12.0,12.0,12.125,1551600.0,9.906580924987793,10.06999003092448,9.60554006576538,9.375837440490722,8.82964926381265
2000-09-27,13.0625,12.125,12.125,13.0,3312800.0,10.621492385864258,10.121055030822754,9.64297555923462,9.391470680236816,8.839231312593673
2000-09-28,13.125,12.75,13.0,13.0625,1766200.0,10.672555923461914,10.16190700531006,9.677409458160401,9.408109550476075,8.848983039247228
2000-09-29,13.0,12.75,13.0,12.9375,1844000.0,10.570423126220703,10.18914140065511,9.709800701141358,9.42372709274292,8.858091187855553
2000-10-02,13.625,13.0,13.0,13.625,2471800.0,11.13214111328125,10.236801973978679,9.753426303863526,9.446446704864503,8.870059871673584
2000-10-03,14.3125,13.6875,14.25,13.75,1548400.0,11.234270095825195,10.287866910298666,9.798088760375977,9.469692668914796,8.882437935674378
2000-10-04,14.0625,13.5,14.0625,13.6875,1306600.0,11.183204650878906,10.342336082458496,9.845752773284913,9.491438026428222,8.8944210956494
2000-10-05,13.75,13.28125,13.6875,13.4375,1273800.0,10.9789457321167,10.37637939453125,9.89234878540039,9.511635780334473,8.905221741434206
2000-10-06,13.5625,12.84375,13.40625,12.84375,894000.0,10.493827819824219,10.371273040771484,9.92924243927002,9.523022537231446,8.913410432559928
2000-10-09,12.96875,12.1875,12.96875,12.1875,1003200.0,9.957653999328613,10.364464886983235,9.95440689086914,9.528564767837524,8.918765527774125
2000-10-10,12.5625,11.5,12.21875,11.90625,1171400.0,9.727856636047363,10.359358342488607,9.96994680404663,9.53180902481079,8.922893543632663
