Date,High,Low,Open,Close,Volume,Adj Close,LYB-15ma,LYB-50ma,LYB-100ma,LYB-200ma
2010-04-28,22.25,21.700000762939453,22.25,22.0,5244400.0,16.357906341552734,16.357906341552734,16.357906341552734,16.357906341552734,16.357906341552734
2010-04-29,23.25,21.899999618530273,22.0,23.0,8773600.0,17.101444244384766,16.72967529296875,16.72967529296875,16.72967529296875,16.72967529296875
2010-04-30,23.0,22.25,22.950000762939453,22.299999237060547,1644400.0,16.58096694946289,16.680105845133465,16.680105845133465,16.680105845133465,16.680105845133465
2010-05-03,22.950000762939453,22.649999618530273,22.75,22.799999237060547,3302700.0,16.952741622924805,16.7482647895813,16.7482647895813,16.7482647895813,16.7482647895813
2010-05-04,22.799999237060547,21.5,22.799999237060547,21.5,2276500.0,15.986133575439453,16.59583854675293,16.59583854675293,16.59583854675293,16.59583854675293
2010-05-05,22.0,20.0,22.0,20.59000015258789,6999200.0,15.309508323669434,16.381450176239014,16.381450176239014,16.381450176239014,16.381450176239014
2010-05-06,20.549999237060547,18.450000762939453,20.5,19.450000762939453,8029400.0,14.461874008178711,16.107225009373256,16.107225009373256,16.107225009373256,16.107225009373256
2010-05-07,19.549999237060547,17.899999618530273,19.5,18.600000381469727,3881500.0,13.829864501953125,15.82255494594574,15.82255494594574,15.82255494594574,15.82255494594574
2010-05-10,19.850000381469727,18.700000762939453,19.75,19.010000228881836,3861100.0,14.134716033935547,15.635017289055718,15.635017289055718,15.635017289055718,15.635017289055718
2010-05-11,19.280000686645508,18.75,18.75,18.899999618530273,2626900.0,14.052925109863281,15.476808071136475,15.476808071136475,15.476808071136475,15.476808071136475
2010-05-12,20.040000915527344,19.200000762939453,19.200000762939453,19.799999237060547,5714300.0,14.722112655639648,15.4081993970004,15.4081993970004,15.4081993970004,15.4081993970004
2010-05-13,20.100000381469727,19.600000381469727,19.850000381469727,19.649999618530273,2475900.0,14.61058521270752,15.341731548309326,15.341731548309326,15.341731548309326,15.341731548309326
2010-05-14,19.399999618530273,18.75,19.299999237060547,18.75,3133400.0,13.941394805908203,15.234013337355394,15.234013337355394,15.234013337355394,15.234013337355394
2010-05-17,19.200000762939453,18.700000762939453,19.0,18.850000381469727,10117000.0,14.01574993133545,15.146994522639684,15.146994522639684,15.146994522639684,15.146994522639684
2010-05-18,19.31999969482422,18.25,19.049999237060547,18.790000915527344,6219800.0,13.971137046813965,15.068604024251302,15.068604024251302,15.068604024251302,15.068604024251302
2010-05-19,18.93000030517578,17.549999237060547,18.899999618530273,17.700000762939453,6227700.0,13.160676002502441,14.855455334981283,14.949358522891998,14.949358522891998,14.949358522891998
2010-05-20,17.139999389648438,16.200000762939453,17.139999389648438,16.899999618530273,10248400.0,12.565844535827637,14.553082021077474,14.809151817770566,14.809151817770566,14.809151817770566
2010-05-21,17.1200008392334,16.25,16.350000381469727,16.549999237060547,4560800.0,12.30560302734375,14.268057759602865,14.670065773857964,14.670065773857964,14.670065773857964
2010-05-24,17.149999618530273,16.68000030517578,16.700000762939453,16.899999618530273,1761300.0,12.565844535827637,13.975597953796386,14.559317287645841,14.559317287645841,14.559317287645841
2010-05-25,16.790000915527344,16.200000762939453,16.790000915527344,16.56999969482422,4649600.0,12.320475578308105,13.73122075398763,14.447375202178955,14.447375202178955,14.447375202178955
2010-05-26,17.399999618530273,16.799999237060547,16.989999771118164,17.149999618530273,2079300.0,12.751727104187012,13.560702006022135,14.366630054655529,14.366630054655529,14.366630054655529
2010-05-27,18.0,17.649999618530273,17.649999618530273,17.899999618530273,3156100.0,13.309382438659668,13.483869234720865,14.318573344837535,14.318573344837535,14.318573344837535
2010-05-28,17.899999618530273,16.25,17.899999618530273,17.770000457763672,222200.0,13.212726593017578,13.442726707458496,14.270493051280146,14.270493051280146,14.270493051280146
2010-06-01,17.799999237060547,17.200000762939453,17.649999618530273,17.5,900800.0,13.011970520019531,13.367877006530762,14.218054612477621,14.218054612477621,14.218054612477621
2010-06-02,17.65999984741211,17.219999313354492,17.610000610351562,17.329999923706055,829900.0,12.885565757751465,13.290053049723307,14.164755058288574,14.164755058288574,14.164755058288574
2010-06-03,17.5,17.149999618530273,17.450000762939453,17.329999923706055,2173600.0,12.885565757751465,13.167616589864094,14.115555469806377,14.115555469806377,14.115555469806377
2010-06-04,17.100000381469727,16.75,17.049999237060547,17.049999237060547,3147200.0,12.677375793457031,13.038735961914062,14.062289555867514,14.062289555867514,14.062289555867514
2010-06-07,17.200000762939453,16.739999771118164,17.149999618530273,16.889999389648438,2826800.0,12.558406829833984,12.946536763509114,14.008579458509173,14.008579458509173,14.008579458509173
2010-06-08,17.030000686645508,16.5,17.030000686645508,16.75,2037700.0,12.454310417175293,12.842440795898437,13.954983974325247,13.954983974325247,13.954983974325247
2010-06-09,17.100000381469727,16.700000762939453,16.790000915527344,16.790000915527344,1410200.0,12.484054565429688,12.743301963806152,13.905952994028727,13.905952994028727,13.905952994028727
2010-06-10,17.06999969482422,16.850000381469727,16.969999313354492,16.969999313354492,1401000.0,12.61789321899414,12.7071164449056,13.86440267870503,13.86440267870503,13.86440267870503
2010-06-11,17.190000534057617,16.940000534057617,16.940000534057617,17.139999389648438,452500.0,12.744295120239258,12.71901315053304,13.829399317502975,13.829399317502975,13.829399317502975
2010-06-14,17.579999923706055,17.190000534057617,17.190000534057617,17.489999771118164,1008500.0,13.004531860351562,12.765608406066894,13.804403333952934,13.804403333952934,13.804403333952934
2010-06-15,18.0,17.350000381469727,17.479999542236328,17.969999313354492,1974300.0,13.361432075500488,12.818647575378417,13.791374767527861,13.791374767527861,13.791374767527861
2010-06-16,17.969999313354492,17.6299991607666,17.93000030517578,17.639999389648438,1041500.0,13.11606502532959,12.871686871846517,13.772080203465054,13.772080203465054,13.772080203465054
2010-06-17,17.75,17.139999389648438,17.68000030517578,17.299999237060547,1090600.0,12.863260269165039,12.879122416178385,13.746835205290052,13.746835205290052,13.746835205290052
2010-06-18,17.350000381469727,17.149999618530273,17.329999923706055,17.209999084472656,1373700.0,12.796344757080078,12.844919904073079,13.72114627425735,13.72114627425735,13.72114627425735
2010-06-21,17.530000686645508,17.09000015258789,17.450000762939453,17.100000381469727,514100.0,12.714553833007812,12.811708386739095,13.694656999487625,13.694656999487625,13.694656999487625
2010-06-22,17.100000381469727,16.799999237060547,17.09000015258789,16.84000015258789,1502900.0,12.521227836608887,12.778992207845052,13.664569072234325,13.664569072234325,13.664569072234325
2010-06-23,16.950000762939453,16.600000381469727,16.899999618530273,16.649999618530273,1125700.0,12.37995719909668,12.7452849706014,13.632453775405883,13.632453775405883,13.632453775405883
2010-06-24,16.920000076293945,16.350000381469727,16.690000534057617,16.799999237060547,2151600.0,12.491487503051758,12.719013086954753,13.60462532973871,13.60462532973871,13.60462532973871
2010-06-25,16.920000076293945,16.700000762939453,16.899999618530273,16.81999969482422,612000.0,12.50636100769043,12.707612101236979,13.578476179213752,13.578476179213752,13.578476179213752
2010-06-28,16.8700008392334,16.700000762939453,16.8700008392334,16.8700008392334,355800.0,12.543540000915527,12.706620979309083,13.554407895997514,13.554407895997514,13.554407895997514
2010-06-29,16.739999771118164,16.25,16.739999771118164,16.25,2561000.0,12.082541465759277,12.681836382548015,13.520956386219371,13.520956386219371,13.520956386219371
2010-06-30,16.5,16.149999618530273,16.270000457763672,16.149999618530273,1534100.0,12.008188247680664,12.650111961364747,13.487339316474067,13.487339316474067,13.487339316474067
