Date,High,Low,Open,Close,Volume,Adj Close,PSX-15ma,PSX-50ma,PSX-100ma,PSX-200ma
2012-04-12,34.209999084472656,32.0,33.25,34.0,654700.0,27.733497619628906,27.733497619628906,27.733497619628906,27.733497619628906,27.733497619628906
2012-04-13,37.45000076293945,33.90999984741211,34.0,37.0,1685000.0,30.180572509765625,28.957035064697266,28.957035064697266,28.957035064697266,28.957035064697266
2012-04-16,37.0,35.9900016784668,37.0,36.54999923706055,550200.0,29.81350326538086,29.24252446492513,29.24252446492513,29.24252446492513,29.24252446492513
2012-04-17,36.75,36.0,36.400001525878906,36.0,179600.0,29.36488151550293,29.27311372756958,29.27311372756958,29.27311372756958,29.27311372756958
2012-04-18,36.439998626708984,34.5,36.0,36.0,207100.0,29.36488151550293,29.29146728515625,29.29146728515625,29.29146728515625,29.29146728515625
2012-04-19,37.220001220703125,35.79999923706055,36.0,36.0,598100.0,29.36488151550293,29.30370299021403,29.30370299021403,29.30370299021403,29.30370299021403
2012-04-20,37.0,36.099998474121094,36.099998474121094,36.31999969482422,149700.0,29.62589454650879,29.349730355398997,29.349730355398997,29.349730355398997,29.349730355398997
2012-04-23,36.2400016784668,35.41999816894531,36.2400016784668,35.68000030517578,95700.0,29.103853225708008,29.318995714187622,29.318995714187622,29.318995714187622,29.318995714187622
2012-04-24,36.0,34.68000030517578,36.0,34.75,124500.0,28.345258712768555,29.21080271402995,29.21080271402995,29.21080271402995,29.21080271402995
2012-04-25,35.5,34.5,34.79999923706055,34.75,266200.0,28.345258712768555,29.12424831390381,29.12424831390381,29.12424831390381,29.12424831390381
2012-04-26,34.9900016784668,34.439998626708984,34.61000061035156,34.95000076293945,183900.0,28.508399963378906,29.068262100219727,29.068262100219727,29.068262100219727,29.068262100219727
2012-04-27,35.25,33.970001220703125,35.25,34.11000061035156,536000.0,27.823225021362305,28.96450901031494,28.96450901031494,28.96450901031494,28.96450901031494
2012-04-30,34.900001525878906,34.0,34.34000015258789,34.04999923706055,4105700.0,27.774280548095703,28.872952974759617,28.872952974759617,28.872952974759617,28.872952974759617
2012-05-01,34.099998474121094,32.58000183105469,33.7400016784668,32.7599983215332,6878600.0,26.722036361694336,28.71931607382638,28.71931607382638,28.71931607382638,28.71931607382638
2012-05-02,32.66999816894531,31.6299991607666,32.599998474121094,32.0,11287600.0,26.102113723754883,28.54483591715495,28.54483591715495,28.54483591715495,28.54483591715495
2012-05-03,31.979999542236328,31.049999237060547,31.93000030517578,31.389999389648438,11800000.0,25.604537963867188,28.4029052734375,28.361067295074463,28.361067295074463,28.361067295074463
2012-05-04,31.09000015258789,30.1200008392334,30.850000381469727,30.15999984741211,10881000.0,24.601240158081055,28.030949783325195,28.13990099289838,28.13990099289838,28.13990099289838
2012-05-07,30.549999237060547,29.25,30.100000381469727,29.350000381469727,12257200.0,23.940532684326172,27.639418411254884,27.906602753533257,27.906602753533257,27.906602753533257
2012-05-08,30.40999984741211,28.75,29.09000015258789,30.100000381469727,14601300.0,24.552305221557617,27.318579991658527,27.73006077816612,27.73006077816612,27.73006077816612
2012-05-09,32.88999938964844,29.729999542236328,29.809999465942383,32.4900016784668,13990000.0,26.501808166503906,27.127708435058594,27.668648147583006,27.668648147583006,27.668648147583006
2012-05-10,33.349998474121094,31.520000457763672,33.04999923706055,32.47999954223633,8862000.0,26.49364471435547,26.93629264831543,27.6126956031436,27.6126956031436,27.6126956031436
2012-05-11,32.150001525878906,31.399999618530273,31.729999542236328,31.829999923706055,4460100.0,25.96344566345215,26.692129389444986,27.53772969679399,27.53772969679399,27.53772969679399
2012-05-14,31.579999923706055,30.770000457763672,31.190000534057617,31.31999969482422,6398200.0,25.54744529724121,26.4550355275472,27.45119559246561,27.45119559246561,27.45119559246561
2012-05-15,32.31999969482422,31.059999465942383,31.350000381469727,31.670000076293945,6362800.0,25.83293342590332,26.287547175089518,27.38376800219218,27.38376800219218,27.38376800219218
2012-05-16,32.38999938964844,31.25,31.459999084472656,32.099998474121094,6118600.0,26.183679580688477,26.143441899617514,27.33576446533203,27.33576446533203,27.33576446533203
2012-05-17,32.0,31.200000762939453,31.889999389648438,31.260000228881836,5850500.0,25.498502731323242,25.942782084147137,27.26510055248554,27.26510055248554,27.26510055248554
2012-05-18,31.690000534057617,30.989999771118164,31.43000030517578,31.3799991607666,7940800.0,25.596384048461914,25.79432601928711,27.203296237521702,27.203296237521702,27.203296237521702
2012-05-21,32.34000015258789,30.950000762939453,31.229999542236328,32.189998626708984,5480100.0,26.25709342956543,25.69318021138509,27.16950328009469,27.16950328009469,27.16950328009469
2012-05-22,32.27000045776367,31.329999923706055,31.8799991607666,31.6299991607666,5415000.0,25.800308227539062,25.631731669108074,27.122289657592773,27.122289657592773,27.122289657592773
2012-05-23,31.489999771118164,30.8799991607666,31.350000381469727,31.40999984741211,5268900.0,25.6208553314209,25.599647776285806,27.072241846720377,27.072241846720377,27.072241846720377
2012-05-24,31.440000534057617,30.75,31.420000076293945,31.1299991607666,4210400.0,25.39246368408203,25.585509490966796,27.018055454377205,27.018055454377205,27.018055454377205
2012-05-25,31.40999984741211,30.829999923706055,31.010000228881836,31.299999237060547,3217900.0,25.531131744384766,25.647502263387043,26.97158908843994,26.97158908843994,26.97158908843994
2012-05-29,31.719999313354492,30.860000610351562,31.280000686645508,31.010000228881836,3979600.0,25.294578552246094,25.73777198791504,26.920770587343156,26.920770587343156,26.920770587343156
2012-05-30,30.829999923706055,30.18000030517578,30.790000915527344,30.440000534057617,6000600.0,24.82962989807129,25.756260299682616,26.859266449423398,26.859266449423398,26.859266449423398
2012-05-31,30.350000381469727,29.719999313354492,30.260000228881836,30.030000686645508,8098000.0,24.495203018188477,25.622486623128257,26.79172177995954,26.79172177995954,26.79172177995954
2012-06-01,30.170000076293945,29.3799991607666,29.5,29.920000076293945,5701700.0,24.405475616455078,25.483275349934896,26.72543716430664,26.72543716430664,26.72543716430664
2012-06-04,30.190000534057617,29.25,29.299999237060547,29.530000686645508,4844900.0,24.087358474731445,25.35820287068685,26.65413774026407,26.65413774026407,26.65413774026407
2012-06-05,30.100000381469727,29.31999969482422,29.3700008392334,29.899999618530273,4046500.0,24.38916015625,25.280983861287435,26.59453306700054,26.59453306700054,26.59453306700054
2012-06-06,32.0,29.81999969482422,30.030000686645508,31.530000686645508,8609400.0,25.7187442779541,25.273371251424155,26.572076944204476,26.572076944204476,26.572076944204476
2012-06-07,32.75,31.739999771118164,32.06999969482422,31.829999923706055,7694300.0,25.96344566345215,25.258688990275065,26.55686116218567,26.55686116218567,26.55686116218567
2012-06-08,32.349998474121094,31.510000228881836,31.65999984741211,32.119998931884766,4302100.0,26.199995040893555,25.30545514424642,26.548157110446837,26.548157110446837,26.548157110446837
2012-06-11,33.04999923706055,32.22999954223633,32.45000076293945,32.599998474121094,5999000.0,26.59152603149414,25.371797943115233,26.549189703805105,26.549189703805105,26.549189703805105
2012-06-12,33.7400016784668,32.4900016784668,32.560001373291016,33.4900016784668,6809900.0,27.31749725341797,25.44249153137207,26.567057321237964,26.567057321237964,26.567057321237964
2012-06-13,33.4900016784668,32.540000915527344,33.27000045776367,32.77000045776367,2876200.0,26.730201721191406,25.504484430948892,26.570765148509633,26.570765148509633,26.570765148509633
2012-06-14,33.63999938964844,32.310001373291016,32.77000045776367,33.529998779296875,4460000.0,27.350116729736328,25.61976852416992,26.588084072536894,26.588084072536894,26.588084072536894
2012-06-15,34.90999984741211,33.380001068115234,33.599998474121094,34.900001525878906,9892400.0,28.46762466430664,25.824779256184897,26.628943650618844,26.628943650618844,26.628943650618844
2012-06-18,34.5,33.83000183105469,34.380001068115234,33.86000061035156,4254400.0,27.619295120239258,25.96399014790853,26.65001495848311,26.65001495848311,26.65001495848311
2012-06-19,34.529998779296875,33.72999954223633,34.060001373291016,33.86000061035156,4873500.0,27.619295120239258,26.118971252441405,26.67020829518636,26.67020829518636,26.67020829518636
2012-06-20,34.849998474121094,33.47999954223633,33.790000915527344,34.65999984741211,4628400.0,28.271852493286133,26.348452758789062,26.70289491147411,26.70289491147411,26.70289491147411
2012-06-21,34.7599983215332,33.060001373291016,34.70000076293945,33.47999954223633,3489900.0,27.309335708618164,26.536061604817707,26.71502372741699,26.71502372741699,26.71502372741699
2012-06-22,34.709999084472656,33.029998779296875,33.650001525878906,34.15999984741211,4359500.0,27.86400604248047,26.766630299886067,26.717633895874023,26.73755279241824,26.73755279241824
2012-06-25,33.689998626708984,32.7599983215332,33.689998626708984,32.869998931884766,3518600.0,26.8117618560791,26.948257191975912,26.650257682800294,26.73897988979633,26.73897988979633
2012-06-26,33.97999954223633,32.400001525878906,32.810001373291016,32.58000183105469,3274700.0,26.575212478637695,27.093994013468425,26.58549186706543,26.735889938642394,26.735889938642394
2012-06-27,33.400001525878906,31.420000076293945,32.61000061035156,31.889999389648438,3615600.0,26.012386322021484,27.113570149739584,26.5184419631958,26.722491723519784,26.722491723519784
2012-06-28,32.400001525878906,31.290000915527344,31.540000915527344,32.310001373291016,3115900.0,26.354976654052734,27.139672215779623,26.458243865966796,26.715809631347657,26.715809631347657
2012-06-29,33.380001068115234,32.650001525878906,32.779998779296875,33.2400016784668,4599500.0,27.113574981689453,27.200577545166016,26.413217735290527,26.722912584032333,26.722912584032333
2012-07-02,34.31999969482422,33.369998931884766,33.59000015258789,34.0,3868500.0,27.733497619628906,27.276708984375,26.37536979675293,26.740642146060342,26.740642146060342
2012-07-03,34.630001068115234,33.83000183105469,34.02000045776367,34.2400016784668,3647400.0,27.929262161254883,27.317493311564128,26.351877975463868,26.76113559459818,26.76113559459818
2012-07-05,34.2400016784668,33.540000915527344,33.83000183105469,33.79999923706055,2711300.0,27.570356369018555,27.37350362141927,26.33637992858887,26.774851200944287,26.774851200944287
2012-07-06,33.68000030517578,32.91999816894531,33.400001525878906,33.369998931884766,1907800.0,27.2196044921875,27.36480280558268,26.313866844177245,26.78226375579834,26.78226375579834
2012-07-09,33.7599983215332,32.650001525878906,33.08000183105469,33.25,2264600.0,27.12172508239746,27.275076166788736,26.286133346557616,26.787828695578654,26.787828695578654
2012-07-10,33.470001220703125,32.5,33.470001220703125,32.68000030517578,2972900.0,26.656784057617188,27.210908762613933,26.262804527282714,26.785715072385727,26.785715072385727
2012-07-11,33.63999938964844,32.349998474121094,32.65999984741211,33.47999954223633,2583000.0,27.309335708618164,27.190244801839192,26.253505630493166,26.79402651105608,26.79402651105608
2012-07-12,33.189998626708984,32.54999923706055,33.150001525878906,33.0099983215332,3505600.0,26.92595863342285,27.100518544514973,26.257584075927735,26.796087950468063,26.796087950468063
2012-07-13,35.08000183105469,33.5099983215332,33.61000061035156,34.939998626708984,4801300.0,28.500242233276367,27.179912312825522,26.305546646118163,26.822305708665112,26.822305708665112
2012-07-16,36.119998931884766,34.560001373291016,34.689998626708984,36.099998474121094,4895700.0,29.44645118713379,27.28540865580241,26.382384910583497,26.862065488641914,26.862065488641914
2012-07-17,36.79999923706055,35.86000061035156,36.15999984741211,36.689998626708984,3604100.0,29.927698135375977,27.493137741088866,26.488914070129393,26.907821199787197,26.907821199787197
2012-07-18,37.66999816894531,36.59000015258789,36.650001525878906,37.099998474121094,2839200.0,30.262134552001953,27.738932545979818,26.61534610748291,26.957149337319766,26.957149337319766
2012-07-19,37.0,35.5,36.91999816894531,35.599998474121094,3758600.0,29.195987701416016,27.951172637939454,26.708219757080077,26.989596270132758,26.989596270132758
2012-07-20,35.439998626708984,34.90999984741211,35.18000030517578,35.31999969482422,3290000.0,28.96635627746582,28.125264612833657,26.757510719299315,27.01783569880894,27.01783569880894
2012-07-23,35.279998779296875,34.5,34.790000915527344,35.02000045776367,3245900.0,28.720325469970703,28.232381312052407,26.802044334411622,27.041814427980235,27.041814427980235
2012-07-24,35.41999816894531,34.61000061035156,35.25,35.22999954223633,2351600.0,28.892545700073242,28.309651184082032,26.860626335144044,27.067519028981526,27.067519028981526
2012-07-25,35.88999938964844,34.869998931884766,35.599998474121094,35.400001525878906,3551300.0,29.031965255737305,28.38316472371419,26.930316734313966,27.09442925126585,27.09442925126585
2012-07-26,36.060001373291016,35.59000015258789,35.7599983215332,35.959999084472656,2951300.0,29.491235733032227,28.511223347981772,27.003482780456544,27.126818528046478,27.126818528046478
2012-07-27,36.90999984741211,35.900001525878906,36.22999954223633,36.52000045776367,6158600.0,29.950496673583984,28.693282826741537,27.078819122314453,27.16446756998698,27.16446756998698
2012-07-30,37.650001525878906,36.83000183105469,36.86000061035156,37.650001525878906,2830300.0,30.877222061157227,28.943649291992188,27.186393508911134,27.213319602765534,27.213319602765534
2012-07-31,38.36000061035156,37.5099983215332,37.7400016784668,37.599998474121094,6958400.0,30.83622169494629,29.222278467814128,27.29119026184082,27.260370279287365,27.260370279287365
2012-08-01,40.18000030517578,37.779998779296875,39.08000183105469,38.27000045776367,6639700.0,31.385690689086914,29.494035466512045,27.39376220703125,27.31325900248992,27.31325900248992
2012-08-02,39.06999969482422,37.84000015258789,37.939998626708984,38.29999923706055,4434800.0,31.410295486450195,29.79299125671387,27.50596195220947,27.365120223805874,27.365120223805874
2012-08-03,39.849998474121094,38.599998474121094,38.599998474121094,39.66999816894531,4516000.0,32.53384017944336,30.061897786458335,27.64422164916992,27.429729223251343,27.429729223251343
2012-08-06,40.349998474121094,39.77000045776367,39.939998626708984,40.06999969482422,3405100.0,32.86188507080078,30.2895933787028,27.793610076904297,27.496792875690225,27.496792875690225
2012-08-07,40.83000183105469,39.59000015258789,40.38999938964844,39.77000045776367,4636800.0,32.615867614746094,30.468804677327473,27.935304794311524,27.559220616410418,27.559220616410418
2012-08-08,40.20000076293945,39.459999084472656,39.599998474121094,40.150001525878906,4002600.0,32.92750549316406,30.646496073404947,28.08796333312988,27.623898747455645,27.623898747455645
2012-08-09,40.599998474121094,39.880001068115234,39.900001525878906,40.31999969482422,2888200.0,33.06692123413086,30.90455830891927,28.252709159851076,27.688696634201776,27.688696634201776
2012-08-10,40.43000030517578,39.75,40.2599983215332,40.0,2107700.0,32.80448532104492,31.16043357849121,28.418894805908202,27.748882383458756,27.748882383458756
2012-08-13,40.349998474121094,39.77000045776367,39.86000061035156,40.150001525878906,2213500.0,32.92750549316406,31.4409122467041,28.589335403442384,27.809098931246027,27.809098931246027
2012-08-14,40.45000076293945,39.79999923706055,40.189998626708984,39.93000030517578,2533900.0,32.74707794189453,31.69788106282552,28.762529792785646,27.865857310678766,27.865857310678766
2012-08-15,40.65999984741211,39.93000030517578,40.540000915527344,40.36000061035156,4009400.0,33.099735260009766,31.969065729777018,28.93674129486084,27.92533319646662,27.92533319646662
2012-08-16,41.2599983215332,40.369998931884766,40.529998779296875,41.18000030517578,3862100.0,33.772216796875,32.25446446736654,29.097810745239258,27.991028517819522,27.991028517819522
2012-08-17,42.93000030517578,41.470001220703125,41.619998931884766,42.77000045776367,5536300.0,35.07619857788086,32.596177927652995,29.280065803527833,28.069752629597982,28.069752629597982
2012-08-20,43.45000076293945,42.75,42.869998931884766,43.06999969482422,3809500.0,35.32222366333008,32.89251136779785,29.462510375976564,28.14945011348515,28.14945011348515
2012-08-21,43.380001068115234,41.4900016784668,43.380001068115234,41.54999923706055,4469400.0,34.07566833496094,33.10847447713216,29.6121932220459,28.213865528935973,28.213865528935973
2012-08-22,41.529998779296875,40.41999816894531,41.36000061035156,41.47999954223633,4384500.0,34.01824188232422,33.28397789001465,29.746208114624025,28.276278177897137,28.276278177897137
2012-08-23,41.630001068115234,41.04999923706055,41.47999954223633,41.33000183105469,1996300.0,33.89523696899414,33.44964065551758,29.88950881958008,28.33605433524923,28.33605433524923
2012-08-24,41.540000915527344,40.7400016784668,41.150001525878906,41.36000061035156,2562300.0,33.91984176635742,33.542040761311846,30.0209033203125,28.39483104505037,28.39483104505037
2012-08-27,42.38999938964844,40.970001220703125,41.43000030517578,41.06999969482422,3779200.0,33.68199920654297,33.596715037028,30.125190811157225,28.44990571339925,28.44990571339925
2012-08-28,42.470001220703125,40.900001525878906,40.900001525878906,41.959999084472656,3770300.0,34.411895751953125,33.71645024617513,30.261042823791502,28.511369528229704,28.511369528229704
2012-08-29,42.38999938964844,41.650001525878906,41.900001525878906,41.97999954223633,2674300.0,34.42830276489258,33.8165033976237,30.39722297668457,28.57174639799157,28.57174639799157
2012-08-30,42.70000076293945,41.619998931884766,41.790000915527344,42.47999954223633,2523800.0,34.8383674621582,33.93459981282552,30.528553276062013,28.635045600659918,28.635045600659918
2012-08-31,43.0,41.099998474121094,42.70000076293945,42.0,5791200.0,34.44471740722656,34.043948618570965,30.671260910034178,28.693142318725585,28.693142318725585
2012-09-04,42.45000076293945,41.47999954223633,42.06999969482422,42.40999984741211,2620700.0,34.78095626831055,34.16751200358073,30.80959991455078,28.7636169052124,28.75341770436504
2012-09-05,42.58000183105469,41.43000030517578,42.4900016784668,41.7400016784668,2881800.0,34.231475830078125,34.26647186279297,30.95799419403076,28.804125938415527,28.807124156577913
2012-09-06,43.7400016784668,42.15999984741211,42.15999984741211,43.41999816894531,4222200.0,35.6092643737793,34.433773803710935,31.138675231933593,28.862083549499513,28.873164352861423
2012-09-07,44.310001373291016,43.36000061035156,43.47999954223633,44.2599983215332,3458100.0,36.29816436767578,34.60217030843099,31.34439079284668,28.93141637802124,28.944558583773098
2012-09-10,44.849998474121094,43.93000030517578,43.93000030517578,44.540000915527344,4417300.0,36.527801513671875,34.698943837483725,31.547847290039062,29.00304557800293,29.01677994501023
2012-09-11,46.099998474121094,44.459999084472656,44.63999938964844,45.59000015258789,6304700.0,37.388919830322266,34.83672358194987,31.75335418701172,29.083285961151123,29.095762396758456
2012-09-12,47.40999984741211,46.040000915527344,46.13999938964844,46.279998779296875,5269800.0,37.95478820800781,35.09533157348633,31.957779998779298,29.166574897766115,29.17855703050845
2012-09-13,46.849998474121094,45.369998931884766,46.29999923706055,46.63999938964844,5292000.0,38.25002670288086,35.37745056152344,32.16419528961182,29.25803663253784,29.262552120067454
2012-09-14,48.220001220703125,46.0099983215332,47.15999984741211,46.72999954223633,6718600.0,38.323848724365234,35.672691345214844,32.37926513671875,29.35782253265381,29.345683281574775
2012-09-17,46.970001220703125,46.0,46.16999816894531,46.13999938964844,4833400.0,37.839969635009766,35.934033203125,32.5916724395752,29.45276964187622,29.422904066606
2012-09-18,45.779998779296875,44.439998626708984,45.529998779296875,45.52000045776367,6108200.0,37.33150863647461,36.17733383178711,32.79586811065674,29.541000728607177,29.494152756424636
2012-09-19,46.599998474121094,45.5099983215332,45.529998779296875,45.56999969482422,3505400.0,37.37251281738281,36.374708302815755,33.01018268585205,29.636493606567385,29.564495256968907
2012-09-20,46.310001373291016,45.16999816894531,45.38999938964844,45.779998779296875,3233500.0,37.544734954833984,36.58247044881185,33.21489067077637,29.734198150634764,29.6351168472155
