Date,High,Low,Open,Close,Volume,Adj Close,CTVA-15ma,CTVA-50ma,CTVA-100ma,CTVA-200ma
2019-05-24,32.0,28.5,29.75,29.0,44000.0,28.869007110595703,28.869007110595703,28.869007110595703,28.869007110595703,28.869007110595703
2019-05-28,30.5,28.510000228881836,29.25,28.764999389648438,61500.0,28.635066986083984,28.752037048339844,28.752037048339844,28.752037048339844,28.752037048339844
2019-05-29,29.899999618530273,27.65999984741211,29.899999618530273,28.5,207800.0,28.371265411376953,28.625113169352215,28.625113169352215,28.625113169352215,28.625113169352215
2019-05-30,29.15999984741211,28.219999313354492,28.989999771118164,28.799999237060547,666000.0,28.66990852355957,28.636312007904053,28.636312007904053,28.636312007904053,28.636312007904053
2019-05-31,28.59000015258789,26.969999313354492,28.5,26.969999313354492,853800.0,26.848175048828125,28.278684616088867,28.278684616088867,28.278684616088867,28.278684616088867
2019-06-03,27.0,24.3700008392334,26.540000915527344,24.809999465942383,19259600.0,24.69793128967285,27.68189239501953,27.68189239501953,27.68189239501953,27.68189239501953
2019-06-04,27.940000534057617,24.350000381469727,24.350000381469727,27.75,20135100.0,27.624652862548828,27.673715318952286,27.673715318952286,27.673715318952286,27.673715318952286
2019-06-05,28.219999313354492,26.459999084472656,27.540000915527344,28.010000228881836,10740200.0,27.88347816467285,27.69993567466736,27.69993567466736,27.69993567466736,27.69993567466736
2019-06-06,27.690000534057617,26.229999542236328,27.690000534057617,26.899999618530273,13986100.0,26.778491973876953,27.5975530412462,27.5975530412462,27.5975530412462,27.5975530412462
2019-06-07,26.93000030517578,25.71500015258789,26.170000076293945,26.309999465942383,10049100.0,26.1911563873291,27.45691337585449,27.45691337585449,27.45691337585449,27.45691337585449
2019-06-10,26.739999771118164,25.1200008392334,26.06999969482422,25.309999465942383,10247200.0,25.1956729888916,27.251346067948774,27.251346067948774,27.251346067948774,27.251346067948774
2019-06-11,25.360000610351562,24.530000686645508,25.010000228881836,24.950000762939453,11641200.0,24.83730125427246,27.050175666809082,27.050175666809082,27.050175666809082,27.050175666809082
2019-06-12,25.450000762939453,24.479999542236328,25.110000610351562,25.06999969482422,13392000.0,24.956758499145508,26.889143576988808,26.889143576988808,26.889143576988808,26.889143576988808
2019-06-13,25.190000534057617,24.700000762939453,25.059999465942383,24.969999313354492,9710800.0,24.857210159301758,26.744005475725448,26.744005475725448,26.744005475725448,26.744005475725448
2019-06-14,25.239999771118164,24.549999237060547,24.760000228881836,25.190000534057617,7036800.0,25.076217651367188,26.632819620768228,26.632819620768228,26.632819620768228,26.632819620768228
2019-06-17,26.899999618530273,25.450000762939453,25.530000686645508,25.950000762939453,13710100.0,25.83278465270996,26.430404790242513,26.582817435264587,26.582817435264587,26.582817435264587
2019-06-18,27.56999969482422,25.75,26.030000686645508,27.299999237060547,14485400.0,27.176685333251953,26.333179346720378,26.61775084102855,26.61775084102855,26.61775084102855
