Date,High,Low,Open,Close,Volume,Adj Close,DE-15ma,DE-50ma,DE-100ma,DE-200ma
2000-01-03,21.90625,21.28125,21.8125,21.4375,2691200.0,14.124703407287598,14.124703407287598,14.124703407287598,14.124703407287598,14.124703407287598
2000-01-04,21.5,21.21875,21.25,21.40625,3370600.0,14.104113578796387,14.114408493041992,14.114408493041992,14.114408493041992,14.114408493041992
2000-01-05,22.21875,21.21875,21.46875,21.90625,6213800.0,14.433552742004395,14.220789909362793,14.220789909362793,14.220789909362793,14.220789909362793
2000-01-06,23.4375,22.21875,22.3125,23.03125,6081400.0,15.174789428710938,14.459289789199829,14.459289789199829,14.459289789199829,14.459289789199829
2000-01-07,23.71875,22.84375,23.03125,23.0,4113000.0,15.15421199798584,14.598274230957031,14.598274230957031,14.598274230957031,14.598274230957031
2000-01-10,23.71875,22.84375,23.0,23.46875,3156600.0,15.463050842285156,14.742403666178385,14.742403666178385,14.742403666178385,14.742403666178385
2000-01-11,23.6875,23.1875,23.21875,23.46875,3176400.0,15.463050842285156,14.845353262765068,14.845353262765068,14.845353262765068,14.845353262765068
2000-01-12,23.28125,22.90625,23.21875,23.03125,3013800.0,15.174789428710938,14.8865327835083,14.8865327835083,14.8865327835083,14.8865327835083
2000-01-13,23.53125,22.90625,23.15625,23.125,2002800.0,15.23655891418457,14.925424575805664,14.925424575805664,14.925424575805664,14.925424575805664
2000-01-14,24.15625,23.375,23.5,24.0625,2989400.0,15.854265213012695,15.018308639526367,15.018308639526367,15.018308639526367,15.018308639526367
2000-01-18,23.84375,22.71875,23.84375,23.5625,3040400.0,15.524816513061523,15.064354809847744,15.064354809847744,15.064354809847744,15.064354809847744
2000-01-19,23.90625,22.6875,23.5,23.1875,2004000.0,15.277746200561523,15.08213742574056,15.08213742574056,15.08213742574056,15.08213742574056
2000-01-20,23.375,22.5625,23.3125,22.78125,2164600.0,15.010068893432617,15.076593692486103,15.076593692486103,15.076593692486103,15.076593692486103
2000-01-21,22.78125,21.90625,22.78125,22.09375,2659600.0,14.557092666625977,15.039486476353236,15.039486476353236,15.039486476353236,15.039486476353236
2000-01-24,22.4375,21.90625,22.125,22.4375,1653400.0,14.783588409423828,15.02242660522461,15.02242660522461,15.02242660522461,15.02242660522461
2000-01-25,22.65625,21.4375,22.4375,22.25,3080400.0,14.660051345825195,15.058116467793782,14.999778151512146,14.999778151512146,14.999778151512146
2000-01-26,23.03125,22.28125,22.3125,22.8125,2465200.0,15.030661582946777,15.119886334737142,15.001594823949477,15.001594823949477,15.001594823949477
2000-01-27,23.0,22.625,22.875,22.90625,1466800.0,15.092430114746094,15.163811492919923,15.006641228993734,15.006641228993734,15.006641228993734
2000-01-28,22.71875,22.0,22.6875,22.375,2606000.0,14.742406845092773,15.134985987345377,14.99273415615684,14.99273415615684,14.99273415615684
2000-01-31,22.3125,21.75,22.3125,21.84375,1826400.0,14.392372131347656,15.084196662902832,14.962716054916381,14.962716054916381,14.962716054916381
2000-02-01,21.8125,21.140625,21.8125,21.375,3139800.0,14.08351993560791,14.992227935791016,14.92084957304455,14.92084957304455,14.92084957304455
2000-02-02,22.25,21.28125,21.875,21.3125,3168600.0,14.04234504699707,14.897514216105144,14.8809175491333,14.8809175491333,14.8809175491333
2000-02-03,21.5,20.1875,21.34375,20.625,4060000.0,13.58936882019043,14.791819508870443,14.824763256570566,14.824763256570566,14.824763256570566
2000-02-04,20.5625,19.90625,20.25,20.4375,2953600.0,13.465825080871582,14.673770586649576,14.768140832583109,14.768140832583109,14.768140832583109
2000-02-07,20.78125,20.03125,20.4375,20.65625,2017200.0,13.609955787658691,14.524149958292643,14.721813430786133,14.721813430786133,14.721813430786133
2000-02-08,20.90625,18.125,20.875,20.03125,10296000.0,13.198161125183105,14.369039599100748,14.66321141903217,14.66321141903217,14.66321141903217
2000-02-09,20.5,19.8125,20.09375,20.0,4098600.0,13.177567481994629,14.229027684529623,14.60818756951226,14.60818756951226,14.60818756951226
2000-02-10,20.09375,18.5625,20.0,18.75,2402000.0,12.353968620300293,14.051954332987467,14.527679749897548,14.527679749897548,14.527679749897548
2000-02-11,18.9375,17.96875,18.9375,18.09375,3009000.0,11.921579360961914,13.876253445943197,14.437814219244595,14.437814219244595,14.437814219244595
2000-02-14,19.5625,17.84375,18.15625,19.5,3117800.0,12.848128318786621,13.74722277323405,14.38482468922933,14.38482468922933,14.38482468922933
2000-02-15,20.5625,19.8125,20.0,20.21875,2621600.0,13.321694374084473,13.657998975118002,14.350530162934334,14.350530162934334,14.350530162934334
2000-02-16,20.8125,19.5,20.34375,19.65625,2736800.0,12.951077461242676,13.519360033671061,14.30679726600647,14.30679726600647,14.30679726600647
2000-02-17,20.3125,19.75,20.0,19.90625,2028000.0,13.115796089172363,13.387584431966145,14.270706321253922,14.270706321253922,14.270706321253922
2000-02-18,20.1875,18.96875,19.78125,19.25,1174200.0,12.68341064453125,13.250318018595378,14.22402115429149,14.22402115429149,14.22402115429149
2000-02-22,20.25,19.0,19.125,20.0,1886400.0,13.177567481994629,13.169331041971843,14.19412247794015,14.19412247794015,14.19412247794015
2000-02-23,19.9375,19.125,19.75,19.25,1308400.0,12.68341064453125,13.075990422566731,14.152158260345459,14.152158260345459,14.152158260345459
2000-02-24,19.15625,18.09375,19.125,18.5,1469200.0,12.189252853393555,12.952450942993163,14.099106762860272,14.099106762860272,14.099106762860272
2000-02-25,19.53125,18.25,18.375,18.46875,2246400.0,12.168660163879395,12.857737032572429,14.048305536571302,14.048305536571302,14.048305536571302
2000-02-28,18.71875,18.28125,18.34375,18.46875,1822600.0,12.168660163879395,12.771259371439616,14.000109501374073,14.000109501374073,14.000109501374073
2000-02-29,18.53125,17.78125,18.5,17.875,4101400.0,11.77745532989502,12.649092674255371,13.944543147087098,13.944543147087098,13.944543147087098
2000-03-01,18.625,17.40625,17.9375,18.5,3712600.0,12.189252853393555,12.581832122802734,13.901731188704328,13.901731188704328,13.901731188704328
2000-03-02,17.53125,17.0,17.5,17.28125,3581200.0,11.38624095916748,12.462410354614258,13.841838564191546,13.841838564191546,13.841838564191546
2000-03-03,17.75,16.96875,17.21875,17.4375,4530800.0,11.489189147949219,12.404758389790853,13.78712578706963,13.78712578706963,13.78712578706963
2000-03-06,17.90625,17.03125,17.40625,17.09375,2483400.0,11.26269817352295,12.360832977294923,13.729752432216298,13.729752432216298,13.729752432216298
2000-03-07,17.09375,15.15625,17.09375,15.1875,6393000.0,10.006712913513184,12.171405283610026,13.647018220689562,13.647018220689562,13.647018220689562
2000-03-08,17.625,15.5,15.5,17.625,5782200.0,11.612737655639648,12.057474835713704,13.602794730144998,13.602794730144998,13.602794730144998
2000-03-09,17.84375,17.4375,17.75,17.84375,3835400.0,11.756858825683594,11.977860260009766,13.56351949813518,13.56351949813518,13.56351949813518
2000-03-10,18.21875,17.53125,17.96875,17.75,1321000.0,11.695097923278809,11.883147048950196,13.524594048659006,13.524594048659006,13.524594048659006
2000-03-13,17.84375,17.15625,17.78125,17.65625,1525800.0,11.633321762084961,11.813141123453777,13.485996655055455,13.485996655055455,13.485996655055455
2000-03-14,18.0625,17.25,17.96875,17.28125,2147400.0,11.38624095916748,11.6937193552653,13.444001541137695,13.444001541137695,13.444001541137695
2000-03-15,20.0,17.09375,17.28125,18.75,4763400.0,12.353968620300293,11.671756553649903,13.408586845397949,13.422628346611472,13.422628346611472
2000-03-16,20.75,19.0,19.0,19.75,3794800.0,13.012846946716309,11.726662826538085,13.386761512756348,13.414747935075026,13.414747935075026
2000-03-17,19.9375,18.9375,19.75,19.09375,2753600.0,12.580458641052246,11.75411605834961,13.349699630737305,13.399006627640635,13.399006627640635
2000-03-20,19.5625,18.90625,19.09375,19.15625,1378800.0,12.621639251708984,11.784314664204915,13.298636627197265,13.384610935493752,13.384610935493752
2000-03-21,20.0,18.625,18.625,19.28125,1823200.0,12.704000473022461,11.84608434041341,13.249632396697997,13.372236199812455,13.372236199812455
2000-03-22,19.375,18.6875,19.25,19.09375,1387400.0,12.580458641052246,11.872164726257324,13.19198055267334,13.358097314834595,13.358097314834595
2000-03-23,19.75,18.8125,19.03125,19.40625,1578800.0,12.786359786987305,11.965505981445313,13.138446731567383,13.348066831889906,13.348066831889906
2000-03-24,19.5,18.75,19.40625,19.1875,1828200.0,12.642230987548828,12.04237543741862,13.087795562744141,13.335897248366784,13.335897248366784
2000-03-27,19.1875,18.78125,18.8125,18.8125,1169400.0,12.395148277282715,12.117872111002605,13.030967350006103,13.3199523505518,13.3199523505518
2000-03-28,19.03125,18.1875,18.5625,18.4375,1722400.0,12.148065567016602,12.2606289545695,12.956843357086182,13.300420904159546,13.300420904159546
2000-03-29,18.9375,18.0625,18.1875,18.625,1565600.0,12.345260620117188,12.309463818868002,12.893252239227294,13.284762538847376,13.284762538847376
2000-03-30,19.9375,18.25,18.65625,19.53125,2151400.0,12.945958137512207,12.388737106323243,12.84661647796631,13.279297951729067,13.279297951729067
2000-03-31,19.5,19.0,19.5,19.0,2154400.0,12.593827247619629,12.44865239461263,12.79829164505005,13.268417464362251,13.268417464362251
2000-04-03,19.53125,18.34375,19.0,19.4375,3520000.0,12.883813858032227,12.532018534342448,12.764826068878174,13.262408033013344,13.262408033013344
2000-04-04,21.125,19.0625,19.5625,20.09375,4191800.0,13.318799018859863,12.66085573832194,12.735530281066895,13.263275586641752,13.263275586641752
2000-04-05,21.0,19.75,19.75,20.15625,4099400.0,13.360222816467285,12.727939351399739,12.709533710479736,13.264744484063351,13.264744484063351
2000-04-06,21.0,19.90625,20.15625,20.0,2217000.0,13.256660461425781,12.744193585713704,12.674053688049316,13.264623827009059,13.264623827009059
2000-04-07,20.0625,19.3125,20.0625,19.5,1130600.0,12.92524242401123,12.767179171244303,12.63070993423462,13.259632924023796,13.259632924023796
2000-04-10,20.40625,19.5625,19.625,19.625,1557400.0,13.008094787597656,12.792942873636882,12.596023693084717,13.255987443785736,13.255987443785736
2000-04-11,20.9375,20.09375,20.3125,20.15625,1764200.0,13.360222816467285,12.836691029866536,12.57538070678711,13.25747652053833,13.25747652053833
2000-04-12,21.4375,20.4375,20.46875,21.21875,2337400.0,14.06448745727539,12.935626284281414,12.575000057220459,13.26884287175998,13.26884287175998
2000-04-13,22.3125,20.5,21.5,20.75,3147800.0,13.753782272338867,13.000121116638184,12.569228801727295,13.275578141212463,13.275578141212463
2000-04-14,20.5,19.875,20.375,20.125,2050600.0,13.339508056640625,13.046606254577636,12.564231586456298,13.276453893478603,13.276453893478603
2000-04-17,20.375,19.3125,19.875,19.625,1692800.0,13.008094787597656,13.0874693552653,12.55507698059082,13.272827419074806,13.272827419074806
2000-04-18,20.0,19.03125,19.875,19.9375,1618800.0,13.215230941772461,13.158613713582357,12.547182483673096,13.272059466044109,13.272059466044109
