Date,High,Low,Open,Close,Volume,Adj Close,ALXN-15ma,ALXN-50ma,ALXN-100ma,ALXN-200ma
2000-01-03,7.5625,7.125,7.5625,7.375,402400.0,7.375,7.375,7.375,7.375,7.375
2000-01-04,7.5,6.9375,7.1171875,6.9375,619200.0,6.9375,7.15625,7.15625,7.15625,7.15625
2000-01-05,7.28125,6.84375,6.875,7.28125,338800.0,7.28125,7.197916666666667,7.197916666666667,7.197916666666667,7.197916666666667
2000-01-06,7.75,7.25,7.25,7.75,800400.0,7.75,7.3359375,7.3359375,7.3359375,7.3359375
2000-01-07,8.3125,7.375,7.5,8.25,749200.0,8.25,7.51875,7.51875,7.51875,7.51875
2000-01-10,9.359375,8.0625,8.8125,8.28125,1455200.0,8.28125,7.645833333333333,7.645833333333333,7.645833333333333,7.645833333333333
2000-01-11,8.625,7.28125,8.46875,7.5,460000.0,7.5,7.625,7.625,7.625,7.625
2000-01-12,7.625,7.21875,7.5,7.40625,745600.0,7.40625,7.59765625,7.59765625,7.59765625,7.59765625
2000-01-13,8.78125,7.40625,7.6875,8.71875,762000.0,8.71875,7.722222222222222,7.722222222222222,7.722222222222222,7.722222222222222
2000-01-14,9.125,8.625,8.84375,8.65625,738000.0,8.65625,7.815625,7.815625,7.815625,7.815625
2000-01-18,8.65625,8.265625,8.65625,8.265625,450400.0,8.265625,7.856534090909091,7.856534090909091,7.856534090909091,7.856534090909091
2000-01-19,8.59375,8.28125,8.359375,8.53125,189200.0,8.53125,7.912760416666667,7.912760416666667,7.912760416666667,7.912760416666667
2000-01-20,10.0,8.6875,8.75,9.96875,1013600.0,9.96875,8.070913461538462,8.070913461538462,8.070913461538462,8.070913461538462
2000-01-21,11.46875,10.0,10.0625,11.03125,1926800.0,11.03125,8.282366071428571,8.282366071428571,8.282366071428571,8.282366071428571
2000-01-24,12.53125,11.5,11.5625,11.765625,2078400.0,11.765625,8.514583333333333,8.514583333333333,8.514583333333333,8.514583333333333
2000-01-25,11.90625,11.375,11.515625,11.90625,582800.0,11.90625,8.816666666666666,8.7265625,8.7265625,8.7265625
2000-01-26,12.25,11.5,11.546875,12.15625,390800.0,12.15625,9.164583333333333,8.928308823529411,8.928308823529411,8.928308823529411
2000-01-27,12.34375,11.62890625,12.25,11.890625,1375600.0,11.890625,9.471875,9.092881944444445,9.092881944444445,9.092881944444445
2000-01-28,12.0,10.8125,11.8125,11.8125,650000.0,11.8125,9.742708333333333,9.236019736842104,9.236019736842104,9.236019736842104
2000-01-31,12.1171875,9.953125,12.1171875,10.9375,914000.0,10.9375,9.921875,9.32109375,9.32109375,9.32109375
2000-02-01,11.28125,10.578125,11.0625,11.09375,292000.0,11.09375,10.109375,9.405505952380953,9.405505952380953,9.405505952380953
2000-02-02,13.25,11.0625,11.25,12.625,1852400.0,12.625,10.451041666666667,9.551846590909092,9.551846590909092,9.551846590909092
2000-02-03,14.5,12.75,13.015625,14.0,744000.0,14.0,10.890625,9.74524456521739,9.74524456521739,9.74524456521739
2000-02-04,14.6875,13.578125,14.125,13.65625,1677200.0,13.65625,11.219791666666667,9.908203125,9.908203125,9.908203125
2000-02-07,14.34375,13.25,13.609375,13.421875,1221200.0,13.421875,11.5375,10.04875,10.04875,10.04875
2000-02-08,13.53125,12.75,13.46875,12.859375,880400.0,12.859375,11.84375,10.156850961538462,10.156850961538462,10.156850961538462
2000-02-09,13.25,12.875,12.875,12.96875,740800.0,12.96875,12.139583333333333,10.26099537037037,10.26099537037037,10.26099537037037
2000-02-10,14.34375,12.96875,13.015625,13.90625,783200.0,13.90625,12.402083333333334,10.391183035714286,10.391183035714286,10.391183035714286
2000-02-11,16.765625,14.75,16.515625,15.6875,1256000.0,15.6875,12.7125,10.573814655172415,10.573814655172415,10.573814655172415
2000-02-14,17.0,15.1875,15.1875,15.625,486800.0,15.625,12.969791666666667,10.7421875,10.7421875,10.7421875
2000-02-15,18.75,15.28125,16.21875,18.75,918400.0,18.75,13.426041666666666,11.000504032258064,11.000504032258064,11.000504032258064
2000-02-16,23.3125,19.875,19.90625,22.0625,1704000.0,22.0625,14.086458333333333,11.34619140625,11.34619140625,11.34619140625
2000-02-17,22.96875,19.03125,22.6875,21.03125,1211200.0,21.03125,14.695833333333333,11.639678030303031,11.639678030303031,11.639678030303031
2000-02-18,21.375,18.375,21.375,19.0,752400.0,19.0,15.175,11.856158088235293,11.856158088235293,11.856158088235293
2000-02-22,19.71875,17.75390625,19.46875,18.78125,454800.0,18.78125,15.697916666666666,12.054017857142858,12.054017857142858,12.054017857142858
2000-02-23,19.4375,18.0625,19.0625,19.0,984800.0,19.0,16.225,12.246961805555555,12.246961805555555,12.246961805555555
2000-02-24,21.125,18.859375,19.03125,19.8125,1276000.0,19.8125,16.704166666666666,12.45143581081081,12.45143581081081,12.45143581081081
2000-02-25,20.34375,17.75,18.203125,20.21875,1329200.0,20.21875,17.11875,12.655838815789474,12.655838815789474,12.655838815789474
2000-02-28,22.5,19.71875,22.25,20.65625,657600.0,20.65625,17.585416666666667,12.860977564102564,12.860977564102564,12.860977564102564
2000-02-29,22.0,20.8125,22.0,21.3125,1811200.0,21.3125,18.111458333333335,13.072265625,13.072265625,13.072265625
2000-03-01,29.96875,21.46875,21.5625,28.875,1766000.0,28.875,19.179166666666667,13.457698170731707,13.457698170731707,13.457698170731707
2000-03-02,29.96875,24.0,29.71875,24.1875,1468000.0,24.1875,19.927083333333332,13.713169642857142,13.713169642857142,13.713169642857142
2000-03-03,25.4375,23.59375,24.328125,24.90625,2932400.0,24.90625,20.660416666666666,13.973473837209303,13.973473837209303,13.973473837209303
2000-03-06,25.25,24.21875,24.875,25.09375,1888000.0,25.09375,21.2875,14.226207386363637,14.226207386363637,14.226207386363637
2000-03-07,26.609375,25.0,25.75,25.50390625,1491200.0,25.50390625,21.94609375,14.476822916666666,14.476822916666666,14.476822916666666
2000-03-08,25.75,23.46875,25.75,25.09375,1585200.0,25.09375,22.369010416666665,14.707625679347826,14.707625679347826,14.707625679347826
2000-03-09,24.90625,24.03125,24.90625,24.1875,1061600.0,24.1875,22.510677083333334,14.909325132978724,14.909325132978724,14.909325132978724
2000-03-10,24.25,23.0625,23.9375,23.25,1765600.0,23.25,22.65859375,15.083089192708334,15.083089192708334,15.083089192708334
2000-03-13,23.25,20.5625,22.75,22.5,1328800.0,22.5,22.891927083333332,15.234454719387756,15.234454719387756,15.234454719387756
2000-03-14,24.0,18.75,22.625,19.25,1603600.0,19.25,22.923177083333332,15.314765625,15.314765625,15.314765625
2000-03-15,19.875,17.0,19.6875,18.25,1178400.0,18.25,22.873177083333335,15.532265625,15.372319240196079,15.372319240196079
2000-03-16,19.5,18.5,18.546875,19.28125,1231600.0,19.28125,22.837760416666665,15.779140625,15.447490985576923,15.447490985576923
2000-03-17,22.75,19.25,19.53125,21.625,1188000.0,21.625,22.931510416666665,16.066015625,15.564047759433961,15.564047759433961
2000-03-20,23.25,18.75,22.0,19.28125,1009600.0,19.28125,22.83984375,16.296640625,15.632884837962964,15.632884837962964
2000-03-21,19.5,16.5,19.5,17.5,1008400.0,17.5,22.585677083333334,16.481640625,15.666832386363636,15.666832386363636
2000-03-22,19.921875,17.625,17.75,19.921875,618800.0,19.921875,21.988802083333333,16.714453125,15.742815290178571,15.742815290178571
