Date,High,Low,Open,Close,Volume,Adj Close,MPC-15ma,MPC-50ma,MPC-100ma,MPC-200ma
2011-06-24,19.575000762939453,18.420000076293945,19.375,18.625,1675400.0,13.665757179260254,13.665757179260254,13.665757179260254,13.665757179260254,13.665757179260254
2011-06-27,18.975000381469727,18.295000076293945,18.344999313354492,18.825000762939453,895200.0,13.812504768371582,13.739130973815918,13.739130973815918,13.739130973815918,13.739130973815918
2011-06-28,19.9950008392334,18.850000381469727,19.170000076293945,19.350000381469727,4151800.0,14.19771671295166,13.891992886861166,13.891992886861166,13.891992886861166,13.891992886861166
2011-06-29,20.485000610351562,19.350000381469727,19.5,20.03499984741211,3695200.0,14.70032024383545,14.094074726104736,14.094074726104736,14.094074726104736,14.094074726104736
2011-06-30,21.0,20.09000015258789,20.334999084472656,20.700000762939453,3025600.0,15.188253402709961,14.312910461425782,14.312910461425782,14.312910461425782,14.312910461425782
2011-07-01,23.71500015258789,20.5,20.600000381469727,21.100000381469727,8334200.0,15.481745719909668,14.507716337839762,14.507716337839762,14.507716337839762,14.507716337839762
2011-07-05,21.5,20.825000762939453,21.104999542236328,21.104999542236328,11823000.0,15.485417366027832,14.647387913295201,14.647387913295201,14.647387913295201,14.647387913295201
2011-07-06,21.125,20.5049991607666,20.799999237060547,20.94499969482422,10983000.0,15.368014335632324,14.737466216087341,14.737466216087341,14.737466216087341,14.737466216087341
2011-07-07,21.6299991607666,20.854999542236328,21.094999313354492,20.889999389648438,16707600.0,15.327662467956543,14.803043577406141,14.803043577406141,14.803043577406141,14.803043577406141
2011-07-08,21.299999237060547,20.260000228881836,20.399999618530273,20.704999923706055,16417000.0,15.191922187805176,14.841931438446045,14.841931438446045,14.841931438446045,14.841931438446045
2011-07-11,20.395000457763672,19.7549991607666,20.395000457763672,20.049999237060547,9495200.0,14.711328506469727,14.830058444630016,14.830058444630016,14.830058444630016,14.830058444630016
2011-07-12,20.4950008392334,19.719999313354492,19.93000030517578,20.239999771118164,8011200.0,14.85073184967041,14.831781228383383,14.831781228383383,14.831781228383383,14.831781228383383
2011-07-13,20.6200008392334,19.6200008392334,20.260000228881836,19.979999542236328,11642800.0,14.659963607788086,14.81856448833759,14.81856448833759,14.81856448833759,14.81856448833759
2011-07-14,20.010000228881836,19.104999542236328,19.985000610351562,19.31999969482422,11528400.0,14.175699234008789,14.772645541599818,14.772645541599818,14.772645541599818,14.772645541599818
2011-07-15,19.735000610351562,19.049999237060547,19.5,19.579999923706055,9938400.0,14.366472244262695,14.745567321777344,14.745567321777344,14.745567321777344,14.745567321777344
2011-07-18,19.795000076293945,18.875,19.364999771118164,19.559999465942383,8311600.0,14.351798057556152,14.791303380330403,14.72095674276352,14.72095674276352,14.72095674276352
2011-07-19,19.969999313354492,19.565000534057617,19.6299991607666,19.8700008392334,6423000.0,14.579255104064941,14.842420069376628,14.712621352251839,14.712621352251839,14.712621352251839
2011-07-20,19.969999313354492,19.700000762939453,19.895000457763672,19.764999389648438,5449000.0,14.502215385437012,14.862719980875651,14.700932131873238,14.700932131873238,14.700932131873238
2011-07-21,20.1200008392334,19.55500030517578,19.764999389648438,20.049999237060547,7249200.0,14.711328506469727,14.86345386505127,14.70147930948358,14.70147930948358,14.70147930948358
2011-07-22,20.40999984741211,19.954999923706055,20.139999389648438,20.28499984741211,6645600.0,14.88375473022461,14.843153953552246,14.71059308052063,14.71059308052063,14.71059308052063
2011-07-25,21.059999465942383,20.325000762939453,20.625,20.684999465942383,8898600.0,15.17724609375,14.822853978474935,14.73281465257917,14.73281465257917,14.73281465257917
2011-07-26,21.860000610351562,20.635000228881836,20.69499969482422,21.524999618530273,11324200.0,15.793581008911133,14.843398221333821,14.781031305139715,14.781031305139715,14.781031305139715
2011-07-27,21.649999618530273,20.985000610351562,21.510000228881836,21.030000686645508,6998400.0,15.430388450622559,14.847556495666504,14.809264224508535,14.809264224508535,14.809264224508535
2011-07-28,21.469999313354492,21.094999313354492,21.21500015258789,21.389999389648438,6654600.0,15.694524765014648,14.872013982137045,14.846150080362955,14.846150080362955,14.846150080362955
2011-07-29,22.30500030517578,20.985000610351562,21.174999237060547,21.895000457763672,10709600.0,16.065061569213867,14.930223274230958,14.894906539916992,14.894906539916992,14.894906539916992
