Date,High,Low,Open,Close,Volume,Adj Close,FISV-15ma,FISV-50ma,FISV-100ma,FISV-200ma
2000-01-03,6.385416507720947,6.166666507720947,6.364583492279053,6.354166507720947,4728000.0,6.354166507720947,6.354166507720947,6.354166507720947,6.354166507720947,6.354166507720947
2000-01-04,6.375,5.833333492279053,6.229166507720947,5.916666507720947,5572000.0,5.916666507720947,6.135416507720947,6.135416507720947,6.135416507720947,6.135416507720947
2000-01-05,6.395833492279053,5.895833492279053,5.916666507720947,6.328125,5250400.0,6.328125,6.199652671813965,6.199652671813965,6.199652671813965,6.199652671813965
2000-01-06,6.322916507720947,6.020833492279053,6.25,6.130208492279053,4111600.0,6.130208492279053,6.182291626930237,6.182291626930237,6.182291626930237,6.182291626930237
2000-01-07,6.395833492279053,6.020833492279053,6.104166507720947,6.359375,3436000.0,6.359375,6.21770830154419,6.21770830154419,6.21770830154419,6.21770830154419
2000-01-10,6.416666507720947,6.229166507720947,6.34375,6.34375,4317600.0,6.34375,6.238715251286824,6.238715251286824,6.238715251286824,6.238715251286824
2000-01-11,6.291666507720947,5.645833492279053,6.239583492279053,5.6875,5001600.0,5.6875,6.159970215388706,6.159970215388706,6.159970215388706,6.159970215388706
2000-01-12,5.979166507720947,5.708333492279053,5.708333492279053,5.9375,5349600.0,5.9375,6.132161438465118,6.132161438465118,6.132161438465118,6.132161438465118
2000-01-13,6.354166507720947,5.979166507720947,5.984375,6.333333492279053,4538400.0,6.333333492279053,6.154513888888889,6.154513888888889,6.154513888888889,6.154513888888889
2000-01-14,6.375,6.041666507720947,6.375,6.072916507720947,7019200.0,6.072916507720947,6.146354150772095,6.146354150772095,6.146354150772095,6.146354150772095
2000-01-18,6.0625,5.895833492279053,6.0,6.0,5345200.0,6.0,6.133049227974632,6.133049227974632,6.133049227974632,6.133049227974632
2000-01-19,6.166666507720947,6.0,6.0625,6.135416507720947,5064400.0,6.135416507720947,6.133246501286824,6.133246501286824,6.133246501286824,6.133246501286824
2000-01-20,6.197916507720947,6.041666507720947,6.083333492279053,6.125,5478400.0,6.125,6.132612155033992,6.132612155033992,6.132612155033992,6.132612155033992
2000-01-21,6.177083492279053,5.916666507720947,6.166666507720947,5.947916507720947,9739600.0,5.947916507720947,6.119419608797346,6.119419608797346,6.119419608797346,6.119419608797346
2000-01-24,6.0,5.614583492279053,5.958333492279053,5.669270992279053,8083200.0,5.669270992279053,6.089409701029459,6.089409701029459,6.089409701029459,6.089409701029459
2000-01-25,6.0,5.604166507720947,5.6875,5.947916507720947,16414800.0,5.947916507720947,6.0623263676961265,6.080566376447678,6.080566376447678,6.080566376447678
2000-01-26,6.041666507720947,5.8125,6.03125,5.84375,4674400.0,5.84375,6.057465267181397,6.06663600136252,6.06663600136252,6.06663600136252
2000-01-27,5.895833492279053,5.760416507720947,5.854166507720947,5.802083492279053,3192000.0,5.802083492279053,6.022395833333333,6.051938639746772,6.051938639746772,6.051938639746772
2000-01-28,5.802083492279053,5.4375,5.791666507720947,5.458333492279053,5467200.0,5.458333492279053,5.977604166666667,6.02069626356426,6.02069626356426,6.02069626356426
2000-01-31,5.8125,5.458333492279053,5.479166507720947,5.65625,6261600.0,5.65625,5.930729166666667,6.002473950386047,6.002473950386047,6.002473950386047
2000-02-01,5.729166507720947,5.520833492279053,5.666666507720947,5.729166507720947,4817200.0,5.729166507720947,5.889756933848063,5.989459310259138,5.989459310259138,5.989459310259138
2000-02-02,6.270833492279053,5.708333492279053,5.729166507720947,6.0625,6899200.0,6.0625,5.9147569338480634,5.992779341610995,5.992779341610995,5.992779341610995
2000-02-03,6.208333492279053,5.9375,6.114583492279053,6.010416507720947,6731200.0,6.010416507720947,5.919618034362793,5.993546174920124,5.993546174920124,5.993546174920124
2000-02-04,6.083333492279053,5.822916507720947,6.020833492279053,5.822916507720947,4045600.0,5.822916507720947,5.885590235392253,5.986436605453491,5.986436605453491,5.986436605453491
2000-02-07,5.875,5.802083492279053,5.854166507720947,5.84375,3231600.0,5.84375,5.870312468210856,5.980729141235352,5.980729141235352,5.980729141235352
2000-02-08,6.041666507720947,5.875,5.895833492279053,6.020833492279053,5332800.0,6.020833492279053,5.871701367696127,5.982271616275494,5.982271616275494,5.982271616275494
2000-02-09,6.041666507720947,5.791666507720947,6.0,5.833333492279053,4369600.0,5.833333492279053,5.8515625,5.976755389460811,5.976755389460811,5.976755389460811
2000-02-10,6.03125,5.791666507720947,5.895833492279053,6.03125,3734400.0,6.03125,5.8453125,5.978701625551496,5.978701625551496,5.978701625551496
2000-02-11,6.104166507720947,5.5625,6.03125,5.666666507720947,4976800.0,5.666666507720947,5.8265625,5.967941793902167,5.967941793902167,5.967941793902167
2000-02-14,5.75,5.604166507720947,5.697916507720947,5.65625,3025200.0,5.65625,5.825694433848063,5.957552067438761,5.957552067438761,5.957552067438761
2000-02-15,5.666666507720947,5.395833492279053,5.645833492279053,5.510416507720947,5024800.0,5.510416507720947,5.796527767181397,5.943128339705929,5.943128339705929,5.943128339705929
2000-02-16,5.59375,5.166666507720947,5.479166507720947,5.333333492279053,5890800.0,5.333333492279053,5.7625,5.924072250723839,5.924072250723839,5.924072250723839
2000-02-17,5.416666507720947,5.03125,5.34375,5.041666507720947,8635600.0,5.041666507720947,5.711805534362793,5.897332682754055,5.897332682754055,5.897332682754055
2000-02-18,5.010416507720947,4.052083492279053,5.010416507720947,4.552083492279053,34001200.0,4.552083492279053,5.651388867696126,5.857766530093024,5.857766530093024,5.857766530093024
2000-02-22,5.020833492279053,4.552083492279053,4.5625,4.65625,12378000.0,4.65625,5.58472220102946,5.823437486376081,5.823437486376081,5.823437486376081
2000-02-23,4.729166507720947,4.479166507720947,4.625,4.729166507720947,9028000.0,4.729166507720947,5.518055534362793,5.793041070302327,5.793041070302327,5.793041070302327
2000-02-24,4.770833492279053,4.479166507720947,4.770833492279053,4.666666507720947,9739600.0,4.666666507720947,5.424999968210856,5.762598514556885,5.762598514556885,5.762598514556885
2000-02-25,4.71875,4.625,4.677083492279053,4.6875,13707600.0,4.6875,5.336805534362793,5.734306448384335,5.734306448384335,5.734306448384335
2000-02-28,4.645833492279053,4.333333492279053,4.625,4.479166507720947,13508400.0,4.479166507720947,5.24722220102946,5.70212337298271,5.70212337298271,5.70212337298271
2000-02-29,4.614583492279053,4.489583492279053,4.541666507720947,4.541666507720947,11926800.0,4.541666507720947,5.160416634877523,5.673111951351165,5.673111951351165,5.673111951351165
2000-03-01,4.604166507720947,4.479166507720947,4.541666507720947,4.583333492279053,5245600.0,4.583333492279053,5.0645833015441895,5.646531988934773,5.646531988934773,5.646531988934773
2000-03-02,4.5625,4.354166507720947,4.5625,4.427083492279053,4890400.0,4.427083492279053,4.9708333015441895,5.617497500919161,5.617497500919161,5.617497500919161
2000-03-03,4.614583492279053,4.395833492279053,4.4375,4.572916507720947,7990800.0,4.572916507720947,4.873611068725586,5.593204919681993,5.593204919681993,5.593204919681993
2000-03-06,4.59375,4.416666507720947,4.59375,4.427083492279053,8429200.0,4.427083492279053,4.79097220102946,5.5667021599682895,5.5667021599682895,5.5667021599682895
2000-03-07,4.526041507720947,4.416666507720947,4.416666507720947,4.5,12684000.0,4.5,4.713888867696126,5.54299766752455,5.54299766752455,5.54299766752455
2000-03-08,5.0,4.5,4.5,4.822916507720947,10782000.0,4.822916507720947,4.668055534362793,5.527343729267949,5.527343729267949,5.527343729267949
2000-03-09,5.364583492279053,4.75,4.833333492279053,5.354166507720947,10400400.0,5.354166507720947,4.669444402058919,5.523659107532907,5.523659107532907,5.523659107532907
2000-03-10,5.729166507720947,5.34375,5.34375,5.6875,10162800.0,5.6875,4.712499968210856,5.527072459459305,5.527072459459305,5.527072459459305
2000-03-13,5.466145992279053,5.291666507720947,5.416666507720947,5.3125,9006400.0,5.3125,4.763194402058919,5.522693429674421,5.522693429674421,5.522693429674421
2000-03-14,5.541666507720947,5.28125,5.28125,5.354166507720947,6334000.0,5.354166507720947,4.809722169240316,5.519322891235351,5.519322891235351,5.519322891235351
