Date,High,Low,Open,Close,Volume,Adj Close,EOG-15ma,EOG-50ma,EOG-100ma,EOG-200ma
2000-02-25,3.5625,3.421875,3.515625,3.46875,5426400.0,3.0883920192718506,3.431547451019287,3.5257839717363058,3.5257839717363058,3.5257839717363058
2000-02-28,3.625,3.453125,3.515625,3.546875,3141200.0,3.1579513549804688,3.409288756052653,3.5163523661784635,3.5163523661784635,3.5163523661784635
2000-02-29,3.8125,3.53125,3.546875,3.8125,8637600.0,3.394449472427368,3.404651467005412,3.513304793834686,3.513304793834686,3.513304793834686
2000-03-01,3.9375,3.8125,3.875,3.90625,6214400.0,3.477919816970825,3.406506363550822,3.5124417456184944,3.5124417456184944,3.5124417456184944
2000-03-02,4.46875,4.0,4.0,4.4375,8708800.0,3.9509177207946777,3.4463865598042807,3.522881649789356,3.522881649789356,3.522881649789356
2000-03-03,4.53125,4.15625,4.4375,4.328125,6155200.0,3.8535330295562744,3.4677176316579184,3.5305712167606798,3.5305712167606798,3.5305712167606798
2000-03-06,4.46875,4.25,4.28125,4.34375,1912400.0,3.867446184158325,3.493686056137085,3.538227466019717,3.538227466019717,3.538227466019717
2000-03-07,4.734375,4.40625,4.53125,4.671875,4027600.0,4.159592151641846,3.537275966008504,3.5520355701446533,3.5520355701446533,3.5520355701446533
2000-03-08,4.859375,4.53125,4.65625,4.71875,6978400.0,4.201324939727783,3.5762285391489663,3.566150556439939,3.566150556439939,3.566150556439939
2000-03-09,4.78125,4.59375,4.75,4.6875,2698800.0,4.173503875732422,3.6179635842641193,3.579072967488715,3.579072967488715,3.579072967488715
2000-03-10,4.78125,4.5,4.609375,4.640625,4815600.0,4.131767749786377,3.653206475575765,3.5905874421199164,3.5905874421199164,3.5905874421199164
2000-03-13,4.734375,4.546875,4.578125,4.5625,1570000.0,4.062211990356445,3.6912318229675294,3.6002124329002534,3.6002124329002534,3.6002124329002534
2000-03-14,4.703125,4.53125,4.578125,4.625,2675200.0,4.117857456207275,3.7357492287953695,3.610565333366394,3.610565333366394,3.610565333366394
2000-03-15,4.71875,4.46875,4.6875,4.578125,2478400.0,4.076120853424072,3.7886136372884116,3.6232122373580933,3.6196938729753683,3.6196938729753683
2000-03-16,4.84375,4.5625,4.578125,4.6875,3574800.0,4.173503875732422,3.859099499384562,3.6378068017959593,3.6303440653360806,3.6303440653360806
2000-03-17,4.75,4.578125,4.6875,4.625,1438800.0,4.117857456207275,3.9277305285135906,3.6532325172424316,3.639542431201575,3.639542431201575
2000-03-20,4.609375,4.4375,4.578125,4.59375,2441600.0,4.090034484863281,3.989869403839111,3.662547311782837,3.6478848766397545,3.6478848766397545
2000-03-21,4.71875,4.546875,4.59375,4.671875,3318400.0,4.159592151641846,4.0408789157867435,3.6740864181518553,3.657188645276156,3.657188645276156
2000-03-22,4.921875,4.59375,4.78125,4.734375,7837600.0,4.215238094329834,4.090033467610677,3.6861830139160157,3.6671538140092577,3.6671538140092577
2000-03-23,4.765625,4.6875,4.75,4.75,2806000.0,4.229148864746094,4.108582210540772,3.6980023431777953,3.6770133763028863,3.6770133763028863
2000-03-24,4.78125,4.59375,4.734375,4.609375,3700000.0,4.103943824768066,4.125276263554891,3.707184019088745,3.68437424610401,3.68437424610401
2000-03-27,4.71875,4.5625,4.59375,4.609375,3110800.0,4.103943824768066,4.1410427729288735,3.714974570274353,3.6914855948949263,3.6914855948949263
2000-03-28,4.96875,4.671875,4.671875,4.828125,3733600.0,4.298712253570557,4.150317446390788,3.725269260406494,3.701606039206187,3.701606039206187
2000-03-29,5.421875,4.84375,4.84375,5.2734375,5833600.0,4.6951904296875,4.183241812388102,3.743215308189392,3.717894307902602,3.717894307902602
2000-03-30,6.015625,5.375,5.421875,5.75,11296000.0,5.119497299194336,4.246308040618897,3.769369282722473,3.740500807762146,3.740500807762146
2000-03-31,5.9375,5.296875,5.734375,5.296875,6144800.0,4.716058254241943,4.285260740915934,3.789123854637146,3.7559858465951588,3.7559858465951588
2000-04-03,5.84375,5.4375,5.5,5.8125,4421600.0,5.175143241882324,4.359456157684326,3.8202859926223756,3.7781601808965206,3.7781601808965206
2000-04-04,6.015625,5.453125,5.96875,5.671875,8818400.0,5.0499396324157715,4.421594969431559,3.850613446235657,3.7977260186122015,3.7977260186122015
2000-04-05,5.875,5.46875,5.78125,5.578125,4235200.0,4.966467380523682,4.480951404571533,3.880384397506714,3.8154342210654058,3.8154342210654058
2000-04-06,5.84375,5.609375,5.640625,5.8125,2180800.0,5.175143241882324,4.54772736231486,3.913494176864624,3.8357283855552105,3.8357283855552105
2000-04-07,5.953125,5.75,5.796875,5.90625,2288000.0,5.258615016937256,4.623777866363525,3.9499427843093873,3.8566531889578877,3.8566531889578877
2000-04-10,5.90625,5.515625,5.890625,5.625,3462000.0,5.008203506469727,4.684989134470622,3.9822178649902344,3.873342323994291,3.873342323994291
2000-04-11,5.96875,5.640625,5.640625,5.859375,3255600.0,5.2168803215026855,4.7554750124613445,4.015884132385254,3.8925357239586966,3.8925357239586966
2000-04-12,6.234375,5.953125,5.96875,6.078125,6724400.0,5.418579578399658,4.835697778066,4.053027925491333,3.914029299373358,3.914029299373358
2000-04-13,6.171875,5.984375,6.0,6.125,3855200.0,5.487451076507568,4.919584592183431,4.089323301315307,3.9358823796113334,3.9358823796113334
2000-04-14,6.140625,5.71875,6.140625,5.8125,4076000.0,5.2074785232543945,4.9931535720825195,4.121688613891601,3.9533015048667175,3.9533015048667175
2000-04-17,5.859375,5.625,5.859375,5.734375,2638800.0,5.137488842010498,5.062056573232015,4.154601755142212,3.9693040364497416,3.9693040364497416
2000-04-18,5.96875,5.625,5.671875,5.9375,2716800.0,5.319466590881348,5.130106862386068,4.191710910797119,3.987306203842163,3.987306203842163
2000-04-19,6.125,5.71875,5.90625,5.796875,4382400.0,5.193479537963867,5.163326136271158,4.2265785741806035,4.003176905606923,4.003176905606923
2000-04-20,6.140625,5.78125,6.125,5.953125,5895600.0,5.333467960357666,5.177590847015381,4.2661936378479,4.020453412811477,4.020453412811477
2000-04-24,5.90625,5.765625,5.890625,5.8125,4030800.0,5.2074785232543945,5.2103521982828775,4.2996718692779545,4.035671683458181,4.035671683458181
2000-04-25,5.984375,5.875,5.875,5.90625,3372400.0,5.2914719581604,5.218107446034749,4.335942912101745,4.05156788946707,4.05156788946707
2000-04-26,5.984375,5.875,5.9375,5.90625,2989200.0,5.2914719581604,5.234209601084391,4.371657481193543,4.067066690325737,4.067066690325737
2000-04-27,6.046875,5.828125,5.875,6.0,4181600.0,5.375463962554932,5.261476039886475,4.406826033592224,4.083219743069307,4.083219743069307
2000-04-28,6.21875,5.984375,5.984375,6.21875,4572800.0,5.571442604064941,5.2878959973653155,4.44730532169342,4.101368802349742,4.101368802349742
2000-05-01,6.53125,6.21875,6.25,6.46875,8929600.0,5.795421123504639,5.323683071136474,4.491151256561279,4.1217790712793185,4.1217790712793185
2000-05-02,6.84375,6.484375,6.5,6.71875,7471200.0,6.019398212432861,5.391096051534017,4.541702585220337,4.144369775340671,4.144369775340671
2000-05-03,6.796875,6.53125,6.703125,6.5625,7364800.0,5.8794121742248535,5.435264841715495,4.590288901329041,4.164782038856955,4.164782038856955
2000-05-04,7.03125,6.53125,6.5625,6.921875,8126800.0,6.201379299163818,5.487451489766439,4.648653392791748,4.188463402348895,4.188463402348895
2000-05-05,7.15625,6.84375,6.859375,7.109375,5255200.0,6.369365215301514,5.546245765686035,4.713716378211975,4.213531239279385,4.213531239279385
2000-05-08,7.359375,7.0,7.03125,7.25,6769200.0,6.495351314544678,5.632103951772054,4.781855564117432,4.239461012861946,4.239461012861946
2000-05-09,7.34375,6.9375,7.234375,7.140625,6667200.0,6.397360324859619,5.716095383961996,4.846643743515014,4.263707072547312,4.263707072547312
2000-05-10,7.203125,6.953125,7.109375,7.1875,2924800.0,6.439355373382568,5.790754636128743,4.907541861534119,4.287880942556593,4.287880942556593
2000-05-11,7.375,7.203125,7.25,7.359375,4901200.0,6.593340873718262,5.8840787251790365,4.969850282669068,4.313215667074854,4.313215667074854
2000-05-12,7.4375,7.21875,7.375,7.421875,3829600.0,6.649333953857422,5.971803124745687,5.023818607330322,4.338608257148577,4.338608257148577
2000-05-15,7.484375,7.375,7.390625,7.375,6628800.0,6.607339859008789,6.0651272137959795,5.078894743919372,4.363003220609439,4.363003220609439
2000-05-16,7.375,6.953125,7.375,7.0,5500400.0,6.271374225616455,6.130454031626384,5.126973304748535,4.383305039811642,4.383305039811642
2000-05-17,7.625,7.0,7.03125,7.46875,7666400.0,6.6913323402404785,6.2237780570983885,5.1776081085205075,4.407600064026682,4.407600064026682
2000-05-18,7.703125,7.3125,7.4375,7.625,7371200.0,6.8313164710998535,6.320834891001383,5.230207939147949,4.432847109933694,4.432847109933694
2000-05-19,7.875,7.515625,7.6875,7.765625,9448800.0,6.957304954528809,6.413225714365641,5.285883960723877,4.458872448537767,4.458872448537767
2000-05-22,7.984375,7.703125,7.78125,7.796875,4984000.0,6.985301494598389,6.492551072438558,5.342954635620117,4.484652336762876,4.484652336762876
2000-05-23,7.96875,7.765625,7.890625,7.78125,8338000.0,6.971302032470703,6.556011327107748,5.401136436462402,4.5097700104568945,4.5097700104568945
2000-05-24,7.984375,7.671875,7.796875,7.703125,4621200.0,6.90131139755249,6.624137941996256,5.4568055152893065,4.53368542432785,4.53368542432785
2000-05-25,7.875,7.421875,7.875,7.5625,7182000.0,6.775323867797852,6.662400913238526,5.510789575576783,4.567000906467438,4.555879864362207
2000-05-26,7.734375,7.4375,7.625,7.5,5896000.0,6.719327449798584,6.685731728871663,5.561706047058106,4.599756424427032,4.577090134807661
2000-05-30,7.8125,7.453125,7.5,7.78125,5545200.0,6.971302032470703,6.717461776733399,5.618774938583374,4.636003727912903,4.600334910513128
2000-05-31,8.15625,7.796875,7.8125,8.125,7608400.0,7.279273509979248,6.776255989074707,5.682559719085694,4.672553515434265,4.626093935507995
2000-06-01,8.21875,7.84375,8.21875,8.015625,4780400.0,7.181283950805664,6.825717894236247,5.74299355506897,4.708539986610413,4.65042907851083
2000-06-02,8.109375,7.59375,8.0625,7.625,7745600.0,6.8313164710998535,6.8415829340616865,5.79531512260437,4.740749068260193,4.671003487874877
2000-06-05,7.625,7.40625,7.625,7.546875,3572800.0,6.761322498321533,6.84904883702596,5.845958595275879,4.771980469226837,4.690539179561294
2000-06-06,7.859375,7.484375,7.484375,7.84375,5061200.0,7.0272979736328125,6.877046044667562,5.904425678253173,4.8058048486709595,4.712175835061957
2000-06-07,8.09375,7.5625,7.84375,7.8125,4528000.0,6.999301910400391,6.925574556986491,5.96233283996582,4.838653705120087,4.733158643092584
2000-06-08,8.25,7.859375,7.875,8.046875,3970000.0,7.2092790603637695,6.960104338328043,6.0205441761016845,4.8729067182540895,4.75566882870414
2000-06-09,8.046875,7.890625,8.046875,7.921875,2680400.0,7.097289085388184,6.977835845947266,6.068586149215698,4.905900728702545,4.776764506692285
2000-06-12,8.234375,7.96875,7.984375,8.140625,2977200.0,7.293269634246826,7.0002334912618,6.112061595916748,4.940715439319611,4.799233302474022
2000-06-13,8.359375,8.171875,8.203125,8.3125,2928000.0,7.447255611419678,7.031030432383219,6.166685543060303,4.977904698848724,4.822667128216904
2000-06-14,8.484375,8.296875,8.328125,8.375,2354400.0,7.503254413604736,7.066493924458822,6.213247766494751,5.016766879558563,4.846181051772938
2000-06-15,8.421875,8.140625,8.34375,8.3125,5023200.0,7.447255611419678,7.102890205383301,6.261194086074829,5.055903766155243,4.86879909142204
2000-06-16,8.71875,8.34375,8.34375,8.65625,5959600.0,7.755224704742432,7.168216927846273,6.316969232559204,5.098676815032959,4.893682070847215
2000-06-19,8.703125,8.375,8.625,8.54296875,4421600.0,7.6537322998046875,7.230510584513346,6.366541013717652,5.1400175952911376,4.9172722437442875
2000-06-20,8.40625,8.21875,8.375,8.390625,4307600.0,7.517251491546631,7.266907215118408,6.411713743209839,5.180828263759613,4.939305966183291
2000-06-21,8.46875,8.171875,8.390625,8.40625,6675600.0,7.531245708465576,7.283705361684164,6.462174587249756,5.222196226119995,4.961086972420957
2000-06-22,8.578125,7.9375,8.578125,8.078125,3479200.0,7.237276077270508,7.287438170115153,6.5025825023651125,5.259233317375183,4.98005521496137
2000-06-23,8.390625,8.125,8.140625,8.265625,1300400.0,7.405259132385254,7.325701014200846,6.542316093444824,5.297672009468078,5.000098222543385
2000-06-26,8.4375,8.0,8.3125,8.125,1290000.0,7.279273509979248,7.360231081644694,6.578152542114258,5.333737921714783,5.018779987194499
2000-06-27,8.25,7.953125,8.0625,8.234375,3145200.0,7.377264022827148,7.383562151590983,6.621548252105713,5.371618432998657,5.037954654150862
2000-06-28,8.375,8.109375,8.21875,8.359375,2004800.0,7.489251136779785,7.416225433349609,6.668583498001099,5.411592626571656,5.057723174172063
2000-06-29,8.578125,8.265625,8.375,8.4375,2542400.0,7.55924654006958,7.43955659866333,6.7133790969848635,5.452545003890991,5.0777353610992435
2000-06-30,8.59375,8.1875,8.4375,8.3515625,3358000.0,7.4822540283203125,7.465220928192139,6.759154586791992,5.4928665804862975,5.096818842585125
2000-07-03,8.453125,8.1875,8.390625,8.234375,955200.0,7.377264022827148,7.470820554097494,6.800030508041382,5.5331120729446415,5.114775103846873
2000-07-05,8.21875,7.3125,8.21875,7.390625,8606400.0,6.621340274810791,7.415759531656901,6.82830774307251,5.563989806175232,5.1265451442450285
2000-07-06,7.71875,6.828125,7.625,7.1875,13292400.0,6.439355373382568,7.344832928975423,6.8512654113769536,5.593604161739349,5.136721967726714
2000-07-07,7.53125,7.046875,7.125,7.5,7344800.0,6.719327449798584,7.296304384867351,6.879822521209717,5.625740001201629,5.148895856050345
2000-07-10,8.0,7.5625,7.984375,7.59375,5566400.0,6.803320407867432,7.232844098409017,6.908379650115966,5.657602841854096,5.161525051102384
2000-07-11,8.125,7.625,7.625,8.09375,10232800.0,7.251274585723877,7.206013584136963,6.941976289749146,5.694640805721283,5.177356486970728
2000-07-12,8.390625,7.84375,8.375,7.859375,6577200.0,7.041296005249023,7.174283218383789,6.966893787384033,5.729022521972656,5.191371069814926
2000-07-13,8.09375,7.546875,7.84375,7.984375,6513200.0,7.161260604858398,7.149617544809977,6.989731035232544,5.76571681022644,5.206071737986892
2000-07-14,8.046875,7.75,7.984375,7.875,2781600.0,7.0631608963012695,7.138009866078694,7.013406009674072,5.801847455501556,5.219827953974406
2000-07-17,8.109375,7.515625,7.875,7.59375,5228000.0,6.810903072357178,7.098386128743489,7.02559648513794,5.837124938964844,5.23152703572722
2000-07-18,7.875,7.53125,7.53125,7.875,5148800.0,7.0631608963012695,7.083978621164958,7.039472398757934,5.876594388484955,5.244896625950389
2000-07-19,7.875,7.6875,7.859375,7.734375,2002000.0,6.9370317459106445,7.054629802703857,7.0483060073852535,5.915080785751343,5.2571584746457525
2000-07-20,7.734375,7.140625,7.734375,7.25,4954000.0,6.502590656280518,6.98885243733724,7.050410614013672,5.948527178764343,5.266118418398521
2000-07-21,7.3125,6.734375,7.3125,7.015625,5475600.0,6.292377471923828,6.904394499460856,7.047471055984497,5.977506458759308,5.273448840209416
2000-07-24,7.125,6.75,7.03125,6.828125,4165600.0,6.124205589294434,6.813857936859131,7.038088350296021,6.003969316482544,5.2794825760185295
2000-07-25,7.125,6.671875,6.96875,6.75,4645600.0,6.05413818359375,6.7256495475769045,7.026184434890747,6.025001521110535,5.2849378971986365
2000-07-26,7.046875,6.75,6.765625,6.953125,5205200.0,6.236319065093994,6.699981466929118,7.018764019012451,6.048829381465912,5.291590912358744
2000-07-27,7.453125,7.015625,7.015625,7.375,6708400.0,6.6147050857543945,6.711671447753906,7.02563063621521,6.076301970481873,5.3007792052295475
2000-07-28,7.671875,7.375,7.375,7.5,3148000.0,6.726816177368164,6.712170696258545,7.026340312957764,6.101974210739136,5.310613942968434
2000-07-31,7.75,7.265625,7.75,7.390625,2477200.0,6.628719329833984,6.700530624389648,7.022288370132446,6.126248154640198,5.3196420620565545
2000-08-01,7.84375,7.359375,7.375,7.71875,3064400.0,6.9230170249938965,6.67864678700765,7.0216026115417485,6.153743286132812,5.330549374729598
2000-08-02,8.015625,7.703125,7.703125,8.0,4163600.0,7.175272464752197,6.687578550974528,7.025402030944824,6.184178333282471,5.343013719932453
2000-08-03,8.5,7.875,8.125,7.875,4956000.0,7.0631608963012695,6.681038570404053,7.027239208221435,6.214187822341919,5.354558331854391
2000-08-04,8.296875,7.890625,8.03125,8.171875,4012000.0,7.329428672790527,6.698789755503337,7.035801553726197,6.246303534507751,5.367724134127299
2000-08-07,8.375,8.15625,8.21875,8.23828125,2492800.0,7.3889923095703125,6.737329037984212,7.0480749225616455,6.279432249069214,5.381110016083875
2000-08-08,8.4375,8.171875,8.234375,8.203125,3491200.0,7.357458114624023,6.756948852539063,7.0608375358581545,6.31127179145813,5.39411230620585
2000-08-09,8.484375,8.28125,8.484375,8.28125,2464000.0,7.427529335021973,6.789648691813151,7.069962081909179,6.344368510246277,5.407402613583733
2000-08-10,8.65625,8.375,8.4375,8.546875,5085600.0,7.665765762329102,6.867193698883057,7.077691926956176,6.3801258230209354,5.422067309354807
2000-08-11,8.609375,8.453125,8.59375,8.5625,2801600.0,7.679784774780273,6.959687519073486,7.087661943435669,6.415327749252319,5.436633228486584
2000-08-14,8.984375,8.578125,8.578125,8.6875,9181200.0,7.791897296905518,7.070866966247559,7.106873559951782,6.451094341278076,5.451731075079013
2000-08-15,9.0,8.75,8.75,8.875,3815200.0,7.960068702697754,7.197929000854492,7.130848484039307,6.488403539657593,5.467707747866394
2000-08-16,9.0,8.765625,8.890625,8.8125,4539600.0,7.904007434844971,7.309108225504557,7.14838267326355,6.526404175758362,5.48312736613841
2000-08-17,9.4375,8.9375,8.9375,9.0625,7969600.0,8.12823486328125,7.410010210673014,7.170961332321167,6.566647086143494,5.499763262346855
2000-08-18,9.1875,8.84375,9.125,9.03125,3105200.0,8.100208282470703,7.501569684346517,7.1887799167633055,6.604662046432495,5.5160160437226295
2000-08-21,9.265625,8.953125,9.203125,9.09375,3074400.0,8.156265258789062,7.603406079610189,7.209959440231323,6.639272794723511,5.532415107170247
2000-08-22,9.375,9.125,9.21875,9.171875,3228000.0,8.226334571838379,7.690293916066488,7.228620738983154,6.670341167449951,5.5490442396681985
2000-08-23,9.53125,9.203125,9.25,9.4375,4234000.0,8.464571952819824,7.776247215270996,7.248967065811157,6.70782630443573,5.566930912755018
2000-08-24,9.515625,9.25,9.4375,9.5,5120000.0,8.520636558532715,7.8734122594197595,7.269314708709717,6.741281237602234,5.58494131303415
2000-08-25,9.515625,9.296875,9.46875,9.484375,2270000.0,8.506624221801758,7.951891962687174,7.290502080917358,6.7758480834960935,5.602648482178196
2000-08-28,9.609375,9.4375,9.484375,9.484375,2191600.0,8.506624221801758,8.026400756835937,7.305530071258545,6.8112496519088745,5.620142311934965
2000-08-29,9.875,9.4375,9.53125,9.734375,4318800.0,8.730850219726562,8.117960230509441,7.327072429656982,6.846806721687317,5.638769305394795
2000-08-30,9.78125,9.328125,9.734375,9.46875,5579200.0,8.492605209350586,8.188965288798014,7.346579504013062,6.87914662361145,5.655756423870723
2000-08-31,9.6875,9.515625,9.5625,9.5625,2158400.0,8.576693534851074,8.249693806966146,7.3674884605407716,6.914831523895264,5.673040075414985
2000-09-01,9.796875,9.609375,9.625,9.625,3648000.0,8.632745742797852,8.313224538167317,7.3953978538513185,6.9489901781082155,5.690450108752531
2000-09-05,9.65625,9.5,9.5625,9.625,2422400.0,8.632745742797852,8.369281101226807,7.41994758605957,6.981131839752197,5.707656515969171
2000-09-06,9.8125,9.5625,9.59375,9.8125,5343200.0,8.800917625427246,8.42533769607544,7.450380468368531,7.014266505241394,5.7256405921869495
2000-09-07,9.828125,9.65625,9.8125,9.828125,2734000.0,8.814929962158203,8.486065864562988,7.479133787155152,7.050341019630432,5.743497756175223
2000-09-08,9.734375,9.453125,9.671875,9.6875,3470800.0,8.688804626464844,8.52343718210856,7.503124856948853,7.0858541774749755,5.760424807153899
2000-09-11,9.96875,9.625,9.6875,9.921875,3152800.0,8.89902114868164,8.57669137318929,7.5299203491210935,7.121649723052979,5.778359643391201
2000-09-12,10.125,9.84375,9.96875,10.0625,4668000.0,9.025146484375,8.634616788228353,7.560778198242187,7.15996639251709,5.79680729589679
2000-09-13,10.125,9.6875,10.125,9.8125,4134800.0,8.800917625427246,8.672922325134277,7.58925127029419,7.194640889167785,5.8137796706399
2000-09-14,9.9375,9.578125,9.8125,9.90625,1876000.0,8.885008811950684,8.700951449076335,7.634524641036987,7.231416192054748,5.831033766939399
2000-09-15,10.09375,9.78125,9.890625,9.875,4874400.0,8.856974601745605,8.723373985290527,7.682877025604248,7.2670712184906,5.847938464340551
2000-09-18,10.046875,9.84375,9.875,9.98828125,4268400.0,8.958579063415527,8.753504308064779,7.727662057876587,7.303742289543152,5.865219801002079
2000-09-19,10.0625,9.640625,9.984375,9.703125,4907200.0,8.702818870544434,8.76658395131429,7.765652027130127,7.337015838623047,5.880897143927727
2000-09-20,10.125,9.703125,9.765625,9.921875,6606800.0,8.89902114868164,8.777795346577962,7.798606958389282,7.370291624069214,5.897480242854947
2000-09-21,9.875,9.53125,9.875,9.5625,5988400.0,8.576693534851074,8.78340123494466,7.829314908981323,7.398104348182678,5.912120752647275
2000-09-22,9.828125,9.4375,9.5,9.5,5231200.0,8.520636558532715,8.779664103190104,7.856502428054809,7.423116731643677,5.926297468983608
2000-09-25,9.421875,8.96875,9.421875,9.296875,4980400.0,8.33845043182373,8.76004441579183,7.882008218765259,7.447707114219665,5.939336133647609
2000-09-26,9.875,9.359375,9.359375,9.734375,3000800.0,8.730850219726562,8.766584714253744,7.920407161712647,7.473001823425293,5.954344273895345
2000-09-27,9.953125,9.734375,9.796875,9.875,3685600.0,8.856974601745605,8.7703218460083,7.9562834358215335,7.497877917289734,5.969866361210053
2000-09-28,10.03125,9.75,9.96875,9.75,3528800.0,8.744863510131836,8.765650749206543,7.992440071105957,7.520373039245605,5.984626984342616
