Date,High,Low,Open,Close,Volume,Adj Close,ROP-15ma,ROP-50ma,ROP-100ma,ROP-200ma
2000-01-03,18.96875,17.4375,18.90625,17.78125,88000.0,15.590919494628906,15.590919494628906,15.590919494628906,15.590919494628906,15.590919494628906
2000-01-04,17.6875,16.75,17.5,16.96875,153200.0,14.878495216369629,15.234707355499268,15.234707355499268,15.234707355499268,15.234707355499268
2000-01-05,16.96875,16.34375,16.96875,16.75,262200.0,14.686694145202637,15.05203628540039,15.05203628540039,15.05203628540039,15.05203628540039
2000-01-06,16.84375,16.5625,16.75,16.75,211800.0,14.686694145202637,14.960700750350952,14.960700750350952,14.960700750350952,14.960700750350952
2000-01-07,17.0,16.625,16.6875,17.0,181600.0,14.905904769897461,14.949741554260253,14.949741554260253,14.949741554260253,14.949741554260253
2000-01-10,17.1875,16.875,17.125,17.15625,107000.0,15.0429105758667,14.965269724527994,14.965269724527994,14.965269724527994,14.965269724527994
2000-01-11,17.125,16.78125,17.125,16.9375,79000.0,14.851102828979492,14.948960168021065,14.948960168021065,14.948960168021065,14.948960168021065
2000-01-12,17.03125,16.6875,17.0,17.03125,101600.0,14.964224815368652,14.950868248939514,14.950868248939514,14.950868248939514,14.950868248939514
2000-01-13,17.03125,16.75,17.03125,16.875,107400.0,14.826933860778809,14.937097761366102,14.937097761366102,14.937097761366102,14.937097761366102
2000-01-14,16.96875,16.75,16.875,16.84375,111400.0,14.799482345581055,14.923336219787597,14.923336219787597,14.923336219787597,14.923336219787597
2000-01-18,17.0,16.71875,16.90625,16.71875,73200.0,14.689653396606445,14.902092326771129,14.902092326771129,14.902092326771129,14.902092326771129
2000-01-19,16.8125,16.65625,16.71875,16.71875,51800.0,14.689653396606445,14.884389082590738,14.884389082590738,14.884389082590738,14.884389082590738
2000-01-20,17.28125,16.5625,16.65625,17.28125,101000.0,15.183879852294922,14.907426834106445,14.907426834106445,14.907426834106445,14.907426834106445
2000-01-21,18.28125,17.28125,17.28125,18.25,197400.0,16.035064697265625,14.987972395760673,14.987972395760673,14.987972395760673,14.987972395760673
2000-01-24,18.625,18.03125,18.25,18.09375,301600.0,15.897781372070312,15.048626327514649,15.048626327514649,15.048626327514649,15.048626327514649
2000-01-25,18.125,17.375,18.0,17.40625,315200.0,15.293718338012695,15.028812917073568,15.063944578170776,15.063944578170776,15.063944578170776
2000-01-26,18.21875,17.46875,17.46875,17.875,118600.0,15.705574989318848,15.083951568603515,15.101687543532428,15.101687543532428,15.101687543532428
2000-01-27,17.78125,17.28125,17.75,17.28125,133600.0,15.183879852294922,15.117097282409668,15.106253782908121,15.106253782908121,15.106253782908121
2000-01-28,17.5,16.875,17.21875,17.3125,86400.0,15.21134090423584,15.152073733011882,15.111784684030633,15.111784684030633,15.111784684030633
2000-01-31,17.21875,16.375,17.21875,16.78125,118200.0,14.744564056396484,15.14131768544515,15.093423652648926,15.093423652648926,15.093423652648926
2000-02-01,16.78125,16.40625,16.78125,16.71875,191800.0,14.689653396606445,15.1177672068278,15.074196497599283,15.074196497599283,15.074196497599283
2000-02-02,17.0625,16.6875,16.8125,17.0625,67800.0,14.991683959960938,15.127139282226562,15.070445927706631,15.070445927706631,15.070445927706631
2000-02-03,17.875,17.0625,17.125,17.875,145400.0,15.705574989318848,15.176562627156576,15.09806023473325,15.09806023473325,15.09806023473325
2000-02-04,18.6875,18.0,18.0,18.03125,195000.0,15.842862129211426,15.244291178385417,15.129093647003174,15.129093647003174,15.129093647003174
2000-02-07,18.21875,17.8125,17.96875,17.9375,64800.0,15.760489463806152,15.308358319600423,15.154349479675293,15.154349479675293,15.154349479675293
2000-02-08,18.15625,17.5625,17.9375,17.71875,109000.0,15.568288803100586,15.366934013366699,15.170270222883959,15.170270222883959,15.170270222883959
2000-02-09,17.84375,16.125,17.84375,16.6875,541200.0,14.66219425201416,15.365103403727213,15.151452594333225,15.151452594333225,15.151452594333225
2000-02-10,16.75,16.1875,16.6875,16.5625,489000.0,14.552363395690918,15.32300230662028,15.130056551524572,15.130056551524572,15.130056551524572
2000-02-11,16.59375,15.375,16.5625,15.625,239200.0,13.72864818572998,15.169241205851238,15.081732125117862,15.081732125117862,15.081732125117862
2000-02-14,16.65625,15.09375,15.625,16.5625,365600.0,14.552363395690918,15.07954667409261,15.06408650080363,15.06408650080363,15.06408650080363
2000-02-15,16.625,16.5,16.625,16.625,49400.0,14.607280731201172,15.033784166971843,15.049350830816454,15.049350830816454,15.049350830816454
2000-02-16,16.6875,16.5625,16.625,16.65625,125400.0,14.63473892211914,14.962395095825196,15.036394208669662,15.036394208669662,15.036394208669662
2000-02-17,16.6875,16.3125,16.6875,16.5625,104600.0,14.552363395690918,14.920293998718261,15.021726608276367,15.021726608276367,15.021726608276367
2000-02-18,16.4375,15.46875,16.4375,15.46875,109800.0,13.59135913848877,14.812295214335125,14.979656976812025,14.979656976812025,14.979656976812025
2000-02-22,15.46875,14.9375,15.46875,15.46875,192800.0,13.59135913848877,14.73541488647461,14.939991324288505,14.939991324288505,14.939991324288505
2000-02-23,15.84375,15.46875,15.46875,15.84375,100400.0,13.92084789276123,14.684161186218262,14.911681784523857,14.911681784523857,14.911681784523857
2000-02-24,15.90625,15.3125,15.90625,15.375,89400.0,13.508990287780762,14.58531494140625,14.8737712035308,14.8737712035308,14.8737712035308
2000-02-25,15.3125,14.375,15.3125,14.4375,317400.0,12.685270309448242,14.383961296081543,14.816179074739155,14.816179074739155,14.816179074739155
2000-02-28,14.4375,13.34375,14.4375,13.71875,504600.0,12.053751945495605,14.131353950500488,14.745347609886757,14.745347609886757,14.745347609886757
2000-02-29,13.8125,13.625,13.65625,13.625,265400.0,11.971381187438965,13.878746732076008,14.675998449325562,14.675998449325562,14.675998449325562
2000-03-01,13.5,12.90625,13.5,13.3125,319000.0,11.696805953979492,13.620647875467936,14.603335217731756,14.603335217731756,14.603335217731756
2000-03-02,15.5,13.25,13.40625,15.5,678600.0,13.618815422058105,13.5510892868042,14.579894270215716,14.579894270215716,14.579894270215716
