Date,High,Low,Open,Close,Volume,Adj Close,MSI-15ma,MSI-50ma,MSI-100ma,MSI-200ma
2000-02-23,195.1479034423828,182.63551330566406,185.57518005371094,193.86651611328125,4036300.0,146.98887634277344,139.35179646809897,131.54340574476453,131.54340574476453,131.54340574476453
2000-02-24,198.6905517578125,190.0223388671875,192.66049194335938,198.08755493164062,4348800.0,150.1892547607422,140.54812316894532,132.04734761006122,132.04734761006122,132.04734761006122
2000-02-25,197.18304443359375,190.5499725341797,195.3740234375,192.0574951171875,2856200.0,145.61724853515625,140.9443572998047,132.4044502659848,132.4044502659848,132.4044502659848
2000-02-28,195.07252502441406,186.5550537109375,193.18812561035156,191.15298461914062,2821400.0,144.93142700195312,141.09674987792968,132.72565479767627,132.72565479767627,132.72565479767627
2000-02-29,211.3536834716797,192.58511352539062,192.96200561523438,207.43414306640625,5707900.0,157.27581787109375,141.89684346516927,133.33940887451172,133.33940887451172,133.33940887451172
2000-03-01,207.05726623535156,198.6905517578125,206.83114624023438,205.17288208007812,3833400.0,155.56134033203125,142.5216807047526,133.8814072027439,133.8814072027439,133.8814072027439
2000-03-02,211.05218505859375,200.65032958984375,205.02212524414062,210.07229614257812,4043900.0,159.2760467529297,143.77897237141926,134.48604147774833,134.48604147774833,134.48604147774833
2000-03-03,217.60987854003906,210.44918823242188,211.6551971435547,211.42906188964844,3166400.0,160.3047637939453,145.00006713867188,135.0864768804506,135.0864768804506,135.0864768804506
2000-03-06,221.75555419921875,212.8612060546875,212.8612060546875,217.8360137939453,2757600.0,165.16244506835938,146.79075520833334,135.77002161199397,135.77002161199397,135.77002161199397
2000-03-07,222.66006469726562,213.46421813964844,221.9062957763672,213.84109497070312,3611000.0,162.13360595703125,148.62335815429688,136.35587904188367,136.35587904188367,136.35587904188367
2000-03-08,214.74560546875,202.9869842529297,214.74560546875,204.34375,5418500.0,154.93270874023438,149.87303365071614,136.75972316576087,136.75972316576087,136.75972316576087
2000-03-09,203.8161163330078,192.96200561523438,201.70559692382812,197.7860565185547,4343700.0,149.96066284179688,150.8560048421224,137.04059422269782,137.04059422269782,137.04059422269782
2000-03-10,217.0068817138672,199.82119750976562,201.40408325195312,211.05218505859375,8360900.0,160.01904296875,152.54763692220052,137.51931190490723,137.51931190490723,137.51931190490723
2000-03-13,213.53958129882812,198.9920654296875,201.40408325195312,202.00709533691406,4787300.0,153.26612854003906,153.93004557291667,137.84067550970585,137.84067550970585,137.84067550970585
2000-03-14,206.83114624023438,193.56500244140625,199.89657592773438,194.39413452148438,4714200.0,147.49009704589844,154.2072977701823,138.03366394042968,138.03366394042968,138.03366394042968
2000-03-15,196.5800323486328,180.60037231445312,194.69564819335938,181.95713806152344,5817100.0,138.0538787841797,153.61163126627605,138.06984680175782,138.034060309915,138.034060309915
2000-03-16,188.89170837402344,173.0627899169922,186.78118896484375,183.01239013671875,6485900.0,138.8545379638672,152.8559834798177,138.3254945373535,138.04983872633713,138.04983872633713
2000-03-17,183.91690063476562,178.79135131835938,182.10789489746094,180.2988739013672,5914600.0,136.7957305908203,152.26788228352865,138.60626068115235,138.02617630868588,138.02617630868588
2000-03-20,191.07760620117188,180.07273864746094,180.1481170654297,185.87667846679688,4937200.0,141.02774047851562,152.00763651529948,139.2505583190918,138.0817608303494,138.0817608303494
2000-03-21,196.8815460205078,180.44961547851562,183.4646453857422,191.6806182861328,4401800.0,145.43125915527344,151.21799926757814,139.80347503662108,138.21538807262073,138.21538807262073
2000-03-22,200.65032958984375,193.56500244140625,194.77101135253906,197.71067810058594,4002200.0,150.00636291503906,150.84766743977863,140.24787109375,138.42594119480677,138.42594119480677
2000-03-23,197.7860565185547,194.09263610839844,196.65541076660156,194.77101135253906,3004100.0,147.7760772705078,150.08100280761718,140.7756768798828,138.5899786698191,138.5899786698191
2000-03-24,201.32870483398438,192.20823669433594,195.3740234375,197.2584228515625,3226400.0,149.6632537841797,149.37156880696614,141.32179397583008,138.78089720627358,138.78089720627358
2000-03-27,198.6151885986328,194.92176818847656,198.38905334472656,197.18304443359375,2460100.0,149.60609436035156,148.33447875976563,141.77989974975586,138.9643751241393,138.9643751241393
2000-03-28,203.5146026611328,194.77101135253906,194.77101135253906,197.7860565185547,4102200.0,150.06362915039062,147.52981363932292,142.01970138549805,139.14936269124348,139.14936269124348
2000-03-29,197.33380126953125,182.25863647460938,196.5800323486328,186.9319305419922,5365600.0,141.82835388183594,146.65618998209635,142.22281234741212,139.19328057961386,139.19328057961386
2000-03-30,188.51483154296875,168.6909942626953,180.90187072753906,173.66580200195312,6669700.0,131.7631072998047,145.4430196126302,142.284054107666,139.0734390751008,139.0734390751008
2000-03-31,179.0928497314453,168.91712951660156,178.1883544921875,176.07781982421875,5765600.0,133.59320068359375,143.6812967936198,142.37732498168944,138.9864511641245,138.9864511641245
2000-04-03,176.90695190429688,164.0177001953125,172.4597930908203,166.73123168945312,5060600.0,126.50177001953125,141.89700622558593,142.26704666137695,138.79137802124023,138.79137802124023
2000-04-04,173.3643035888672,155.65098571777344,169.14324951171875,162.35943603515625,8514900.0,123.18480682373047,140.2766535441081,142.18415405273439,138.55127692589394,138.55127692589394
2000-04-05,178.2637176513672,157.0831298828125,160.399658203125,177.28384399414062,7550500.0,134.50819396972656,140.04027455647787,142.2751513671875,138.49001809322473,138.49001809322473
2000-04-06,179.01748657226562,171.3291473388672,176.07781982421875,174.5703125,3718600.0,132.44947814941406,139.61327056884767,142.37298110961913,138.39986078063055,138.39986078063055
2000-04-07,185.72592163085938,175.0979461669922,175.0979461669922,185.42442321777344,3669600.0,140.68463134765625,139.87253061930338,142.6995213317871,138.43346034779267,138.43346034779267
2000-04-10,190.47459411621094,178.64059448242188,186.3289337158203,182.10789489746094,5391500.0,138.1683349609375,139.68190358479816,143.11746688842774,138.42961795088175,138.42961795088175
2000-04-11,161.60568237304688,145.02301025390625,150.75155639648438,149.54554748535156,25052900.0,113.46269989013672,137.55066630045573,142.8995684814453,138.07294769287108,138.07294769287108
2000-04-12,149.54554748535156,136.2794189453125,147.43502807617188,139.7467041015625,13244700.0,106.02812194824219,134.61878356933593,142.51697601318358,137.6216121190031,137.6216121190031
2000-04-13,148.56565856933594,139.89744567871094,142.30947875976562,141.1034698486328,10623600.0,107.05753326416016,131.90421396891276,142.01323959350586,137.19711102379694,137.19711102379694
2000-04-14,142.15872192382812,130.5508575439453,138.76681518554688,131.4553680419922,8291200.0,99.73735809326172,128.57582092285156,141.21451202392578,136.68396372337864,136.68396372337864
2000-04-17,141.1034698486328,131.4553680419922,132.661376953125,140.50045776367188,7115200.0,106.60000610351562,125.70874837239583,140.49360137939453,136.27742375554266,136.27742375554266
2000-04-18,142.8371124267578,135.67640686035156,140.42507934570312,142.30947875976562,5599100.0,107.97258758544922,122.90267893473307,139.74756484985352,135.9000259399414,135.9000259399414
2000-04-19,142.30947875976562,129.0433349609375,141.7064666748047,129.34483337402344,4574900.0,98.13607788085938,119.98986053466797,138.78651077270507,135.40313188653244,135.40313188653244
2000-04-20,134.47039794921875,130.02322387695312,131.3046112060547,133.8673858642578,4244600.0,101.56744384765625,117.97681630452475,138.00952621459962,134.96370736654703,134.96370736654703
2000-04-24,133.64126586914062,125.726806640625,131.4553680419922,126.63130950927734,4232600.0,96.07728576660156,115.47575531005859,137.0913050842285,134.46516349988107,134.46516349988107
2000-04-25,136.3547821044922,130.2493438720703,132.5106201171875,135.67640686035156,4446400.0,102.93993377685547,113.90496622721354,136.38406127929687,134.06610995908326,134.06610995908326
2000-04-26,143.51548767089844,135.67640686035156,136.73167419433594,142.30947875976562,5035400.0,107.97258758544922,112.8908182779948,135.8506217956543,133.73994092941285,133.73994092941285
2000-04-27,142.9124755859375,137.63616943359375,139.29444885253906,140.50045776367188,3887600.0,106.60000610351562,111.0302724202474,135.2588703918457,133.40488000563633,133.40488000563633
2000-04-28,145.77676391601562,141.8572235107422,142.9124755859375,143.51548767089844,3350200.0,108.88758087158203,109.45947926839193,134.73230010986327,133.105888552782,133.105888552782
2000-05-01,149.09329223632812,144.11849975585938,147.13352966308594,146.6812744140625,3524500.0,111.28951263427734,107.4998046875,134.26519912719726,132.84304065014942,132.84304065014942
2000-05-02,146.6812744140625,139.9728240966797,146.6812744140625,140.34970092773438,3144900.0,106.48564910888672,105.38762563069662,133.74431213378907,132.5292621794201,132.5292621794201
2000-05-03,141.78184509277344,132.661376953125,140.04820251464844,137.18392944335938,3322800.0,104.08375549316406,104.76236267089844,132.95936096191406,132.1946091595818,132.1946091595818
2000-05-04,140.50045776367188,132.8121337890625,138.3899383544922,133.56588745117188,3360500.0,101.33866882324219,104.44973246256511,132.04635681152342,131.83581915567086,131.83581915567086
2000-05-05,136.58091735839844,130.47547912597656,133.56588745117188,132.05836486816406,3812300.0,100.19490814208984,103.99222412109376,131.04646987915038,131.47213052333086,131.47213052333086
2000-05-08,131.75686645507812,127.61119842529297,131.4553680419922,128.89259338378906,3281400.0,97.79295349121094,103.8625971476237,130.08998397827148,131.08941260251132,131.08941260251132
2000-05-09,131.1538543701172,124.4454116821289,130.4001007080078,126.02830505371094,4373000.0,95.6197509765625,103.13058013916016,129.10375045776368,130.69087707862425,130.69087707862425
2000-05-10,116.45558166503906,103.71707153320312,114.87268829345703,104.62158203125,22002000.0,79.37814331054688,101.22428385416667,127.54579696655273,130.1207355923123,130.1207355923123
2000-05-11,112.15916442871094,106.5059814453125,107.33511352539062,111.17927551269531,11571900.0,84.35359191894531,100.30545145670573,126.12164199829101,129.61779994755,129.61779994755
2000-05-12,116.9078369140625,111.40540313720703,112.15916442871094,115.40032196044922,7632600.0,87.55615997314453,99.37136586507161,124.68724426269532,129.16060820869777,129.16060820869777
2000-05-15,117.58621978759766,113.36517333984375,115.40032196044922,116.07870483398438,4987100.0,88.07084655761719,98.83760325113933,123.24256591796875,128.71878281460013,128.71878281460013
2000-05-16,120.3751220703125,117.43547058105469,117.58621978759766,118.41535186767578,5742400.0,89.84371185302734,97.96452178955079,121.73619125366211,128.30521822990255,128.30521822990255
2000-05-17,116.45558166503906,113.36517333984375,113.36517333984375,114.5711898803711,4686500.0,86.92706298828125,96.56148681640624,120.2320603942871,127.86965870104338,127.86965870104338
2000-05-18,115.55107116699219,112.23453521728516,115.47570037841797,113.36517333984375,3519300.0,86.01203918457031,95.18895568847657,118.85364700317383,127.43364183108012,127.43364183108012
2000-05-19,112.08378601074219,107.56124114990234,111.55615997314453,108.69187927246094,4876100.0,82.46630859375,93.42753753662109,117.5037599182129,126.9700610760561,126.9700610760561
2000-05-22,110.19939422607422,103.71707153320312,110.19939422607422,105.97834777832031,5172400.0,80.40752410888672,91.36873830159506,115.91152954101562,126.49493314781968,126.49493314781968
2000-05-23,110.80239868164062,105.52609252929688,106.73210906982422,106.12909698486328,5044100.0,80.52191925048828,89.63782297770182,114.45664535522461,126.03055927006885,126.03055927006885
2000-05-24,116.98321533203125,106.12909698486328,107.41049194335938,116.98321533203125,5792900.0,88.75709533691406,88.61604563395183,113.28198532104493,125.65782463073731,125.65782463073731
2000-05-25,118.79222869873047,108.99337768554688,114.5711898803711,111.1039047241211,5499400.0,84.29638671875,87.47989349365234,112.20683547973633,125.13834114074707,125.24830544348991
2000-05-26,113.21442413330078,109.74713897705078,110.65164947509766,111.1039047241211,3491300.0,84.29638671875,86.41999206542968,111.11567245483398,124.72058349609375,124.84681604422775
2000-05-30,117.13396453857422,113.96817779541016,114.5711898803711,114.79731750488281,4443800.0,87.09864807128906,85.70703837076823,110.12173080444336,124.36399574279785,124.48032897652932
2000-05-31,122.03338623046875,112.53604125976562,118.18922424316406,113.06367492675781,11706300.0,85.78333282470703,85.05127716064453,109.01684265136718,124.1337004852295,124.10824247506949
2000-06-01,121.80726623535156,116.07870483398438,116.98321533203125,121.80726623535156,7757200.0,92.41714477539062,85.92054392496745,107.95656036376953,123.88001770019531,123.8064224969773
2000-06-02,137.4854278564453,130.2493438720703,133.8673858642578,133.1890106201172,8659900.0,101.0527114868164,87.03381856282552,106.97748733520508,123.61267921447754,123.59176484593806
2000-06-05,138.84219360351562,132.5106201171875,134.7718963623047,138.84219360351562,5582700.0,105.34186553955078,88.2195322672526,106.12880310058594,123.45223999023438,123.4212050393363
2000-06-06,142.6863555908203,132.96287536621094,138.16380310058594,134.7718963623047,5008600.0,102.25370025634766,89.16505584716796,105.1806120300293,123.25120300292969,123.225209624679
2000-06-07,136.128662109375,130.927734375,133.8673858642578,136.128662109375,3799900.0,103.2831039428711,90.06101531982422,104.25415222167969,123.01702598571778,123.04225452668076
2000-06-08,139.29444885253906,128.21420288085938,137.4854278564453,131.1538543701172,6425800.0,99.50862121582031,90.89978586832682,103.24305206298828,122.63137672424317,122.82831240567295
2000-06-09,133.41513061523438,122.56101989746094,132.05836486816406,126.63130950927734,6198600.0,96.07728576660156,91.5708023071289,102.3280307006836,122.27542152404786,122.58731216568131
2000-06-12,130.927734375,124.82229614257812,126.85743713378906,126.1790542602539,3553500.0,95.73413848876953,92.45532430013021,101.60745132446289,121.94575271606445,122.34755168642316
2000-06-13,127.08356475830078,121.43038177490234,121.43038177490234,127.08356475830078,4101900.0,96.5311279296875,93.53023122151693,100.86620986938476,121.62176742553712,122.1190877593724
2000-06-14,127.08356475830078,115.32494354248047,127.08356475830078,117.81234741210938,8635400.0,89.48880767822266,94.12802378336589,100.12595062255859,121.19649864196778,121.83285723234478
2000-06-15,124.82229614257812,113.74205017089844,116.68170928955078,124.37004089355469,5350100.0,94.46996307373047,94.50888163248698,99.55165374755859,120.86790390014649,121.59491902226988
2000-06-16,125.27455139160156,119.84748840332031,123.69165802001953,124.82229614257812,3611200.0,94.81350708007812,95.21002298990885,98.75776000976562,120.51645568847657,121.36404478138891
2000-06-19,123.91778564453125,118.49073028564453,119.3952407836914,123.91778564453125,4310100.0,94.12644958496094,95.86536051432292,97.99129943847656,120.18214027404785,121.13124482244508
2000-06-20,125.50067901611328,119.3952407836914,122.56101989746094,124.82229614257812,4037700.0,94.81350708007812,96.37968444824219,97.073876953125,119.88669914245605,120.9082131466623
2000-06-21,127.53582000732422,122.78714752197266,123.2394027709961,125.95293426513672,4045100.0,95.67230987548828,97.03894958496093,96.22395645141602,119.67071166992187,120.69614673261883
2000-06-22,127.3096923828125,119.3952407836914,126.85743713378906,122.1087646484375,3582400.0,92.75235748291016,97.06129709879558,95.80974960327148,119.35465904235839,120.46328182220459
2000-06-23,121.88263702392578,113.74205017089844,120.29974365234375,117.13396453857422,5556500.0,88.97351837158203,96.25601755777994,95.46865753173829,118.99281677246094,120.20303584327382
2000-06-26,110.80239868164062,107.41049194335938,108.54112243652344,109.44563293457031,8970800.0,83.13353729248047,94.7754623413086,94.99017761230469,118.50170860290527,119.89918749449683
2000-06-27,114.64656066894531,108.0888671875,108.76725006103516,111.02852630615234,5803300.0,84.33592987060547,93.58094431559245,94.68214904785157,117.94833053588867,119.61005531869283
2000-06-28,111.7069091796875,108.54112243652344,109.44563293457031,108.99337768554688,4833200.0,82.79004669189453,92.21474049886068,94.20594985961914,117.34977561950683,119.31311976525092
2000-06-29,109.2195053100586,104.47083282470703,108.76725006103516,106.05372619628906,5394700.0,80.55712890625,90.95130767822266,93.65764068603515,116.70260276794434,119.0030718383789
2000-06-30,110.80239868164062,104.81002044677734,108.54112243652344,109.67176055908203,4318000.0,83.30534362792969,90.09984486897787,93.36102600097657,116.07376838684083,118.71975653512138
2000-07-03,111.25465393066406,106.95823669433594,108.0888671875,111.25465393066406,1596900.0,84.5076904296875,89.35141499837239,93.01983093261718,115.51467857360839,118.4503701878345
2000-07-05,111.48078155517578,107.18436431884766,110.80239868164062,108.54112243652344,3781500.0,82.44652557373047,88.41244150797526,92.74721572875977,114.91926040649415,118.1690901517868
2000-07-06,116.45558166503906,108.54112243652344,111.25465393066406,115.7771987915039,4548800.0,87.94293975830078,88.30938364664713,92.44727584838867,114.41566856384277,117.93477890842645
2000-07-07,122.56101989746094,117.13396453857422,117.13396453857422,119.3952407836914,4313700.0,90.691162109375,88.05746358235677,92.10164733886718,113.97613456726074,117.72521262535682
2000-07-10,120.9781265258789,117.13396453857422,119.3952407836914,117.36009216308594,3428400.0,89.1452865600586,87.67958221435546,91.75255294799804,113.50571166992188,117.50704525081255
2000-07-11,122.1087646484375,116.68170928955078,117.58621978759766,121.43038177490234,5020600.0,92.23706817626953,87.55362345377604,91.4195426940918,113.07592140197754,117.31560603055087
2000-07-12,139.29444885253906,117.58621978759766,124.82229614257812,131.1538543701172,6677700.0,99.62287902832031,87.87424825032552,91.18621002197266,112.72570457458497,117.18257800797771
2000-07-13,143.81698608398438,132.5106201171875,140.65121459960938,142.23410034179688,15858400.0,108.03924560546875,88.69871063232422,91.2172819519043,112.48079704284667,117.11434418407839
2000-07-14,142.46022033691406,136.80703735351562,142.23410034179688,137.93768310546875,6095100.0,104.77574157714844,89.50026957194011,91.23112167358398,112.09524131774903,117.02294712773076
2000-07-17,141.1034698486328,137.93768310546875,141.1034698486328,137.93768310546875,2884400.0,104.77574157714844,90.55375111897787,91.29986312866211,111.67310997009277,116.93289414574119
2000-07-18,140.65121459960938,134.7718963623047,137.7115478515625,135.67640686035156,3532500.0,103.05813598632812,91.8820576985677,91.35712768554687,111.20179878234863,116.83161853873817
2000-07-19,136.58091735839844,130.2493438720703,136.3547821044922,132.05836486816406,2921500.0,100.30992126464844,92.94699045817057,91.40746704101562,110.74872550964355,116.71189609472303
2000-07-20,139.0683135986328,132.96287536621094,134.31964111328125,137.4854278564453,3963900.0,104.43228149414062,94.38980611165364,91.58371765136718,110.34373405456543,116.6235535436397
2000-07-21,137.7115478515625,131.83224487304688,137.4854278564453,132.05836486816406,2349000.0,100.30992126464844,95.70665893554687,92.00235321044921,109.77407508850098,116.50702759878976
2000-07-24,135.4502716064453,131.37998962402344,133.1890106201172,131.37998962402344,2276800.0,99.79463195800781,96.80594482421876,92.31117401123046,109.21640800476074,116.38849997013173
2000-07-25,136.128662109375,132.05836486816406,133.8673858642578,134.7718963623047,2194600.0,102.3711166381836,97.99683990478516,92.60747314453126,108.64735870361328,116.28978600300533
2000-07-26,135.22415161132812,132.05836486816406,134.5457763671875,132.5106201171875,2194700.0,100.65345764160156,99.21063537597657,92.85912536621093,108.05084564208984,116.18044104942909
2000-07-27,129.11871337890625,117.13396453857422,128.89259338378906,122.78714752197266,6329400.0,93.26760864257812,99.56561330159505,92.92760330200196,107.33189727783203,116.02132415771484
2000-07-28,124.37004089355469,117.81234741210938,121.43038177490234,120.29974365234375,3592100.0,91.37818145751953,99.61141459147136,93.01662567138672,106.62434303283692,115.85137144943764
2000-07-31,121.88263702392578,119.62136840820312,121.65650939941406,120.29974365234375,2754800.0,91.37818145751953,99.76027425130208,93.1239485168457,105.98879776000976,115.68374686045189
2000-08-01,127.3096923828125,123.69165802001953,124.5961685180664,126.63130950927734,3860700.0,96.1876220703125,100.02364451090494,93.39837478637695,105.45106735229493,115.55112016119925
2000-08-02,134.7718963623047,124.5961685180664,125.04842376708984,132.5106201171875,5203200.0,100.65345764160156,100.09234975179037,93.80329345703124,104.85741149902344,115.45046027931008
2000-08-03,131.37998962402344,121.20425415039062,126.63130950927734,130.02322387695312,6466000.0,98.76405334472656,99.47400360107422,94.16813613891601,104.31239074707031,115.33847097102428
2000-08-04,134.31964111328125,125.726806640625,134.31964111328125,128.21420288085938,3148800.0,97.38996124267578,98.9816182454427,94.34079345703125,103.81138938903808,115.21881423950195
2000-08-07,130.927734375,125.726806640625,129.11871337890625,130.2493438720703,1852500.0,98.93579864501953,98.59228871663412,94.63358169555664,103.42020858764648,115.11097969914114
2000-08-08,129.79708862304688,123.69165802001953,129.11871337890625,127.08356475830078,2755800.0,96.5311279296875,98.1571548461914,94.8782765197754,102.99697448730468,114.98874383223684
2000-08-09,127.98807525634766,123.91778564453125,126.63130950927734,125.27455139160156,2688500.0,95.15703582763672,97.81362915039062,95.03944427490234,102.58058753967285,114.85912482567083
2000-08-10,126.63130950927734,122.1087646484375,126.63130950927734,123.01327514648438,2206400.0,93.43936920166016,97.08076833089193,95.19256500244141,102.1047038269043,114.72003550343699
2000-08-11,123.46553039550781,120.29974365234375,123.01327514648438,123.01327514648438,2234000.0,93.43936920166016,96.6227315266927,95.2130094909668,101.58478492736816,114.58274088213521
2000-08-14,131.1538543701172,123.01327514648438,124.5961685180664,129.34483337402344,1833600.0,98.24876403808594,96.51967366536458,95.15693054199218,101.06720893859864,114.47803590236566
2000-08-15,131.83224487304688,127.3096923828125,127.3096923828125,129.79708862304688,2489500.0,98.59226989746094,96.2677505493164,95.02193862915038,100.57537086486816,114.37685267940448
2000-08-16,134.5457763671875,127.98807525634766,129.34483337402344,131.83224487304688,2704100.0,100.13815307617188,96.2333969116211,94.97962768554687,100.08011985778809,114.28673432748529
2000-08-17,134.7718963623047,132.2845001220703,132.96287536621094,132.73675537109375,2061100.0,100.82522583007812,96.73723805745443,94.93047012329102,99.59231117248535,114.2020707520299
2000-08-18,133.64126586914062,130.2493438720703,133.41513061523438,131.1538543701172,2205900.0,99.62287902832031,97.28688456217448,94.93275527954101,99.08790367126466,114.11095080375671
2000-08-21,132.05836486816406,128.89259338378906,132.05836486816406,130.2493438720703,1683000.0,98.93579864501953,97.79072570800781,94.98992553710937,98.65897811889648,114.01669520028629
2000-08-22,132.5106201171875,129.5709686279297,130.2493438720703,132.05836486816406,3115600.0,100.30992126464844,98.06554565429687,95.08144119262695,98.34444625854492,113.93208548463421
2000-08-23,133.41513061523438,129.34483337402344,129.34483337402344,132.05836486816406,2724500.0,100.30992126464844,98.04264322916667,95.15701705932617,98.01161346435546,113.8485139250024
2000-08-24,130.70159912109375,126.85743713378906,127.08356475830078,127.3096923828125,3432300.0,96.70289611816406,97.90523274739583,95.301298828125,97.7136247253418,113.7439674749607
