Date,High,Low,Open,Close,Volume,Adj Close,TROW-15ma,TROW-50ma,TROW-100ma,TROW-200ma
2000-01-03,18.625,17.3125,18.53125,17.5625,748800.0,11.172327041625977,11.172327041625977,11.172327041625977,11.172327041625977,11.172327041625977
2000-01-04,17.5625,17.0,17.34375,17.03125,1076200.0,10.834378242492676,11.003352642059326,11.003352642059326,11.003352642059326,11.003352642059326
2000-01-05,17.46875,16.59375,16.875,17.0,1050400.0,10.814499855041504,10.940401713053385,10.940401713053385,10.940401713053385,10.940401713053385
2000-01-06,17.5,16.6875,16.96875,17.5,478200.0,11.132574081420898,10.988444805145264,10.988444805145264,10.988444805145264,10.988444805145264
2000-01-07,17.75,17.25,17.609375,17.375,466200.0,11.053056716918945,11.0013671875,11.0013671875,11.0013671875,11.0013671875
2000-01-10,17.875,17.4375,17.65625,17.5625,407600.0,11.172327041625977,11.029860496520996,11.029860496520996,11.029860496520996,11.029860496520996
2000-01-11,17.78125,17.28125,17.5,17.5,402400.0,11.132574081420898,11.044533865792411,11.044533865792411,11.044533865792411,11.044533865792411
2000-01-12,18.25,17.59375,17.78125,18.25,717200.0,11.609683990478516,11.115177631378174,11.115177631378174,11.115177631378174,11.115177631378174
2000-01-13,19.84375,18.296875,18.3125,19.25,1763400.0,12.245827674865723,11.240805413987902,11.240805413987902,11.240805413987902,11.240805413987902
2000-01-14,19.5625,19.1875,19.375,19.53125,1019200.0,12.424747467041016,11.359199619293213,11.359199619293213,11.359199619293213,11.359199619293213
2000-01-18,19.4375,18.59375,19.40625,18.78125,673600.0,11.94763469696045,11.412693717262961,11.412693717262961,11.412693717262961,11.412693717262961
2000-01-19,19.625,18.8125,18.84375,19.0625,371800.0,12.12654972076416,11.472181717554728,11.472181717554728,11.472181717554728,11.472181717554728
2000-01-20,19.3125,18.875,19.28125,19.0625,379800.0,12.12654972076416,11.522517717801607,11.522517717801607,11.522517717801607,11.522517717801607
2000-01-21,20.09375,19.1875,19.4375,19.96875,1067200.0,12.7030611038208,11.606842245374407,11.606842245374407,11.606842245374407,11.606842245374407
2000-01-24,20.9375,19.625,20.0625,19.75,1131000.0,12.563901901245117,11.670646222432454,11.670646222432454,11.670646222432454,11.670646222432454
2000-01-25,21.25,19.25,19.71875,21.1875,1019800.0,13.478362083435059,11.824381891886393,11.783628463745117,11.783628463745117,11.783628463745117
2000-01-26,21.3125,19.8125,21.1875,21.0,984000.0,13.359086036682129,11.992695744832357,11.876302438623766,11.876302438623766,11.876302438623766
2000-01-27,21.4375,19.59375,20.9375,19.625,1275600.0,12.484384536743164,12.104021390279135,11.910084777408176,11.910084777408176,11.910084777408176
2000-01-28,19.6875,18.1875,19.6875,18.25,1215800.0,11.609683990478516,12.135828717549641,11.894274209675036,11.894274209675036,11.894274209675036
2000-01-31,19.4375,17.9375,18.125,19.4375,851600.0,12.365106582641602,12.223298708597818,11.917815828323365,11.917815828323365,11.917815828323365
2000-02-01,19.65625,18.6875,19.3125,19.5625,807200.0,12.444628715515137,12.30811882019043,11.942902156284877,11.942902156284877,11.942902156284877
2000-02-02,19.875,19.0,19.5625,19.8125,1163000.0,12.603663444519043,12.406191444396972,11.972936760295521,11.972936760295521,11.972936760295521
2000-02-03,20.0625,18.75,20.0,19.21875,1115800.0,12.225947380065918,12.447275670369466,11.983937222024668,11.983937222024668,11.983937222024668
2000-02-04,19.375,18.40625,19.375,18.5625,577600.0,11.808484077453613,12.418119430541992,11.976626674334208,11.976626674334208,11.976626674334208
2000-02-07,19.40625,18.28125,19.40625,18.34375,576400.0,11.66932201385498,12.367757733662923,11.964334487915039,11.964334487915039,11.964334487915039
2000-02-08,18.625,18.25,18.59375,18.34375,549600.0,11.66932201385498,12.349203554789225,11.952987854297344,11.952987854297344,11.952987854297344
2000-02-09,18.75,17.8125,18.34375,17.96875,597400.0,11.430768013000488,12.302818107604981,11.933646378693757,11.933646378693757,11.933646378693757
2000-02-10,18.4375,17.75,18.0,17.84375,464200.0,11.351247787475586,12.25113131205241,11.912846429007393,11.912846429007393,11.912846429007393
2000-02-11,18.0,17.5,17.8125,17.546875,425800.0,11.162386894226074,12.148419698079428,11.886968514014935,11.886968514014935,11.886968514014935
2000-02-14,17.71875,16.59375,17.671875,16.84375,1000000.0,10.715104103088379,12.025166511535645,11.84790636698405,11.84790636698405,11.84790636698405
2000-02-15,18.0,16.5625,16.75,17.65625,758600.0,11.23196792602539,11.875406901041666,11.828037385017641,11.828037385017641,11.828037385017641
2000-02-16,18.0,17.1875,17.625,17.6875,1428800.0,11.251851081848145,11.734924570719402,11.810031563043594,11.810031563043594,11.810031563043594
2000-02-17,17.78125,16.46875,17.6875,16.65625,753600.0,10.595821380615234,11.609020360310872,11.77323731509122,11.77323731509122,11.77323731509122
2000-02-18,16.75,16.1875,16.5625,16.21875,669800.0,10.317510604858398,11.522875467936197,11.730421823613783,11.730421823613783,11.730421823613783
2000-02-22,16.65625,16.125,16.625,16.3125,464000.0,10.37714672088623,11.39034481048584,11.69175682067871,11.69175682067871,11.69175682067871
2000-02-23,16.6875,16.125,16.21875,16.15625,689800.0,10.277749061584473,11.245886166890463,11.652478827370537,11.652478827370537,11.652478827370537
2000-02-24,17.6875,16.09375,16.25,17.6875,1495400.0,11.251851081848145,11.155765342712403,11.641651050464526,11.641651050464526,11.641651050464526
2000-02-25,17.75,16.9375,17.71875,17.09375,664200.0,10.874135971069336,11.06564458211263,11.621453285217285,11.621453285217285,11.621453285217285
2000-02-28,17.3125,16.59375,17.15625,17.125,873000.0,10.894015312194824,11.004679997762045,11.60280102949876,11.60280102949876,11.60280102949876
2000-02-29,17.21875,16.4375,17.125,16.46875,1204600.0,10.476546287536621,10.925161616007488,11.574644660949707,11.574644660949707,11.574644660949707
2000-03-01,16.90625,16.4375,16.65625,16.65625,791200.0,10.595821380615234,10.853594907124837,11.550770922404963,11.550770922404963,11.550770922404963
2000-03-02,17.28125,16.46875,16.75,17.15625,1276600.0,10.913894653320312,10.819136683146159,11.535607201712471,11.535607201712471,11.535607201712471
2000-03-03,17.375,16.875,17.375,17.03125,674600.0,10.834378242492676,10.784678713480632,11.519299551498058,11.519299551498058,11.519299551498058
2000-03-06,17.40625,16.75,17.0,16.8125,633000.0,10.695220947265625,10.753534317016602,11.500570492310958,11.500570492310958,11.500570492310958
2000-03-07,17.03125,16.1875,17.0,16.28125,781200.0,10.357266426086426,10.729678471883139,11.475163735283745,11.475163735283745,11.475163735283745
2000-03-08,16.15625,15.25,16.125,15.4375,1486000.0,9.820518493652344,10.635581843058269,11.439193186552629,11.439193186552629,11.439193186552629
2000-03-09,16.1875,15.0625,15.4375,15.9375,924000.0,10.138588905334473,10.561364364624023,11.411520755037348,11.411520755037348,11.411520755037348
2000-03-10,16.625,15.65625,15.71875,16.03125,979200.0,10.198227882385254,10.534858131408692,11.38624382019043,11.38624382019043,11.38624382019043
2000-03-13,15.75,15.34375,15.5625,15.375,1995200.0,9.780759811401367,10.499074745178223,11.353478840419225,11.353478840419225,11.353478840419225
2000-03-14,15.53125,15.03125,15.40625,15.09375,1102600.0,9.601845741271973,10.44738801320394,11.318446178436279,11.318446178436279,11.318446178436279
2000-03-15,17.5,15.125,15.21875,17.4375,1442200.0,11.092811584472656,10.501725514729818,11.316855869293214,11.314021970711503,11.314021970711503
2000-03-16,18.28125,17.4375,17.8125,18.0,1861600.0,11.450642585754395,10.514978281656902,11.329181156158448,11.316649290231558,11.316649290231558
2000-03-17,18.25,17.25,17.28125,18.1875,1757800.0,11.569918632507324,10.561363792419433,11.344289531707764,11.32142795706695,11.32142795706695
2000-03-20,18.5,17.9375,18.1875,18.03125,614000.0,11.470524787902832,10.599797757466634,11.351048545837402,11.324189009489837,11.324189009489837
2000-03-21,18.28125,17.8125,18.0,18.0,430000.0,11.450642585754395,10.664737510681153,11.359000263214112,11.32648816542192,11.32648816542192
2000-03-22,18.0,17.28125,17.9375,17.53125,599400.0,11.19286823272705,10.704540634155274,11.359411087036133,11.324102095195226,11.324102095195226
2000-03-23,19.15625,17.1875,17.40625,19.09375,1333400.0,12.190448760986328,10.789644241333008,11.380568580627441,11.33930115950735,11.33930115950735
2000-03-24,19.5,18.75,18.9375,19.28125,1370800.0,12.310164451599121,10.888029988606771,11.394578189849854,11.356040181784794,11.356040181784794
2000-03-27,19.9375,17.84375,19.875,18.25,992800.0,11.651762008666992,10.951799392700195,11.382696876525879,11.36105241613873,11.36105241613873
2000-03-28,18.3125,17.5625,18.09375,18.03125,681400.0,11.512097358703613,11.028788121541341,11.36444387435913,11.363569831848144,11.363569831848144
2000-03-29,19.125,18.09375,18.40625,18.28125,773000.0,11.671712875366211,11.152201080322266,11.358925437927246,11.368621357151719,11.368621357151719
