Date,High,Low,Open,Close,Volume,Adj Close,ISRG-15ma,ISRG-50ma,ISRG-100ma,ISRG-200ma
2000-06-16,6.166666507720947,6.0,6.041666507720947,6.083333492279053,173700.0,6.083333492279053,6.083333492279053,6.083333492279053,6.083333492279053,6.083333492279053
2000-06-19,6.166666507720947,6.0,6.083333492279053,6.0,454200.0,6.0,6.041666746139526,6.041666746139526,6.041666746139526,6.041666746139526
2000-06-20,6.541666507720947,5.25,6.020833492279053,6.25,392400.0,6.25,6.111111164093018,6.111111164093018,6.111111164093018,6.111111164093018
2000-06-21,7.416666507720947,6.416666507720947,6.666666507720947,7.333333492279053,780600.0,7.333333492279053,6.416666746139526,6.416666746139526,6.416666746139526,6.416666746139526
2000-06-22,7.416666507720947,6.354166507720947,7.375,6.583333492279053,285900.0,6.583333492279053,6.4500000953674315,6.4500000953674315,6.4500000953674315,6.4500000953674315
2000-06-23,7.083333492279053,6.666666507720947,6.791666507720947,6.916666507720947,204900.0,6.916666507720947,6.5277778307596845,6.5277778307596845,6.5277778307596845,6.5277778307596845
2000-06-26,7.083333492279053,6.5,7.0,6.666666507720947,152700.0,6.666666507720947,6.547619070325579,6.547619070325579,6.547619070325579,6.547619070325579
2000-06-27,6.958333492279053,6.0,6.666666507720947,6.333333492279053,205200.0,6.333333492279053,6.520833373069763,6.520833373069763,6.520833373069763,6.520833373069763
2000-06-28,6.583333492279053,6.083333492279053,6.416666507720947,6.416666507720947,276000.0,6.416666507720947,6.509259276919895,6.509259276919895,6.509259276919895,6.509259276919895
2000-06-29,6.583333492279053,6.0,6.583333492279053,6.0,278100.0,6.0,6.458333349227905,6.458333349227905,6.458333349227905,6.458333349227905
2000-06-30,6.416666507720947,6.083333492279053,6.208333492279053,6.291666507720947,286500.0,6.291666507720947,6.443181818181818,6.443181818181818,6.443181818181818,6.443181818181818
2000-07-03,6.5,6.333333492279053,6.5,6.416666507720947,48000.0,6.416666507720947,6.440972208976746,6.440972208976746,6.440972208976746,6.440972208976746
2000-07-05,6.666666507720947,6.333333492279053,6.5,6.666666507720947,207300.0,6.666666507720947,6.458333308880146,6.458333308880146,6.458333308880146,6.458333308880146
2000-07-06,6.708333492279053,6.291666507720947,6.666666507720947,6.5,194700.0,6.5,6.461309501102993,6.461309501102993,6.461309501102993,6.461309501102993
