Date,High,Low,Open,Close,Volume,Adj Close,BKNG-15ma,BKNG-50ma,BKNG-100ma,BKNG-200ma
2000-03-07,580.5,459.0,579.75,471.75,2291900.0,471.75,366.825,354.6166666666667,354.6166666666667,354.6166666666667
2000-03-08,539.625,474.75,508.125,525.375,1705300.0,525.375,380.65,358.32880434782606,358.32880434782606,358.32880434782606
2000-03-09,585.0,520.5,535.5,562.125,1778400.0,562.125,396.95,362.6648936170213,362.6648936170213,362.6648936170213
2000-03-10,587.25,554.25,564.0,567.0,684400.0,567.0,412.75,366.921875,366.921875,366.921875
2000-03-13,598.5,494.25,516.0,575.625,749700.0,575.625,430.725,371.1811224489796,371.1811224489796,371.1811224489796
2000-03-14,625.5,569.25,584.25,569.625,833100.0,569.625,448.65,375.15,375.15,375.15
2000-03-15,569.25,528.0,567.75,534.0,423400.0,534.0,463.5,379.68,378.2647058823529,378.2647058823529
2000-03-16,553.125,498.0,538.5,527.625,490200.0,527.625,475.975,383.7525,381.1370192307692,381.1370192307692
2000-03-17,552.0,516.0,521.625,540.0,191500.0,540.0,489.225,387.36,384.13443396226415,384.13443396226415
2000-03-20,516.375,462.0,506.25,466.125,678600.0,466.125,498.75,389.7825,385.65277777777777,385.65277777777777
2000-03-21,503.25,453.0,456.0,487.5,442400.0,487.5,508.875,392.6625,387.50454545454545,387.50454545454545
2000-03-22,528.0,492.75,492.75,522.0,367000.0,522.0,517.925,396.5925,389.90625,389.90625
2000-03-23,538.125,510.0,517.5,528.0,340400.0,528.0,524.525,400.815,392.32894736842104,392.32894736842104
2000-03-24,552.375,525.375,536.25,543.0,344700.0,543.0,530.725,405.54,394.92672413793105,394.92672413793105
2000-03-27,560.25,543.0,547.125,552.0,217600.0,552.0,531.45,410.385,397.58898305084745,397.58898305084745
2000-03-28,551.25,513.0,541.5,521.625,236700.0,521.625,534.775,413.9925,399.65625,399.65625
2000-03-29,526.875,490.5,522.0,490.875,393700.0,490.875,532.475,416.7075,401.1516393442623,401.1516393442623
2000-03-30,496.5,471.0,479.25,486.75,473400.0,486.75,527.45,418.95,402.53225806451616,402.53225806451616
2000-03-31,492.0,437.625,490.5,480.0,442100.0,480.0,521.65,421.1175,403.76190476190476,403.76190476190476
2000-04-03,466.125,390.0,465.375,392.25,617100.0,392.25,509.425,421.3425,403.58203125,403.58203125
2000-04-04,453.0,348.0,413.25,451.5,839700.0,451.5,501.55,423.18,404.3192307692308,404.3192307692308
2000-04-05,453.0,408.0,440.625,431.625,409800.0,431.625,494.725,424.26,404.73295454545456,404.73295454545456
2000-04-06,476.25,435.75,435.75,462.75,315700.0,462.75,490.4,425.565,405.5988805970149,405.5988805970149
2000-04-07,516.0,445.875,481.5,468.375,617100.0,468.375,485.625,427.2375,406.5220588235294,406.5220588235294
2000-04-10,473.625,426.0,473.625,437.25,387300.0,437.25,483.7,428.8275,406.9673913043478,406.9673913043478
2000-04-11,424.125,372.0,421.5,390.375,741000.0,390.375,477.225,429.675,406.73035714285714,406.73035714285714
2000-04-12,399.0,359.25,398.25,360.75,509200.0,360.75,466.475,430.02,406.0827464788732,406.0827464788732
2000-04-13,390.75,363.0,369.0,372.75,736000.0,372.75,456.125,430.3275,405.6197916666667,405.6197916666667
2000-04-14,372.0,311.25,357.0,351.28125,1033500.0,351.28125,443.34375,430.205625,404.8754280821918,404.8754280821918
2000-04-17,340.5,297.75,333.75,312.375,730600.0,312.375,427.36875,429.208125,403.6254222972973,403.6254222972973
2000-04-18,389.625,292.5,316.5,384.0,1059800.0,384.0,418.19375,429.658125,403.36375,403.36375
2000-04-19,390.75,342.0,381.0,390.375,581200.0,390.375,411.49375,430.498125,403.1928453947368,403.1928453947368
2000-04-20,415.125,385.5,395.25,407.25,406500.0,407.25,406.19375,431.630625,403.2455357142857,403.2455357142857
2000-04-24,396.0,337.5,378.0,370.5,538400.0,370.5,398.89375,432.290625,402.82572115384613,402.82572115384613
2000-04-25,415.5,373.5,390.75,387.375,501500.0,387.375,398.56875,433.573125,402.6301424050633,402.6301424050633
2000-04-26,396.375,366.0,396.0,383.25,529300.0,383.25,394.01875,434.713125,402.387890625,402.387890625
2000-04-27,405.75,357.0,360.0,389.625,372800.0,389.625,391.21875,436.145625,402.2303240740741,402.2303240740741
2000-04-28,402.0,375.75,390.375,379.5,484400.0,379.5,385.66875,437.383125,401.953125,401.953125
2000-05-01,395.25,378.375,387.375,381.375,471200.0,381.375,379.86875,438.410625,401.7051957831325,401.7051957831325
2000-05-02,387.0,354.0,381.75,357.0,283400.0,357.0,374.51875,439.430625,401.17299107142856,401.17299107142856
2000-05-03,354.0,330.75,352.5,348.09375,304600.0,348.09375,371.7,440.3775,400.5485294117647,400.5485294117647
2000-05-04,370.875,339.0,350.25,347.625,332600.0,347.625,370.825,441.105,399.9331395348837,399.9331395348837
2000-05-05,356.25,340.875,344.25,344.625,264800.0,344.625,368.95,441.1875,399.29741379310343,399.29741379310343
2000-05-08,357.75,329.25,349.125,329.25,204600.0,329.25,367.48125,440.9475,398.50142045454544,398.50142045454544
2000-05-09,332.25,303.75,331.125,317.625,348600.0,317.625,367.83125,440.835,397.5926966292135,397.5926966292135
2000-05-10,321.75,300.375,312.0,309.375,316100.0,309.375,362.85625,440.31,396.6125,396.6125
2000-05-11,317.25,294.75,314.25,297.0,292800.0,297.0,356.63125,438.525,395.51785714285717,395.51785714285717
2000-05-12,310.5,295.875,301.5,298.125,253600.0,298.125,349.35625,435.9075,394.4592391304348,394.4592391304348
2000-05-15,310.5,270.75,309.0,302.625,520000.0,302.625,344.83125,432.96,393.4717741935484,393.4717741935484
2000-05-16,343.40625,311.25,311.25,324.375,852000.0,324.375,340.63125,428.625,392.73670212765956,392.73670212765956
2000-05-17,319.5,299.25,317.625,304.125,522400.0,304.125,335.35625,425.2725,391.80394736842106,391.80394736842106
2000-05-18,309.0,279.0,304.5,282.375,534100.0,282.375,328.20625,420.4125,390.6640625,390.6640625
2000-05-19,287.25,267.0,279.0,268.5,389400.0,268.5,320.80625,414.54,389.4046391752577,389.4046391752577
2000-05-22,270.0,246.375,270.0,266.625,505200.0,266.625,313.15625,408.5325,388.1517857142857,388.1517857142857
2000-05-23,269.25,240.0,268.875,243.0,413400.0,243.0,305.55625,401.88,386.68560606060606,386.68560606060606
2000-05-24,241.5,198.375,240.0,219.0,1009000.0,219.0,296.95,394.8675,385.00875,385.00875
2000-05-25,250.875,210.75,241.125,217.5,831900.0,217.5,288.275,388.5375,384.10875,383.3502475247525
2000-05-26,222.75,201.75,217.875,216.75,259800.0,216.75,279.75,382.32,383.03625,381.71691176470586
2000-05-30,237.75,214.5,222.75,235.5,393200.0,235.5,273.5,376.23,381.795,380.29733009708735
2000-05-31,234.0,223.5,232.125,228.75,287700.0,228.75,267.575,371.4825,380.6325,378.8401442307692
2000-06-01,254.25,231.0,232.125,251.625,638000.0,251.625,263.725,366.765,379.71375,377.62857142857143
2000-06-02,286.5,255.0,255.0,279.0,601700.0,279.0,262.525,361.905,379.24875,376.6981132075472
2000-06-05,309.0,271.875,278.625,294.0,514300.0,294.0,262.25,357.225,379.02,375.9252336448598
2000-06-06,295.5,264.375,295.5,264.375,309800.0,264.375,259.7,351.6525,378.59625,374.8923611111111
2000-06-07,277.5,261.0,263.25,270.0,342200.0,270.0,256.075,346.0125,378.19875,373.9300458715596
2000-06-08,280.125,265.5,277.125,273.375,379200.0,273.375,254.025,341.0475,377.52,373.0159090909091
2000-06-09,282.0,267.0,279.75,270.75,254200.0,270.75,253.25,336.645,376.67625,372.0945945945946
2000-06-12,276.0,246.375,270.0,252.0,310500.0,252.0,252.15,331.95,375.45,371.02232142857144
2000-06-13,265.5,246.75,252.75,261.0,246100.0,261.0,251.775,327.57,374.34375,370.0486725663717
2000-06-14,271.5,258.0,262.5,259.125,184200.0,259.125,252.85,324.9075,373.125,369.0756578947368
2000-06-15,274.875,252.75,267.375,256.5,279100.0,256.5,255.35,321.0075,372.09375,368.0967391304348
2000-06-16,264.0,252.75,259.875,259.125,178700.0,259.125,258.125,317.5575,370.90875,367.1573275862069
2000-06-19,268.5,257.25,259.125,267.375,151700.0,267.375,261.5,313.65,369.6075,366.3044871794872
2000-06-20,284.25,270.375,275.25,279.0,625800.0,279.0,264.4,309.8625,368.55,365.5646186440678
2000-06-21,276.75,264.0,275.25,270.0,181900.0,270.0,267.15,306.5175,367.6725,364.76155462184875
2000-06-22,282.0,264.0,273.75,271.875,307200.0,271.875,268.5,304.1475,366.91125,363.9875
2000-06-23,268.5,234.75,267.75,250.875,968700.0,250.875,266.625,301.95,365.985,363.0526859504132
2000-06-26,253.5,226.125,252.75,228.0,629400.0,228.0,262.225,299.055,364.69125,361.9456967213115
2000-06-27,242.25,228.375,229.125,240.0,257000.0,240.0,260.6,296.829375,363.5175,360.9542682926829
2000-06-28,246.75,237.0,240.0,241.125,269800.0,241.125,258.675,295.404375,362.30625,359.98790322580646
2000-06-29,223.3125,199.875,215.625,220.875,1322800.0,220.875,255.175,292.141875,360.9,358.875
2000-06-30,229.5,213.0,219.0,227.90625,407700.0,227.90625,252.31875,288.8925,359.6953125,357.8355654761905
2000-07-03,240.0,222.0,230.625,240.0,106400.0,240.0,251.51875,285.5475,358.5890625,356.90772637795277
2000-07-05,235.5,222.0,234.75,222.75,158100.0,222.75,248.96875,282.5925,357.4415625,355.859619140625
2000-07-06,230.25,216.0,222.375,228.375,214500.0,228.375,246.91875,279.4125,356.4928125,354.8713662790698
2000-07-07,228.375,222.0,227.625,225.375,127100.0,225.375,244.84375,276.255,355.4840625,353.8752403846154
2000-07-10,228.75,222.75,227.625,223.5,172100.0,223.5,242.46875,272.9325,354.5390625,352.88000954198475
2000-07-11,223.5,194.25,223.5,195.0,634200.0,195.0,237.64375,269.2425,353.3128125,351.6839488636364
2000-07-12,217.5,195.75,205.5,213.75,787500.0,213.75,233.29375,265.89,352.1503125,350.6468515037594
2000-07-13,233.625,211.5,219.0,230.625,568300.0,230.625,230.66875,263.3625,351.3965625,349.75116604477614
2000-07-14,244.125,229.875,236.25,236.625,875900.0,236.625,228.31875,261.133125,350.7553125,348.91319444444446
2000-07-17,244.5,234.0,240.75,237.375,458500.0,237.375,227.41875,258.928125,350.0165625,348.0930606617647
2000-07-18,242.25,223.5,237.375,232.5,468600.0,232.5,227.71875,256.685625,348.9365625,347.2493156934307
2000-07-19,241.5,225.0,229.78125,238.5,237900.0,238.5,227.61875,254.870625,347.9090625,346.46127717391306
2000-07-20,245.25,237.0,240.75,243.375,268400.0,243.375,227.76875,253.385625,347.1103125,345.71964928057554
2000-07-21,251.25,237.0,243.0,240.375,403900.0,240.375,229.06875,252.005625,346.1578125,344.9671875
2000-07-24,234.375,183.0,234.0,186.75,2586700.0,186.75,226.325,249.800625,344.1628125,343.84507978723406
2000-07-25,199.125,180.0,199.125,187.5,1710200.0,187.5,222.825,247.588125,341.7478125,342.74405809859155
2000-07-26,187.5,169.125,186.75,171.75,867600.0,171.75,219.425,244.970625,338.9653125,341.54829545454544
2000-07-27,168.0,144.375,168.0,154.875,1140800.0,154.875,214.525,241.580625,335.1028125,340.251953125
2000-07-28,159.0,138.75,157.875,147.0,948900.0,147.0,209.3,238.438125,331.8553125,338.91918103448273
2000-07-31,153.0,135.75,153.0,141.75,974400.0,141.75,203.85,235.625625,328.0190625,337.56870719178085
2000-08-01,159.75,147.375,151.125,149.625,1063000.0,149.625,200.825,233.248125,323.8940625,336.29017857142856
2000-08-02,154.875,146.25,151.875,148.875,555300.0,148.875,196.5,230.893125,319.7128125,335.0238597972973
2000-08-03,146.25,140.25,144.375,145.875,403200.0,145.875,190.85,228.950625,315.4153125,333.7544043624161
2000-08-04,150.375,142.5,148.125,145.5,285800.0,145.5,184.775,227.480625,311.1740625,332.499375
2000-08-07,167.25,142.5,147.0,165.0,814500.0,165.0,179.95,226.430625,307.4840625,331.39010761589407
2000-08-08,179.625,159.375,166.5,168.0,774400.0,168.0,175.65,225.455625,303.8878125,330.31517269736844
2000-08-09,174.0,149.625,173.25,153.75,605400.0,153.75,170.0,223.820625,300.0253125,329.1611519607843
2000-08-10,153.75,141.0,153.75,142.5,624000.0,142.5,163.275,222.095625,296.7890625,327.9490665584416
2000-08-11,148.5,137.25,138.0,144.0,373700.0,144.0,156.85,219.943125,293.3540625,326.7622983870968
2000-08-14,152.625,138.0,147.0,147.375,550500.0,147.375,154.225,217.310625,289.6078125,325.6123798076923
2000-08-15,157.5,144.375,144.75,152.25,496700.0,152.25,151.875,214.475625,285.8503125,324.5081608280255
2000-08-16,163.5,150.0,152.625,150.75,507300.0,150.75,150.475,212.203125,281.9278125,323.4084256329114
2000-08-17,154.5,146.625,150.0,151.5,417600.0,151.5,150.25,209.833125,277.9228125,322.32724056603774
2000-08-18,159.0,150.375,154.5,158.625,372900.0,158.625,151.025,207.538125,274.2928125,321.3041015625
2000-08-21,160.875,150.0,160.875,153.0,359100.0,153.0,151.775,205.183125,270.9140625,320.2587344720497
2000-08-22,155.25,147.75,155.25,148.5,179900.0,148.5,151.7,203.113125,267.5315625,319.1984953703704
2000-08-23,155.25,147.0,149.625,152.625,410500.0,152.625,151.95,200.945625,264.2578125,318.1765720858896
2000-08-24,168.0,155.25,155.625,162.75,785600.0,162.75,153.075,199.018125,261.9628125,317.2288490853659
2000-08-25,164.25,156.75,162.1875,159.0,469100.0,159.0,153.975,197.068125,259.0378125,316.2698863636364
2000-08-28,164.25,157.125,159.75,160.125,269200.0,160.125,153.65,195.088125,256.3228125,315.3292545180723
2000-08-29,166.125,160.125,160.125,165.0,402100.0,165.0,153.45,193.040625,253.3453125,314.4290793413174
2000-08-30,174.0,162.0,163.125,166.5,575600.0,166.5,154.3,190.790625,250.3265625,313.54854910714283
2000-08-31,171.0,155.625,170.625,163.125,575500.0,163.125,155.675,188.653125,247.5853125,312.65846893491124
2000-09-01,164.25,153.75,162.375,155.625,430600.0,155.625,156.45,186.328125,245.2378125,311.73474264705885
2000-09-05,177.75,153.75,157.125,173.625,776300.0,173.625,158.2,184.783125,243.3665625,310.9270833333333
2000-09-06,176.625,160.5,175.5,165.0,401500.0,165.0,159.05,183.523125,241.2890625,310.07867005813955
2000-09-07,165.75,148.875,165.375,155.625,948400.0,155.625,159.375,181.835625,239.3325,309.18587427745666
2000-09-08,160.5,152.625,156.75,154.5,342000.0,154.5,159.575,180.103125,237.75375,308.296875
2000-09-11,165.0,157.125,162.0,159.0,529100.0,159.0,159.6,178.865625,235.50375,307.44375
2000-09-12,171.0,162.0,166.5,165.0,502300.0,165.0,160.4,177.6075,233.25,306.6344105113636
2000-09-13,169.5,158.25,163.875,167.625,401500.0,167.625,161.675,176.16,230.85375,305.84904661016947
2000-09-14,171.0,158.25,171.0,162.0,342600.0,162.0,162.3,174.945,228.76875,305.0409058988764
2000-09-15,166.875,155.625,166.875,156.75,301000.0,156.75,161.9,173.5125,226.4625,304.21246508379886
2000-09-18,162.0,150.75,156.75,153.0,328900.0,153.0,161.5,172.065,224.16,303.3723958333333
2000-09-19,156.375,150.0,154.125,150.75,264900.0,150.75,160.875,170.61,221.77125,302.5291781767956
2000-09-20,153.0,136.5,152.625,140.625,709500.0,140.625,159.25,169.5225,219.3825,301.6395947802198
2000-09-21,137.25,123.75,136.875,129.375,1562700.0,129.375,156.775,167.835,216.8625,300.6982581967213
2000-09-22,131.25,118.875,119.25,131.25,638400.0,131.25,154.65,165.8475,214.605,299.77734375
2000-09-25,133.875,120.0,133.5,122.625,332200.0,122.625,152.45,163.5675,212.3503125,298.8197635135135
2000-09-26,122.625,109.125,120.75,111.84375,633200.0,111.84375,148.33125,161.056875,209.9925,297.81451612903226
2000-09-27,72.0,60.375,67.875,64.5,7213900.0,64.5,141.63125,157.696875,207.19125,296.5668449197861
2000-09-28,74.625,62.25,63.375,71.25,2622900.0,71.25,136.00625,154.351875,204.61125,295.3683510638298
2000-09-29,71.625,69.0,71.25,71.25,1435600.0,71.25,130.45625,150.909375,202.1475,294.1825396825397
2000-10-02,72.375,63.375,72.375,65.25,704000.0,65.25,124.20625,147.406875,199.70625,292.97763157894735
2000-10-03,67.125,59.25,65.25,59.25,651900.0,59.25,117.15625,144.856875,197.32875,291.75392670157066
2000-10-04,60.0,54.0,59.90625,56.25,701600.0,56.25,109.73125,142.231875,194.91,290.52734375
2000-10-05,43.5,34.125,42.375,34.875,4629500.0,34.875,101.25625,139.494375,192.2325,289.2027202072539
2000-10-06,34.5,27.75,33.84375,33.375,2903300.0,33.375,93.03125,137.064375,189.3225,287.8840206185567
2000-10-09,41.25,33.5625,33.65625,39.0,1477600.0,39.0,85.43125,134.904375,186.67125,286.60769230769233
2000-10-10,42.75,39.0,41.25,40.6875,986300.0,40.6875,78.09375,132.883125,184.254375,285.3529974489796
2000-10-11,40.5,32.0625,39.75,32.625,963400.0,32.625,70.89375,130.543125,181.895625,284.070114213198
2000-10-12,35.25,30.375,35.15625,31.125,679700.0,31.125,64.34375,128.188125,179.540625,282.7926136363636
2000-10-13,39.0,31.125,31.3125,37.875,836800.0,37.875,58.11875,126.028125,177.489375,281.5618718592965
2000-10-16,40.125,33.75,39.65625,34.5,496100.0,34.5,52.24375,123.808125,175.644375,280.3265625
2000-10-17,36.0,30.0,36.0,30.9375,474000.0,30.9375,46.85,121.126875,173.77875,278.94375
2000-10-18,32.25,24.75,27.9375,29.25,411800.0,29.25,44.5,118.351875,171.90375,277.47
2000-10-19,33.75,30.0,31.96875,30.75,358800.0,30.75,41.8,115.891875,169.85625,275.825625
2000-10-20,40.5,30.375,32.4375,32.53125,849500.0,32.53125,39.21875,113.6925,167.8940625,274.26328125
2000-10-23,37.125,31.875,31.96875,33.75,517000.0,33.75,37.11875,111.4875,165.7153125,272.71453125
2000-10-24,36.0,32.0625,34.875,32.4375,359000.0,32.4375,35.33125,109.18875,163.2496875,271.24921875
2000-10-25,33.75,31.6875,32.625,31.875,222800.0,31.875,33.70625,106.78125,160.6284375,269.82421875
2000-10-26,33.0,30.375,31.3125,30.375,270800.0,30.375,33.40625,104.37375,158.2884375,268.44234375
2000-10-27,35.25,31.125,33.0,33.75,335800.0,33.75,33.43125,102.01875,155.9259375,267.06234375
2000-10-30,34.5,31.6875,32.53125,33.375,221500.0,33.375,33.05625,99.51375,153.5259375,265.52296875
2000-10-31,36.0,32.8125,34.125,34.5,300800.0,34.5,32.64375,97.14375,151.1634375,263.91984375
2000-11-01,40.125,33.75,34.5,37.125,653600.0,37.125,32.94375,94.91625,149.0146875,262.23234375
2000-11-02,42.5625,37.5,39.28125,41.0625,1292300.0,41.0625,33.60625,92.685,146.8153125,260.57953125
2000-11-03,29.25,25.875,27.375,28.3125,2372800.0,28.3125,32.96875,89.99625,144.5071875,258.81609375
2000-11-06,28.875,26.25,28.78125,27.0,681300.0,27.0,32.46875,87.35625,142.2121875,257.15296875
2000-11-07,27.375,25.5,27.28125,25.6875,479300.0,25.6875,32.11875,84.6675,139.8778125,255.39328125
2000-11-08,26.0625,19.3125,26.0625,19.5,1688700.0,19.5,31.46875,81.7575,137.3990625,253.50328125
2000-11-09,21.1875,18.75,19.875,19.3125,592100.0,19.3125,30.70625,78.81375,134.8021875,251.67609375
2000-11-10,22.875,18.0,19.5,20.0625,430500.0,20.0625,29.875,75.9525,132.3028125,249.98765625
2000-11-13,21.0,18.0,20.25,18.375,402700.0,18.375,28.85,73.2075,129.7678125,248.33953125
2000-11-14,21.0,18.0,19.5,18.5625,522100.0,18.5625,27.925,70.10625,127.4446875,246.71484375
2000-11-15,19.125,16.5,19.03125,16.5,900800.0,16.5,26.9,67.13625,125.3296875,245.01046875
2000-11-16,18.75,15.75,18.0,16.5,793000.0,16.5,25.975,64.35375,123.0946875,243.30609375
2000-11-17,17.0625,15.0,16.3125,15.5625,432800.0,15.5625,24.7625,61.575,120.8390625,241.57265625
2000-11-20,15.9375,14.625,15.0,14.625,647300.0,14.625,23.5125,58.6875,118.7765625,239.83828125
2000-11-21,16.875,13.5,15.0,13.875,375500.0,13.875,22.1375,55.665,116.63625,238.16578125
2000-11-22,16.5,13.3125,13.96875,13.6875,389200.0,13.6875,20.575,52.58625,114.373125,236.48109375
2000-11-24,16.5,14.625,14.625,15.1875,348000.0,15.1875,18.85,49.65,112.2975,234.86953125
2000-11-27,17.25,14.625,16.875,15.0,440900.0,15.0,17.9625,46.815,110.16375,233.32828125
2000-11-28,15.1875,13.5,14.8125,13.875,199500.0,13.875,17.0875,44.0325,108.04875,231.76640625
2000-11-29,16.5,13.125,13.5,15.375,411300.0,15.375,16.4,41.325,105.9675,230.25328125
2000-11-30,15.1875,12.75,14.8125,15.0,241900.0,15.0,16.1,38.8125,104.1675,228.74015625
2000-12-01,15.375,13.78125,15.0,14.625,179500.0,14.625,15.7875,36.5175,102.17625,227.16328125
2000-12-04,14.25,12.1875,13.78125,12.5625,284400.0,12.5625,15.2875,34.14375,99.995625,225.69609375
2000-12-05,14.4375,12.0,13.03125,12.1875,633400.0,12.1875,14.875,31.935,97.75125,224.25328125
2000-12-06,12.75,10.5,12.75,10.6875,472500.0,10.6875,14.35,29.911875,95.484375,222.75046875
2000-12-07,11.625,10.125,11.4375,11.25,411000.0,11.25,14.0,28.846875,93.271875,221.10421875
2000-12-08,15.5625,12.0,12.0,14.625,593300.0,14.625,13.875,27.714375,91.033125,219.47109375
2000-12-11,16.5,13.125,15.9375,13.5,561500.0,13.5,13.7375,26.559375,88.734375,217.92234375
2000-12-12,14.25,13.125,13.78125,13.3125,358000.0,13.3125,13.65,25.520625,86.46375,216.31078125
2000-12-13,13.875,13.125,13.5,13.125,453000.0,13.125,13.6,24.598125,84.7275,214.44515625
2000-12-14,13.875,12.0,13.40625,12.375,474200.0,12.375,13.5125,23.720625,82.97625,212.36203125
2000-12-15,13.5,10.875,13.3125,10.875,639200.0,10.875,13.225,23.240625,81.3675,210.16640625
2000-12-18,12.375,9.375,11.625,9.375,516100.0,9.375,12.85,22.760625,79.9125,207.50765625
2000-12-19,10.6875,8.8125,10.5,9.1875,490400.0,9.1875,12.5375,22.164375,78.534375,205.19484375
2000-12-20,8.625,7.3125,7.96875,7.5,475400.0,7.5,12.0125,21.500625,77.191875,202.60546875
2000-12-21,9.0,7.3125,7.59375,7.6875,803200.0,7.6875,11.525,21.001875,75.7725,199.83328125
2000-12-22,8.25,6.9375,7.875,7.6875,617800.0,7.6875,11.0625,20.533125,74.360625,197.03671875
2000-12-26,7.875,6.75,7.6875,6.75,460700.0,6.75,10.675,19.910625,72.969375,194.19234375
2000-12-27,9.375,6.375,6.75,8.4375,1131000.0,8.4375,10.425,19.389375,71.59875,191.38640625
2000-12-28,8.625,7.5,8.4375,7.875,598700.0,7.875,10.2375,18.928125,70.0275,188.75578125
